id	chr_name	start	end	chromosome_id	tag_count_10um_pcc	id_10um_pcc	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	ets_tag_count	ets_id	batf_tag_count	batf_id	junb_tag_count	junb_id	cjun_tag_count	cjun_id	jund_tag_count	jund_id	irf4_tag_count	irf4_id
14665	chr8	70797214	70798602	10	39.3	14665	81.8	9094.0	73.9	10280.0	38.5	13052.0	50.6	14987.0					24.2	15692.0	25.9	14634.0	32.0	22392.0	11.1	40783.0
14666	chr8	86746338	86747230	10	39.3	14666	68.4	11233.0	62.5	12254.0	33.4	14759.0	59.3	13066.0			11.5	28445.0							36.9	10587.0
14668	chr8	105859892	105860706	10	39.3	14668	104.3	6349.0	79.4	9490.0	69.0	6330.0	40.1	17584.0							11.6	23845.0	38.8	17291.0	23.7	19797.0
14669	chr8	106168313	106168939	10	39.3	14669	145.2	3218.0	135.5	3789.0	108.6	2602.0	146.3	3319.0	19.4	3160.0	13.4	25777.0			23.9	15868.0	88.5	3218.0	31.8	13326.0
14670	chr8	106210925	106211873	10	39.3	14670	155.2	2772.0	127.7	4262.0	60.5	7716.0	82.1	9218.0			14.1	24915.0	101.9	3190.0	28.0	13507.0	67.0	6268.0	73.8	2680.0
14674	chr9	45042201	45043101	12	39.3	14674	44.2	16301.0	47.9	15220.0	27.7	16963.0	38.3	18071.0									37.7	17974.0	80.2	2171.0
14678	chr9	121710829	121711581	12	39.3	14678	53.4	14169.0	74.4	10219.0	61.1	7627.0	71.0	10957.0					64.3	6643.0			20.7	35436.0	9.45	44920.0
14679	chr10	11281492	11282124	9	39.3	14679	31.7	19940.0	40.1	17040.0	23.2	18990.0	37.7	18264.0												
14681	chr10	22273520	22274902	9	39.3	14681	54.2	13989.0	46.1	15652.0	26.0	17686.0	29.6	20652.0					17.5	17933.0			5.11	72405.0		
14683	chr10	61696138	61697212	9	39.3	14683	35.9	18648.0	28.3	20365.0	42.4	11879.0	34.0	19341.0	8.58	8864.0									15.9	30744.0
14684	chr10	81266060	81267100	9	39.3	14684	60.1	12785.0	65.7	11672.0	28.3	16723.0	59.3	13080.0	16.3	4441.0	17.9	20341.0			32.1	11512.0	57.9	8526.0	41.0	8844.0
14689	chr11	67051132	67052100	13	39.3	14689	115.1	5281.0	98.1	7064.0	13.0	25539.0	111.1	5819.0												
14690	chr11	78322551	78323653	13	39.3	14690	49.2	15140.0	46.5	15560.0	26.0	17712.0	62.4	12507.0					12.5	19426.0	13.0	23121.0	29.9	24419.0	16.4	29976.0
14696	chr11	99153183	99154385	13	39.3	14696	966.2	17.0	702.1	63.0	57.1	8346.0	590.3	106.0												
14697	chr11	99231112	99231878	13	39.3	14697	55.1	13819.0	140.1	3534.0	38.5	13089.0	51.2	14875.0												
14698	chr11	101224947	101226335	13	39.3	14698	36.7	18417.0	50.6	14627.0	30.0	16090.0	71.0	10971.0							11.6	23920.0			20.7	23262.0
14699	chr11	106084895	106086047	13	39.3	14699	57.6	13291.0	49.7	14826.0	24.3	18475.0	41.4	17309.0					56.0	7907.0					15.9	30795.0
14704	chr12	31653736	31654602	15	39.3	14704			68.4	11178.0	20.4	20593.0	69.8	11202.0			53.0	5231.0	107.8	2899.0			47.9	12194.0	40.8	8957.0
14705	chr12	69168114	69169066	15	39.3	14705	62.6	12296.0	96.3	7299.0	46.4	10863.0	96.3	7408.0							17.1	20432.0	30.1	24160.0	8.07	48463.0
14706	chr12	76533962	76535044	15	39.3	14706	131.0	4042.0	111.3	5679.0	67.3	6619.0	121.6	4897.0											7.61	49567.0
14710	chr13	29983181	29984209	14	39.3	14710	39.2	17691.0	54.7	13767.0	23.2	19054.0	42.6	17000.0			14.1	25144.0								
14711	chr13	47043946	47045206	14	39.3	14711	89.3	8092.0	73.9	10304.0	15.3	23731.0	62.4	12520.0												
14712	chr13	59557232	59557866	14	39.3	14712			52.9	14175.0	21.5	19968.0	39.5	17783.0									22.3	33211.0	9.68	44462.0
14717	chr14	18237965	18238729	11	39.3	14717	38.4	17947.0	40.1	17062.0	27.7	17012.0	49.4	15323.0	26.6	1494.0			45.9	9835.0			96.9	2555.0	30.2	14382.0
14718	chr14	27039926	27040680	11	39.3	14718	40.9	17221.0	39.7	17183.0	38.5	13112.0	49.4	15324.0												
14719	chr14	31829499	31830407	11	39.3	14719	38.4	17949.0	52.0	14335.0	33.9	14620.0	54.3	14189.0			7.66	33896.0			19.1	19049.0	22.3	33222.0	26.5	17272.0
14723	chr14	67007305	67008381	11	39.3	14723	72.6	10551.0	50.2	14739.0	44.1	11466.0	60.5	12869.0											29.3	15024.0
14724	chr14	73141821	73142751	11	39.3	14724	57.6	13318.0	65.2	11776.0	36.2	13831.0	61.1	12748.0												
14726	chr14	87415487	87416411	11	39.3	14726	56.7	13507.0	52.5	14263.0			50.6	15020.0			10.2	30710.0					49.8	11351.0		
14729	chr15	38301309	38302453	16	39.3	14729	95.9	7265.0	129.1	4178.0	33.9	14630.0	72.2	10757.0							42.3	7625.0				
14730	chr15	44426634	44427548	16	39.3	14730	99.3	6900.0	104.5	6394.0	53.2	9259.0	51.9	14773.0												
14732	chr15	76697409	76698907	16	39.3	14732	82.6	9005.0	67.5	11350.0	37.9	13296.0	35.8	18830.0	8.58	8941.0			96.9	3529.0	32.1	11591.0	96.3	2597.0	14.3	33961.0
14734	chr15	81811373	81812281	16	39.3	14734	34.2	19211.0	63.0	12194.0	33.4	14826.0	35.8	18831.0	8.13	9218.0					19.1	19093.0				
14736	chr15	100636756	100637384	16	39.3	14736	62.6	12313.0	67.1	11440.0	25.4	18014.0	48.2	15655.0												
14737	chr16	21946910	21947662	17	39.3	14737	70.1	10987.0	52.9	14185.0	53.7	9130.0	78.4	9805.0							21.2	17772.0	15.3	44982.0	28.1	15902.0
14738	chr16	32332949	32333843	17	39.3	14738	44.2	16373.0	63.9	12042.0			48.2	15657.0	7.67	9483.0	16.6	22002.0					14.0	47884.0		
14739	chr16	62853738	62854996	17	39.3	14739	43.4	16608.0	51.1	14546.0			57.4	13517.0			18.5	19798.0	17.5	18019.0	12.3	23602.0	9.15	60641.0	8.53	47407.0
14741	chr17	15826215	15827107	18	39.3	14741	53.4	14231.0	50.6	14659.0	43.0	11769.0	45.1	16407.0							13.0	23226.0	15.1	45571.0	9.45	45113.0
14742	chr17	23740012	23740768	18	39.3	14742	70.9	10849.0	83.5	8927.0	40.7	12424.0	58.7	13259.0							23.2	16472.0	24.2	30760.0	11.8	39459.0
14745	chr17	34606216	34607026	18	39.3	14745	193.6	1675.0	91.7	7870.0	68.4	6470.0	180.9	2025.0							50.5	5464.0				
14746	chr17	34644349	34645125	18	39.3	14746	43.4	16613.0	43.3	16278.0	37.9	13320.0	51.9	14783.0			17.9	20588.0			46.4	6482.0	64.6	6830.0	9.45	45126.0
14747	chr17	55891810	55892976	18	39.3	14747	85.9	8557.0	43.8	16175.0	25.4	18035.0	65.4	11975.0	21.2	2678.0	14.7	24424.0					19.4	37728.0	21.0	23029.0
14748	chr17	83632107	83632805	18	39.3	14748	23.4	23222.0	53.4	14086.0	22.1	19737.0	61.1	12760.0			7.03	34537.0							11.8	39477.0
14750	chr18	32816325	32817487	20	39.3	14750	49.2	15205.0	49.7	14858.0	24.9	18298.0	51.9	14786.0									11.8	52984.0		
14751	chr19	4624891	4625829	21	39.3	14751	91.8	7790.0	98.1	7084.0	45.2	11174.0	104.3	6498.0	12.2	6709.0	8.3	33347.0			47.1	6320.0	87.7	3302.0		
14752	chr19	5568582	5569466	21	39.3	14752	91.8	7791.0	70.3	10920.0	40.2	12605.0	64.2	12202.0									32.6	22033.0	27.7	16308.0
14755	chr19	41979940	41981010	21	39.3	14755	45.9	16023.0	53.4	14097.0	32.2	15290.0	78.4	9820.0									31.8	22725.0		
14757	chrX	139997524	139999476	3	39.3	14757	51.7	14645.0	53.8	13979.0	28.8	16609.0	47.5	15836.0	9.03	8718.0							7.0	67284.0		
14759	chr1	9700402	9701196	1	38.7	14759	60.9	12503.0	58.8	12894.0	36.8	13507.0	58.0	13270.0							28.0	13336.0	27.7	26430.0	22.8	20654.0
14762	chr1	46853816	46854704	1	38.7	14762	65.9	11605.0	68.9	11071.0	45.8	10906.0	63.0	12339.0							30.0	12301.0	35.5	19455.0	47.7	6672.0
14770	chr1	92906220	92907716	1	38.7	14770	95.1	7292.0	107.2	6028.0	32.2	15066.0	89.5	8212.0	17.6	3731.0	12.8	26279.0			30.7	11986.0	23.1	31866.0	14.1	34049.0
14772	chr1	185328567	185329321	1	38.7	14772	70.1	10867.0	52.9	14103.0	57.1	8288.0	55.6	13815.0					31.7	13227.0	29.3	12669.0	17.5	40563.0	27.4	16329.0
14774	chr2	10049110	10050010	2	38.7	14774	170.2	2213.0	66.6	11459.0	43.5	11501.0	55.6	13817.0												
14776	chr2	25364815	25365735	2	38.7	14776	62.6	12195.0	54.3	13791.0	36.2	13710.0	45.1	16284.0							12.3	23304.0	22.6	32619.0	31.6	13410.0
14777	chr2	32363363	32364173	2	38.7	14777	198.6	1566.0	198.0	1596.0	55.4	8647.0	171.7	2290.0												
14779	chr2	52072199	52073199	2	38.7	14779	47.6	15427.0	53.4	13992.0	33.4	14675.0	49.4	15226.0							60.7	3664.0	15.1	45109.0	41.7	8549.0
14782	chr2	83722517	83723705	2	38.7	14782	44.2	16233.0	66.6	11460.0	56.0	8529.0	89.5	8215.0			23.0	15351.0								
14783	chr2	102400075	102400845	2	38.7	14783	50.9	14662.0	34.7	18404.0	106.3	2702.0	141.4	3606.0			20.4	17429.0					21.5	34116.0	25.6	17917.0
14784	chr2	112284510	112285408	2	38.7	14784	44.2	16234.0	54.3	13799.0	36.8	13529.0	50.6	14939.0												
14793	chr3	32615811	32616737	4	38.7	14793	36.7	18280.0	45.2	15798.0	29.4	16193.0	40.1	17541.0											30.7	13968.0
14795	chr3	69044021	69044783	4	38.7	14795	87.6	8245.0	161.5	2547.0	55.4	8656.0	159.9	2725.0							56.6	4268.0	16.4	42568.0	12.4	37568.0
14796	chr3	87376347	87377389	4	38.7	14796	36.7	18283.0	37.4	17697.0	27.1	17109.0	66.7	11683.0			21.7	16347.0					19.4	37414.0		
14798	chr3	100489176	100490168	4	38.7	14798	100.1	6759.0	140.5	3495.0	45.8	10922.0	87.1	8515.0					23.4	15892.0	38.2	8876.0	33.9	20773.0		
14799	chr3	105685967	105686915	4	38.7	14799	81.8	9056.0	104.0	6420.0	33.4	14693.0	31.5	20014.0												
14801	chr4	44011307	44012311	5	38.7	14801	51.7	14500.0	247.7	947.0	29.4	16208.0	296.4	658.0												
14802	chr4	62523870	62524628	5	38.7	14802	82.6	8929.0	75.7	9980.0	25.4	17852.0	43.8	16602.0												
14804	chr4	97775969	97778025	5	38.7	14804	40.9	17096.0	63.4	12078.0	15.8	23096.0	66.7	11689.0									8.07	63384.0		
14806	chr4	116017616	116018240	5	38.7	14806	236.1	1070.0	255.5	881.0	39.0	12841.0	56.2	13707.0					73.5	5461.0	64.8	3175.0	30.9	23280.0	36.4	10775.0
14809	chr4	127125448	127126962	5	38.7	14809	73.4	10358.0	70.3	10868.0	41.3	12155.0	60.5	12796.0							56.6	4271.0	25.0	29570.0	20.1	24051.0
14810	chr4	132731665	132732879	5	38.7	14810	56.7	13401.0	51.5	14379.0			53.1	14408.0					51.8	8593.0	18.4	19289.0	20.5	35726.0	14.5	33193.0
14811	chr4	132921689	132922635	5	38.7	14811	64.2	11937.0	59.8	12744.0	53.2	9185.0	61.1	12677.0					45.9	9752.0	45.7	6546.0			50.0	6109.0
14812	chr4	149954947	149955711	5	38.7	14812	90.1	7924.0	82.1	9079.0	31.1	15569.0	38.3	18025.0	15.8	4589.0					30.0	12383.0	43.9	14158.0	27.0	16774.0
14815	chr5	77309744	77311166	6	38.7	14815	124.3	4474.0	130.9	4049.0	46.4	10798.0	106.2	6258.0							37.5	9159.0	68.6	5989.0	21.2	22581.0
14816	chr5	99979015	99979803	6	38.7	14816	27.5	21327.0	31.5	19355.0	27.1	17140.0	37.7	18217.0	9.93	7912.0			52.6	8443.0			30.4	23799.0	42.4	8324.0
14817	chr5	110100899	110102295	6	38.7	14817	111.0	5658.0	94.4	7485.0	30.0	16008.0	63.6	12244.0							38.9	8662.0	32.3	22111.0	22.8	20720.0
14823	chr5	135062768	135063700	6	38.7	14823	117.6	5036.0	60.2	12660.0	39.6	12668.0	115.5	5375.0												
14824	chr5	137778311	137779279	6	38.7	14824	50.9	14711.0	44.3	16001.0	27.1	17145.0	41.4	17260.0	14.9	5024.0					20.5	17962.0	48.2	12035.0	31.4	13588.0
14826	chr5	149439672	149440754	6	38.7	14826	40.0	17377.0	72.5	10503.0	20.4	20473.0	56.2	13725.0			9.58	31195.0					13.5	48739.0	6.22	52726.0
14827	chr6	38433128	38433856	7	38.7	14827	49.2	15078.0	54.3	13821.0	30.5	15791.0	51.2	14831.0			21.7	16439.0			156.3	229.0	123.0	1205.0	45.0	7479.0
14829	chr6	86437929	86438743	7	38.7	14829			113.1	5477.0	11.3	27069.0	46.9	15884.0	37.0	544.0	14.1	24797.0			145.3	296.0	69.7	5794.0	48.2	6572.0
14831	chr6	100287595	100288365	7	38.7	14831	35.0	18838.0	44.7	15902.0	19.2	21127.0	47.5	15733.0							10.2	24556.0				
14834	chr6	122338570	122339488	7	38.7	14834	65.1	11826.0	49.3	14900.0	36.2	13756.0	60.5	12816.0									15.9	43715.0	20.5	23496.0
14838	chr7	6154694	6155650	8	38.7	14838	35.0	18848.0	32.4	19087.0			43.2	16785.0							27.3	13823.0			18.7	25974.0
14841	chr7	80293991	80295585	8	38.7	14841	75.1	10122.0	76.6	9857.0	49.2	10108.0	71.6	10828.0	7.67	9388.0					47.1	6214.0	58.9	8220.0	27.9	15998.0
14843	chr7	101320517	101321665	8	38.7	14843	33.4	19349.0	33.8	18711.0	21.5	19886.0	42.6	16950.0											20.5	23512.0
14846	chr7	110615458	110616288	8	38.7	14846	25.0	22332.0	30.1	19768.0	29.4	16258.0	34.0	19314.0												
14849	chr8	45409311	45410785	10	38.7	14849	60.9	12578.0	54.3	13833.0	27.7	16946.0	44.5	16482.0												
14850	chr8	70872627	70873999	10	38.7	14850	74.3	10263.0	65.2	11744.0	37.9	13235.0	57.4	13471.0	14.9	5049.0	19.2	18826.0			79.2	1988.0	68.4	6034.0	28.4	15659.0
14853	chr8	106893984	106894832	10	38.7	14853	40.9	17160.0	40.6	16923.0	49.2	10118.0	58.0	13334.0												
14856	chr9	21411680	21413032	12	38.7	14856	111.0	5680.0	99.9	6845.0	34.5	14361.0	74.7	10336.0			7.66	33695.0			28.7	13140.0	53.6	9861.0	16.6	29521.0
14858	chr9	48495396	48496152	12	38.7	14858	95.1	7346.0	32.8	18971.0	54.3	8940.0	56.8	13608.0	25.7	1606.0							72.7	5297.0	18.0	27152.0
14860	chr9	59539156	59539954	12	38.7	14860	109.3	5838.0	130.9	4055.0	41.3	12206.0	94.5	7626.0			26.2	13370.0			52.5	5018.0	32.8	21717.0	62.0	3955.0
14862	chr9	78481699	78482467	12	38.7	14862	57.6	13271.0	63.0	12174.0			63.6	12267.0	63.6	146.0							63.5	7054.0		
14863	chr9	111117586	111118338	12	38.7	14863	51.7	14560.0	66.6	11495.0	33.9	14576.0	66.1	11828.0									40.1	16434.0	26.5	17220.0
14864	chr10	30801586	30802514	9	38.7	14864	45.1	16130.0	49.7	14815.0	28.3	16716.0	30.3	20432.0									9.42	59570.0	10.6	41990.0
14867	chr10	75559530	75561070	9	38.7	14867	55.1	13800.0	47.4	15331.0	42.4	11881.0	50.6	14999.0							17.7	19900.0	9.96	58035.0		
14871	chr10	119240163	119241103	9	38.7	14871	52.6	14377.0	59.3	12851.0	36.8	13614.0	42.6	16975.0			16.6	21802.0					39.6	16771.0	27.9	16041.0
14874	chr11	50376529	50377473	13	38.7	14874	75.9	9999.0	69.3	11039.0	46.9	10705.0	57.4	13485.0			23.6	15125.0					43.6	14356.0	30.2	14357.0
14875	chr11	50931030	50931900	13	38.7	14875	45.9	15947.0	62.0	12344.0			61.7	12610.0									11.0	54968.0	11.8	39321.0
14877	chr11	52361644	52362618	13	38.7	14877	28.4	21095.0	29.2	20083.0	17.0	22589.0	43.2	16828.0												
14883	chr11	95310678	95311544	13	38.7	14883	140.2	3490.0	57.5	13232.0	40.2	12561.0	63.0	12394.0												
14884	chr11	97115442	97116068	13	38.7	14884	60.1	12804.0	42.9	16353.0	40.7	12386.0	68.5	11415.0							29.3	12861.0	24.2	30672.0		
14886	chr11	115815220	115816124	13	38.7	14886	96.8	7166.0	127.3	4293.0	39.0	12916.0	46.9	15928.0												
14887	chr11	120947918	120949398	13	38.7	14887	76.8	9880.0	149.6	3041.0	15.8	23269.0	61.7	12618.0							44.4	7010.0	56.8	8841.0		
14888	chr12	8673659	8674285	15	38.7	14888	46.7	15749.0	43.3	16256.0	32.2	15218.0	36.4	18630.0			12.8	26861.0			42.3	7597.0	27.2	27203.0	23.3	20333.0
14893	chr12	83988432	83989402	15	38.7	14893			90.3	8030.0	40.7	12392.0	106.2	6292.0												
14894	chr12	87146735	87147705	15	38.7	14894	36.7	18426.0	42.9	16364.0	33.9	14608.0	34.6	19185.0			14.7	24236.0					43.3	14483.0	18.9	25779.0
14897	chr12	112999546	113000328	15	38.7	14897	40.0	17467.0	38.3	17504.0	13.6	25073.0	41.4	17320.0											7.61	49582.0
14899	chr13	13954069	13954697	14	38.7	14899			66.1	11593.0			75.9	10166.0	14.4	5375.0					38.2	9016.0	48.4	11943.0	29.5	14839.0
14902	chr13	41248770	41249560	14	38.7	14902	119.3	4902.0	65.2	11768.0	15.3	23729.0	53.7	14334.0												
14903	chr13	41605212	41605966	14	38.7	14903	52.6	14403.0	64.3	11951.0	32.2	15231.0	58.7	13230.0	16.3	4482.0	13.4	26005.0	12.5	19445.0	63.5	3374.0	58.9	8242.0	46.6	7026.0
14906	chr13	47042826	47043578	14	38.7	14906	40.0	17471.0	35.6	18211.0	22.6	19368.0	62.4	12520.0	12.6	6372.0					25.2	15144.0	39.3	16960.0		
14907	chr13	51099749	51100747	14	38.7	14907	64.2	12003.0	81.2	9254.0	40.2	12574.0	58.7	13231.0												
14909	chr13	55329834	55330598	14	38.7	14909			74.8	10155.0	32.8	14993.0	46.3	16085.0							21.2	17715.0	53.3	9988.0	16.8	29213.0
14910	chr13	58215627	58216403	14	38.7	14910	66.7	11566.0	55.2	13684.0	49.2	10153.0	65.4	11955.0	11.7	6920.0	16.0	22649.0	20.9	16871.0	84.6	1636.0	44.7	13817.0	35.7	11179.0
14912	chr13	97136577	97137457	14	38.7	14912			80.7	9325.0	32.2	15235.0	82.1	9246.0												
14913	chr14	17981503	17982549	11	38.7	14913	40.9	17220.0	47.0	15460.0	54.3	8974.0	54.3	14187.0			10.2	30674.0							8.99	46208.0
14920	chr15	53346678	53347444	16	38.7	14920			338.5	461.0	34.5	14430.0	324.2	531.0												
14923	chr16	18589664	18590822	17	38.7	14923	86.8	8430.0	70.7	10838.0	47.5	10590.0	66.1	11864.0									9.42	59774.0	30.7	14079.0
14924	chr16	22439686	22440438	17	38.7	14924	28.4	21178.0	42.9	16381.0	43.5	11624.0	33.3	19572.0			13.4	26130.0			15.7	21459.0	48.7	11811.0	14.1	34461.0
14925	chr16	38522634	38523410	17	38.7	14925	64.2	12023.0	91.2	7920.0			51.9	14779.0	24.8	1797.0	26.2	13516.0	41.8	10763.0	63.5	3385.0	53.3	10003.0	46.3	7104.0
14926	chr16	52032335	52033703	17	38.7	14926	330.4	514.0	407.8	298.0	28.3	16803.0	68.5	11431.0												
14928	chr17	30003830	30004768	18	38.7	14928	65.9	11741.0	64.8	11875.0	32.2	15274.0	59.3	13114.0			13.4	26162.0			15.7	21483.0	51.1	10787.0	36.2	10963.0
14929	chr17	31658679	31659303	18	38.7	14929	124.3	4517.0	37.9	17655.0	28.3	16809.0	42.0	17197.0	23.5	2092.0			41.8	10773.0	14.3	22348.0	147.7	613.0	47.3	6838.0
14930	chr17	33978856	33979776	18	38.7	14930	81.8	9151.0	85.3	8666.0	31.1	15702.0	85.8	8756.0			28.1	12409.0	71.8	5716.0			53.6	9905.0	21.7	22223.0
14931	chr17	33999791	34001103	18	38.7	14931	42.6	16838.0	41.1	16863.0	35.6	14036.0	214.9	1385.0	68.2	116.0					98.3	1086.0	61.6	7536.0	34.8	11655.0
14935	chr18	53744773	53745747	20	38.7	14935	176.0	2069.0	156.5	2759.0	28.3	16820.0	155.0	2951.0	37.0	560.0	79.8	2695.0	22.6	16369.0			93.4	2800.0	55.3	5026.0
14936	chr18	73703668	73704424	20	38.7	14936	54.2	14066.0	54.3	13878.0	91.1	3835.0	40.1	17662.0	14.4	5426.0	7.66	34005.0	16.7	18315.0	75.1	2267.0	36.6	18857.0	29.5	14873.0
14939	chr19	21778882	21779846	21	38.7	14939	84.3	8785.0	38.3	17532.0	28.3	16822.0	38.3	18148.0			9.58	31763.0					9.42	59866.0		
14940	chr19	42129516	42130618	21	38.7	14940	161.9	2529.0	177.0	2067.0	138.6	1500.0	167.9	2443.0											23.5	20161.0
14941	chr19	47068089	47068845	21	38.7	14941	55.9	13700.0	62.0	12374.0	41.3	12284.0	64.8	12093.0							51.2	5316.0	46.0	13107.0	37.1	10532.0
14942	chr19	60790542	60791168	21	38.7	14942	111.8	5632.0			135.2	1592.0	40.1	17669.0	22.1	2429.0	46.6	6395.0	18.4	17775.0	68.9	2805.0	71.6	5487.0	37.8	10207.0
14943	chrX	7697634	7699210	3	38.7	14943	44.2	16398.0	42.0	16617.0	43.0	11780.0	56.8	13675.0												
14944	chrX	94541012	94542870	3	38.7	14944	92.6	7697.0	75.3	10092.0	20.4	20687.0	73.5	10574.0												
14947	chrX	164420240	164421764	3	38.7	14947	43.4	16639.0	56.6	13435.0	35.1	14250.0	63.0	12433.0												
14948	chr1	55130647	55131581	1	38.1	14948	68.4	11155.0	72.1	10537.0			36.4	18529.0	23.5	2004.0	22.4	15797.0	61.8	6914.0	66.2	3021.0	54.6	9462.0	75.2	2555.0
14961	chr1	171437382	171438280	1	38.1	14961	60.1	12699.0	67.5	11282.0	32.8	14858.0	65.4	11887.0					35.1	12284.0	17.7	19662.0	70.2	5677.0	9.45	44645.0
14964	chr2	31572148	31572772	2	38.1	14964	95.1	7296.0	99.0	6924.0	36.2	13711.0	111.1	5784.0	7.67	9312.0					27.3	13738.0	24.5	30163.0	12.7	36980.0
14965	chr2	34372483	34373257	2	38.1	14965	54.2	13890.0	58.8	12905.0	36.8	13523.0	62.4	12443.0							59.4	3862.0	24.0	30830.0	9.22	45247.0
14968	chr2	122298925	122299971	2	38.1	14968	25.0	22235.0			40.7	12308.0	55.6	13823.0												
14970	chr2	132596652	132597660	2	38.1	14970	56.7	13380.0	17.8	24534.0	45.2	11046.0	20.4	24210.0			8.94	31917.0			8.87	25176.0	9.96	57645.0		
14971	chr2	152293315	152294201	2	38.1	14971	129.3	4099.0	121.8	4692.0	139.1	1468.0	173.5	2247.0			19.8	18054.0			15.7	21112.0	27.7	26473.0	31.1	13700.0
14972	chr2	157737495	157738269	2	38.1	14972	57.6	13200.0	46.5	15507.0	21.5	19805.0	45.7	16144.0												
14975	chr3	8667354	8668028	4	38.1	14975	59.2	12873.0	73.0	10414.0	35.6	13896.0	64.8	11998.0									15.1	45142.0	7.61	49249.0
14979	chr3	96726167	96727087	4	38.1	14979	49.2	15051.0	54.7	13730.0			222.9	1276.0												
14982	chr3	108257206	108257832	4	38.1	14982	94.3	7414.0	57.5	13182.0	54.3	8897.0	79.0	9636.0												
14983	chr3	123267657	123268445	4	38.1	14983	73.4	10351.0	109.9	5783.0	45.2	11058.0	93.9	7680.0			11.5	28201.0			15.7	21138.0	17.0	41568.0	9.91	43556.0
14984	chr3	127836165	127837081	4	38.1	14984	42.6	16677.0	35.1	18265.0																
14985	chr3	137867793	137868549	4	38.1	14985	46.7	15653.0	54.7	13731.0	39.6	12646.0	59.9	12915.0												
14987	chr4	47473529	47474291	5	38.1	14987	125.1	4403.0	122.7	4626.0	30.5	15762.0	134.0	4013.0											13.8	34650.0
14988	chr4	116054296	116056134	5	38.1	14988	144.3	3246.0	182.5	1920.0	82.0	4680.0	167.9	2424.0												
14989	chr4	118437399	118438149	5	38.1	14989	78.4	9552.0	81.7	9156.0	22.1	19514.0	78.4	9741.0									52.2	10326.0	34.6	11694.0
14990	chr4	119294488	119295370	5	38.1	14990	40.9	17099.0	60.7	12565.0	35.1	14102.0	60.5	12795.0	13.5	5743.0	10.2	30130.0			18.4	19286.0	36.1	19109.0	73.8	2676.0
14991	chr4	130308053	130309095	5	38.1	14991	65.1	11800.0	58.8	12923.0	31.1	15562.0	46.9	15864.0											8.76	46514.0
14993	chr4	138216068	138216856	5	38.1	14993	40.0	17347.0	60.2	12655.0	33.9	14518.0	48.2	15543.0							71.0	2580.0	26.9	27359.0	21.2	22574.0
14994	chr4	139575626	139576700	5	38.1	14994	56.7	13403.0	56.6	13377.0	48.6	10217.0	64.2	12121.0												
14995	chr4	141663125	141664095	5	38.1	14995			121.3	4740.0	23.8	18634.0	113.0	5604.0											37.6	10230.0
14997	chr5	23787601	23788227	6	38.1	14997	67.6	11355.0	64.8	11814.0	25.4	17864.0	61.1	12680.0			7.66	33547.0			38.2	8895.0	87.7	3282.0		
14998	chr5	31697085	31697879	6	38.1	14998	40.9	17109.0	42.9	16313.0	40.2	12501.0	60.5	12803.0					19.2	17289.0	40.9	7909.0	91.0	2999.0	27.4	16355.0
14999	chr5	33658232	33659134	6	38.1	14999	86.8	8361.0	151.5	2957.0	74.1	5630.0	74.1	10409.0	25.7	1591.0	12.8	26497.0			71.0	2583.0	53.0	10045.0	21.4	22318.0
15005	chr5	92137423	92138049	6	38.1	15005	118.5	4952.0	82.6	9012.0	22.6	19239.0	46.9	15871.0	16.7	4164.0	8.94	32040.0			90.8	1341.0	59.2	8130.0	39.2	9556.0
15010	chr5	124552235	124552859	6	38.1	15010	80.1	9337.0	107.2	6052.0	86.5	4194.0	51.9	14687.0			13.4	25624.0			74.4	2295.0	83.4	3765.0	47.0	6869.0
15011	chr5	143527876	143528504	6	38.1	15011	31.7	19884.0	32.8	18950.0			42.6	16945.0	12.2	6539.0	10.9	29224.0	146.2	1624.0	75.1	2234.0	51.4	10619.0	74.5	2621.0
15015	chr6	65144498	65145434	7	38.1	15015	88.4	8163.0	63.9	12006.0	22.6	19253.0	46.3	16027.0	17.2	3977.0	25.5	13675.0	87.7	4144.0	68.2	2827.0	47.9	12161.0	42.2	8390.0
15019	chr6	86733935	86734851	7	38.1	15019							43.2	16777.0												
15022	chr6	113306154	113306780	7	38.1	15022	46.7	15692.0	42.0	16552.0	38.5	13032.0			21.2	2605.0			37.6	11678.0	28.7	13086.0	53.6	9849.0	44.5	7631.0
15023	chr6	124464553	124465985	7	38.1	15023	46.7	15693.0	32.8	18954.0	37.3	13399.0	45.1	16325.0									19.6	37063.0		
15027	chr7	29908762	29909516	8	38.1	15027	67.6	11370.0	45.6	15716.0	24.3	18402.0	61.1	12694.0												
15028	chr7	51878743	51879877	8	38.1	15028	39.2	17599.0	54.3	13829.0	27.7	16933.0	40.8	17430.0			72.8	3141.0	30.1	13802.0			75.9	4754.0	21.7	22082.0
15031	chr7	80688561	80689441	8	38.1	15031	58.4	13103.0	70.3	10884.0	49.2	10109.0	61.7	12588.0							10.9	24211.0	21.0	35010.0	18.4	26334.0
15033	chr7	97579007	97579951	8	38.1	15033	80.9	9214.0	74.8	10122.0	52.6	9330.0	69.2	11284.0	19.9	3004.0	10.2	30325.0	9.19	20050.0	51.9	5120.0	54.1	9666.0	45.2	7412.0
