id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2
NM_001169576	NM_001169576	chr6	30211290	30304539	-	4556.0	1	Ube2h|1500009C23Rik|AI181839|AI326965|AI462483|AW227540|E2-20K|Gid3|N28148|Ubc8|-|6 A3.3|6 12.52 cM|protein-coding	11.075	14.139000000000001	19.471	9.112	32.443000000000005	Ube2h	-0.0014401414091250086	-0.0009126512814507112
NM_177073	NM_177073	chr7	100845848	100863413	-	2804.0	1	Relt|E430021K24Rik|Tnfrsf19l|-|7 E3|7|protein-coding	5.62	8.539	8.27	6.017	13.423	Relt	-0.00047499739245311716	-0.0003636200777667607
NM_139206	NM_139206	chr18	37972623	37997574	-	5190.0	1	Arap3|Centd3|Drag1|E030006K04Rik|cnt-d3|-|18 B3|18|protein-coding	1.906	2.858	4.815	1.357	11.754000000000001	Arap3	-0.0006567878514209417	0.000197468136030821
NM_028044	NM_028044	chr3	121426541	121458205	+	1994.0	1	Cnn3|1600014M03Rik|C85854|Calpo3|-|3 G1|3|protein-coding	29.276999999999997	24.807	25.988000000000003	31.365	15.142000000000001	Cnn3	0.0009579091763612641	0.0006575135507401399
NM_001160379	NM_001160379	chr9	85320439	85327150	-	5445.0	1	Fam46a|D930050G01Rik|-|9 E3.1|9|protein-coding	16.848	40.468	42.303999999999995	21.38	12.172	Fam46a	0.0006686444317211204	-0.016417287035076555
NM_009976	NM_009976	chr2	148871732	148875468	-	737.0	1	Cst3|CysC|RP23-250M11.9|2 G3|2 73.6 cM|protein-coding	217.44299999999998	275.698	178.96900000000002	237.665	442.56699999999995	Cst3	-0.013702773862935187	0.04496174957064449
NM_010893	NM_010893	chr17	34931253	34937297	+	3842.0	1	Neu1|AA407268|AA407316|Aglp|Apl|Bat-7|Bat7|G9|Map-2|Neu|Neu-1|-|17 B1|17 18.48 cM|protein-coding	11.279000000000002	12.074000000000002	14.03	10.843	24.691999999999997	Neu1	-0.0008894899845025663	0.0009848185611225694
NM_001198794	NM_001198794	chr9	21526177	21545331	+	1298.0	1	AB124611|Gm1706|-|9 A3|9|protein-coding	7.877999999999999	15.620999999999999	25.869	7.237	83.68299999999999	AB124611	-0.004939619058985679	0.0041965959823006115
NM_008577	NM_008577	chr19	8706882	8713897	-	2561.0	1	Slc3a2|4F2|4F2HC|AI314110|Cd98|Ly-10|Ly-m10|Ly10|Mdu1|Mgp-2hc|NACAE|-|19 A|19 5.44 cM|protein-coding	227.801	209.601	161.137	203.365	89.995	Slc3a2	0.008109979173813084	-0.0006407876818120827
NM_053089	NM_053089	chr3	51416016	51475985	+	6068.0	1	Naa15|5730450D16Rik|6330400I15|ASTBDN|Narg1|Tbdn-1|mNAT1|-|3|3 D|protein-coding	41.97	38.595	30.789	45.615	12.55	Naa15	0.0020203810740651485	0.0011409387362467304
NM_001142727	NM_001142727	chr4	124849485	124850730	-	757.0	1	1110065P20Rik|C530005M16Rik|-|4 D2.2|4|protein-coding	20.483	20.686999999999998	16.695	20.428	10.244000000000002	1110065P20Rik	0.0006727939713559247	-0.00043803958794422676
NM_001035228	NM_001035228	chr6	72097608	72154570	+	2232.0	1	St3gal5|3S-T|Siat9|[a]2|-|6|6 C3|protein-coding	2.1590000000000003	3.676	4.709	2.784	15.519	St3gal5	-0.0008459728215345946	0.0011587125837338274
NM_027148	NM_027148	chr3	54728679	54735364	-	1257.0	1	Exosc8|2310032N20Rik|CIP3|mKIAA4013|-|3|3 D|protein-coding	53.51	49.3	42.396	54.842	24.924	Exosc8	0.0018843677194227907	0.0008228764787393028
NM_007498	NM_007498	chr1	191170297	191183333	-	1970.0	1	Atf3|LRG-21|-|1 H6|1 96.28 cM|protein-coding	33.525999999999996	25.49	8.346	46.474	7.978	Atf3	0.0020156235382358164	0.011476403770618258
NM_009844	NM_009844	chr7	126408448	126414870	-	2419.0	1	Cd19|AW495831|-|7 F3-F4|7 69.01 cM|protein-coding	3.448	4.762	4.582	4.361000000000001	15.538	Cd19	-0.000755523726137445	0.0016311842332153636
NM_029942	NM_029942	chr18	41875696	41951194	-	715.0	1	Prelid2|1700003A01Rik|C330008K14Rik|-|18 B3|18|protein-coding	13.245999999999999	4.303	2.803	14.604000000000001	1.808	Prelid2	0.0007149137441032528	0.005052098246142869
NM_008198	NM_008198	chr17	34856374	34862514	-	2727.0	1	Cfb|AI195813|AI255840|B|Bf|C2|Fb|H2-Bf|RP24-317H19.4|17 B1|17 18.41 cM|protein-coding	15.368	7.45	1.65	24.948	4.152	Cfb	0.0009702440693866287	0.00852292389039665
NM_134137	NM_134137	chr18	42202349	42262071	-	3772.0	1	Lars|2310045K21Rik|3110009L02Rik|AW536573|mKIAA1352|-|18|18 E|protein-coding	95.448	93.774	74.729	95.536	21.135	Lars	0.004874649755252454	-0.00478429434246227
NM_175457	NM_175457	chr15	76380513	76453039	+	5223.0	1	Mroh1|D330001F17Rik|Heatr7a|-|15 D3|15|protein-coding	5.32	6.314	8.167	5.5760000000000005	15.758	Mroh1	-0.0006696087311146491	0.0005553271464233897
NM_023131	NM_023131	chr19	4622551	4625617	-	1437.0	1	Rce1|D19Ertd283e|D19Ertd98e|-|19 A|19|protein-coding	49.373999999999995	45.952	42.806000000000004	44.629	17.269000000000002	Rce1	0.0019310303129399901	-0.0036381571994553875
NM_172288	NM_172288	chr8	123897123	123949265	-	5780.0	1	Nup133|mermaid|-|8 E2|8|protein-coding	10.129	8.087	6.9270000000000005	10.683	3.623	Nup133	0.0004272217800269184	0.000842570884182195
NM_008501	NM_008501	chr11	4257568	4272514	+	4009.0	1	Lif|-|RP23-329P17.1|11 A1-A2|11 2.94 cM|protein-coding	22.14	7.852	1.285	37.400999999999996	1.6640000000000001	Lif	0.0017035361548694058	0.013199349783392156
NM_023721	NM_023721	chr12	78842982	78861638	-	1399.0	1	Atp6v1d|1110004P10Rik|Atp6m|VATD|Vma8|-|12 C3|12 35.51 cM|protein-coding	31.603	37.529	48.29600000000001	35.046	90.57600000000001	Atp6v1d	-0.0037164245540511277	0.003399873273999182
NM_019980	NM_019980	chr16	10959273	10993121	-	2231.0	1	Litaf|3222402J11Rik|C85531|N4WBP3|TBX1|-|16|16 B1-B3|protein-coding	22.447	23.534000000000002	18.937	26.219	57.215	Litaf	-0.0021625227316966152	0.00848350192748611
NM_008681	NM_008681	chr15	66929318	66969641	-	2872.0	1	Ndrg1|CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5|-|15 D2|15|protein-coding	88.55799999999999	109.65899999999999	62.417	95.421	23.798000000000002	Ndrg1	0.004655396074604512	-0.0055455424594820744
NM_010276	NM_010276	chr4	11704447	11714993	+	2250.0	1	Gem|AV020497|RP23-54P14.1|4 A1|4 5.34 cM|protein-coding	10.970999999999998	18.741	15.142000000000001	9.33	2.803	Gem	0.0005546924737795011	-0.005874546713521156
NM_001272052	NM_001272052	chr2	163726571	163750239	-	1690.0	1	Ada|-|RP23-144O20.2|2 H3|2 84.44 cM|protein-coding	8.033999999999999	11.32	16.625999999999998	7.825	4.13	Ada	0.0002829771637205044	-0.005112428374253745
NM_145358	NM_145358	chr5	122731170	122779410	-	4828.0	1	Camkk2|6330570N16Rik|AW061083|mKIAA0787|-|5 F|5|protein-coding	6.675	8.456	9.378	6.87	15.398	Camkk2	-0.0005518491455334744	5.391620641796243e-05
NM_027275	NM_027275	chr6	71880638	71908762	-	2569.0	1	Ptcd3|2610034F17Rik|2810422B04Rik|AA589622|AU045708|MRP-S39|-|6 C1|6|protein-coding	39.918	30.049	23.26	37.607	11.31	Ptcd3	0.001717995795647328	0.0035720947796954758
NM_026231	NM_026231	chr3	132982551	133091740	-	2605.0	1	Gstcd|4933434L15Rik|-|3|3 H2|protein-coding	19.659000000000002	17.232	12.905999999999999	20.831999999999997	4.346	Gstcd	0.00102223817176272	0.0009421584736924633
NM_001110330	NM_001110330	chr7	5007056	5013242	-	2524.0	1	Fiz1|AI790204|mFLJ00416|-|7 A1|7|protein-coding	38.637	33.461	28.081999999999997	32.065	19.09	Fiz1	0.0010282349166386574	0.00017703364100774978
NM_133221	NM_133221	chr5	120511192	120534024	+	2856.0	1	Slc8b1|AF261233|NCKX6|NCLX|Slc24a6|-|5 F|5|protein-coding	3.17	3.1910000000000003	4.883	1.936	14.427	Slc8b1	-0.0007801036346793677	0.0009921235620042284
NM_009648	NM_009648	chr11	88830792	88851503	-	3708.0	1	Akap1|AKAP121|AKAP84|Akap|C76494|C81186|DAKAP1|S-AKAP84|RP23-243J8.1|11 C|11|protein-coding	12.229000000000001	6.308	3.971	11.556	1.673	Akap1	0.0006190044720222201	0.0028676857476910246
NM_146215	NM_146215	chr8	110217960	110224489	+	3573.0	1	Cmtr2|AU022703|C730036L12Rik|Ftsjd1|MTr2|-|8 E1|8|protein-coding	12.738	10.013	6.547999999999999	10.972000000000001	2.9810000000000003	Cmtr2	0.0005599762685614755	0.0009418666262186416
NM_175170	NM_175170	chr1	166393612	166409828	-	7362.0	1	Pogk|9130401E23Rik|BASS2|mKIAA1513|-|1 H2.3|1|protein-coding	17.396	16.107	13.515999999999998	14.020999999999999	5.604	Pogk	0.0006561298327099312	-0.001232798367996684
NM_001037762	NM_001037762	chr2	30090944	30093635	-	1145.0	1	Zdhhc12|1190004A01Rik|RP23-261D24.3|2 B|2|protein-coding	6.771	5.064	4.751	9.372	10.790999999999999	Zdhhc12	-0.0001974399379394065	0.0027932333013640427
NM_177150	NM_177150	chr8	105844678	105852008	-	1752.0	1	Cenpt|G630055P03Rik|-|8 D3|8|protein-coding	11.697000000000001	10.762	13.003	14.168	6.669	Cenpt	0.0004027896697722025	-0.00041995326575015385
NM_177640	NM_177640	chr19	18713236	18718428	+	1627.0	1	D030056L22Rik|-|-|19 B|19|protein-coding	26.17	20.342	16.164	25.005	6.482	D030056L22Rik	0.0012049207765484889	0.001729092544574052
NM_008329	NM_008329	chr1	173747294	173766919	-	2284.0	1	Ifi204|Ifi16|p204|-|1 H3|1 80.63 cM|protein-coding	2.826	3.575	2.185	2.563	10.095	Ifi204	-0.00048117976222047823	0.0012730686109167677
NM_025441	NM_025441	chr12	69311543	69357176	-	3687.0	1	Nemf|1500011I12Rik|4933405E14Rik|Sdccag1|-|12|12 C3|protein-coding	23.721999999999998	19.782	17.704	22.910999999999998	11.175999999999998	Nemf	0.000763854991523248	0.0010062575720469875
NM_026932	NM_026932	chr4	118620799	118627776	+	2949.0	1	Ebna1bp2|1810014B19Rik|AA537058|B830003A16Rik|C81321|Ebp2|Nobp|p40|RP23-154A15.1|4 D2.1|4|protein-coding	96.15100000000001	79.268	49.04	91.99799999999999	17.759	Ebna1bp2	0.004864178907986164	0.0080506745037676
NM_145462	NM_145462	chr14	54541785	54554361	-	1575.0	1	Haus4|9430093H08Rik|AU016300|D14Ertd500e|-|14 C3|14 27.83 cM|protein-coding	8.302	6.2860000000000005	10.283	8.281	17.167	Haus4	-0.00060117726143141	0.0014067146297241859
NM_001277321	NM_001277321	chr9	21367871	21405363	+	3559.0	1	Ilf3|MBII-26|MPHOSPH4|NF90|NFAR|-|9 A4-A5|9 7.78 cM|protein-coding	40.495	34.67	28.408	40.668	20.192	Ilf3	0.0012872188155088839	0.002833672645766084
NM_008091	NM_008091	chr2	9857078	9878600	-	3207.0	1	Gata3|Gata-3|jal|RP23-276D17.1|2 A1|2 6.69 cM|protein-coding	36.694	89.041	93.225	38.158	18.474	Gata3	0.0017254544711132916	-0.04039796590247812
NM_178658	NM_178658	chr13	24614606	24706001	+	3130.0	1	Fam65b|-|RP23-461O24.1|13|13 A3.2|protein-coding	12.130999999999998	12.704	27.910999999999998	8.288	48.809	Fam65b	-0.0025268552806589763	-0.0008803212466079366
NM_170758	NM_170758	chr11	114890041	114904651	+	4633.0	1	Cd300a|B230315M08Rik|Clm8|LMIR1|MAIR-I|MAIR-Ia|MMAC8|Pigr4|mcpir1|RP23-254J18.3|11 E2|11 80.54 cM|protein-coding	1.493	2.546	3.487	0.8340000000000001	10.869000000000002	Cd300a	-0.0006287717967710446	0.00041043111466149807
NM_153570	NM_153570	chr5	110648419	110653382	-	2022.0	1	Noc4l|AI326906|-|5 F|5|protein-coding	51.338	34.452	23.18	54.535	13.857999999999999	Noc4l	0.002412531161091035	0.010175202836756218
NM_177445	NM_177445	chr1	128363707	128417416	-	2214.0	1	Dars|5730439G15Rik|-|1 E4|1|protein-coding	74.881	74.065	60.665	76.781	33.789	Dars	0.002754252332062659	-0.0010410865215027324
NM_009637	NM_009637	chr6	140624298	140677418	+	902.0	1	Aebp2|AU023766|B230313N05Rik|-|6|6 G1|protein-coding	176.227	207.16	224.81	193.06799999999998	60.01	Aebp2	0.008485010282319853	-0.04421627744584396
NM_011267	NM_011267	chr1	153740353	153745468	+	2328.0	1	Rgs16|Rgs14|Rgsr|-|1 G3|1 65.43 cM|protein-coding	44.122	9.437999999999999	8.363	44.247	3.553	Rgs16	0.0023608669000453855	0.01688669915312768
NM_010069	NM_010069	chr7	126847553	126852705	+	2525.0	1	Doc2a|-|-|7|7 F4|protein-coding	12.946	11.498	9.395	13.636	6.428999999999999	Doc2a	0.0004372441109449807	0.0008453105564627813
NM_001170967	NM_001170967	chr18	31804057	31841642	+	1138.0	1	Wdr33|1110001N06Rik|2310011G05Rik|2810021O11Rik|8430413N20Rik|WDC146|-|18|18 B3|protein-coding	38.373000000000005	44.161	41.906000000000006	38.384	19.352999999999998	Wdr33	0.0013050806868394682	-0.006521343262803414
NM_173757	NM_173757	chr13	99344786	99415561	+	1835.0	1	Mrps27|2610028H14Rik|-|13 D1|13|protein-coding	28.706999999999997	22.206	14.265	23.923000000000002	8.03	Mrps27	0.0011465311161226437	0.0024204704578253897
NM_001146211	NM_001146211	chr17	47368887	47378679	+	1008.0	1	Mrps10|1110038B19Rik|AW743084|Rpms10|-|17 C|17|protein-coding	11.515999999999998	13.892000000000001	9.048	14.517000000000001	3.642	Mrps10	0.0006339641048558906	-0.00025625822243179383
NM_013495	NM_013495	chr19	3323301	3385733	+	4280.0	1	Cpt1a|C730027G07|CPTI|Cpt1|-|19 A|19 3.08 cM|protein-coding	8.548	9.742	15.815	8.779	28.881999999999998	Cpt1a	-0.0013185751600733393	0.0005407267372980561
NM_178751	NM_178751	chr5	136147461	136170656	-	3844.0	1	Orai2|A730041O15Rik|Tmem142b|-|5 G2|5|protein-coding	5.626	5.654	10.745999999999999	4.117	28.338	Orai2	-0.001541922322502289	0.0016411852828846075
NM_178149	NM_178149	chr11	3330731	3342971	+	2235.0	1	Pik3ip1|1500004A08Rik|5830455E04Rik|Crkd|Hgfl|RP23-191E3.6|11 A1|11|protein-coding	5.287999999999999	4.5360000000000005	18.665	1.778	66.342	Pik3ip1	-0.004134824136929752	0.004967307494305518
NM_024260	NM_024260	chr6	3498393	3603531	+	3747.0	1	Ccdc132|1700034M03Rik|8430415E05Rik|BLM|C87205|mKIAA1861|-|6 A1|6|protein-coding	13.869000000000002	11.212	10.817	12.169	4.263	Ccdc132	0.0005542249275048352	-0.000267476742995163
NM_172665	NM_172665	chr2	71873224	71903858	+	5172.0	1	Pdk1|B830012B01|D530020C15Rik|RP23-5K9.5|2 C3|2|protein-coding	4.862	4.385	8.493	4.045	35.346	Pdk1	-0.002036944708244645	0.003988279920540135
NM_172015	NM_172015	chr13	49682130	49734267	+	4360.0	1	Iars|2510016L12Rik|AI327140|AU044614|E430001P04Rik|ILRS|-|13 A5|13|protein-coding	84.613	75.75399999999999	69.435	82.884	18.877	Iars	0.004192220295160573	-0.003858702523789785
NM_008611	NM_008611	chr9	7558429	7568486	+	2441.0	1	Mmp8|BB138268|-|9 A1|9|protein-coding	40.826	109.096	156.778	20.826	459.13199999999995	Mmp8	-0.02755558412869179	0.004259456999604723
NM_031181	NM_031181	chr7	43651070	43660161	-	1840.0	1	Siglece|Cd170|Siglec12|Siglec5|Siglec9|Siglecl1|mSiglec-E|-|7 B2|7|protein-coding	4.806	7.353	6.4239999999999995	2.474	17.224	Siglece	-0.0008699526810341179	0.00017795517664455235
NM_030712	NM_030712	chr9	123806477	123811754	+	1889.0	1	Cxcr6|BB217514|BONZO|STRL33|-|9 F|9 74.57 cM|protein-coding	9.296	12.968	13.684000000000001	9.697000000000001	19.268	Cxcr6	-0.0006104541722080087	-0.0008737946749027838
NM_028119	NM_028119	chr2	91211582	91237066	-	1903.0	1	Ddb2|2610043A19Rik|RP23-20F9.8|2 E1|2|protein-coding	6.915	8.312000000000001	12.057	8.62	19.778	Ddb2	-0.0007785147336948946	0.000402699081652881
NM_026362	NM_026362	chr19	29348677	29361871	-	835.0	1	Plgrkt|1110007H22Rik|5033414D02Rik|AI852040|Plg-R(KT)|Plg-RKT|-|19 C1|19|protein-coding	17.365	22.109	20.816999999999997	18.043	39.564	Plgrkt	-0.0013984013372984464	0.0014797174768774143
NM_009884	NM_009884	chr7	35046422	35056566	-	4698.0	1	Cebpg|C/EBP[g]|C/EBPgamma|GPE1-BP|Gpe1bp|Ig/EBP|-|7 B1|7|protein-coding	38.634	43.871	41.333999999999996	35.292	18.114	Cebpg	0.0012916342711873088	-0.0072988676595491875
NM_001172062	NM_001172062	chr18	65983687	66002635	-	1727.0	1	Lman1|2610020P13Rik|AI326273|AU043785|C730041J05|ERGIC53|F5F8D|MCFD1|MR60|P58|gp58|-|18 E1|18|protein-coding	27.348000000000003	21.813000000000002	15.985999999999999	29.331	10.537	Lman1	0.0011178205612385585	0.003632977715815787
NM_009148	NM_009148	chr6	33249150	33972930	+	3690.0	1	Exoc4|C78892|Sec8|Sec8l1|-|6 A3.3|6 14.59 cM|protein-coding	18.102999999999998	18.922	16.06	18.075	9.415	Exoc4	0.0005776035595470914	-0.0010158823703546197
NM_146105	NM_146105	chr1	179546529	179627473	+	4532.0	1	Cnst|9630058J23Rik|-|1 H4|1|protein-coding	6.149	6.537000000000001	9.855	5.756	16.746	Cnst	-0.0007056316322628615	0.00022976953502497636
NM_009251	NM_009251	chr12	104214544	104241934	+	2012.0	1	Serpina3g|2A2|AI119734|Spi2-1|Spi2/eb.1|Spi2A|spi2|-|12 E|12|protein-coding	69.256	34.231	15.795	83.25	15.982999999999999	Serpina3g	0.0036295784549603537	0.025773761181972974
NM_025410	NM_025410	chrX	74352162	74353618	-	755.0	1	Lage3|1110049G11Rik|Eso3|Itba2|RP23-436K3.12-003|X|X A6|protein-coding	17.596	17.294	13.868	16.988	8.696	Lage3	0.0005625720083096611	-0.0002356762055835431
NM_001103162	NM_001103162	chr9	110333288	110384949	+	4113.0	1	Scap|9530044G19|mKIAA0199|-|9 F2|9 59.91 cM|protein-coding	27.785999999999998	21.819000000000003	19.788	26.265	13.864	Scap	0.0008134114369072621	0.0019173349483437646
NM_022018	NM_022018	chr1	151571373	151719347	+	3923.0	1	Fam129a|AI256368|AU019833|Niban|-|1 G2|1|protein-coding	84.63799999999999	142.49200000000002	151.722	98.07600000000001	44.358999999999995	Fam129a	0.0036139177648380786	-0.04660539072255552
NM_025829	NM_025829	chr6	99625137	99666771	-	2504.0	1	Eif4e3|1300018P11Rik|AI451927|eIF4E-3|-|6 D3|6|protein-coding	6.042000000000001	6.459	6.223	4.949	11.831	Eif4e3	-0.0004126545703394465	0.0005316281055309155
NM_026539	NM_026539	chr3	97560748	97610190	-	2964.0	1	Chd1l|4432404A22Rik|Alc1|Snf2p|-|3|3 F2|protein-coding	18.494	17.847	13.854000000000001	21.636999999999997	9.802999999999999	Chd1l	0.0006652352579804325	0.0013747592836913047
NM_021555	NM_021555	chr15	76368898	76371411	+	1959.0	1	Hgh1|Brp16|D15Ertd741e|Fam203a|MNCb-5873|15 D3|15 35.78 cM|protein-coding	31.875	19.008	15.408	26.410999999999998	8.023	Hgh1	0.0012781566808286848	0.004296909999524423
NM_009898	NM_009898	chr7	126699774	126704816	-	1646.0	1	Coro1a|Clabp|Lmb3|TACO|p57|-|7 F3|7 69.25 cM|protein-coding	248.646	413.925	442.039	275.235	653.0269999999999	Coro1a	-0.024276432397096013	-0.04323102554428045
NM_001146059	NM_001146059	chr9	110880174	110900530	+	5059.0	1	Als2cl|79H19D|79H19E|BC022645|D930044G19Rik|mRn.49018|-|9 F3|9 60.79 cM|protein-coding	9.999	7.2829999999999995	23.581999999999997	7.62	77.994	Als2cl	-0.004572832368962443	0.007051443621635721
NM_025675	NM_025675	chr2	114516418	114654928	-	2689.0	1	Dph6|5730421E18Rik|Atpbd4|RP23-177D21.1|2|2 E5|protein-coding	16.988	13.804	9.81	16.392	3.634	Dph6	0.0008299203874284428	0.0011603909312999114
NM_001290503	NM_001290503	chr2	30097283	30124611	-	4200.0	1	Zer1|C230075L19Rik|Zyg11bl|RP23-261D24.4|2 B|2|protein-coding	10.975999999999999	10.247	17.410999999999998	9.506	27.671	Zer1	-0.001150134798246346	0.0002652339844384037
NM_175174	NM_175174	chr5	65131231	65168142	+	3395.0	1	Klhl5|1300013C10Rik|-|5 C3.1|5|protein-coding	4.691	6.472	6.867000000000001	4.5760000000000005	15.533	Klhl5	-0.0007016184119607909	0.0005534787834866159
NM_145556	NM_145556	chr4	148612382	148626996	-	7446.0	1	Tardbp|1190002A23Rik|C85084|TDP-43|Tdp43|RP23-331P21.5|4 E2|4|protein-coding	68.676	59.571999999999996	54.313	64.85600000000001	31.502	Tardbp	0.002241855552411228	0.00044545017490646443
NM_008052	NM_008052	chr5	120680264	120711669	-	3703.0	1	Dtx1|Fxit1|mKIAA4160|-|5 F|5 60.64 cM|protein-coding	6.1339999999999995	9.918	9.818999999999999	6.03	15.232000000000001	Dtx1	-0.0005683757753114807	-0.0009375654681002211
NM_008306	NM_008306	chr18	60685976	60713389	-	6056.0	1	Ndst1|1200015G06Rik|Hsst|NDST-1|b2b2230Clo|-|18|18 D2|protein-coding	9.529	12.715	12.177	7.768	18.909000000000002	Ndst1	-0.0006455470179916942	-0.0007951034503587024
NM_018736	NM_018736	chr9	14784707	14834417	+	2982.0	1	Mre11a|Mre11|Mre11b|RP23-149D5.3|9 A2|9|protein-coding	16.134	14.789000000000001	11.589	16.017	7.906000000000001	Mre11a	0.0005246033517629004	0.0006576152553550868
NM_175026	NM_175026	chr1	173630859	173647928	+	3488.0	1	Pyhin1|4930422C14|AI447904|Ifi209|Ifix|-|1 H3|1|protein-coding	6.547999999999999	10.02	19.934	4.817	41.754	Pyhin1	-0.0023385537708290756	-0.0004221240376247021
NM_010497	NM_010497	chr1	65158616	65179142	-	2252.0	1	Idh1|AI314845|AI788952|E030024J03Rik|Id-1|Idh-1|Idpc|-|1 C2|1 32.91 cM|protein-coding	4.15	7.6370000000000005	10.388	3.867	31.52	Idh1	-0.001779301320473711	0.001400005386663471
NM_177470	NM_177470	chr18	74779212	74806207	+	1488.0	1	Acaa2|0610011L04Rik|AI255831|AI265397|D18Ertd240e|-|18 E2|18 50.76 cM|protein-coding	13.378	15.959000000000001	17.261	9.13	30.749000000000002	Acaa2	-0.0012561242317445688	-0.00039551493656604344
NM_030694	NM_030694	chr7	140954839	140955961	-	623.0	1	Ifitm2|DSPA2c|Ifitm3l|fragilis3|mil-3|-|7|7 F5|protein-coding	29.8	34.191	39.98	25.285	96.677	Ifitm2	-0.004507792638101635	0.005484798780849683
NM_001146058	NM_001146058	chr4	152199844	152271855	+	1356.0	1	Acot7|2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1|RP23-421E12.1|4 E2|4|protein-coding	81.436	68.944	44.911	101.943	23.295	Acot7	0.0043607169783169445	0.01358324411132014
NM_008685	NM_008685	chr15	103248218	103255416	-	1663.0	1	Nfe2|45kDa|NF-E2|p45|p45NFE2|p45nf-e2|-|15 F3|15 58.62 cM|protein-coding	10.282	14.469000000000001	16.158	6.735	51.886	Nfe2	-0.0028155471999406407	0.002948968724023372
NM_001033140	NM_001033140	chr7	30321409	30322375	-	964.0	1	Sdhaf1|0610010E21Rik|AI430885|AW490662|Lyrm8|-|7 B1|7|protein-coding	78.164	79.957	84.59899999999999	61.20399999999999	33.787	Sdhaf1	0.0024004904747115916	-0.016128131000979276
NM_053261	NM_053261	chr18	67289223	67318841	+	1376.0	1	Impa2|2210415D20Rik|AI326924|AW259601|-|18 E1|18|protein-coding	6.426	5.734	6.212000000000001	7.167999999999999	14.465	Impa2	-0.000512017613984494	0.0019624125695651574
NM_011101	NM_011101	chr11	107933387	108343888	-	8350.0	1	Prkca|AI875142|Pkca|RP23-145G23.2|11 E1|11 70.8 cM|protein-coding	13.014000000000001	14.253	11.104000000000001	17.529	8.142000000000001	Prkca	0.00047501393243108014	0.000848188518923274
NM_025735	NM_025735	chr2	155276364	155278073	+	1039.0	1	Map1lc3a|1010001H21Rik|4922501H04Rik|LC3|LC3a|RP23-87L24.4|2|2 H2|protein-coding	4.678999999999999	7.327000000000001	8.109	4.7989999999999995	12.34	Map1lc3a	-0.0004764538323325158	-0.0006998676014740394
NM_025336	NM_025336	chr6	32792227	33060152	-	1422.0	1	Chchd3|0610041L09Rik|1700039J09Rik|AW558177|-|6|6 B1|protein-coding	71.556	65.189	56.114	65.908	35.157	Chchd3	0.002155462520612207	-0.0003289605452721083
NM_001285825	NM_001285825	chr7	27187006	27196271	-	1354.0	1	Snrpa|C430021M15Rik|Rnu1a-1|Rnu1a1|U1-A|U1A|-|7 A3|7|protein-coding	60.045	43.496	34.254	55.61	13.325999999999999	Snrpa	0.0027814493570914684	0.0052067326394366065
NM_173867	NM_173867	chr4	140701473	140723220	+	3752.0	1	Rcc2|2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470|RP23-275J10.2|4 D3|4|protein-coding	283.235	273.876	215.28799999999998	262.512	83.50200000000001	Rcc2	0.012384316131417538	-0.012828978399065097
NM_009909	NM_009909	chr1	74153994	74161246	+	3039.0	1	Cxcr2|CD128|CDw128|Cmkar2|Gpcr16|IL-8Rh|IL-8rb|IL8RA|Il8rb|mIL-8RH|-|1 C3|1 38.41 cM|protein-coding	5.0889999999999995	12.642999999999999	17.132	1.985	54.03	Cxcr2	-0.0032528266390387415	0.0009982106491739943
NM_023371	NM_023371	chr9	20652130	20666584	+	3802.0	1	Pin1|0610025L01Rik|D9Bwg1161e|-|9 A3|9 7.6 cM|protein-coding	24.9	21.529	16.05	24.29	8.363	Pin1	0.0010367759109180539	0.0012929384074192806
NM_175476	NM_175476	chr6	87458545	87496327	-	3353.0	1	Arhgap25|A130039I20Rik|-|6 D1|6|protein-coding	6.349	10.235	13.674000000000001	5.086	24.578000000000003	Arhgap25	-0.0012043886059033553	-0.0010912268802030045
NM_009086	NM_009086	chr2	129100996	129126595	+	3981.0	1	Polr1b|128kDa|D630020H17Rik|RPA116|RPA135|RPA2|Rpo1-2|RP24-388N11.1|2 F3|2|protein-coding	41.687	29.171	18.328	38.88	8.74	Polr1b	0.001962005402602811	0.0060507945239693306
NM_013641	NM_013641	chr8	83666640	83670103	+	2077.0	1	Ptger1|42kDa|EP1|Ptgerep1|-|8 C2|8 40.22 cM|protein-coding	14.043	15.345999999999998	22.33	12.177	57.449	Ptger1	-0.002904268158161645	0.0036646100019484037
NM_008889	NM_008889	chr19	6975048	6977324	+	913.0	1	Ppp1r14b|AOM172|PHI-1|PLCB3N|Png|-|19 A|19|protein-coding	71.422	61.265	46.633	69.688	28.879	Ppp1r14b	0.0026481765999427486	0.004506635142461182
NM_001174155	NM_001174155	chr7	29134933	29153955	+	4611.0	1	Rasgrp4|-|-|7 B1|7 16.94 cM|protein-coding	3.8169999999999997	6.279	9.312999999999999	2.5069999999999997	22.054000000000002	Rasgrp4	-0.0012195662875155568	3.1989656222559814e-05
