id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2	kmeans
NM_010807	chr4	129513581	129515981	+	1597.0	1	Marcksl1|AL022768|AW215397|AW536807|D4Bc1|F52|MacMARCKS|Macs2|Macs3|Mlp|Mrp|RP23-209C6.6|4 D2.2|4 63.26 cM|protein-coding	106.069	167.049	245.651	102.984	141.696	Marcksl1	-0.0018435000996303824	-0.06406479716885279	7
NM_008225	chr16	36934983	36963214	+	2002.0	1	Hcls1|AW213261|HS1|-|16|16 B|protein-coding	82.874	206.75	249.685	84.316	153.213	Hcls1	-0.0034252996890113303	-0.08446188898273575	7
NR_039555	chr19	6829886	6829944	-	58.0	1	Mir5046|mmu-mir-5046|mu-mir-5046|-|19|19 5.08 cM|ncRNA	6.502999999999999	23.124	16.924	11.836	14.262	Mir5046	-0.00019160782475994342	-0.005659896342004803	7
NM_025790	chr13	24817955	24831489	-	681.0	1	Acot13|0610006O17Rik|Them2|RP23-92G13.5|13|13 A3.2|protein-coding	13.539	22.938	28.467	15.492	17.916	Acot13	-0.00013686924978824973	-0.006898548605862282	7
NM_001122733	chr5	75574987	75656721	+	5158.0	1	Kit|Bs|CD117|Fdc|Gsfsco1|Gsfsco5|Gsfsow3|SCO1|SCO5|SOW3|Ssm|Tr-kit|W|c-KIT|-|5 C3.3|5 39.55 cM|protein-coding	6.167000000000002	17.345	15.954	4.112	10.935	Kit	-0.00027743714515421916	-0.006542856223979435	7
NM_019511	chr11	6658533	6677475	+	1216.0	1	Ramp3|AI850306|RP23-169J19.5|11 A1|11 4.61 cM|protein-coding	67.756	176.796	169.516	74.994	113.007	Ramp3	-0.0017515486603111858	-0.05858840448241001	7
NM_015800	chr17	78200248	78376592	+	5976.0	1	Crim1|AU015004|-|17 E2-E3|17|protein-coding	8.219	17.274	17.739	6.699	11.921	Crim1	-0.00020876689208400992	-0.00588395933908384	7
NM_022019	chr1	184034461	184075636	+	2706.0	1	Dusp10|2610306G15Rik|AI158871|MKP-5|MKP5|-|1|1 H5|protein-coding	10.268	16.633	23.956	7.25	16.182000000000002	Dusp10	-0.0004231649895462456	-0.006749947808114509	7
NM_019518	chr15	101224207	101232756	+	2004.0	1	Grasp|tamalin|MNCb-4428|15|15 F3|protein-coding	10.937	17.519000000000002	19.939	8.87	13.75	Grasp	-0.00018934959807713158	-0.005313099303994249	7
NM_007564	chr12	80107760	80113013	-	2980.0	1	Zfp36l1|AW742437|AW743212|Berg36|Brf1|D530020L18Rik|ERF1|TIS11b|cMG1|-|12 C3|12|protein-coding	91.269	167.582	158.697	74.57600000000002	116.272	Zfp36l1	-0.0014818535520370393	-0.046961768754369526	7
NM_001110322	chr4	43447724	43454626	-	1311.0	1	Cd72|CD72c|Ly-19|Ly-32|Ly-m19|Lyb-2|RP23-195K8.4|4 B1|4 23.04 cM|protein-coding	9.174	17.301	17.19	6.394	12.107	Cd72	-0.00020707991893471704	-0.005555235304589191	7
