id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NM_001281472	chr11	48945352	48946410	-	1056.0	1	Psme2b|PA28b-p|PA28b2|Psme2-like|Psme2b-ps|-|11 B1.2|11|protein-coding	139.57399999999998	172.168	119.134	173.774	96.594	107.77600000000001	102.015	97.897	101.12299999999999	55.75	60.283	129.347	125.096	62.075	80.033	Psme2b
NM_009077	chr7	45718071	45720835	+	671.0	1	Rpl18|L18|Rpl18a|-|7 B4|7|protein-coding	259.129	265.779	230.645	259.05	164.96	129.243	136.30200000000002	122.184	141.555	58.621	61.696000000000005	134.792	168.438	52.375	70.343	Rpl18
NM_008945	chr3	94884324	94886958	-	940.0	1	Psmb4|Pros-27|-|3 F2|3 40.74 cM|protein-coding	257.6	253.843	198.49200000000002	275.474	112.639	136.257	130.662	107.35799999999999	130.782	62.906000000000006	64.558	151.691	180.83	53.163000000000004	60.465	Psmb4
NM_027817	chr11	61653321	61672777	+	1592.0	1	Grap|8430435N19Rik|BB233594|RP23-278F12.2|11 B2|11|protein-coding	195.903	118.29	113.552	190.81799999999998	61.604	109.09299999999999	94.99	50.172	82.71600000000001	31.825	37.869	119.132	155.554	21.684	26.295	Grap
NM_011239	chr16	18239979	18248694	-	844.0	1	Ranbp1|Htf9a|-|16 A3|16 11.3 cM|protein-coding	293.802	261.54400000000004	153.808	298.67400000000004	76.692	151.274	132.153	96.723	135.6	28.086	39.416	175.628	190.52700000000002	21.263	26.936999999999998	Ranbp1
NR_105744	chr9	110281287	110281409	+	122.0	1	Mir6236|mmu-mir-6236|-|-|ncRNA	102.022	140.003	82.134	45.903	428.42699999999996	29.955	66.294	1053.88	71.703	43.771	37.794000000000004	31.1	127.49600000000001	42.903	35.65	Mir6236
NM_011355	chr2	91096797	91115756	+	1326.0	1	Spi1|Dis-1|Dis1|PU.1|Sfpi-1|Sfpi1|Spi-1|Tcfpu1|Tfpu.1|RP23-20F9.1|2 E3|2 50.44 cM|protein-coding	19.816	32.247	41.485	14.632	153.539	24.673000000000002	35.285	71.542	36.928000000000004	112.76299999999999	103.943	23.394000000000002	18.397000000000002	159.444	177.084	Spi1
NM_013737	chr17	43568451	43612201	+	1901.0	1	Pla2g7|R75400|-|17|17 C|protein-coding	21.206999999999997	33.927	32.96	16.041	129.099	50.868	56.348	97.954	60.258	139.05100000000002	122.03	45.69	26.107	179.428	205.392	Pla2g7
NM_021519	chr2	25557900	25562082	+	662.0	1	Edf1|0610008L11Rik|AA409425|RP23-464C2.4|2 A3|2|protein-coding	166.68200000000002	198.90099999999998	173.976	171.59099999999998	97.932	73.43	75.222	86.214	81.78699999999999	30.397	33.626999999999995	85.971	110.635	30.967	49.349	Edf1
NM_022410	chr15	77760585	77842175	-	7392.0	1	Myh9|Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6|AL583886.1|15 E1|15 36.81 cM|protein-coding	90.506	109.321	135.811	90.736	256.721	94.294	104.87799999999999	156.333	106.59200000000001	199.916	193.935	95.53299999999999	94.43299999999999	258.534	266.663	Myh9
NM_011528	chr7	141392160	141402976	+	1266.0	1	Taldo1|-|-|7|7 F3-F4|protein-coding	65.709	96.061	106.965	64.41199999999999	246.042	62.818999999999996	72.61399999999999	122.79299999999999	75.803	214.09400000000002	179.90900000000002	51.192	60.901	284.978	257.348	Taldo1
NM_029872	chr13	58125879	58128556	-	2675.0	1	Hnrnpa0|1110055B05Rik|3010025E17Rik|Hnrpa0|hnRNP A0|-|13 B1|13|protein-coding	298.149	266.467	229.46400000000003	290.13599999999997	195.144	142.97	139.08100000000002	134.592	146.386	62.61600000000001	74.507	152.66899999999998	195.213	67.017	70.949	Hnrnpa0
NM_027395	chr15	25363277	25413764	-	1851.0	1	Basp1|2610024P12Rik|CAP-23|CAP23|Ckap3|NAP-22|NAP22|-|15 B1|15|protein-coding	27.961	37.251999999999995	19.069000000000003	36.501	65.77600000000001	40.521	42.729	61.021	42.141999999999996	40.32	35.168	41.135	30.802	61.705	91.185	Basp1
NM_007669	chr17	29093772	29100722	+	1905.0	1	Cdkn1a|CAP20|CDKI|CIP1|Cdkn1|P21|SDI1|Waf1|mda6|p21Cip1|p21WAF|-|17 A3.3|17 15.12 cM|protein-coding	155.312	127.14	83.258	182.567	38.293	136.752	127.022	87.884	120.99600000000001	28.579	39.585	157.31799999999998	172.73	19.756	36.841	Cdkn1a
NM_009225	chr2	130171636	130179364	-	1112.0	1	Snrpb|AL024368|AU018828|SM-B|SM11|SMB|SNRNP-B|RP23-20A6.3|2 F1|2 63.19 cM|protein-coding	315.32599999999996	280.702	211.705	286.995	120.694	167.294	158.743	151.95	173.53400000000002	67.34899999999999	76.241	176.50400000000002	225.567	58.556999999999995	64.22399999999999	Snrpb
NM_133739	chr9	7764077	7794332	+	2863.0	1	Tmem123|2310075C12Rik|-|9 A1|9|protein-coding	108.363	207.55200000000002	202.71	121.376	179.458	129.246	160.16899999999998	247.62400000000002	153.967	193.02700000000002	170.989	138.399	99.024	153.787	267.283	Tmem123
NM_133185	chr16	5008729	5013553	-	1379.0	1	Rogdi|0610011C19Rik|AU020118|C76152|Lzf|-|16 A1|16 2.49 cM|protein-coding	11.548	22.913	17.38	15.039000000000001	52.637	18.551	18.959	40.826	24.624000000000002	41.794	30.846999999999998	15.69	11.725999999999999	60.007	90.891	Rogdi
NR_030428	chr7	127708487	127708562	+	75.0	1	Mir762|Mirn762|mir-762|mmu-mir-762|-|7|7|ncRNA	201.71599999999998	166.201	187.046	194.622	109.603	57.233999999999995	73.355	64.744	70.39699999999999	32.996	25.781	60.16	124.585	30.74	29.654	Mir762
NR_030457	chr14	54616677	54616785	-	108.0	1	Mir686|Mirn686|mmu-mir-686|-|14|14|ncRNA	211.86700000000002	230.47	208.283	232.505	94.78200000000001	140.186	96.65700000000001	105.561	118.861	45.828	67.482	124.384	172.517	46.733000000000004	62.695	Mir686
NM_007725	chr10	79988600	79995400	+	1773.0	1	Cnn2|AA408047|AI324678|Calpo2|-|10 C1|10|protein-coding	100.55	153.58100000000002	148.326	101.931	259.226	98.806	116.959	168.93	122.06299999999999	195.15	179.16	103.992	108.053	240.037	250.24200000000002	Cnn2
NM_013652	chr11	83662584	83664683	+	655.0	1	Ccl4|AT744.1|Act-2|MIP-1B|Mip1b|Scya4|RP23-320E6.8|11 C|11 51.09 cM|protein-coding	203.013	13.189	2.997	154.395	6.393	92.90100000000001	62.385	11.819	60.455	15.908	10.446	103.56299999999999	110.28	21.024	16.525	Ccl4
NM_007475	chr5	115559467	115563729	+	1351.0	1	Rplp0|36B4|Arbp|L10E|-|5 F|5|protein-coding	812.8760000000001	785.2810000000001	710.877	731.35	451.71	473.595	467.962	434.434	461.186	220.581	267.71	490.64099999999996	563.283	197.31099999999998	210.42700000000002	Rplp0
NM_153564	chr3	142496934	142522344	+	3008.0	1	Gbp5|5330409J06Rik|Gbp5a|-|3 H1|3|protein-coding	79.72	44.535	22.108	124.066	14.214	122.11	88.464	38.603	86.79799999999999	18.662	16.828	152.472	136.531	10.648	20.029	Gbp5
NM_029362	chr2	154657026	154694783	+	1599.0	1	Chmp4b|2010012F05Rik|C76846|Snf7-2|RP23-29D15.3|2|2 H2|protein-coding	188.231	160.59799999999998	150.296	190.68400000000003	134.373	102.339	91.19200000000001	85.162	91.579	48.995	56.74100000000001	110.434	139.546	51.361000000000004	68.062	Chmp4b
NM_013759	chr17	24736642	24742778	+	880.0	1	Msrb1|D17Wsu82e|SELX|SelR|Sepr|Sepx1|-|17 A3.3|17 12.53 cM|protein-coding	46.765	82.255	98.251	41.138999999999996	261.905	66.907	101.098	219.519	102.46600000000001	376.532	320.121	60.537	43.044	549.826	458.12699999999995	Msrb1
NM_013683	chr17	34187556	34197225	+	2937.0	1	Tap1|ABC17|APT1|Abcb2|Ham-1|Ham1|MTP1|PSF1|RING4|TAP|Tap-1|Y3|-|17 B1|17 17.98 cM|protein-coding	119.245	106.131	86.12899999999999	147.855	80.973	112.40100000000001	95.726	62.994	95.523	42.64	42.117	134.004	147.566	45.763000000000005	48.111000000000004	Tap1
NM_007527	chr7	45461695	45466898	-	861.0	1	Bax|-|-|7 B5|7 29.32 cM|protein-coding	187.928	145.279	116.19	176.16099999999997	91.51	112.84899999999999	96.175	86.803	103.164	47.803000000000004	48.196999999999996	122.316	140.561	56.883	63.028	Bax
NR_102366	chr19	11047612	11050566	-	772.0	1	AW112010|-|-|19 A|19|ncRNA	136.852	88.346	57.958	148.873	67.571	149.303	106.044	65.725	112.71	50.192	40.202	151.22799999999998	144.517	29.945	56.146	AW112010
NM_010821	chr19	12460779	12465285	+	4332.0	1	Mpeg1|MPS1|Mpg-1|-|19 A|19|protein-coding	20.227999999999998	32.326	35.319	19.975	130.012	89.86399999999999	109.22	222.75400000000002	109.463	392.469	291.075	78.42399999999999	40.22	464.745	431.467	Mpeg1
NM_008842	chr17	29491045	29495459	+	1745.0	1	Pim1|Pim-1|-|17 A3.3|17 15.38 cM|protein-coding	404.069	387.593	332.74800000000005	428.73900000000003	155.543	326.24	326.274	278.754	329.55800000000005	116.88600000000001	149.731	364.61	426.25699999999995	80.737	100.20700000000001	Pim1
NM_013585	chr17	34182099	34187330	-	798.0	1	Psmb9|Lmp-2|Lmp2|-|17 B1|17 17.98 cM|protein-coding	147.308	119.18	91.69	172.72799999999998	119.595	86.57600000000001	82.083	60.056000000000004	78.681	42.43600000000001	39.576	113.212	122.56	47.631	59.766999999999996	Psmb9
NM_011733	chr6	131364858	131388450	-	1644.0	1	Ybx3|Csda|Dpba|MSY3|MSY4|Yb2|dbpA|oxyR|-|6 F3|6|protein-coding	337.226	204.479	108.71600000000001	344.116	63.115	168.202	138.52200000000002	75.768	142.81799999999998	24.679000000000002	34.078	187.657	203.14700000000002	21.756	26.846	Ybx3
NM_009429	chr14	75845256	75848303	+	886.0	1	Tpt1|TCTP|Trt|p21|p23|-|14 D3|14 40.29 cM|protein-coding	123.264	120.21	127.868	85.677	165.602	73.852	100.679	55.68	88.685	50.129	51.034	75.694	130.974	58.653999999999996	76.033	Tpt1
NM_008366	chr3	37120716	37125954	-	940.0	1	Il2|Il-2|DN-144H19.3|3 B-C|3 18.3 cM|protein-coding	167.854	32.732	9.833	249.106	11.0	104.044	72.28399999999999	12.128	70.375	4.295	4.43	166.31	136.129	3.513	3.681	Il2
NM_009080	chr11	68901566	68904534	+	537.0	1	Rpl26|SIG-20|RP23-396M19.1|11 B3|11|protein-coding	321.059	305.362	253.62099999999998	316.089	170.502	144.642	129.77100000000002	135.899	138.707	61.0	75.061	170.146	226.09799999999998	47.111000000000004	55.958999999999996	Rpl26
NM_025352	chr11	53428948	53430831	-	495.0	1	Uqcrq|1100001F06Rik|1500040F11Rik|5830407L17Rik|9.5kDa|AA959903|QP-C|Qpc|Uqcrb|c1502|RP23-226J16.5|11 B1.3|11|protein-coding	491.719	435.824	321.079	386.411	179.642	208.36	195.49900000000002	188.375	206.63099999999997	65.387	78.324	207.37	254.89	54.88399999999999	76.482	Uqcrq
NR_003373	chr11	68901589	68904534	+	516.0	1	Gm15772|ENSMUSG00000062353|OTTMUSG00000026108|-|5 A1|5|pseudo	334.126	317.789	263.943	328.95300000000003	177.44099999999997	150.528	135.053	141.43	144.352	63.483000000000004	78.115	177.07	235.3	49.028	58.236000000000004	Gm15772
NM_013706	chr4	134093538	134095073	-	499.0	1	Cd52|AI463198|B7|B7-Ag|CAMPATH-1|CLS1|MB7|RP23-314D24.5|4 D3|4 66.5 cM|protein-coding	213.738	334.624	417.27	232.855	739.747	217.03599999999997	287.506	363.435	281.529	563.141	517.347	261.296	210.575	721.887	679.456	Cd52
NM_007798	chr14	63122462	63145923	+	4731.0	1	Ctsb|CB|-|14 D1|14 33.24 cM|protein-coding	26.078000000000003	33.101	37.484	29.188000000000002	74.036	40.683	45.263000000000005	73.29	44.826	73.82300000000001	65.686	37.888000000000005	34.888000000000005	97.978	141.179	Ctsb
NM_007585	chr9	69453683	69491785	+	1359.0	1	Anxa2|AW215814|Cal1h|CT009708.1|9 C|9 38.58 cM|protein-coding	104.816	133.375	117.70200000000001	122.986	223.15599999999998	102.99700000000001	131.483	205.322	137.423	273.672	242.34799999999998	111.148	102.88600000000001	320.497	350.69599999999997	Anxa2
NM_011865	chr6	86524497	86526165	-	1666.0	1	Pcbp1|WBP17|[a]CP-1|alphaCP-1|-|6|6 D1|protein-coding	675.204	604.863	490.3	578.756	255.301	347.10699999999997	331.838	295.013	340.214	140.84	166.234	360.695	428.066	112.916	131.718	Pcbp1
NM_011530	chr17	34204479	34216321	+	2476.0	1	Tap2|ABC18|AI462429|APT2|Abcb3|Ham-2|Ham2|MTP2|PSF2|RING11|Tap-2|Y1|jas|RP23-123G8.1|17 B1|17 17.98 cM|protein-coding	98.236	74.241	67.477	128.061	103.649	104.395	87.17	63.211999999999996	88.03299999999999	54.576	53.443000000000005	126.96	135.99200000000002	66.16199999999999	76.811	Tap2
NM_007591	chr8	84842088	84846931	-	1932.0	1	Calr|CRT|Calregulin|-|8 C3|8 41.21 cM|protein-coding	635.6669999999999	653.359	503.026	664.4069999999999	240.46099999999998	477.154	448.441	346.406	453.509	170.46	226.235	506.412	588.562	111.851	148.27200000000002	Calr
NM_053110	chr6	49036518	49058182	+	3785.0	1	Gpnmb|DC-HIL|Dchil|ipd|-|6 B2.3|6 23.82 cM|protein-coding	2.7460000000000004	8.232999999999999	5.877999999999999	1.67	25.857	11.295	16.834	51.967	16.903	51.376000000000005	39.283	7.274	5.07	72.913	119.022	Gpnmb
NM_001205314	chr1	52119438	52161865	+	5126.0	1	Stat1|2010005J02Rik|AA408197|-|1 C1.1|1 26.81 cM|protein-coding	123.639	87.389	55.269	146.156	63.751999999999995	167.91299999999998	127.05	60.915	126.49700000000001	40.235	42.053999999999995	191.888	177.067	42.873999999999995	55.88399999999999	Stat1
NM_010699	chr7	46845804	46855627	+	1613.0	1	Ldha|Ldh1|Ldhm|l7R2|-|7 B4|7 30.6 cM|protein-coding	295.30400000000003	245.28799999999998	159.667	384.889	158.015	206.354	175.554	119.23899999999999	170.24099999999999	69.807	94.54700000000001	231.57	254.99	89.08200000000001	86.009	Ldha
NM_010381	chr17	34342212	34344645	-	778.0	1	H2-Ea-ps|AI323765|E-alpha-f|H-2Ea|H2-Ea|I-Ealpha|Ia-3|Ia3|mCG_9941|17 B1|17 17.98 cM|protein-coding	34.959	44.567	29.701999999999998	39.799	109.911	84.85	71.742	81.41	71.589	70.146	61.687	81.457	60.051	97.792	137.536	H2-Ea-ps
NM_007793	chr10	78425670	78427622	+	597.0	1	Cstb|AA960480|Stfb|-|10 C1|10 39.72 cM|protein-coding	69.706	81.602	73.92	62.75899999999999	127.56	67.23899999999999	79.788	110.807	79.941	75.595	87.78	66.56	65.324	128.067	169.797	Cstb
NM_011969	chr2	180036367	180042464	-	943.0	1	Psma7|C6-I|RP23-23G3.6|2 H4|2|protein-coding	233.44799999999998	220.114	156.744	260.383	91.009	123.58200000000001	111.54700000000001	85.225	115.10700000000001	38.535	48.895	150.067	189.21400000000003	36.409	51.573	Psma7
NM_001271509	chr7	142460812	142494868	+	1699.0	1	Lsp1|Lsp-1|WP34|p50|pp52|AL603651.4|7 F5|7 87.93 cM|protein-coding	195.87400000000002	267.767	293.637	218.46099999999998	325.01599999999996	202.567	223.128	303.325	226.761	318.909	318.687	206.63099999999997	206.253	391.50800000000004	423.056	Lsp1
NM_023065	chr8	70762773	70766663	-	971.0	1	Ifi30|GILT|IP30|-|8 B3.3|8|protein-coding	41.088	62.928000000000004	43.216	52.8	136.144	60.038999999999994	61.115	78.491	54.161	66.867	51.825	53.49100000000001	47.078	73.092	132.54399999999998	Ifi30
NM_008320	chr8	120736376	120756692	+	2816.0	1	Irf8|AI893568|ICSBP|IRF-8|Icsbp1|Myls|-|8 E1|8 70.05 cM|protein-coding	67.192	39.194	13.769	127.354	21.939	77.804	61.766999999999996	25.715999999999998	62.571000000000005	15.540999999999999	13.046	122.993	134.792	16.441	23.554000000000002	Irf8
NM_025587	chr2	180257379	180258444	+	383.0	1	Rps21|1810049N11Rik|2410030A14Rik|RP23-16P3.4|2 H4|2|protein-coding	308.236	305.994	281.703	311.777	304.527	130.707	117.863	129.172	118.796	65.123	92.167	148.59799999999998	214.456	86.715	89.428	Rps21
NM_011311	chr3	90603770	90606045	+	494.0	1	S100a4|18A2|42a|Capl|FSp1|Mts1|PeL98|metastasin|pk9a|-|3 F1-F2|3 39.27 cM|protein-coding	24.432	71.068	93.306	26.11	226.47299999999998	23.133000000000003	43.405	68.38	36.988	103.22200000000001	88.619	21.796	23.671999999999997	117.811	184.389	S100a4
NM_009921	chr9	109847377	109849456	-	593.0	1	Camp|CAP18|Cnlp|Cramp|FALL39|MCLP|-|9 F2|9 59.8 cM|protein-coding	128.409	212.333	230.843	80.303	827.7139999999999	81.191	106.73200000000001	206.138	116.181	327.045	302.572	63.897	55.574	476.529	453.65	Camp
NM_018860	chr10	128548110	128549168	-	443.0	1	Rpl41|1810055P16Rik|2210411K19Rik|-|10 D3|10|protein-coding	315.20799999999997	245.94	157.873	262.454	179.25599999999997	103.18299999999999	97.335	92.932	96.631	41.75	53.38399999999999	119.444	184.52599999999998	41.916000000000004	57.233999999999995	Rpl41
NM_012021	chr19	6906819	6909645	-	680.0	1	Prdx5|AOEB166|AOPP|Pmp20|Prdx6|PrxV|-|19 A|19 5.08 cM|protein-coding	148.28	167.99599999999998	162.394	142.13	338.631	117.46600000000001	114.375	146.44	120.04299999999999	150.83700000000002	172.43200000000002	118.90799999999999	120.46	266.197	258.313	Prdx5
NM_011756	chr7	28376784	28379228	-	1761.0	1	Zfp36|Gos24|Nup475|TIS11D|TISII|Tis11|Ttp|Zfp-36|-|7 A3|7 16.72 cM|protein-coding	71.06	66.035	54.091	77.41	144.471	86.238	97.40899999999999	104.86200000000001	91.708	132.872	129.535	91.656	102.181	160.219	208.86599999999999	Zfp36
NM_010378	chr17	34282751	34287771	-	1062.0	1	H2-Aa|Aalpha|H-2Aa|H2Aa|I-Aalpha|IAalpha|Ia-1|Ia1|-|17 B1|17 17.98 cM|protein-coding	43.723	50.738	39.975	47.357	155.92600000000002	110.71700000000001	91.698	117.42299999999999	97.773	96.949	81.884	114.036	77.39399999999999	115.29299999999999	172.798	H2-Aa
NM_012052	chr7	99477897	99483709	-	1869.0	1	Rps3|D7Ertd795e|Rs_3|-|7 F1|7 54.07 cM|protein-coding	833.202	775.803	779.7330000000001	818.817	468.44800000000004	428.43300000000005	411.67900000000003	378.152	415.26099999999997	187.53	220.465	462.49800000000005	529.099	171.56400000000002	185.347	Rps3
NM_001005859	chr3	130726827	130730398	-	485.0	1	Rpl34|1100001I22Rik|-|3 G3|3|protein-coding	557.158	548.754	462.119	532.0459999999999	285.04	265.879	253.048	229.115	259.025	91.978	126.553	274.019	358.435	80.426	113.115	Rpl34
NM_018738	chr11	58199556	58207592	+	2018.0	1	Igtp|AW558444|Irgm3|RP24-499A8.4|11 B1.3|11 36.01 cM|protein-coding	137.249	83.33	55.107	179.75599999999997	59.872	193.8	141.60299999999998	63.398999999999994	143.46200000000002	24.623	33.388000000000005	249.047	237.752	26.647	30.663	Igtp
NM_010724	chr17	34198195	34201454	+	1215.0	1	Psmb8|Lmp-7|Lmp7|-|17 B1|17 17.98 cM|protein-coding	208.125	209.05	140.976	217.317	259.689	155.356	131.005	128.816	138.075	75.736	81.815	171.458	175.222	120.05799999999999	131.797	Psmb8
NM_026020	chr7	141447650	141451342	+	434.0	1	Rplp2|2700049I22Rik|-|7 F5|7|protein-coding	683.561	656.321	717.6210000000001	582.08	548.8	224.547	232.62	239.82299999999998	245.215	94.084	121.54799999999999	251.521	356.07800000000003	104.37899999999999	107.275	Rplp2
NM_016774	chr10	128083307	128090388	+	1867.0	1	Atp5b|-|-|10 D3|10|protein-coding	848.707	820.37	620.016	850.444	284.638	535.151	491.783	400.194	496.108	191.847	220.356	551.012	625.536	127.02600000000001	167.729	Atp5b
NM_001163485	chr15	34440508	34443276	-	512.0	1	Rpl30|-|-|15 B3.1|15 14.33 cM|protein-coding	414.086	423.74199999999996	373.92400000000004	367.01800000000003	205.99	161.221	145.843	144.734	150.03	72.119	74.562	149.91299999999998	263.475	52.332	72.688	Rpl30
NM_001085390	chr19	53529318	53541322	+	1150.0	1	Dusp5|Gm337|-|19 D2|19|protein-coding	311.394	440.292	265.062	367.115	75.661	194.25099999999998	216.87599999999998	211.857	221.94799999999998	50.23	67.211	253.645	333.325	34.082	53.464	Dusp5
NM_013725	chr7	45122388	45124389	-	595.0	1	Rps11|-|-|7 B4|7|protein-coding	670.948	635.321	571.764	634.556	609.5319999999999	373.59	376.02099999999996	364.644	356.681	222.514	249.643	400.445	498.10900000000004	240.343	232.833	Rps11
NM_001287180	chr15	80255184	80257545	+	1440.0	1	Atf4|Atf-4|C/ATF|CREB2|TAXREB67|-|15 E1|15 37.85 cM|protein-coding	678.762	653.6619999999999	482.298	635.265	207.48	383.85900000000004	346.88800000000003	294.349	364.097	128.935	158.858	424.212	489.80800000000005	95.587	124.521	Atf4
NM_001199350	chr3	130726837	130730329	-	406.0	1	Rpl34-ps1|EG619547|ENSMUSG00000068396|Gm10239|-|6 C1|6|protein-coding	665.571	655.434	552.039	635.572	340.50300000000004	317.615	302.28700000000003	273.69599999999997	309.55400000000003	109.876	151.178	327.33799999999997	428.18	96.07600000000001	135.125	Rpl34-ps1
NM_008390	chr11	53770014	53777324	+	2126.0	1	Irf1|AU020929|Irf-1|RP23-303F24.1|11 B1.3|11 32.0 cM|protein-coding	152.138	113.645	64.408	194.162	101.429	160.845	123.462	77.425	125.68	50.726000000000006	51.443999999999996	209.071	207.199	57.915	80.55199999999999	Irf1
NM_011313	chr3	90612894	90614414	+	714.0	1	S100a6|2A9|5B10|CALCYCLIN|Cacy|PRA|-|3 F1-F2|3 39.35 cM|protein-coding	42.143	101.102	131.404	20.646	391.656	63.614	101.618	242.17	123.678	417.282	395.866	45.815	35.42	609.237	610.185	S100a6
NR_028101	chr15	34440506	34443233	-	473.0	1	Gm12191|OTTMUSG00000005566|mCG_20799|11 B1.2|11|pseudo	448.228	458.597	404.66900000000004	397.28	222.97400000000002	174.392	157.868	156.37	161.634	78.065	80.71	162.274	284.726	56.647	78.472	Gm12191
NM_011662	chr7	30413788	30417579	+	559.0	1	Tyrobp|DAP12|KARAP|Ly83|-|7 B|7 17.45 cM|protein-coding	59.601000000000006	141.909	138.721	35.936	519.9540000000001	102.837	152.339	367.985	155.472	574.9259999999999	484.25699999999995	77.872	59.655	799.0110000000001	722.8810000000001	Tyrobp
NM_007719	chr11	99144199	99155077	-	1970.0	1	Ccr7|CD197|Cdw197|Cmkbr7|EBI1|Ebi1h|RP23-80N1.2|11 D|11|protein-coding	1850.902	2340.601	1990.11	1843.761	511.798	1429.9389999999999	1481.66	1416.912	1509.54	592.722	732.909	1510.0510000000002	1776.672	291.376	491.38	Ccr7
NM_001271419	chr15	74994877	74998031	-	950.0	1	Ly6a|Ly-6A.2|Ly-6A/E|Ly-6E.1|Sca-1|Sca1|TAP|-|15 D3|15 34.29 cM|protein-coding	213.642	142.755	132.04	311.557	130.555	234.96200000000002	197.791	94.375	206.232	50.453	62.104	321.88599999999997	331.17400000000004	48.865	53.586000000000006	Ly6a
NM_001166595	chr11	69916712	69921275	-	1208.0	1	Eif5a|AA410058|D19Wsu54e|Eif4d|Eif5a1|eIF-4D|eIF-5A|eIF-5A-1|eIF-5A1|RP23-172M21.7|11 B3|11|protein-coding	717.4639999999999	556.203	376.151	737.9780000000001	210.56400000000002	376.523	359.714	249.921	363.793	93.37200000000001	119.719	429.495	498.283	81.036	87.84200000000001	Eif5a
NM_009095	chr7	12922311	12926686	+	732.0	1	Rps5|AA617411|-|7 A1|7|protein-coding	1190.08	1100.785	999.181	1186.375	877.9010000000001	802.284	750.11	708.74	762.291	366.63	439.435	863.023	913.95	385.615	379.727	Rps5
NM_010260	chr3	142620663	142638008	+	2442.0	1	Gbp2|-|-|3 H1|3 66.69 cM|protein-coding	155.069	55.486999999999995	22.845	194.60299999999998	23.351999999999997	257.116	169.104	36.513000000000005	167.708	17.201	16.831	350.155	290.274	15.106	18.822	Gbp2
NM_026988	chr6	124913675	124917946	-	1148.0	1	Ptms|2610009E16Rik|-|6 F2|6|protein-coding	127.074	145.519	127.721	180.305	181.488	110.76100000000001	112.846	119.78299999999999	115.06700000000001	81.064	78.34100000000001	146.941	178.918	88.79899999999999	145.474	Ptms
NM_172086	chr6	115805514	115808743	-	498.0	1	Rpl32|AU020185|rpL32-3A|-|6 E3|6 53.72 cM|protein-coding	663.793	626.154	546.8009999999999	660.574	444.74	378.566	352.95099999999996	306.226	333.75199999999995	174.447	207.773	379.399	513.9	168.666	180.13	Rpl32
NM_010705	chr14	47373860	47386167	+	1371.0	1	Lgals3|GBP|L-34|Mac-2|gal3|-|14 C1|14|protein-coding	22.680999999999997	59.961000000000006	84.42399999999999	17.815	326.939	47.599	70.27600000000001	171.854	70.036	268.711	236.358	37.062	30.771	343.55300000000005	420.51800000000003	Lgals3
NM_013674	chr13	30749258	30766927	+	4672.0	1	Irf4|AI385587|IRF-4|LSIRF|Spip|RP23-213G18.1|13|13 A3.3|protein-coding	280.797	141.322	71.101	332.356	22.641	258.416	203.328	74.351	196.524	27.293000000000003	30.944000000000003	332.824	352.499	14.484000000000002	18.058	Irf4
NM_009438	chr7	45125563	45128745	-	1016.0	1	Rpl13a|1810026N22Rik|Tstap198-7|tum-antigen|-|7 B4|7 29.14 cM|protein-coding	883.818	784.2719999999999	733.368	846.678	578.413	497.235	462.171	401.603	463.31300000000005	200.498	245.893	529.635	640.4680000000001	218.21200000000002	208.641	Rpl13a
NM_021281	chr3	95526786	95556405	+	1347.0	1	Ctss|-|-|3 F2.1|3 40.74 cM|protein-coding	60.575	105.484	105.48200000000001	54.37	235.699	86.0	85.353	164.52	89.07600000000001	169.456	157.275	81.039	56.575	202.06099999999998	332.97900000000004	Ctss
NM_024212	chr9	64173387	64178562	+	1410.0	1	Rpl4|2010004J23Rik|-|9|9 D|protein-coding	1222.728	1143.754	967.165	1274.065	759.3580000000001	763.935	667.318	568.533	681.977	311.57599999999996	363.43699999999995	814.475	855.383	295.382	312.878	Rpl4
NM_009983	chr7	142375916	142387870	-	1943.0	1	Ctsd|CD|CatD|-|7 F5|7|protein-coding	98.48200000000001	122.84700000000001	137.70600000000002	88.196	352.61	157.99200000000002	187.19400000000002	325.466	188.8	436.223	401.529	131.679	122.154	563.88	637.068	Ctsd
NM_018853	chr9	61913283	61914510	-	463.0	1	Rplp1|2410042H16Rik|Arpp1|C430017H15Rik|-|9 B|9|protein-coding	1482.615	1381.736	1269.73	1235.685	1082.673	837.919	831.4739999999999	798.13	872.2439999999999	416.34	447.279	900.431	1035.525	387.32599999999996	397.527	Rplp1
