id.1	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h-1	100uM-K99A-24h-1	10uM-K99A-24h-1	10uM-PCC-24h-1	No-Peptide-24h-1	0-1uM-PCC-24h-0-5uM-MEKi-2	0-1uM-PCC-24h-2	100uM-K99A-24h-0-5uM-MEKi-2	100uM-K99A-24h-2	10uM-K99A-24h-0-5uM-MEKi-2	10uM-K99A-24h-2	10uM-PCC-24h-0-5uM-MEKi-2	10uM-PCC-24h-2	No-Peptide-24h-0-5uM-MEKi-2	No-Peptide-24h-2	No-Peptide-24h	10uM-K99A-24h	100uM-K99A-24h	0-1uM-PCC-24h	10uM-PCC-24h	gene_name
NM_008945	chr3	94884324	94886958	-	940.0	1	Psmb4|Pros-27|-|3 F2|3 40.74 cM|protein-coding	257.6	253.843	198.492	275.474	112.639	136.257	130.662	107.358	130.782	62.90600000000001	64.558	151.691	180.83	53.163	60.465	86.55199999999998	131.525	192.3125	194.13100000000003	228.15200000000002	Psmb4
NM_008368	chr15	78480549	78495066	-	2684.0	1	Il2rb|CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70|-|15 E|15 37.52 cM|protein-coding	128.893	176.06900000000005	131.917	149.192	34.98	153.03799999999995	159.778	138.834	156.752	50.856	63.174	167.917	184.657	25.236	27.861	31.4205	97.5455	166.4105	144.3355	166.92450000000005	Il2rb
NM_011968	chr12	55398825	55418459	+	988.0	1	Psma6|IOTA|-|12 C1|12|protein-coding	252.762	239.035	223.207	259.567	84.71799999999998	171.382	163.293	145.805	163.984	72.242	83.902	183.295	163.381	54.995	67.133	75.9255	153.5545	201.5095	208.0275	211.47400000000002	Psma6
NM_175329	chr10	75935573	75937734	+	942.0	1	Chchd10|1620401E04Rik|AI267078|Ndg2|-|10 C1|10|protein-coding	159.624	227.634	210.878	191.237	33.533	103.638	111.117	123.565	114.954	32.562	50.368	121.052	163.875	10.054	10.651	22.092	130.623	171.294	135.3705	177.55599999999995	Chchd10
NM_025546	chr16	11193037	11203292	-	1828.0	1	Rsl1d1|2410005K20Rik|C76439|pBK1|-|16|16 B1|protein-coding	209.058	175.093	117.149	212.433	45.42100000000001	127.249	103.768	67.756	100.013	35.946	40.059	122.488	131.064	22.088	21.63	33.5255	78.604	137.553	156.41299999999995	171.74849999999995	Rsl1d1
NM_078478	chr14	37120445	37135322	-	2894.0	1	Ghitm|1010001P14Rik|C77840|MICS1|PTD010|Tmbim5|-|14 B|14 21.29 cM|protein-coding	220.328	278.811	225.539	233.536	63.07899999999999	141.612	142.205	130.267	143.321	64.493	77.503	151.799	157.917	34.213	44.147	53.613	151.52100000000004	211.066	181.2665	195.7265	Ghitm
NM_011969	chr2	180036367	180042464	-	943.0	1	Psma7|C6-I|RP23-23G3.6|2 H4|2|protein-coding	233.448	220.114	156.744	260.383	91.009	123.582	111.547	85.225	115.107	38.535	48.895	150.067	189.21400000000003	36.409	51.573	71.291	102.8195	167.6105	172.4975	224.7985	Psma7
NM_009743	chr2	152780664	152831728	-	2416.0	1	Bcl2l1|Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1|RP23-106A3.4|2 H1|2 75.41 cM|protein-coding	214.136	294.559	263.526	205.805	46.628	121.658	144.94	158.371	150.423	50.40600000000001	82.84299999999998	134.97299999999998	156.414	20.22	28.599	37.6135	173.1845	222.49099999999999	179.53799999999998	181.1095	Bcl2l1
NM_009080	chr11	68901566	68904534	+	537.0	1	Rpl26|SIG-20|RP23-396M19.1|11 B3|11|protein-coding	321.059	305.362	253.621	316.089	170.502	144.642	129.77100000000002	135.899	138.707	61.0	75.061	170.146	226.098	47.111	55.959	113.2305	164.34099999999998	222.0345	225.415	271.0935	Rpl26
NM_009272	chr4	148591513	148594619	+	1319.0	1	Srm|AA407669|SpdST|SpdSy|RP23-331P21.3|4 E2|4|protein-coding	206.902	132.067	77.333	195.005	35.433	104.054	99.143	49.192	92.615	12.393	19.395	114.946	142.275	9.307	12.253	23.843000000000004	48.364	112.341	153.0225	168.64	Srm
NM_018738	chr11	58199556	58207592	+	2018.0	1	Igtp|AW558444|Irgm3|RP24-499A8.4|11 B1.3|11 36.01 cM|protein-coding	137.249	83.33	55.107	179.75599999999997	59.872	193.8	141.60299999999995	63.399	143.46200000000005	24.623	33.388000000000005	249.047	237.752	26.647	30.663	45.2675	44.2475	113.39600000000002	139.42600000000002	208.75400000000002	Igtp
NM_182650	chr6	51460435	51469894	-	2132.0	1	Hnrnpa2b1|9130414A06Rik|Hnrpa2|Hnrpa2b1|hnrnp-A|-|6 B3|6|protein-coding	323.823	306.432	280.635	392.213	186.259	219.135	206.065	169.73	208.579	116.654	127.063	238.159	249.157	103.199	119.434	152.8465	203.84900000000002	257.5055	264.944	320.685	Hnrnpa2b1
NM_011498	chr6	108660629	108666925	+	3106.0	1	Bhlhe40|Bhlhb2|C130042M06Rik|CR8|Clast5|Dec1|Sharp2|Stra13|Stra14|-|6|6 E-F1|protein-coding	242.353	382.426	384.052	241.477	71.291	174.565	224.06	254.262	225.614	119.071	147.22	174.107	189.741	42.45	63.268	67.2795	265.636	304.02	233.2065	215.609	Bhlhe40
NM_008638	chr6	83305704	83317604	-	2060.0	1	Mthfd2|AW558851|NMDMC|-|6 C3|6 35.94 cM|protein-coding	233.036	245.411	179.917	226.165	47.809	119.31	110.411	90.837	109.48	32.181999999999995	49.795	128.107	147.97299999999996	18.512	23.56	35.6845	114.85600000000001	177.44549999999995	171.7235	187.06900000000002	Mthfd2
NR_003373	chr11	68901589	68904534	+	516.0	1	Gm15772|ENSMUSG00000062353|OTTMUSG00000026108|-|5 A1|5|pseudo	334.126	317.789	263.943	328.9530000000001	177.44099999999997	150.528	135.053	141.43	144.352	63.483	78.115	177.07	235.3	49.028	58.236	117.83849999999998	171.02900000000002	231.0705	234.5895	282.1265	Gm15772
NR_105046	chr3	20057811	20118491	+	4617.0	1	Hltf|AF010600|BC057116|P113|Smarca3|Snf2l3|-|3 A2|3 6.15 cM|protein-coding	212.634	150.49	108.046	227.221	67.398	205.245	174.361	113.495	174.83900000000003	69.976	82.084	218.862	191.558	48.788	44.93899999999999	56.1685	95.065	162.66450000000003	193.4975	209.3895	Hltf
NM_175015	chr2	73908450	73911294	-	672.0	1	Atp5g3|6030447M23|RP23-146O7.1|2 C3|2|protein-coding	310.879	339.75699999999995	259.759	329.796	157.945	173.16	166.048	155.095	165.762	76.753	85.58200000000002	186.475	221.891	48.773	71.562	114.7535	172.6705	252.7595	238.4635	275.8435	Atp5g3
NM_022996	chr18	38418975	38464406	+	927.0	1	Ndfip1|0610010M22Rik|N4wbp5|-|18 B3|18|protein-coding	311.89	290.934	195.363	268.22900000000004	144.279	217.013	194.938	161.094	204.927	81.984	107.073	222.846	246.802	84.09	85.146	114.7125	151.218	247.9305	253.41400000000002	257.51550000000003	Ndfip1
NM_008366	chr3	37120716	37125954	-	940.0	1	Il2|Il-2|DN-144H19.3|3 B-C|3 18.3 cM|protein-coding	167.854	32.732	9.833	249.106	11.0	104.044	72.28399999999998	12.128	70.375	4.295	4.43	166.31	136.129	3.513	3.681	7.3405	7.1315	51.5535	120.069	192.6175	Il2
NM_011613	chr14	78277446	78308043	-	2228.0	1	Tnfsf11|Ly109l|ODF|OPG|OPGL|RANKL|Trance|-|14 D3|14 41.26 cM|protein-coding	252.651	212.176	160.238	200.435	22.671	125.102	119.751	80.482	119.532	28.499	53.584	119.851	127.875	6.796	11.202	16.9365	106.911	165.85399999999996	186.201	164.155	Tnfsf11
NM_016805	chr1	178328300	178337784	-	3654.0	1	Hnrnpu|AA408410|AI256620|AL024194|AL024437|AW557595|C86794|Hnrpu|SAFA|Sp120|hnRNP U|RP24-252K15.1|1 H4|1|protein-coding	334.024	299.9190000000001	256.073	349.625	176.972	256.956	231.509	204.844	240.226	123.546	156.049	269.218	285.4840000000001	113.078	123.722	150.347	206.061	270.0725	282.7665	317.5545	Hnrnpu
NM_007531	chr6	124712289	124716945	+	1349.0	1	Phb2|AU044498|BAP|Bap37|Bcap37|REA|-|6 F2|6 59.17 cM|protein-coding	264.899	222.439	154.41	270.428	86.804	145.17	128.937	99.901	139.516	40.503	57.554	161.686	179.965	33.211	39.422	63.113	105.98200000000001	180.9775	196.918	225.1965	Phb2
NM_008503	chr17	24720063	24721927	+	991.0	1	Rps2|Llrep3|S4|-|17 A3.3|17|protein-coding	276.059	242.451	192.404	245.729	77.367	156.054	151.032	114.899	143.9	48.629	58.734	158.785	169.209	30.244	33.864000000000004	55.6155	125.56900000000002	193.1755	213.5455	207.46900000000002	Rps2
NM_130889	chr4	46451117	46472523	+	1358.0	1	Anp32b|2410015B15Rik|PAL31|PHAPI2a|Ssp29|RP23-117B19.3|4|4 B2|protein-coding	296.626	255.124	187.269	301.866	85.734	107.729	98.2	81.153	96.816	30.691	39.831	119.158	146.43	21.29	29.625	57.6795	113.55	175.97000000000003	197.413	224.148	Anp32b
NM_009400	chr4	156026342	156028891	+	1000.0	1	Tnfrsf18|AITR|Gitr|RP23-118E21.6|4|4 E|protein-coding	239.503	450.046	454.963	281.744	111.567	175.18400000000003	225.52	285.508	227.029	89.675	130.342	202.682	219.05	34.52	36.722	74.14450000000002	292.6525000000001	338.5375	232.5115	250.397	Tnfrsf18
NM_011404	chr8	121881146	121907686	-	3501.0	1	Slc7a5|4F2LC|D0H16S474E|LAT1|TA1|-|8 E1|8 70.8 cM|protein-coding	208.115	190.957	131.506	200.28	38.97	148.226	141.981	107.541	137.308	35.882	48.304	155.781	185.658	13.028	19.284	29.127	89.905	164.1325	175.048	192.96900000000002	Slc7a5
NM_008617	chr5	135778649	135790386	+	1271.0	1	Mdh2|MDH|Mdh-2|Mor-1|Mor1|-|5 G2|5 75.4 cM|protein-coding	296.751	269.267	217.561	299.332	123.452	194.835	185.648	149.607	185.912	76.857	95.959	213.2	235.163	75.45	73.417	98.4345	156.76	227.5895	241.1995	267.2475	Mdh2
NM_001163485	chr15	34440508	34443276	-	512.0	1	Rpl30|-|-|15 B3.1|15 14.33 cM|protein-coding	414.086	423.742	373.924	367.018	205.99	161.221	145.843	144.734	150.03	72.119	74.562	149.91299999999995	263.475	52.332	72.688	139.339	224.243	286.886	279.9645	315.2465	Rpl30
NM_001177370	chr19	46305930	46312090	+	2949.0	1	Nfkb2|NF-kappaB2|lyt|p49|p49/p100|p50B|p52|-|19 C3-D2|19 38.8 cM|protein-coding	284.388	375.99300000000005	400.99	289.262	100.839	190.448	230.584	238.398	228.13	117.726	145.71	206.169	242.305	50.542	72.904	86.8715	273.35	302.0615	257.486	265.7835	Nfkb2
NM_009225	chr2	130171636	130179364	-	1112.0	1	Snrpb|AL024368|AU018828|SM-B|SM11|SMB|SNRNP-B|RP23-20A6.3|2 F1|2 63.19 cM|protein-coding	315.326	280.702	211.705	286.995	120.694	167.294	158.743	151.95	173.53400000000005	67.34899999999999	76.241	176.50400000000005	225.567	58.557	64.22399999999999	92.459	143.97299999999998	227.118	237.0345	256.281	Snrpb
NM_009137	chr8	94745684	94751388	+	1806.0	1	Ccl22|ABCD-1|DCBCK|MDC|Scya22|-|8 C5|8|protein-coding	112.938	141.863	35.872	173.229	60.25899999999999	269.9	240.58	224.332	249.353	50.375	47.822	353.232	238.243	27.084	59.987	60.12299999999999	41.847	195.608	176.759	205.736	Ccl22
NM_009536	chr11	75732887	75765841	+	2070.0	1	Ywhae|AU019196|RP23-78H4.1|11 B2|11 45.92 cM|protein-coding	288.233	269.723	202.165	298.764	122.305	233.937	219.506	179.233	222.253	96.836	126.629	249.379	253.674	82.149	97.606	109.9555	164.39700000000002	245.988	253.8695	276.219	Ywhae
NM_018868	chr1	59685006	59711510	+	1959.0	1	Nop58|MSSP|Nol5|SIK|nop5|-|1 C1.3|1|protein-coding	226.354	188.816	120.213	241.661	37.079	146.634	125.393	84.779	122.126	28.09	37.304	146.385	150.375	14.854	18.922	28.0005	78.7585	155.471	175.8735	196.018	Nop58
NM_016776	chr11	72441378	72451550	+	4089.0	1	Mybbp1a|AL024407|AU019902|P160|p160MBP|p67MBP|RP23-48A2.3|11 B4|11 44.29 cM|protein-coding	233.132	179.55	122.007	219.591	36.54	150.687	124.991	84.848	126.488	31.327	37.951	153.004	173.766	17.006	20.463	28.5015	79.979	153.019	179.0615	196.6785	Mybbp1a
NM_007638	chr6	85451505	85468477	+	2438.0	1	Cct7|AA408524|AL022769|Ccth|Cctz|-|6|6 D1|protein-coding	270.545	247.908	173.19299999999996	255.046	61.602	145.543	126.891	89.57	122.229	34.325	49.00899999999999	142.041	177.53900000000004	27.986	34.037	47.8195	111.10099999999998	185.0685	198.718	216.2925	Cct7
NM_011631	chr10	86690841	86705444	-	2739.0	1	Hsp90b1|ERp99|GRP94|TA-3|Targ2|Tra-1|Tra1|endoplasmin|gp96|-|10 C1|10 43.05 cM|protein-coding	347.029	308.371	232.509	340.5130000000001	154.32399999999996	257.89	227.61	179.956	222.772	102.405	137.224	246.48	248.197	78.236	107.022	130.673	184.8665	265.5715	287.3195	294.355	Hsp90b1
NM_016737	chr19	7020696	7040026	-	2157.0	1	Stip1|Hop|Sti1|p60|-|19 A|19|protein-coding	242.976	247.579	191.887	261.153	50.885	145.437	140.282	114.158	141.10399999999996	42.32899999999999	59.232	158.501	174.287	28.483	32.308	41.5965	125.5595	194.3415	191.629	217.72000000000003	Stip1
NM_001038231	chr19	5364633	5366363	-	761.0	1	Banf1|Baf|Bcrp1|L2bp1/Baf|-|19 A|19|protein-coding	283.938	283.435	208.204	276.033	82.542	127.221	141.253	103.203	135.221	35.771	57.331	140.815	189.25	30.46	39.162	60.852	132.7675	209.328	212.5955	232.6415	Banf1
NM_007505	chr18	77773768	77782868	+	2417.0	1	Atp5a1|AI035633|AL022851|AL023067|Atpm|D18Ertd206e|Mom2|-|18 E3|18 52.38 cM|protein-coding	354.1269999999999	358.658	269.339	374.367	185.579	221.52	205.735	174.232	205.293	99.692	125.188	233.496	264.178	83.889	99.748	142.6635	197.2635	281.9755	279.931	319.2725	Atp5a1
NM_177420	chr19	15905123	15925059	-	2161.0	1	Psat1|D8Ertd814e|EPIP|PSA|Psat|-|19 A|19 10.86 cM|protein-coding	243.205	197.032	134.621	222.299	30.288	146.751	134.757	89.00200000000002	132.795	30.98	42.65	146.819	149.213	10.207	12.51	21.399	88.63550000000002	164.9135	188.981	185.75599999999997	Psat1
NM_011119	chr10	128557766	128565934	-	2418.0	1	Pa2g4|38kDa|AA672939|Ebp1|Plfap|-|10 D3|10|protein-coding	243.735	208.571	135.417	251.134	51.058	149.218	123.954	85.072	132.167	37.76	44.78100000000001	147.436	176.138	18.297	24.569000000000006	37.81350000000001	90.09899999999999	170.36900000000003	183.8445	213.636	Pa2g4
NM_010699	chr7	46845804	46855627	+	1613.0	1	Ldha|Ldh1|Ldhm|l7R2|-|7 B4|7 30.6 cM|protein-coding	295.3040000000001	245.288	159.667	384.889	158.015	206.354	175.554	119.239	170.241	69.807	94.547	231.57	254.99	89.08200000000002	86.009	122.012	127.10700000000001	207.7645	235.42900000000003	319.9395	Ldha
NM_001290712	chr17	12916329	12925067	+	2400.0	1	Tcp1|AI528772|CCT|Cct1|Ccta|TRic|Tcp-1|Tp63|c-cpn|p63|RP23-351C7.3|17 A3-B|17 8.72 cM|protein-coding	259.584	244.043	178.593	267.48400000000004	61.07	173.033	161.16899999999995	112.921	158.543	49.494	62.924	177.233	174.732	29.65	38.345	49.7075	120.7585	201.293	210.3765	221.108	Tcp1
NM_018796	chr1	63176831	63180486	+	1925.0	1	Eef1b2|2810017J07Rik|Eef1b|RP23-13C17.3|1 C2|1|protein-coding	385.117	377.888	342.151	364.981	185.554	213.74	202.233	178.988	205.678	80.178	106.111	221.472	252.261	62.214	76.742	131.148	224.13099999999997	291.783	293.6749999999999	308.621	Eef1b2
NR_028101	chr15	34440506	34443233	-	473.0	1	Gm12191|OTTMUSG00000005566|mCG_20799|11 B1.2|11|pseudo	448.228	458.597	404.669	397.28	222.974	174.392	157.868	156.37	161.634	78.065	80.71	162.274	284.726	56.647	78.472	150.72299999999998	242.6895	310.1155	303.048	341.00300000000004	Gm12191
NM_027739	chr10	127165831	127172340	+	2271.0	1	B4galnt1|4933429D13Rik|Gal-NAc-T|GalNAc-T|GalNAcT|Galgt1|Ggm-2|Ggm2|-|10 D3|10 74.5 cM|protein-coding	426.165	491.649	585.988	363.196	219.774	296.6040000000001	354.356	382.394	356.797	208.16	259.027	309.376	353.374	120.04	121.525	170.6495	422.50750000000005	424.223	390.2605	358.285	B4galnt1
NM_173867	chr4	140701473	140723220	+	3752.0	1	Rcc2|2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470|RP23-275J10.2|4 D3|4|protein-coding	283.235	273.876	215.288	262.512	83.50200000000002	167.02	161.596	143.655	164.144	57.469	74.778	186.042	229.338	36.354	39.847	61.67450000000001	145.033	219.01	222.4155	245.925	Rcc2
NM_009840	chr16	87483325	87495869	-	2374.0	1	Cct8|AI132397|Cctq|Tcpq|-|16 C3.3|16|protein-coding	271.55400000000003	240.667	176.208	294.688	65.55	169.234	149.921	104.197	141.638	45.894	61.963	180.47	188.689	30.053	36.953	51.2515	119.0855	191.1525	210.7375	241.6885	Cct8
NM_001033122	chr6	129267325	129275369	-	1613.0	1	Cd69|5830438K24Rik|AI452015|AIM|VEA|-|6 F3|6 63.21 cM|protein-coding	296.888	209.827	150.893	268.793	79.456	205.851	161.27	114.876	163.759	36.014	62.058	227.788	197.825	22.29	23.839	51.6475	106.4755	186.793	229.079	233.30900000000003	Cd69
NM_009895	chr9	107296689	107301961	+	2156.0	1	Cish|AI385595|CIS1|Cis|F17|F23|-|9 F1|9 57.99 cM|protein-coding	197.216	249.633	191.046	218.541	49.541	185.109	186.41	173.91099999999997	193.844	44.433	70.827	209.348	244.23	17.081	26.133000000000006	37.836999999999996	130.9365	221.7385	191.813	231.3855	Cish
NM_001271419	chr15	74994877	74998031	-	950.0	1	Ly6a|Ly-6A.2|Ly-6A/E|Ly-6E.1|Sca-1|Sca1|TAP|-|15 D3|15 34.29 cM|protein-coding	213.642	142.755	132.04	311.557	130.555	234.962	197.791	94.375	206.232	50.453	62.104	321.886	331.1740000000001	48.865	53.58600000000001	92.0705	97.072	174.49349999999995	205.7165	321.3655	Ly6a
NM_001142950	chr18	64499647	64516557	-	2633.0	1	Nars|3010001M15Rik|AA960128|ASNRS|C78150|-|18 E1|18|protein-coding	310.529	317.415	241.155	291.869	71.59	171.688	159.58700000000005	139.19799999999998	168.734	55.898	68.691	177.537	188.361	28.848000000000006	33.225	52.4075	154.923	243.0745	235.058	240.115	Nars
NM_009838	chr5	129787356	129846443	+	2156.0	1	Cct6a|CCT-zeta|CCT-zeta-1|Cct6|Cctz-1|TCP-1-zeta|-|5 G1.3|5|protein-coding	258.581	225.99400000000003	165.209	279.339	43.90600000000001	172.678	147.392	100.469	158.96	44.13	55.374	174.50799999999995	189.939	22.37	26.913	35.4095	110.2915	192.47700000000003	202.9865	234.639	Cct6a
NM_011239	chr16	18239979	18248694	-	844.0	1	Ranbp1|Htf9a|-|16 A3|16 11.3 cM|protein-coding	293.802	261.54400000000004	153.808	298.6740000000001	76.692	151.274	132.153	96.723	135.6	28.086	39.416	175.628	190.527	21.263	26.937	51.8145	96.61200000000001	198.572	212.9775	244.6005	Ranbp1
NM_010880	chr1	86344719	86359455	-	8241.0	1	Ncl|B530004O11Rik|C23|D0Nds28|D1Nds28|Nucl|-|1 D|1 43.94 cM|protein-coding	298.74	228.102	147.328	326.834	71.047	165.204	133.872	89.97200000000002	133.806	37.718	49.03100000000001	176.71400000000003	183.667	26.751	31.792	51.4195	98.1795	180.954	216.30599999999998	255.2505	Ncl
NM_008231	chr3	87906321	87916132	+	2237.0	1	Hdgf|AI118077|D3Ertd299e|-|3 F1|3 38.78 cM|protein-coding	321.006	269.496	207.257	302.286	100.279	204.026	186.366	142.793	187.08	60.291	84.064	211.417	249.518	42.757	54.61600000000001	77.4475	145.6605	228.28799999999998	253.686	275.902	Hdgf
NM_009836	chr3	88297135	88321766	+	1941.0	1	Cct3|AL024092|Cctg|Tcp1-rs3|TriC-P5|-|3 F|3 38.79 cM|protein-coding	272.671	236.131	183.172	285.226	49.915	177.28099999999995	163.30700000000004	123.562	157.954	42.979	57.65	184.751	202.61900000000003	21.958	31.371	40.643	120.411	197.0425	217.989	243.9225	Cct3
NM_010260	chr3	142620663	142638008	+	2442.0	1	Gbp2|-|-|3 H1|3 66.69 cM|protein-coding	155.069	55.487	22.845	194.603	23.352	257.116	169.104	36.51300000000001	167.708	17.201	16.831	350.155	290.274	15.106	18.822	21.087	19.838	111.5975	162.0865	242.4385	Gbp2
NM_026147	chr4	3834473	3835600	-	496.0	1	Rps20|4632426K06Rik|Dsk4|RP23-24J10.1|4 A1|4|protein-coding	494.361	493.082	465.971	540.6419999999998	323.121	330.505	294.5540000000001	279.936	279.266	138.65	167.72799999999995	325.211	352.855	124.371	123.261	223.19099999999997	316.8495	386.17400000000004	394.4575	446.7485	Rps20
NM_028230	chr10	127517123	127522444	-	2291.0	1	Shmt2|2700043D08Rik|AA408223|AA986903|-|10 D3|10|protein-coding	296.282	272.097	224.58	273.082	53.55	180.987	172.614	150.547	175.169	50.51300000000001	71.457	195.334	227.616	19.066	23.838	38.694	148.01850000000005	223.633	234.448	250.34900000000002	Shmt2
NR_030738	chr11	62602877	62604806	+	456.0	1	2410006H16Rik|-|-|11 B2|11|ncRNA	505.376	542.044	488.638	376.198	185.483	213.713	211.188	234.889	224.076	89.259	107.964	210.264	261.843	71.33	72.835	129.159	298.3010000000001	383.06	358.282	319.0205	2410006H16Rik
NM_009829	chr6	127125709	127151048	-	5764.0	1	Ccnd2|2600016F06Rik|AI256817|BF642806|C86853|Vin-1|Vin1|cD2|-|6 F3|6 61.92 cM|protein-coding	177.628	184.449	120.654	211.585	30.514	217.691	211.242	157.585	219.163	45.00100000000001	68.347	257.779	281.126	15.502	21.522	26.018	94.5005	201.806	194.435	246.3555	Ccnd2
NM_011655	chr17	35833920	35838301	-	2639.0	1	Tubb5|AA408537|AI596182|B130022C14Rik|M(beta)5|RP24-180B11.2|17 B1|17|protein-coding	378.711	410.878	364.482	440.367	230.267	325.209	328.515	280.936	339.858	164.227	197.469	344.57199999999995	392.19	128.35299999999998	140.425	185.34599999999998	280.9755	375.36800000000005	353.61300000000006	416.2785	Tubb5
NM_008689	chr3	135584655	135691547	-	4091.0	1	Nfkb1|NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105|-|3 G3|3 62.82 cM|protein-coding	342.177	329.30300000000005	242.006	309.125	110.905	254.407	244.365	206.185	239.225	87.616	106.865	252.579	285.023	54.74100000000001	72.209	91.557	174.4355	284.264	293.271	297.074	Nfkb1
NM_025352	chr11	53428948	53430831	-	495.0	1	Uqcrq|1100001F06Rik|1500040F11Rik|5830407L17Rik|9.5kDa|AA959903|QP-C|Qpc|Uqcrb|c1502|RP23-226J16.5|11 B1.3|11|protein-coding	491.719	435.824	321.079	386.411	179.642	208.36	195.499	188.375	206.631	65.387	78.324	207.37	254.89	54.88399999999999	76.482	128.062	199.7015	321.2275	343.6090000000001	320.6505	Uqcrq
NM_001177352	chr15	61985341	61990361	+	2394.0	1	Myc|AU016757|Myc2|Niard|Nird|bHLHe39|-|15 D2-D3|15 26.19 cM|protein-coding	331.026	192.471	134.22899999999998	275.142	60.791	213.544	177.503	116.555	174.422	36.152	49.91	213.123	228.527	18.948	18.415	39.603	92.0695	183.4465	254.2645	251.8345	Myc
NM_011733	chr6	131364858	131388450	-	1644.0	1	Ybx3|Csda|Dpba|MSY3|MSY4|Yb2|dbpA|oxyR|-|6 F3|6|protein-coding	337.226	204.479	108.716	344.116	63.115	168.202	138.52200000000002	75.768	142.81799999999996	24.679	34.078	187.657	203.147	21.756	26.846	44.9805	71.39699999999999	173.6485	237.874	273.6315	Ybx3
NM_008367	chr2	11642792	11693194	+	4418.0	1	Il2ra|CD25|Il2r|Ly-43|-|2 A2-A3|2 8.91 cM|protein-coding	236.118	231.358	153.46	241.634	29.863000000000003	239.923	235.208	154.24	226.709	41.937	65.862	248.844	248.54	12.51	23.515	26.689	109.661	229.0335	235.66299999999998	245.08700000000002	Il2ra
NM_010444	chr15	101266846	101274794	+	2467.0	1	Nr4a1|GFRP1|Gfrp|Hbr-1|Hbr1|Hmr|N10|NGFI-B|NGFIB|NP10|TIS1|TR3|nur77|-|15|15 F|protein-coding	341.7519999999999	355.147	196.837	261.26	94.786	216.536	218.072	186.704	217.519	47.806	63.62600000000001	233.897	253.381	15.988	23.019	58.9025	130.2315	286.333	279.91200000000003	257.3205	Nr4a1
NM_007573	chr11	70977846	70983026	-	1157.0	1	C1qbp|AA407365|AA986492|D11Wsu182e|HABP1|P32|gC1qBP|DN-393H17.2|11 B4|11 43.21 cM|protein-coding	376.80800000000005	276.535	161.61700000000005	332.5730000000001	73.237	178.636	151.431	101.455	149.784	30.282	42.337	181.383	208.524	15.295	23.153	48.195	101.977	213.1595	264.1195	270.5485	C1qbp
NM_010448	chr11	51600100	51606881	-	2395.0	1	Hnrnpab|3010025C11Rik|CBF-A|Cgbfa|Hnrpab|RP23-79E13.1|11 B1.3|11|protein-coding	399.953	354.245	251.509	442.011	135.347	216.555	200.655	168.986	197.82	66.72800000000001	88.103	239.109	248.125	52.945	70.865	103.10600000000001	169.80599999999998	276.0325	300.3040000000001	345.06800000000004	Hnrnpab
NM_001005859	chr3	130726827	130730398	-	485.0	1	Rpl34|1100001I22Rik|-|3 G3|3|protein-coding	557.158	548.754	462.119	532.0459999999998	285.04	265.879	253.048	229.115	259.025	91.978	126.553	274.019	358.435	80.426	113.115	199.0775	294.336	403.8895	405.103	445.2405	Rpl34
NM_011659	chr4	156013695	156016589	+	1146.0	1	Tnfrsf4|ACT35|CD134|Ly-70|Ox40|TXGP1L|Txgp1|RP23-118E21.5|4 E2|4 87.68 cM|protein-coding	338.444	562.44	495.573	367.009	82.69200000000002	218.567	267.322	277.136	257.682	88.991	132.037	271.263	281.661	27.73	31.31	57.00100000000001	313.805	410.061	302.8830000000001	324.3350000000001	Tnfrsf4
NM_001252260	chr11	33152498	33163206	-	1370.0	1	Npm1|B23|NO38|Npm|RP23-323L8.2|11 A4|11|protein-coding	404.64	326.974	211.362	409.116	80.794	210.268	180.985	120.509	171.68400000000003	47.155	66.262	222.008	242.307	25.061	36.87	58.832	138.812	249.329	292.8125	325.7115	Npm1
NM_007651	chr3	106758861	106790149	-	2792.0	1	Cd53|AI323659|Ox-44|Tspan25|-|3 F2.3|3 46.53 cM|protein-coding	460.551	473.811	470.663	523.578	263.589	498.801	471.908	368.103	473.999	264.73900000000003	329.737	517.76	510.9380000000001	207.6	195.023	229.306	400.2	473.905	466.2295	517.258	Cd53
NM_010481	chr18	34937415	34954351	-	3023.0	1	Hspa9|74kDa|Csa|Grp75|Hsc74|Hsp74|Hsp74a|Hspa9a|Mortalin|Mot-2|Mot2|Mthsp70|Pbp74|-|18 C|18 18.8 cM|protein-coding	377.184	371.839	275.579	376.601	59.31	232.742	214.766	168.707	213.59	57.713	72.605	246.68	266.32	28.074	32.846	46.078	174.092	292.7145	295.975	321.4605	Hspa9
NM_001085390	chr19	53529318	53541322	+	1150.0	1	Dusp5|Gm337|-|19 D2|19|protein-coding	311.394	440.292	265.062	367.115	75.661	194.251	216.876	211.857	221.948	50.23	67.211	253.645	333.325	34.082	53.464	64.5625	166.1365	331.12	264.135	350.22	Dusp5
