id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NM_008503	NM_008503	chr17	24720063	24721927	+	991.0	1	Rps2|Llrep3|S4|-|17 A3.3|17|protein-coding	276.059	242.451	192.40400000000002	245.729	77.367	156.054	151.032	114.899	143.9	48.629	58.733999999999995	158.785	169.209	30.244	33.864000000000004	Rps2
NM_175015	NM_175015	chr2	73908450	73911294	-	672.0	1	Atp5g3|6030447M23|RP23-146O7.1|2 C3|2|protein-coding	310.879	339.75699999999995	259.759	329.796	157.945	173.16	166.048	155.095	165.762	76.753	85.58200000000001	186.475	221.891	48.773	71.562	Atp5g3
NM_001038231	NM_001038231	chr19	5364633	5366363	-	761.0	1	Banf1|Baf|Bcrp1|L2bp1/Baf|-|19 A|19|protein-coding	283.938	283.435	208.204	276.033	82.542	127.221	141.253	103.20299999999999	135.221	35.771	57.331	140.815	189.25	30.46	39.162	Banf1
NM_008416	NM_008416	chr8	84976909	84978748	-	1837.0	1	Junb|-|-|8 C2-D1|8 41.41 cM|protein-coding	302.617	370.673	345.25	320.078	181.046	181.53900000000002	209.975	225.87099999999998	217.58700000000002	98.802	126.524	215.67	236.02	74.658	97.26100000000001	Junb
NM_177420	NM_177420	chr19	15905123	15925059	-	2161.0	1	Psat1|D8Ertd814e|EPIP|PSA|Psat|-|19 A|19 10.86 cM|protein-coding	243.205	197.032	134.621	222.299	30.288	146.751	134.757	89.00200000000001	132.795	30.98	42.65	146.819	149.213	10.207	12.51	Psat1
NM_011631	NM_011631	chr10	86690841	86705444	-	2739.0	1	Hsp90b1|ERp99|GRP94|TA-3|Targ2|Tra-1|Tra1|endoplasmin|gp96|-|10 C1|10 43.05 cM|protein-coding	347.029	308.371	232.50900000000001	340.51300000000003	154.32399999999998	257.89	227.61	179.956	222.77200000000002	102.405	137.224	246.48	248.197	78.236	107.022	Hsp90b1
NM_011119	NM_011119	chr10	128557766	128565934	-	2418.0	1	Pa2g4|38kDa|AA672939|Ebp1|Plfap|-|10 D3|10|protein-coding	243.735	208.571	135.417	251.13400000000001	51.058	149.218	123.954	85.072	132.167	37.76	44.781000000000006	147.436	176.138	18.297	24.569000000000003	Pa2g4
NM_010880	NM_010880	chr1	86344719	86359455	-	8241.0	1	Ncl|B530004O11Rik|C23|D0Nds28|D1Nds28|Nucl|-|1 D|1 43.94 cM|protein-coding	298.74	228.102	147.328	326.834	71.047	165.204	133.872	89.97200000000001	133.806	37.718	49.031000000000006	176.71400000000003	183.667	26.750999999999998	31.791999999999998	Ncl
NM_001290712	NM_001290712	chr17	12916329	12925067	+	2400.0	1	Tcp1|AI528772|CCT|Cct1|Ccta|TRic|Tcp-1|Tp63|c-cpn|p63|RP23-351C7.3|17 A3-B|17 8.72 cM|protein-coding	259.584	244.043	178.593	267.48400000000004	61.07	173.033	161.16899999999998	112.921	158.543	49.494	62.924	177.233	174.732	29.65	38.345	Tcp1
NM_009840	NM_009840	chr16	87483325	87495869	-	2374.0	1	Cct8|AI132397|Cctq|Tcpq|-|16 C3.3|16|protein-coding	271.55400000000003	240.667	176.208	294.688	65.55	169.234	149.921	104.197	141.638	45.894	61.963	180.47	188.68900000000002	30.053	36.953	Cct8
NM_016776	NM_016776	chr11	72441378	72451550	+	4089.0	1	Mybbp1a|AL024407|AU019902|P160|p160MBP|p67MBP|RP23-48A2.3|11 B4|11 44.29 cM|protein-coding	233.132	179.55	122.007	219.59099999999998	36.54	150.687	124.991	84.848	126.488	31.326999999999998	37.951	153.004	173.766	17.006	20.463	Mybbp1a
NM_010699	NM_010699	chr7	46845804	46855627	+	1613.0	1	Ldha|Ldh1|Ldhm|l7R2|-|7 B4|7 30.6 cM|protein-coding	295.30400000000003	245.28799999999998	159.667	384.889	158.015	206.354	175.554	119.23899999999999	170.24099999999999	69.807	94.54700000000001	231.57	254.99	89.08200000000001	86.009	Ldha
NM_016805	NM_016805	chr1	178328300	178337784	-	3654.0	1	Hnrnpu|AA408410|AI256620|AL024194|AL024437|AW557595|C86794|Hnrpu|SAFA|Sp120|hnRNP U|RP24-252K15.1|1 H4|1|protein-coding	334.024	299.91900000000004	256.073	349.625	176.972	256.95599999999996	231.50900000000001	204.84400000000002	240.226	123.546	156.049	269.218	285.48400000000004	113.07799999999999	123.72200000000001	Hnrnpu
NM_007505	NM_007505	chr18	77773768	77782868	+	2417.0	1	Atp5a1|AI035633|AL022851|AL023067|Atpm|D18Ertd206e|Mom2|-|18 E3|18 52.38 cM|protein-coding	354.12699999999995	358.658	269.339	374.36699999999996	185.579	221.52	205.735	174.232	205.293	99.69200000000001	125.18799999999999	233.49599999999998	264.178	83.889	99.74799999999999	Atp5a1
NM_013765	NM_013765	chr10	128624529	128626506	-	442.0	1	Rps26|-|mCG_18667|10 D3|10|protein-coding	423.819	390.00300000000004	388.35699999999997	466.75	285.633	249.093	226.388	212.396	226.255	106.083	115.646	267.849	235.705	117.43299999999999	101.084	Rps26
NM_009225	NM_009225	chr2	130171636	130179364	-	1112.0	1	Snrpb|AL024368|AU018828|SM-B|SM11|SMB|SNRNP-B|RP23-20A6.3|2 F1|2 63.19 cM|protein-coding	315.32599999999996	280.702	211.705	286.995	120.694	167.294	158.743	151.95	173.53400000000002	67.34899999999999	76.241	176.50400000000002	225.567	58.556999999999995	64.22399999999999	Snrpb
NM_008617	NM_008617	chr5	135778649	135790386	+	1271.0	1	Mdh2|MDH|Mdh-2|Mor-1|Mor1|-|5 G2|5 75.4 cM|protein-coding	296.751	269.267	217.56099999999998	299.332	123.45200000000001	194.835	185.648	149.607	185.912	76.857	95.959	213.2	235.16299999999998	75.45	73.417	Mdh2
NM_009536	NM_009536	chr11	75732887	75765841	+	2070.0	1	Ywhae|AU019196|RP23-78H4.1|11 B2|11 45.92 cM|protein-coding	288.233	269.723	202.165	298.764	122.305	233.937	219.50599999999997	179.233	222.253	96.836	126.62899999999999	249.37900000000002	253.674	82.149	97.60600000000001	Ywhae
NM_001163485	NM_001163485	chr15	34440508	34443276	-	512.0	1	Rpl30|-|-|15 B3.1|15 14.33 cM|protein-coding	414.086	423.74199999999996	373.92400000000004	367.01800000000003	205.99	161.221	145.843	144.734	150.03	72.119	74.562	149.91299999999998	263.475	52.332	72.688	Rpl30
NM_022996	NM_022996	chr18	38418975	38464406	+	927.0	1	Ndfip1|0610010M22Rik|N4wbp5|-|18 B3|18|protein-coding	311.89	290.934	195.363	268.22900000000004	144.279	217.013	194.938	161.094	204.92700000000002	81.984	107.073	222.84599999999998	246.80200000000002	84.09	85.146	Ndfip1
NM_011239	NM_011239	chr16	18239979	18248694	-	844.0	1	Ranbp1|Htf9a|-|16 A3|16 11.3 cM|protein-coding	293.802	261.54400000000004	153.808	298.67400000000004	76.692	151.274	132.153	96.723	135.6	28.086	39.416	175.628	190.52700000000002	21.263	26.936999999999998	Ranbp1
NM_013563	NM_013563	chrX	101264387	101268206	-	1602.0	1	Il2rg|CD132|[g]c|gamma(c)|gc|RP23-440J15.2|X D|X 43.9 cM|protein-coding	273.735	281.961	352.69800000000004	279.118	189.597	283.341	257.244	245.167	269.991	154.15	182.93400000000003	284.721	260.30400000000003	102.374	104.154	Il2rg
NM_001142950	NM_001142950	chr18	64499647	64516557	-	2633.0	1	Nars|3010001M15Rik|AA960128|ASNRS|C78150|-|18 E1|18|protein-coding	310.529	317.415	241.155	291.869	71.59	171.688	159.58700000000002	139.19799999999998	168.734	55.898	68.691	177.537	188.361	28.848000000000003	33.225	Nars
NM_008368	NM_008368	chr15	78480549	78495066	-	2684.0	1	Il2rb|CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70|-|15 E|15 37.52 cM|protein-coding	128.893	176.06900000000002	131.917	149.192	34.98	153.03799999999998	159.778	138.834	156.752	50.856	63.174	167.917	184.657	25.236	27.861	Il2rb
NM_011404	NM_011404	chr8	121881146	121907686	-	3501.0	1	Slc7a5|4F2LC|D0H16S474E|LAT1|TA1|-|8 E1|8 70.8 cM|protein-coding	208.115	190.957	131.506	200.28	38.97	148.226	141.981	107.541	137.308	35.882	48.303999999999995	155.781	185.658	13.027999999999999	19.284000000000002	Slc7a5
NM_009838	NM_009838	chr5	129787356	129846443	+	2156.0	1	Cct6a|CCT-zeta|CCT-zeta-1|Cct6|Cctz-1|TCP-1-zeta|-|5 G1.3|5|protein-coding	258.58099999999996	225.99400000000003	165.209	279.339	43.906000000000006	172.678	147.392	100.469	158.96	44.13	55.373999999999995	174.50799999999998	189.93900000000002	22.37	26.913	Cct6a
NM_001177370	NM_001177370	chr19	46305930	46312090	+	2949.0	1	Nfkb2|NF-kappaB2|lyt|p49|p49/p100|p50B|p52|-|19 C3-D2|19 38.8 cM|protein-coding	284.388	375.99300000000005	400.99	289.262	100.839	190.44799999999998	230.584	238.398	228.13	117.726	145.71	206.169	242.305	50.542	72.904	Nfkb2
NM_018796	NM_018796	chr1	63176831	63180486	+	1925.0	1	Eef1b2|2810017J07Rik|Eef1b|RP23-13C17.3|1 C2|1|protein-coding	385.11699999999996	377.88800000000003	342.151	364.981	185.554	213.74	202.233	178.988	205.678	80.178	106.111	221.472	252.261	62.214	76.742	Eef1b2
NM_009836	NM_009836	chr3	88297135	88321766	+	1941.0	1	Cct3|AL024092|Cctg|Tcp1-rs3|TriC-P5|-|3 F|3 38.79 cM|protein-coding	272.671	236.13099999999997	183.172	285.226	49.915	177.28099999999998	163.30700000000002	123.56200000000001	157.954	42.979	57.65	184.75099999999998	202.61900000000003	21.958000000000002	31.371	Cct3
NM_011733	NM_011733	chr6	131364858	131388450	-	1644.0	1	Ybx3|Csda|Dpba|MSY3|MSY4|Yb2|dbpA|oxyR|-|6 F3|6|protein-coding	337.226	204.479	108.71600000000001	344.116	63.115	168.202	138.52200000000002	75.768	142.81799999999998	24.679000000000002	34.078	187.657	203.14700000000002	21.756	26.846	Ybx3
NM_001033122	NM_001033122	chr6	129267325	129275369	-	1613.0	1	Cd69|5830438K24Rik|AI452015|AIM|VEA|-|6 F3|6 63.21 cM|protein-coding	296.888	209.827	150.893	268.793	79.456	205.851	161.27	114.876	163.759	36.014	62.058	227.78799999999998	197.825	22.29	23.839000000000002	Cd69
NM_173867	NM_173867	chr4	140701473	140723220	+	3752.0	1	Rcc2|2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470|RP23-275J10.2|4 D3|4|protein-coding	283.235	273.876	215.28799999999998	262.512	83.50200000000001	167.02	161.596	143.655	164.144	57.468999999999994	74.778	186.042	229.338	36.354	39.847	Rcc2
NM_010448	NM_010448	chr11	51600100	51606881	-	2395.0	1	Hnrnpab|3010025C11Rik|CBF-A|Cgbfa|Hnrpab|RP23-79E13.1|11 B1.3|11|protein-coding	399.95300000000003	354.245	251.50900000000001	442.01099999999997	135.347	216.555	200.655	168.986	197.82	66.72800000000001	88.103	239.109	248.125	52.945	70.865	Hnrnpab
NM_007573	NM_007573	chr11	70977846	70983026	-	1157.0	1	C1qbp|AA407365|AA986492|D11Wsu182e|HABP1|P32|gC1qBP|DN-393H17.2|11 B4|11 43.21 cM|protein-coding	376.80800000000005	276.535	161.61700000000002	332.57300000000004	73.237	178.636	151.431	101.455	149.784	30.281999999999996	42.336999999999996	181.38299999999998	208.524	15.295	23.153000000000002	C1qbp
NM_025352	NM_025352	chr11	53428948	53430831	-	495.0	1	Uqcrq|1100001F06Rik|1500040F11Rik|5830407L17Rik|9.5kDa|AA959903|QP-C|Qpc|Uqcrb|c1502|RP23-226J16.5|11 B1.3|11|protein-coding	491.719	435.824	321.079	386.411	179.642	208.36	195.49900000000002	188.375	206.63099999999997	65.387	78.324	207.37	254.89	54.88399999999999	76.482	Uqcrq
NM_008231	NM_008231	chr3	87906321	87916132	+	2237.0	1	Hdgf|AI118077|D3Ertd299e|-|3 F1|3 38.78 cM|protein-coding	321.006	269.496	207.257	302.286	100.279	204.02599999999998	186.36599999999999	142.793	187.08	60.291000000000004	84.064	211.417	249.518	42.757	54.61600000000001	Hdgf
NM_009400	NM_009400	chr4	156026342	156028891	+	1000.0	1	Tnfrsf18|AITR|Gitr|RP23-118E21.6|4|4 E|protein-coding	239.503	450.046	454.963	281.744	111.56700000000001	175.18400000000003	225.52	285.508	227.02900000000002	89.675	130.342	202.68200000000002	219.05	34.52	36.722	Tnfrsf18
NM_018738	NM_018738	chr11	58199556	58207592	+	2018.0	1	Igtp|AW558444|Irgm3|RP24-499A8.4|11 B1.3|11 36.01 cM|protein-coding	137.249	83.33	55.107	179.75599999999997	59.872	193.8	141.60299999999998	63.398999999999994	143.46200000000002	24.623	33.388000000000005	249.047	237.752	26.647	30.663	Igtp
NM_028230	NM_028230	chr10	127517123	127522444	-	2291.0	1	Shmt2|2700043D08Rik|AA408223|AA986903|-|10 D3|10|protein-coding	296.282	272.097	224.58	273.082	53.55	180.987	172.614	150.547	175.169	50.513000000000005	71.457	195.334	227.61599999999999	19.066	23.838	Shmt2
NM_001252260	NM_001252260	chr11	33152498	33163206	-	1370.0	1	Npm1|B23|NO38|Npm|RP23-323L8.2|11 A4|11|protein-coding	404.64	326.974	211.362	409.116	80.794	210.268	180.985	120.509	171.68400000000003	47.155	66.262	222.00799999999998	242.30700000000002	25.061	36.87	Npm1
NM_001177352	NM_001177352	chr15	61985341	61990361	+	2394.0	1	Myc|AU016757|Myc2|Niard|Nird|bHLHe39|-|15 D2-D3|15 26.19 cM|protein-coding	331.026	192.47099999999998	134.22899999999998	275.142	60.791000000000004	213.544	177.503	116.555	174.422	36.152	49.91	213.123	228.52700000000002	18.948	18.415	Myc
NM_009895	NM_009895	chr9	107296689	107301961	+	2156.0	1	Cish|AI385595|CIS1|Cis|F17|F23|-|9 F1|9 57.99 cM|protein-coding	197.21599999999998	249.63299999999998	191.046	218.541	49.541000000000004	185.109	186.41	173.91099999999997	193.84400000000002	44.433	70.827	209.34799999999998	244.23	17.081	26.133000000000003	Cish
NM_008689	NM_008689	chr3	135584655	135691547	-	4091.0	1	Nfkb1|NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105|-|3 G3|3 62.82 cM|protein-coding	342.17699999999996	329.30300000000005	242.00599999999997	309.125	110.905	254.407	244.365	206.185	239.225	87.616	106.865	252.579	285.02299999999997	54.74100000000001	72.209	Nfkb1
NM_026147	NM_026147	chr4	3834473	3835600	-	496.0	1	Rps20|4632426K06Rik|Dsk4|RP23-24J10.1|4 A1|4|protein-coding	494.361	493.082	465.971	540.6419999999999	323.121	330.505	294.55400000000003	279.936	279.26599999999996	138.65	167.72799999999998	325.211	352.855	124.37100000000001	123.26100000000001	Rps20
NM_026020	NM_026020	chr7	141447650	141451342	+	434.0	1	Rplp2|2700049I22Rik|-|7 F5|7|protein-coding	683.561	656.321	717.6210000000001	582.08	548.8	224.547	232.62	239.82299999999998	245.215	94.084	121.54799999999999	251.521	356.07800000000003	104.37899999999999	107.275	Rplp2
NM_027739	NM_027739	chr10	127165831	127172340	+	2271.0	1	B4galnt1|4933429D13Rik|Gal-NAc-T|GalNAc-T|GalNAcT|Galgt1|Ggm-2|Ggm2|-|10 D3|10 74.5 cM|protein-coding	426.165	491.649	585.988	363.19599999999997	219.774	296.60400000000004	354.356	382.394	356.79699999999997	208.16	259.027	309.376	353.374	120.04	121.525	B4galnt1
NM_001163434	NM_001163434	chr2	34772090	34776529	+	2523.0	1	Hspa5|AL022860|AU019543|Bip|D2Wsu141e|D2Wsu17e|Grp78|Hsce70|SEZ-7|Sez7|baffled|mBiP|RP23-446N16.1|2 B|2 22.94 cM|protein-coding	489.091	428.846	288.256	461.53	144.586	293.672	263.012	192.35	263.55	104.022	122.48299999999999	298.777	314.863	69.10300000000001	91.522	Hspa5
NM_001005859	NM_001005859	chr3	130726827	130730398	-	485.0	1	Rpl34|1100001I22Rik|-|3 G3|3|protein-coding	557.158	548.754	462.119	532.0459999999999	285.04	265.879	253.048	229.115	259.025	91.978	126.553	274.019	358.435	80.426	113.115	Rpl34
NM_009137	NM_009137	chr8	94745684	94751388	+	1806.0	1	Ccl22|ABCD-1|DCBCK|MDC|Scya22|-|8 C5|8|protein-coding	112.93799999999999	141.863	35.872	173.229	60.25899999999999	269.9	240.58	224.332	249.35299999999998	50.375	47.821999999999996	353.23199999999997	238.243	27.084	59.986999999999995	Ccl22
NM_020600	NM_020600	chr18	60774596	60778546	+	590.0	1	Rps14|2600014J02Rik|AL023078|-|18 E1|18 34.4 cM|protein-coding	598.146	651.403	546.247	627.258	464.769	234.09599999999998	252.646	271.0	250.74	108.944	149.576	261.231	440.689	138.247	152.963	Rps14
NM_013725	NM_013725	chr7	45122388	45124389	-	595.0	1	Rps11|-|-|7 B4|7|protein-coding	670.948	635.321	571.764	634.556	609.5319999999999	373.59	376.02099999999996	364.644	356.681	222.514	249.643	400.445	498.10900000000004	240.343	232.833	Rps11
NM_010481	NM_010481	chr18	34937415	34954351	-	3023.0	1	Hspa9|74kDa|Csa|Grp75|Hsc74|Hsp74|Hsp74a|Hspa9a|Mortalin|Mot-2|Mot2|Mthsp70|Pbp74|-|18 C|18 18.8 cM|protein-coding	377.184	371.839	275.579	376.601	59.31	232.74200000000002	214.766	168.707	213.59	57.713	72.605	246.68	266.32	28.074	32.846	Hspa9
NM_008655	NM_008655	chr10	80930091	80932204	+	1260.0	1	Gadd45b|AI323528|Myd118|-|10 C1|10 39.72 cM|protein-coding	602.5419999999999	807.8710000000001	669.416	557.9540000000001	143.97899999999998	218.22	251.421	251.113	253.84	83.988	107.34200000000001	231.46	302.182	49.206	70.41	Gadd45b
NM_010444	NM_010444	chr15	101266846	101274794	+	2467.0	1	Nr4a1|GFRP1|Gfrp|Hbr-1|Hbr1|Hmr|N10|NGFI-B|NGFIB|NP10|TIS1|TR3|nur77|-|15|15 F|protein-coding	341.75199999999995	355.147	196.83700000000002	261.26	94.786	216.53599999999997	218.072	186.704	217.519	47.806000000000004	63.626000000000005	233.89700000000002	253.38099999999997	15.988	23.019000000000002	Nr4a1
NM_011655	NM_011655	chr17	35833920	35838301	-	2639.0	1	Tubb5|AA408537|AI596182|B130022C14Rik|M(beta)5|RP24-180B11.2|17 B1|17|protein-coding	378.711	410.87800000000004	364.48199999999997	440.36699999999996	230.267	325.209	328.515	280.936	339.858	164.227	197.46900000000002	344.57199999999995	392.19	128.35299999999998	140.425	Tubb5
NM_008367	NM_008367	chr2	11642792	11693194	+	4418.0	1	Il2ra|CD25|Il2r|Ly-43|-|2 A2-A3|2 8.91 cM|protein-coding	236.118	231.358	153.46	241.63400000000001	29.863000000000003	239.923	235.208	154.24	226.709	41.937	65.862	248.84400000000002	248.54	12.51	23.515	Il2ra
NM_007637	NM_007637	chr15	31590884	31601804	-	1756.0	1	Cct5|Ccte|TCPE|mKIAA0098|-|15|15 B3.2|protein-coding	491.319	450.24300000000005	335.532	474.611	123.802	276.198	242.53	196.775	246.283	86.3	112.117	285.125	328.54	53.333999999999996	64.595	Cct5
NM_001109745	NM_001109745	chr6	87842615	87851106	-	2150.0	1	Cnbp|AA408710|Cnbp1|Znf9|-|6|6 D1-D2|protein-coding	522.094	491.68699999999995	377.05300000000005	452.98900000000003	163.611	295.462	286.443	237.733	286.883	101.199	131.764	285.578	319.626	82.62799999999999	80.96300000000001	Cnbp
NM_011659	NM_011659	chr4	156013695	156016589	+	1146.0	1	Tnfrsf4|ACT35|CD134|Ly-70|Ox40|TXGP1L|Txgp1|RP23-118E21.5|4 E2|4 87.68 cM|protein-coding	338.444	562.44	495.57300000000004	367.009	82.69200000000001	218.567	267.322	277.13599999999997	257.682	88.991	132.037	271.263	281.661	27.73	31.31	Tnfrsf4
NM_001271419	NM_001271419	chr15	74994877	74998031	-	950.0	1	Ly6a|Ly-6A.2|Ly-6A/E|Ly-6E.1|Sca-1|Sca1|TAP|-|15 D3|15 34.29 cM|protein-coding	213.642	142.755	132.04	311.557	130.555	234.96200000000002	197.791	94.375	206.232	50.453	62.104	321.88599999999997	331.17400000000004	48.865	53.586000000000006	Ly6a
NM_007636	NM_007636	chr10	117050998	117063814	-	1944.0	1	Cct2|Cctb|-|10 D2|10|protein-coding	412.39599999999996	358.48900000000003	258.145	413.751	102.229	283.147	262.397	195.447	264.216	87.3	104.054	308.191	311.36	52.952	63.992	Cct2
NM_010260	NM_010260	chr3	142620663	142638008	+	2442.0	1	Gbp2|-|-|3 H1|3 66.69 cM|protein-coding	155.069	55.486999999999995	22.845	194.60299999999998	23.351999999999997	257.116	169.104	36.513000000000005	167.708	17.201	16.831	350.155	290.274	15.106	18.822	Gbp2
NM_009829	NM_009829	chr6	127125709	127151048	-	5764.0	1	Ccnd2|2600016F06Rik|AI256817|BF642806|C86853|Vin-1|Vin1|cD2|-|6 F3|6 61.92 cM|protein-coding	177.628	184.449	120.654	211.585	30.514	217.69099999999997	211.24200000000002	157.585	219.16299999999998	45.001000000000005	68.347	257.779	281.126	15.502	21.522	Ccnd2
NM_008774	NM_008774	chr15	36595658	36608973	-	2803.0	1	Pabpc1|PABP|Pabp1|PabpI|Pabpl1|ePAB|-|15|15 C|protein-coding	401.601	350.24800000000005	313.274	375.93199999999996	243.02200000000002	430.537	407.6	354.18	418.216	225.03900000000002	264.237	442.395	474.779	204.80700000000002	214.05900000000003	Pabpc1
NM_001085390	NM_001085390	chr19	53529318	53541322	+	1150.0	1	Dusp5|Gm337|-|19 D2|19|protein-coding	311.394	440.292	265.062	367.115	75.661	194.25099999999998	216.87599999999998	211.857	221.94799999999998	50.23	67.211	253.645	333.325	34.082	53.464	Dusp5
NM_010907	NM_010907	chr12	55489409	55492647	-	1571.0	1	Nfkbia|AI462015|Nfkbi|-|12|12 C1-C3|protein-coding	578.494	707.828	711.297	571.7819999999999	253.199	384.528	420.598	460.67900000000003	427.772	255.229	283.23900000000003	399.05400000000003	434.79	150.681	175.328	Nfkbia
NM_001199350	NM_001199350	chr3	130726837	130730329	-	406.0	1	Rpl34-ps1|EG619547|ENSMUSG00000068396|Gm10239|-|6 C1|6|protein-coding	665.571	655.434	552.039	635.572	340.50300000000004	317.615	302.28700000000003	273.69599999999997	309.55400000000003	109.876	151.178	327.33799999999997	428.18	96.07600000000001	135.125	Rpl34-ps1
NM_133664	NM_133664	chr1	135818598	135833341	+	2980.0	1	Lad1|-|-|1 E4|1|protein-coding	397.829	665.5880000000001	668.03	409.79900000000004	78.503	240.558	300.312	381.579	310.52099999999996	120.65299999999999	169.0	262.472	299.81	18.275	27.697	Lad1
NM_146200	NM_146200	chr7	126546911	126566366	-	2859.0	1	Eif3c|110kDa|3230401O13Rik|Eif3s8|NIPIL(A3)|NipilA3|Xs|Xsl|-|7 F4|7 69.14 cM|protein-coding	441.755	470.889	373.27099999999996	437.43	101.319	294.747	288.96	253.312	290.441	89.792	130.649	312.73	342.03	52.438	59.174	Eif3c
NM_172086	NM_172086	chr6	115805514	115808743	-	498.0	1	Rpl32|AU020185|rpL32-3A|-|6 E3|6 53.72 cM|protein-coding	663.793	626.154	546.8009999999999	660.574	444.74	378.566	352.95099999999996	306.226	333.75199999999995	174.447	207.773	379.399	513.9	168.666	180.13	Rpl32
NM_011865	NM_011865	chr6	86524497	86526165	-	1666.0	1	Pcbp1|WBP17|[a]CP-1|alphaCP-1|-|6|6 D1|protein-coding	675.204	604.863	490.3	578.756	255.301	347.10699999999997	331.838	295.013	340.214	140.84	166.234	360.695	428.066	112.916	131.718	Pcbp1
NM_007651	NM_007651	chr3	106758861	106790149	-	2792.0	1	Cd53|AI323659|Ox-44|Tspan25|-|3 F2.3|3 46.53 cM|protein-coding	460.551	473.811	470.663	523.578	263.589	498.801	471.908	368.103	473.999	264.73900000000003	329.73699999999997	517.76	510.93800000000005	207.6	195.023	Cd53
NM_013674	NM_013674	chr13	30749258	30766927	+	4672.0	1	Irf4|AI385587|IRF-4|LSIRF|Spip|RP23-213G18.1|13|13 A3.3|protein-coding	280.797	141.322	71.101	332.356	22.641	258.416	203.328	74.351	196.524	27.293000000000003	30.944000000000003	332.824	352.499	14.484000000000002	18.058	Irf4
NM_008842	NM_008842	chr17	29491045	29495459	+	1745.0	1	Pim1|Pim-1|-|17 A3.3|17 15.38 cM|protein-coding	404.069	387.593	332.74800000000005	428.73900000000003	155.543	326.24	326.274	278.754	329.55800000000005	116.88600000000001	149.731	364.61	426.25699999999995	80.737	100.20700000000001	Pim1
NM_012052	NM_012052	chr7	99477897	99483709	-	1869.0	1	Rps3|D7Ertd795e|Rs_3|-|7 F1|7 54.07 cM|protein-coding	833.202	775.803	779.7330000000001	818.817	468.44800000000004	428.43300000000005	411.67900000000003	378.152	415.26099999999997	187.53	220.465	462.49800000000005	529.099	171.56400000000002	185.347	Rps3
NM_007475	NM_007475	chr5	115559467	115563729	+	1351.0	1	Rplp0|36B4|Arbp|L10E|-|5 F|5|protein-coding	812.8760000000001	785.2810000000001	710.877	731.35	451.71	473.595	467.962	434.434	461.186	220.581	267.71	490.64099999999996	563.283	197.31099999999998	210.42700000000002	Rplp0
NM_001287180	NM_001287180	chr15	80255184	80257545	+	1440.0	1	Atf4|Atf-4|C/ATF|CREB2|TAXREB67|-|15 E1|15 37.85 cM|protein-coding	678.762	653.6619999999999	482.298	635.265	207.48	383.85900000000004	346.88800000000003	294.349	364.097	128.935	158.858	424.212	489.80800000000005	95.587	124.521	Atf4
NM_009438	NM_009438	chr7	45125563	45128745	-	1016.0	1	Rpl13a|1810026N22Rik|Tstap198-7|tum-antigen|-|7 B4|7 29.14 cM|protein-coding	883.818	784.2719999999999	733.368	846.678	578.413	497.235	462.171	401.603	463.31300000000005	200.498	245.893	529.635	640.4680000000001	218.21200000000002	208.641	Rpl13a
NM_001166595	NM_001166595	chr11	69916712	69921275	-	1208.0	1	Eif5a|AA410058|D19Wsu54e|Eif4d|Eif5a1|eIF-4D|eIF-5A|eIF-5A-1|eIF-5A1|RP23-172M21.7|11 B3|11|protein-coding	717.4639999999999	556.203	376.151	737.9780000000001	210.56400000000002	376.523	359.714	249.921	363.793	93.37200000000001	119.719	429.495	498.283	81.036	87.84200000000001	Eif5a
NM_007591	NM_007591	chr8	84842088	84846931	-	1932.0	1	Calr|CRT|Calregulin|-|8 C3|8 41.21 cM|protein-coding	635.6669999999999	653.359	503.026	664.4069999999999	240.46099999999998	477.154	448.441	346.406	453.509	170.46	226.235	506.412	588.562	111.851	148.27200000000002	Calr
NM_009091	NM_009091	chr10	80292431	80294114	+	516.0	1	Rps15|rig|-|10 C1|10|protein-coding	1116.812	1008.1039999999999	879.7289999999999	1021.169	745.433	588.847	600.447	581.5409999999999	595.6669999999999	262.008	308.81	625.6080000000001	764.345	265.427	318.957	Rps15
NM_016774	NM_016774	chr10	128083307	128090388	+	1867.0	1	Atp5b|-|-|10 D3|10|protein-coding	848.707	820.37	620.016	850.444	284.638	535.151	491.783	400.194	496.108	191.847	220.356	551.012	625.536	127.02600000000001	167.729	Atp5b
