cluster	chr_name	start	end	tag_count_no_peptide	tag_count_10um_k99a	tag_count_100um_k99a	tag_count_0_1um_pcc	tag_count_10um_pcc
1568	chr14	70780236	70781538	116.8	84.9	58.8	90.1	73.4
1569	chr16	78300787	78302397	60.9	49.7	0.0	43.8	24.3
1569	chr16	78546956	78548892	77.6	90.8	0.0	93.9	51.4
1570	chr17	6269704	6271954	60.9	42.4	31.7	53.7	24.3
1570	chr17	5884917	5887689	135.2	117.7	67.3	132.1	37.5
1570	chr17	6475653	6477941	327.9	318.0	212.1	283.4	216.0
1570	chr17	6468070	6469170	116.0	104.0	79.7	124.1	64.7
1571	chr17	74488987	74490843	60.9	42.4	28.8	42.6	34.1
1571	chr17	74159456	74160614	47.6	51.1	22.6	38.9	26.6
1571	chr17	74753816	74755244	43.4	33.3	36.8	29.0	22.5
1572	chrX	150440077	150441281	60.9	27.8	31.7	45.1	31.8
1573	chr1	176814283	176815353	60.1	50.6	32.2	0.0	31.2
1574	chr3	14610656	14611924	60.1	50.6	0.0	58.0	41.6
1575	chr5	100718832	100720202	60.1	54.7	18.7	21.0	0.0
1576	chr6	8508811	8509605	60.1	47.4	33.9	48.2	0.0
1577	chr6	31563548	31564734	60.1	48.4	28.3	53.7	28.9
1577	chr6	31111169	31116511	226.1	229.5	136.3	241.4	143.8
1577	chr6	31190567	31193583	92.6	68.0	68.4	100.6	60.1
1578	chr9	108262502	108264044	60.1	56.1	22.6	58.0	33.5
1578	chr9	108266033	108266819	20.9	21.9	13.6	23.5	11.6
1578	chr9	108200806	108201694	34.2	36.0	19.2	24.1	13.9
1578	chr9	108451856	108453008	60.1	47.9	17.0	47.5	31.8
1579	chr9	114843746	114844716	60.1	53.4	0.0	49.4	24.3
1579	chr9	114509498	114510344	30.0	22.4	0.0	22.2	17.9
1580	chr10	83532782	83533756	60.1	54.3	29.4	58.0	41.6
1580	chr10	83161833	83163093	39.2	34.2	27.1	31.5	21.4
1580	chr10	83719024	83720058	40.0	21.4	18.7	35.2	22.5
1581	chr13	19395056	19396840	60.1	54.3	23.8	58.0	26.0
1581	chr13	19181135	19182605	56.7	53.4	22.6	73.5	39.9
1582	chr14	101729017	101730665	60.1	53.4	23.2	43.8	43.3
1582	chr14	101475271	101478329	162.7	151.9	74.1	148.8	84.9
1582	chr14	101842264	101843654	71.8	47.9	54.3	48.2	45.6
1582	chr14	101655872	101656648	21.7	23.3	15.8	12.3	19.1
1583	chr15	96699709	96700459	60.1	59.3	22.6	49.4	0.0
1583	chr15	96778459	96779637	53.4	47.4	39.6	55.0	0.0
1584	chr16	17927976	17928760	60.1	53.8	18.7	43.2	31.8
1585	chr1	52726327	52727133	59.2	52.0	27.1	50.0	32.3
1585	chr1	52763880	52764766	39.2	30.6	18.1	32.7	23.1
1586	chr1	86524839	86526005	59.2	49.7	0.0	14.8	0.0
1587	chr2	150450916	150452186	59.2	42.9	26.0	40.8	27.7
1587	chr2	150577767	150579769	67.6	25.1	27.7	40.1	32.3
1588	chr5	28315313	28317139	59.2	58.8	23.8	54.3	0.0
1589	chr7	34195885	34197439	59.2	0.0	17.5	50.0	29.5
1590	chr7	102016411	102017773	59.2	45.2	41.9	44.5	24.3
1590	chr7	101734126	101735792	85.1	58.8	43.5	56.8	60.1
1591	chr7	110772113	110773945	59.2	20.1	37.3	40.1	0.0
1591	chr7	110977731	110978763	52.6	33.3	34.5	38.3	0.0
1592	chr8	4779232	4780092	59.2	57.5	0.0	36.4	0.0
1593	chr8	117497776	117499566	59.2	35.6	31.7	58.7	28.9
1593	chr8	117267044	117268076	37.5	23.3	25.4	27.2	28.3
1593	chr8	117673103	117674353	72.6	68.0	33.9	62.4	28.3
1594	chr11	43528319	43530199	59.2	33.3	17.5	47.5	0.0
1595	chr11	52098136	52099030	59.2	42.0	26.0	42.6	27.1
1595	chr11	51961345	51962261	28.4	18.7	20.9	24.1	14.4
1595	chr11	51805053	51805679	42.6	33.8	30.0	32.1	28.9
1596	chr11	90637437	90638189	59.2	54.7	40.7	55.0	0.0
1596	chr11	90417698	90418354	10.0	11.9	11.9	11.1	0.0
1597	chr12	116077326	116078480	59.2	42.0	20.9	33.3	14.4
1598	chr15	58074833	58075719	59.2	42.0	39.0	49.4	0.0
1599	chr16	95928967	95930013	59.2	36.0	41.3	42.6	17.3
1599	chr16	95869422	95870774	61.7	27.4	37.9	46.9	15.6
1599	chr16	95862319	95863147	33.4	10.0	20.9	14.8	12.1
1599	chr16	96357887	96358513	43.4	28.7	26.6	40.1	9.24
1600	chr18	15149564	15150578	59.2	57.9	27.7	58.0	41.0
1600	chr18	15195122	15196160	35.0	24.6	20.9	30.3	24.8
1600	chr18	15312274	15313610	87.6	71.2	59.9	72.9	56.0
1601	chr18	32376553	32378165	59.2	52.5	0.0	38.9	17.9
1601	chr18	31872344	31873106	20.0	16.9	0.0	13.0	9.82
1602	chr19	6980966	6981724	59.2	0.0	33.9	0.0	0.0
1603	chrX	101418689	101421193	59.2	48.8	20.4	48.2	29.5
1604	chr1	168431677	168433899	58.4	45.2	27.1	38.3	25.4
1605	chr2	130642093	130643719	58.4	44.3	21.5	49.4	42.7
1605	chr2	130634914	130635544	27.5	18.7	12.4	24.1	11.0
1605	chr2	130538475	130540417	143.5	83.0	70.1	102.5	69.3
1605	chr2	130500720	130501914	30.9	32.8	20.9	30.3	35.2
1606	chr3	122728672	122729910	58.4	44.3	22.6	40.8	32.3
1607	chr5	35728406	35729816	58.4	39.7	0.0	32.7	26.0
1608	chr6	38876212	38876964	58.4	48.4	26.0	46.9	37.5
1609	chr7	45488219	45489397	58.4	45.2	0.0	34.6	19.6
1610	chr9	92265459	92266405	58.4	51.1	30.0	44.5	27.7
1611	chr13	73626502	73627668	58.4	57.0	12.4	34.6	0.0
1611	chr13	73433107	73435151	106.0	87.1	20.4	101.3	0.0
1611	chr13	73281058	73281558	15.0	16.4	0.0	13.6	0.0
1612	chr16	36873211	36874601	58.4	48.4	25.4	38.9	42.7
1612	chr16	36674567	36675611	36.7	24.6	20.9	25.3	26.6
1612	chr16	37093886	37095266	83.4	68.0	57.1	72.2	57.2
1613	chr17	31276518	31277712	58.4	43.8	0.0	39.5	0.0
1613	chr17	31038749	31040879	83.4	59.8	10.2	63.0	16.2
1614	chr17	34899455	34900339	58.4	56.6	15.8	58.0	26.0
1614	chr17	35256446	35258412	82.6	77.1	40.2	69.2	53.1
1615	chrX	150457599	150459379	58.4	55.2	18.1	55.6	20.2
1616	chr2	157737382	157738390	57.6	46.5	21.5	45.7	38.1
1616	chr2	157456879	157458363	65.1	56.1	28.3	35.8	35.2
1616	chr2	157445880	157446506	25.0	16.4	14.7	21.6	16.2
1616	chr2	157744662	157745596	39.2	26.9	0.0	36.4	22.0
1617	chr5	8621795	8622825	57.6	51.1	35.6	46.9	26.0
1617	chr5	8349681	8350307	25.9	19.6	13.0	21.0	14.4
1617	chr5	8806605	8807985	68.4	59.3	43.0	55.0	44.5
1618	chr5	143757651	143758949	57.6	54.7	27.7	44.5	49.7
1619	chr6	28134971	28135721	57.6	52.5	28.3	40.8	23.1
1620	chr7	4062511	4063921	57.6	50.2	23.2	43.8	46.2
1620	chr7	3595091	3596135	35.9	39.2	10.2	33.3	27.1
1620	chr7	4460945	4462945	95.1	66.6	43.5	77.8	57.8
1621	chr7	29246990	29248500	57.6	44.3	11.9	41.4	0.0
1621	chr7	29318612	29319562	11.7	13.7	0.0	11.1	0.0
1622	chr8	14911053	14912381	57.6	53.4	22.6	57.4	42.7
1622	chr8	14992810	14999362	404.6	386.9	287.3	364.9	291.1
1622	chr8	14984786	14988042	123.5	82.6	8.48	126.0	86.6
1623	chr10	108160810	108161662	57.6	47.9	0.0	40.8	43.3
1623	chr10	108117431	108119063	71.8	85.3	0.0	96.9	83.8
1624	chr10	128193860	128195802	57.6	26.5	15.8	21.6	22.5
1625	chr11	106085699	106086967	57.6	49.7	24.3	41.4	39.3
1625	chr11	106386901	106388857	161.9	131.8	116.5	108.7	80.9
1625	chr11	106033121	106034631	85.9	59.8	48.1	61.7	52.6
1626	chr12	110840332	110841698	57.6	0.0	0.0	0.0	12.1
1626	chr12	111035061	111035711	15.9	0.0	0.0	0.0	0.0
1626	chr12	111184194	111184694	10.0	0.0	0.0	0.0	0.0
1626	chr12	111412930	111413430	9.18	0.0	0.0	0.0	0.0
1627	chr13	111809391	111810289	57.6	53.8	22.6	50.0	26.0
1627	chr13	111634402	111635290	41.7	37.9	27.1	42.0	30.6
1627	chr13	111687356	111688112	42.6	49.3	12.4	36.4	28.3
1627	chr13	111999469	112003745	168.5	154.2	76.9	182.8	134.0
1627	chr13	111867285	111869041	131.8	119.1	64.5	118.6	94.2
1627	chr13	111983186	111984636	65.1	48.4	28.3	61.7	43.9
1628	chr16	13447275	13449299	57.6	16.0	14.7	42.0	36.4
1629	chr16	38742306	38742930	57.6	46.5	39.6	46.3	28.3
1629	chr16	38475761	38477353	77.6	82.6	53.7	84.6	58.3
1629	chr16	38616148	38617044	27.5	16.4	20.9	13.6	12.7
1630	chr17	35860637	35861969	57.6	52.0	0.0	54.3	53.1
1630	chr17	36014232	36017322	141.0	117.7	0.0	138.3	102.8
1631	chr1	80340692	80341448	56.7	42.0	22.6	34.0	31.2
1631	chr1	80383184	80384574	58.4	46.5	35.6	40.8	39.3
1632	chr1	95313853	95314543	56.7	41.1	37.3	40.1	0.0
1632	chr1	95267006	95268568	115.1	94.9	66.7	106.2	0.0
1633	chr1	105355465	105357415	56.7	35.6	18.1	53.1	26.6
1633	chr1	105802476	105803238	41.7	26.5	16.4	32.1	18.5
1634	chr1	190978347	190979841	56.7	39.7	0.0	21.0	12.7
1635	chr2	103969408	103970504	56.7	55.7	26.0	55.0	23.7
1635	chr2	103945049	103946223	87.6	65.2	52.6	65.4	56.0
1636	chr2	132596906	132598048	56.7	17.8	45.2	20.4	38.1
1636	chr2	132694754	132695954	31.7	11.9	20.4	13.6	8.66
1637	chr3	36864077	36864701	56.7	0.0	0.0	0.0	28.9
1638	chr3	82145251	82146283	56.7	55.2	7.92	46.9	15.6
1639	chr3	82356824	82358392	56.7	56.1	45.2	0.0	0.0
1640	chr4	48123885	48125317	56.7	0.0	25.4	0.0	47.4
1641	chr4	132731748	132732792	56.7	51.5	0.0	53.1	38.7
1641	chr4	132783673	132784301	15.0	14.6	0.0	14.8	10.4
1641	chr4	132397556	132398426	17.5	14.6	0.0	10.5	12.7
1642	chr5	88674810	88675832	56.7	56.1	29.4	37.7	23.1
1642	chr5	88952316	88953636	76.8	56.1	40.7	55.0	37.5
1643	chr7	3288830	3290770	56.7	56.6	13.0	56.2	15.6
1644	chr7	143684989	143685907	56.7	52.9	38.5	39.5	23.7
1644	chr7	143712020	143713856	100.1	93.5	70.1	105.0	65.9
1644	chr7	143756422	143758760	101.0	128.6	83.7	112.4	90.1
1645	chr8	105613055	105615087	56.7	42.4	23.2	40.8	13.9
1646	chr9	49485040	49486402	56.7	46.5	11.3	40.8	23.7
1647	chr9	53705109	53706715	56.7	47.0	38.5	48.2	25.4
1647	chr9	53829110	53829758	26.7	26.5	24.9	29.6	20.2
1647	chr9	53398024	53399034	51.7	52.5	35.6	55.0	38.7
1648	chr11	6546000	6547058	56.7	41.5	0.0	32.1	0.0
1649	chr11	101259631	101261409	56.7	46.5	19.8	22.2	20.2
1649	chr11	101656958	101658490	68.4	57.5	22.6	31.5	22.0
1649	chr11	101641556	101643894	75.9	37.9	18.1	39.5	25.4
1650	chr14	87415388	87416540	56.7	52.5	0.0	50.6	39.3
1651	chr19	32388633	32390341	56.7	22.4	18.7	40.1	22.0
1651	chr19	32408863	32410723	60.1	23.7	17.5	32.1	15.0
1652	chr2	51148256	51149656	55.9	29.2	0.0	29.6	0.0
1653	chr2	74824991	74826611	55.9	37.0	30.0	38.3	26.6
1653	chr2	75137227	75138351	27.5	25.1	20.9	19.8	8.66
1653	chr2	75064372	75065868	45.9	18.2	25.4	21.0	14.4
1654	chr7	45062166	45063286	55.9	53.4	14.1	39.5	54.9
1654	chr7	44969895	44971295	56.7	50.6	27.1	51.9	42.2
1655	chr10	81290278	81292122	55.9	53.4	20.4	13.0	8.66
1656	chr11	51858394	51859552	55.9	53.8	14.7	48.2	28.3
1657	chr12	11209180	11210478	55.9	46.5	0.0	43.2	29.5
1658	chr13	62465798	62467412	55.9	50.2	0.0	30.3	16.8
1659	chr15	102404928	102405820	55.9	43.3	24.9	45.1	23.1
1659	chr15	102106689	102107853	45.9	45.2	18.1	30.9	13.3
1659	chr15	102223786	102225584	101.8	91.2	63.9	111.8	69.3
1659	chr15	102398774	102400734	118.5	100.4	84.3	90.1	83.8
1660	chr18	80470196	80471120	55.9	46.5	23.8	41.4	20.8
1660	chr18	80168928	80170230	66.7	59.3	28.8	35.2	12.7
1660	chr18	80695620	80697196	82.6	68.9	44.1	75.9	46.2
1661	chr1	127868242	127869350	55.1	0.0	0.0	0.0	0.0
1661	chr1	127830425	127830925	25.0	0.0	0.0	0.0	0.0
1662	chr4	126147582	126149258	55.1	26.5	0.0	37.7	0.0
1663	chr5	122779523	122780567	55.1	39.2	0.0	46.3	0.0
1663	chr5	122718513	122719539	34.2	27.4	0.0	30.9	0.0
1663	chr5	123381569	123382527	27.5	20.1	0.0	21.6	0.0
1664	chr9	122805317	122806293	55.1	0.0	0.0	0.0	19.6
1665	chr11	69235614	69236534	55.1	48.4	0.0	43.2	0.0
1666	chr11	82961648	82962824	55.1	37.9	37.9	48.2	25.4
1666	chr11	82746039	82747143	66.7	63.4	44.1	65.4	39.3
1667	chr13	113100137	113101413	55.1	43.3	0.0	37.0	52.6
1668	chr17	80062148	80062904	55.1	42.9	24.3	46.3	41.0
1668	chr17	79786745	79787927	44.2	25.1	25.4	32.1	32.3
1668	chr17	79975228	79976694	72.6	75.3	43.0	86.4	52.0
1669	chr18	67641975	67642599	55.1	0.0	43.5	45.7	0.0
1670	chrX	136976241	136977535	55.1	46.1	0.0	37.0	37.0
1671	chrX	153139861	153141049	55.1	49.3	20.9	34.0	0.0
1672	chr2	164563111	164563873	54.2	39.7	0.0	19.8	0.0
1673	chr3	103738099	103738879	54.2	40.6	22.6	35.2	0.0
1674	chr7	35118336	35119724	54.2	42.0	11.3	44.5	10.4
1674	chr7	35156556	35157354	24.2	13.2	0.0	13.6	8.09
1675	chr9	57439074	57439872	54.2	53.8	0.0	53.1	0.0
1676	chr10	22273932	22275226	54.2	46.1	26.0	29.6	39.3
1676	chr10	21975377	21977527	82.6	60.7	42.4	59.9	72.2
1676	chr10	22296249	22304425	612.4	547.0	349.5	517.4	325.8
1676	chr10	22282612	22283520	39.2	20.1	18.1	17.3	29.5
1677	chr11	98981372	98983130	54.2	44.7	22.1	40.8	17.9
1677	chr11	98927202	98928874	61.7	66.6	34.5	58.7	24.3
1677	chr11	98900210	98901174	51.7	42.9	28.8	40.8	21.4
1677	chr11	99104070	99106584	117.6	74.4	26.6	51.2	28.3
1677	chr11	99111413	99112615	50.9	31.9	27.1	26.6	31.2
1677	chr11	99203163	99205267	56.7	39.7	11.3	37.7	26.0
1677	chr11	99385716	99386794	69.2	64.3	30.5	44.5	42.2
1678	chr11	120824658	120825992	54.2	35.6	12.4	40.1	34.7
1678	chr11	121082366	121083742	101.0	55.7	0.0	88.3	73.9
1678	chr11	120510473	120511773	81.8	64.8	40.7	66.7	57.8
1679	chr12	98900385	98901265	54.2	46.5	24.9	52.5	31.8
1679	chr12	99392726	99393996	77.6	85.3	48.6	70.4	46.8
1679	chr12	99392785	99393857	77.6	48.8	48.6	70.4	46.8
1679	chr12	99319222	99320396	31.7	29.2	21.5	34.6	17.9
1680	chr15	80090020	80091362	54.2	50.2	0.0	37.7	28.3
1680	chr15	80218673	80220155	71.8	76.6	0.0	80.3	52.6
1681	chr17	36082908	36084200	54.2	39.2	9.61	37.0	16.8
1681	chr17	36251861	36252931	66.7	59.3	14.1	42.6	29.5
1681	chr17	36113769	36114433	14.2	8.21	0.0	8.03	0.0
1681	chr17	36215385	36216317	35.9	26.0	0.0	28.4	21.4
1681	chr17	36237278	36237910	30.9	19.2	12.4	22.2	15.0
1682	chr19	3766666	3767448	54.2	48.8	0.0	46.9	0.0
1682	chr19	3440733	3441561	10.8	13.7	0.0	11.1	0.0
1683	chrX	21060685	21062145	54.2	38.3	20.4	25.3	17.3
1684	chrX	48593133	48594893	54.2	43.3	15.3	42.0	38.1
1684	chrX	48423504	48436642	491.4	426.1	151.6	453.8	164.1
1684	chrX	48345337	48346089	15.9	18.7	0.0	16.7	13.3
1685	chrX	152341261	152343239	54.2	39.2	16.4	17.3	0.0
1686	chrX	160765923	160767293	54.2	46.1	24.3	48.8	36.4
1687	chrX	166439968	166441780	54.2	45.2	26.0	24.1	18.5
1688	chr1	74235562	74236320	53.4	46.1	34.5	39.5	24.3
1688	chr1	74385904	74387918	68.4	79.4	41.3	56.8	43.9
1688	chr1	74067744	74069262	61.7	63.0	33.9	62.4	39.3
1688	chr1	74379110	74379920	12.5	13.2	9.05	9.26	10.4
1689	chr1	159231034	159231792	53.4	42.4	14.7	37.0	15.0
1690	chr2	122425584	122427184	53.4	52.9	29.4	37.0	18.5
1691	chr2	144599577	144600721	53.4	45.6	0.0	0.0	0.0
1692	chr7	16119386	16120552	53.4	0.0	0.0	0.0	28.9
1692	chr7	16536219	16536845	13.3	0.0	0.0	0.0	11.0
1693	chr7	101010729	101012167	53.4	52.0	20.9	26.6	20.8
1694	chr7	120917900	120918658	53.4	40.1	33.4	0.0	0.0
1695	chr8	11007086	11008808	53.4	0.0	0.0	0.0	0.0
1695	chr8	11205931	11206557	13.3	0.0	0.0	0.0	0.0
1695	chr8	11586014	11586514	9.18	0.0	0.0	0.0	0.0
1696	chr10	39959349	39960517	53.4	47.0	19.2	39.5	0.0
1697	chr11	49608947	49610299	53.4	37.4	18.1	17.9	20.2
1698	chr11	76845920	76846710	53.4	35.1	20.9	45.7	0.0
1699	chr13	105053794	105055618	53.4	44.3	22.6	28.4	26.0
1700	chr17	15825297	15826357	53.4	50.6	18.1	45.1	39.3
1700	chr17	15816293	15817765	65.9	63.9	48.6	85.2	47.9
1700	chr17	15829967	15831557	47.6	39.2	30.5	38.3	42.2
1700	chr17	15380262	15381290	32.5	32.4	13.6	27.8	14.4
1701	chr19	46707131	46708189	53.4	47.0	20.9	42.6	22.0
1701	chr19	46926158	46927416	69.2	56.6	34.5	30.3	28.3
1701	chr19	46645211	46646281	20.9	20.1	8.48	13.6	8.66
1701	chr19	46984058	46984908	26.7	26.5	7.92	26.6	16.2
1701	chr19	46606116	46607666	76.8	55.7	61.1	60.5	32.3
1702	chr1	183147242	183148256	52.6	46.5	28.8	48.8	22.5
1702	chr1	183345287	183347193	111.8	110.9	47.5	100.6	18.5
1703	chr2	91943956	91944710	52.6	47.0	0.0	0.0	23.7
1704	chr2	118813771	118815091	52.6	48.4	20.4	52.5	31.8
1704	chr2	118895408	118898086	151.0	162.9	81.4	157.4	90.7
1704	chr2	118904788	118905846	23.4	29.2	9.05	28.4	21.4
1704	chr2	118699598	118701056	54.2	61.6	41.3	58.0	49.1
1704	chr2	118642015	118643319	63.4	52.9	39.0	54.3	35.2
1704	chr2	118975739	118977175	63.4	57.9	40.7	58.7	46.8
1705	chr3	87970464	87971548	52.6	47.9	18.7	49.4	24.8
1705	chr3	87742586	87743770	54.2	40.6	35.6	44.5	25.4
1705	chr3	87987136	87988730	85.1	86.7	59.4	90.8	64.7
1706	chr4	117251330	117252518	52.6	33.8	8.48	46.9	0.0
1706	chr4	117210215	117210841	18.4	8.21	0.0	14.2	0.0
1707	chr6	59425778	59427108	52.6	0.0	13.6	17.9	18.5
1708	chr6	140424580	140425432	52.6	42.9	17.0	44.5	23.1
1708	chr6	140706780	140709828	141.8	101.3	72.4	130.3	97.6
1709	chr7	45367079	45367973	52.6	49.7	22.6	34.0	19.6
1709	chr7	45588839	45589591	40.0	39.7	15.3	40.8	19.6
1709	chr7	45080956	45083518	164.4	122.7	79.7	137.1	92.4
1709	chr7	45857122	45858060	44.2	37.0	17.0	32.1	17.9
1709	chr7	44900932	44902306	36.7	44.3	19.8	33.3	9.24
1710	chr7	132814039	132814667	52.6	0.0	0.0	0.0	0.0
1710	chr7	132741652	132742152	8.34	0.0	0.0	0.0	0.0
1710	chr7	132302099	132302599	9.18	0.0	0.0	0.0	0.0
1710	chr7	132686212	132687106	42.6	0.0	0.0	0.0	17.3
1710	chr7	132688945	132690375	38.4	0.0	0.0	0.0	0.0
1710	chr7	132717545	132718045	15.0	0.0	0.0	0.0	0.0
1710	chr7	132762803	132763303	16.7	0.0	0.0	0.0	0.0
1710	chr7	133124779	133125279	10.0	0.0	0.0	0.0	0.0
1711	chr8	11554775	11555647	52.6	0.0	0.0	0.0	0.0
1711	chr8	11854523	11855023	10.0	0.0	0.0	0.0	0.0
1711	chr8	11205931	11206557	13.3	0.0	0.0	0.0	0.0
1711	chr8	11586014	11586514	9.18	0.0	0.0	0.0	0.0
1712	chr8	71405186	71406800	52.6	38.8	29.4	35.2	23.7
1712	chr8	71285741	71287137	65.9	48.8	48.6	55.6	45.1
1712	chr8	71692090	71693684	101.8	86.2	56.6	90.1	45.6
1712	chr8	71664752	71666186	55.1	41.5	9.05	34.6	28.3
1712	chr8	71205316	71205948	44.2	30.6	18.7	23.5	19.1
1713	chr8	122676503	122678327	52.6	0.0	0.0	20.4	11.0
1713	chr8	122864826	122865326	20.0	0.0	0.0	11.7	0.0
1713	chr8	122709817	122710317	13.3	0.0	0.0	0.0	0.0
1714	chr9	110914650	110917100	52.6	38.8	22.1	48.8	20.2
1714	chr9	110457775	110459573	68.4	59.3	27.1	59.3	31.8
1714	chr9	110709341	110710521	56.7	53.8	27.7	63.6	45.1
1714	chr9	110953267	110954609	95.9	87.6	56.0	87.7	54.9
1715	chr12	76962621	76963585	52.6	48.8	0.0	39.5	0.0
1715	chr12	77065797	77066297	12.5	16.4	0.0	9.88	0.0
1715	chr12	76752453	76753329	48.4	45.2	13.6	45.1	0.0
1715	chr12	77305615	77306115	9.18	8.67	0.0	11.7	0.0
1716	chr14	11161598	11163116	52.6	52.0	19.8	35.2	0.0
1717	chr16	90829934	90831678	52.6	51.1	23.2	47.5	31.2
1718	chr17	34262648	34263564	52.6	32.4	17.5	36.4	0.0
1718	chr17	34392030	34392854	26.7	24.6	7.92	31.5	0.0
1719	chrX	102070284	102071740	52.6	49.7	14.7	46.9	36.4
1719	chrX	102060147	102061505	25.0	23.7	7.92	24.7	22.5
1720	chr1	136465560	136467020	51.7	43.3	0.0	0.0	17.3
1720	chr1	136768568	136769388	18.4	20.5	0.0	0.0	0.0
1721	chr1	156938503	156939553	51.7	42.4	22.1	45.7	35.2
1721	chr1	156660017	156661453	49.2	34.7	31.7	53.7	38.1
1721	chr1	156985726	156987454	45.9	47.0	31.1	46.3	55.5
1721	chr1	157554362	157555406	41.7	41.5	17.5	37.7	27.1
1721	chr1	156521409	156522435	50.9	42.4	20.4	45.1	31.8
1721	chr1	156955870	156957100	47.6	56.6	31.1	34.0	38.1
1722	chr2	58324044	58325054	51.7	50.2	0.0	49.4	30.0
1722	chr2	58194136	58195222	41.7	35.6	0.0	50.6	22.0
1723	chr2	101627951	101629137	51.7	29.2	15.8	20.4	23.7
1723	chr2	102043955	102045003	25.9	13.2	12.4	14.2	8.09
1724	chr2	121806773	121807641	51.7	51.5	22.6	34.0	25.4
1724	chr2	122163825	122165185	90.1	100.8	43.0	58.7	75.7
1725	chr4	155735202	155735952	51.7	26.5	0.0	20.4	24.3
1726	chr8	95533805	95534771	51.7	32.4	10.7	35.2	19.6
1726	chr8	95320431	95321503	69.2	48.4	20.4	61.1	40.4
1727	chr8	111730264	111732044	51.7	0.0	0.0	38.9	48.5
1728	chr9	51075533	51076977	51.7	46.1	23.2	43.8	26.6
1728	chr9	50840167	50841433	48.4	50.6	33.9	51.2	38.1
1729	chr9	96631146	96632110	51.7	44.3	24.9	30.9	34.1
1729	chr9	96435800	96439442	302.0	244.1	170.8	240.2	186.0
1729	chr9	96712456	96713698	40.9	27.8	26.6	37.7	32.9
1729	chr9	96952862	96954564	65.1	57.0	13.0	47.5	49.7
1730	chr13	29854392	29855584	51.7	48.4	28.8	46.9	22.0
1730	chr13	29780476	29781346	28.4	23.7	11.9	21.6	18.5
1730	chr13	30084769	30085593	26.7	30.1	19.8	30.9	22.5
1730	chr13	30165250	30167330	90.1	125.0	75.2	90.8	69.3
1730	chr13	30042137	30043091	51.7	60.7	37.3	69.8	48.5
1731	chr13	55727359	55728843	51.7	51.1	7.35	30.3	0.0
1732	chr15	76118918	76119828	51.7	38.3	25.4	32.1	20.2
1733	chrX	100776948	100778598	51.7	36.5	22.1	30.3	23.7
1734	chr3	69127696	69128488	50.9	48.4	0.0	38.3	34.1
1734	chr3	68981257	68981885	25.0	15.5	0.0	15.4	16.8
1735	chr4	123342875	123343735	50.9	40.1	17.5	37.0	30.0
1736	chr4	135572469	135573755	50.9	40.1	19.8	38.9	35.2
1736	chr4	135566783	135568013	27.5	24.6	10.2	17.9	10.4
1736	chr4	135569289	135571225	72.6	84.4	49.2	84.0	51.4
1736	chr4	135663946	135665132	31.7	40.6	18.1	29.0	34.1
1736	chr4	135617749	135618655	37.5	33.3	24.9	34.6	34.1
1737	chr7	45682653	45684049	50.9	32.4	0.0	29.6	26.6
1737	chr7	46057035	46059173	138.5	92.2	27.1	76.6	50.3
1738	chr7	49758856	49759758	50.9	36.5	23.2	35.8	35.8
1738	chr7	49421112	49422392	35.0	24.6	9.05	29.6	29.5
1738	chr7	49521752	49522916	59.2	46.5	40.7	50.6	31.2
1738	chr7	49461986	49463378	85.9	74.4	48.6	66.7	61.2
1739	chr7	118994238	118995920	50.9	47.9	7.92	38.3	16.8
1739	chr7	118895512	118896284	33.4	26.9	0.0	19.8	16.2
1740	chr10	128933214	128934270	50.9	39.2	40.7	50.0	22.5
1740	chr10	128577759	128578793	28.4	22.8	16.4	23.5	14.4
1741	chr13	38151127	38152371	50.9	40.1	23.2	50.0	19.1
1741	chr13	37852999	37854853	100.1	58.8	60.5	104.3	56.0
1741	chr13	37778106	37779854	80.1	96.3	54.3	82.7	42.7
1742	chr14	64586146	64588168	50.9	50.6	15.3	31.5	15.0
1742	chr14	65043903	65045455	82.6	84.4	31.1	53.7	0.0
1743	chr15	81959760	81961340	50.9	37.0	16.4	24.7	0.0
1744	chr17	36122257	36124075	50.9	28.7	23.2	43.2	10.4
1744	chr17	36109474	36110098	16.7	5.93	6.22	9.26	7.51
1744	chr17	36237278	36237910	30.9	19.2	12.4	22.2	15.0
1745	chr18	46526422	46527172	50.9	36.5	22.1	24.7	17.9
1746	chr2	128943387	128944777	50.1	0.0	27.7	0.0	22.5
1747	chr3	108536015	108537483	50.1	31.9	19.2	34.0	29.5
1747	chr3	108961328	108962096	45.1	28.7	19.8	27.2	26.0
1747	chr3	108864662	108865572	31.7	14.1	19.8	21.0	17.3
1748	chr4	45972327	45973223	50.1	37.0	0.0	32.7	21.4
1748	chr4	45453073	45454043	25.0	16.4	0.0	15.4	14.4
1749	chr6	128143131	128144887	50.1	44.3	22.1	38.9	27.1
1749	chr6	128199786	128201722	112.6	113.1	68.4	106.8	94.7
1749	chr6	128034387	128037023	71.8	84.4	32.8	70.4	55.5
1750	chr8	57510682	57511932	50.1	38.3	15.3	44.5	14.4
1751	chr9	71591725	71592909	50.1	27.4	20.4	29.6	23.1
1752	chr12	70227061	70228427	50.1	39.7	0.0	25.3	10.4
1753	chr15	55306081	55306847	50.1	0.0	12.4	0.0	0.0
1754	chr17	34355295	34356253	50.1	0.0	0.0	17.3	32.9
1754	chr17	34070076	34070576	20.9	0.0	0.0	0.0	16.2
