"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"A_32_P159334"	"0.99"	"0.790923"	"2.79e-01"	"-4.76"	"3.71e-02"	"RECQL"	"RecQ helicase-like"
"A_24_P923704"	"0.99"	"0.790938"	"-2.79e-01"	"-4.76"	"-3.15e-02"	""	""
"A_24_P230948"	"0.99"	"0.790944"	"2.79e-01"	"-4.76"	"3.16e-02"	"PER3"	"period circadian clock 3"
"A_32_P124833"	"0.99"	"0.790981"	"2.79e-01"	"-4.76"	"6.34e-02"	""	""
"A_23_P418556"	"0.99"	"0.79102"	"2.79e-01"	"-4.76"	"3.07e-02"	"ELOVL2"	"ELOVL fatty acid elongase 2"
"A_23_P133386"	"0.99"	"0.791053"	"-2.79e-01"	"-4.76"	"-1.34e-01"	"RASGRF2"	"Ras protein-specific guanine nucleotide-releasing factor 2"
"A_24_P384755"	"0.99"	"0.791079"	"2.79e-01"	"-4.76"	"6.10e-02"	"NOL10"	"nucleolar protein 10"
"A_24_P778649"	"0.99"	"0.7911"	"-2.79e-01"	"-4.76"	"-4.25e-02"	"MDM4"	"MDM4, p53 regulator"
"A_23_P46215"	"0.99"	"0.791114"	"2.79e-01"	"-4.76"	"6.11e-02"	"TRIM46"	"tripartite motif containing 46"
"A_24_P265523"	"0.99"	"0.791139"	"-2.79e-01"	"-4.76"	"-3.28e-02"	"CR1"	"complement component (3b/4b) receptor 1 (Knops blood group)"
"A_24_P207091"	"0.99"	"0.791143"	"2.79e-01"	"-4.76"	"4.00e-02"	"RBM23"	"RNA binding motif protein 23"
"A_24_P544661"	"0.99"	"0.791149"	"-2.79e-01"	"-4.76"	"-6.02e-02"	"HIST2H2BC"	"histone cluster 2, H2bc (pseudogene)"
"A_23_P34888"	"0.99"	"0.79116"	"-2.79e-01"	"-4.76"	"-3.43e-02"	"CHIA"	"chitinase, acidic"
"A_23_P4007"	"0.99"	"0.791163"	"-2.79e-01"	"-4.76"	"-3.46e-02"	"FXR2"	"fragile X mental retardation, autosomal homolog 2"
"A_23_P371284"	"0.99"	"0.791195"	"-2.79e-01"	"-4.76"	"-1.91e-01"	"LCE2D"	"late cornified envelope 2D"
"A_23_P141893"	"0.99"	"0.791208"	"2.79e-01"	"-4.76"	"7.16e-02"	"PPM1N"	"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)"
"A_23_P119886"	"0.99"	"0.791219"	"-2.79e-01"	"-4.76"	"-2.74e-02"	"GCKR"	"glucokinase (hexokinase 4) regulator"
"A_24_P931669"	"0.99"	"0.791225"	"2.79e-01"	"-4.76"	"3.37e-02"	""	""
"A_23_P2873"	"0.99"	"0.791264"	"2.79e-01"	"-4.76"	"3.97e-02"	"KLC1"	"kinesin light chain 1"
"A_24_P940499"	"0.99"	"0.791268"	"2.79e-01"	"-4.76"	"3.70e-02"	""	""
"A_23_P90339"	"0.99"	"0.791272"	"-2.79e-01"	"-4.76"	"-9.96e-02"	"SF3A2"	"splicing factor 3a, subunit 2, 66kDa"
"A_23_P500861"	"0.99"	"0.791368"	"2.79e-01"	"-4.76"	"8.87e-02"	"SYNE1"	"spectrin repeat containing, nuclear envelope 1"
"A_23_P53397"	"0.99"	"0.791397"	"-2.79e-01"	"-4.76"	"-3.22e-02"	"SP1"	"Sp1 transcription factor"
"A_23_P77286"	"0.99"	"0.791407"	"-2.79e-01"	"-4.76"	"-3.00e-02"	"KATNBL1"	"katanin p80 subunit B-like 1"
"A_23_P403886"	"0.99"	"0.791487"	"2.79e-01"	"-4.76"	"3.02e-02"	"GLYAT"	"glycine-N-acyltransferase"
"A_24_P940375"	"0.99"	"0.791503"	"2.79e-01"	"-4.76"	"3.09e-02"	""	""
"A_32_P163368"	"0.99"	"0.791521"	"-2.79e-01"	"-4.76"	"-3.05e-02"	""	""
"A_23_P123424"	"0.99"	"0.791564"	"-2.79e-01"	"-4.76"	"-3.86e-02"	"CHRNB3"	"cholinergic receptor, nicotinic, beta 3 (neuronal)"
"A_24_P174353"	"0.99"	"0.791565"	"-2.79e-01"	"-4.76"	"-3.03e-02"	""	""
"A_24_P414658"	"0.99"	"0.791633"	"-2.79e-01"	"-4.76"	"-6.87e-02"	"HIST1H2AG"	"histone cluster 1, H2ag"
"A_23_P37914"	"0.99"	"0.791649"	"2.78e-01"	"-4.76"	"3.16e-02"	"SLC5A11"	"solute carrier family 5 (sodium/inositol cotransporter), member 11"
"A_24_P23400"	"0.99"	"0.791662"	"-2.78e-01"	"-4.76"	"-3.41e-02"	"SLC6A8"	"solute carrier family 6 (neurotransmitter transporter), member 8"
"A_23_P205607"	"0.99"	"0.791679"	"2.78e-01"	"-4.76"	"7.08e-02"	"TMEM260"	"transmembrane protein 260"
"A_23_P410159"	"0.99"	"0.791705"	"-2.78e-01"	"-4.76"	"-3.34e-02"	"PAQR7"	"progestin and adipoQ receptor family member VII"
"A_23_P88194"	"0.99"	"0.791711"	"2.78e-01"	"-4.76"	"5.29e-02"	"GEMIN2"	"gem (nuclear organelle) associated protein 2"
"A_23_P94118"	"0.99"	"0.791718"	"-2.78e-01"	"-4.76"	"-2.93e-02"	"GTF2E2"	"general transcription factor IIE, polypeptide 2, beta 34kDa"
"A_23_P161194"	"0.99"	"0.791834"	"2.78e-01"	"-4.76"	"5.07e-02"	"VIM"	"vimentin"
"A_23_P25581"	"0.99"	"0.791851"	"2.78e-01"	"-4.76"	"5.02e-02"	"LIG4"	"ligase IV, DNA, ATP-dependent"
"A_24_P913005"	"0.99"	"0.791889"	"-2.78e-01"	"-4.76"	"-3.05e-02"	""	""
"A_23_P82474"	"0.99"	"0.791903"	"-2.78e-01"	"-4.76"	"-5.80e-02"	"TWISTNB"	"TWIST neighbor"
"A_24_P212127"	"0.99"	"0.791961"	"-2.78e-01"	"-4.76"	"-3.54e-02"	"ZNF33A"	"zinc finger protein 33A"
"A_32_P160875"	"0.99"	"0.791978"	"2.78e-01"	"-4.76"	"2.82e-02"	""	""
"A_23_P2901"	"0.99"	"0.791982"	"2.78e-01"	"-4.76"	"4.88e-02"	""	""
"A_23_P70445"	"0.99"	"0.791989"	"2.78e-01"	"-4.76"	"3.67e-02"	"HIST1H3E"	"histone cluster 1, H3e"
"A_23_P28153"	"0.99"	"0.792061"	"-2.78e-01"	"-4.76"	"-1.17e-01"	"SCLY"	"selenocysteine lyase"
"A_23_P380240"	"0.99"	"0.792086"	"-2.78e-01"	"-4.76"	"-3.03e-02"	"CEACAM8"	"carcinoembryonic antigen-related cell adhesion molecule 8"
"A_24_P592560"	"0.99"	"0.792097"	"-2.78e-01"	"-4.76"	"-2.91e-02"	""	""
"A_32_P105893"	"0.99"	"0.792136"	"2.78e-01"	"-4.76"	"3.60e-02"	""	""
"A_23_P414420"	"0.99"	"0.792138"	"-2.78e-01"	"-4.76"	"-2.71e-02"	"WDR33"	"WD repeat domain 33"
"A_24_P820302"	"0.99"	"0.79219"	"2.78e-01"	"-4.76"	"7.87e-02"	""	""
"A_24_P56557"	"0.99"	"0.792239"	"-2.78e-01"	"-4.76"	"-7.94e-02"	"DPH6"	"diphthamine biosynthesis 6"
"A_24_P919340"	"0.99"	"0.792246"	"2.78e-01"	"-4.76"	"3.25e-02"	""	""
"A_32_P493225"	"0.99"	"0.792254"	"2.78e-01"	"-4.76"	"2.92e-02"	"LENG9"	"leukocyte receptor cluster (LRC) member 9"
"A_24_P205307"	"0.99"	"0.792369"	"-2.77e-01"	"-4.76"	"-5.50e-02"	""	""
"A_32_P186185"	"0.99"	"0.792404"	"-2.77e-01"	"-4.76"	"-3.09e-02"	""	""
"A_23_P41227"	"0.99"	"0.792418"	"-2.77e-01"	"-4.76"	"-8.33e-02"	"ALCAM"	"activated leukocyte cell adhesion molecule"
"A_32_P85009"	"0.99"	"0.792427"	"2.77e-01"	"-4.76"	"3.07e-02"	""	""
"A_24_P545200"	"0.99"	"0.792523"	"-2.77e-01"	"-4.76"	"-3.39e-02"	""	""
"A_24_P900730"	"0.99"	"0.792542"	"-2.77e-01"	"-4.76"	"-3.81e-02"	""	""
"A_23_P82762"	"0.99"	"0.792581"	"-2.77e-01"	"-4.76"	"-3.12e-02"	"ZNF596"	"zinc finger protein 596"
"A_24_P260443"	"0.99"	"0.792628"	"-2.77e-01"	"-4.76"	"-3.83e-02"	"THBS4"	"thrombospondin 4"
"A_23_P99906"	"0.99"	"0.792631"	"2.77e-01"	"-4.76"	"7.13e-02"	"HOMER2"	"homer homolog 2 (Drosophila)"
"A_23_P210829"	"0.99"	"0.792677"	"2.77e-01"	"-4.76"	"4.75e-02"	"PCMTD2"	"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2"
"A_24_P831309"	"0.99"	"0.792705"	"-2.77e-01"	"-4.76"	"-9.24e-02"	"C1orf229"	"chromosome 1 open reading frame 229"
"A_32_P148726"	"0.99"	"0.792739"	"2.77e-01"	"-4.76"	"3.62e-02"	"LOC728673"	"uncharacterized LOC728673"
"A_24_P154214"	"0.99"	"0.792811"	"2.77e-01"	"-4.76"	"1.14e-01"	"IRF2BP2"	"interferon regulatory factor 2 binding protein 2"
"A_32_P114475"	"0.99"	"0.792817"	"-2.77e-01"	"-4.76"	"-4.06e-02"	""	""
"A_24_P206305"	"0.99"	"0.792826"	"-2.77e-01"	"-4.76"	"-6.92e-02"	"MICALL2"	"MICAL-like 2"
"A_23_P106162"	"0.99"	"0.792884"	"-2.77e-01"	"-4.76"	"-4.18e-02"	"MIS18BP1"	"MIS18 binding protein 1"
"A_23_P42848"	"0.99"	"0.792886"	"2.77e-01"	"-4.76"	"5.49e-02"	"KRIT1"	"KRIT1, ankyrin repeat containing"
"A_23_P305527"	"0.99"	"0.792913"	"2.77e-01"	"-4.76"	"2.73e-02"	"TMC2"	"transmembrane channel-like 2"
"A_23_P39386"	"0.99"	"0.792921"	"2.77e-01"	"-4.76"	"8.44e-02"	"HCST"	"hematopoietic cell signal transducer"
"A_32_P146635"	"0.99"	"0.792945"	"2.77e-01"	"-4.76"	"2.55e-01"	"SESN3"	"sestrin 3"
"A_23_P132932"	"0.99"	"0.792948"	"-2.77e-01"	"-4.76"	"-4.53e-02"	"DGKQ"	"diacylglycerol kinase, theta 110kDa"
"A_23_P433838"	"0.99"	"0.792982"	"-2.77e-01"	"-4.76"	"-9.03e-02"	"MIB1"	"mindbomb E3 ubiquitin protein ligase 1"
"A_32_P113887"	"0.99"	"0.793036"	"-2.77e-01"	"-4.76"	"-3.01e-02"	""	""
"A_23_P57807"	"0.99"	"0.793089"	"-2.76e-01"	"-4.76"	"-2.80e-02"	"MKRN2"	"makorin ring finger protein 2"
"A_24_P944049"	"0.99"	"0.793116"	"2.76e-01"	"-4.76"	"5.48e-02"	"CEP68"	"centrosomal protein 68kDa"
"A_24_P943143"	"0.99"	"0.793183"	"2.76e-01"	"-4.76"	"2.92e-02"	""	""
"A_23_P97623"	"0.99"	"0.793254"	"2.76e-01"	"-4.76"	"6.98e-02"	"RRAGC"	"Ras-related GTP binding C"
"A_24_P70480"	"0.99"	"0.793302"	"-2.76e-01"	"-4.76"	"-1.06e-01"	"CEACAM4"	"carcinoembryonic antigen-related cell adhesion molecule 4"
"A_24_P370887"	"0.99"	"0.793376"	"-2.76e-01"	"-4.76"	"-6.68e-02"	"VAMP3"	"vesicle-associated membrane protein 3"
"A_23_P407628"	"0.99"	"0.79343"	"2.76e-01"	"-4.76"	"6.92e-02"	"KAT6A"	"K(lysine) acetyltransferase 6A"
"A_23_P28485"	"0.99"	"0.793437"	"2.76e-01"	"-4.76"	"1.52e-01"	"GCA"	"grancalcin, EF-hand calcium binding protein"
"A_23_P166421"	"0.99"	"0.793466"	"-2.76e-01"	"-4.76"	"-6.89e-02"	"TBC1D10A"	"TBC1 domain family, member 10A"
"A_23_P254120"	"0.99"	"0.793495"	"2.76e-01"	"-4.76"	"3.30e-02"	"FBXO9"	"F-box protein 9"
"A_32_P517715"	"0.99"	"0.793534"	"-2.76e-01"	"-4.76"	"-2.79e-02"	"RAD51B"	"RAD51 paralog B"
"A_23_P70060"	"0.99"	"0.793585"	"2.76e-01"	"-4.76"	"1.52e-01"	"PPAP2A"	"phosphatidic acid phosphatase type 2A"
"A_23_P102571"	"0.99"	"0.793586"	"-2.76e-01"	"-4.76"	"-9.80e-02"	"SLC2A4RG"	"SLC2A4 regulator"
"A_23_P154539"	"0.99"	"0.793591"	"-2.76e-01"	"-4.76"	"-3.60e-02"	"PRPF6"	"pre-mRNA processing factor 6"
"A_23_P308673"	"0.99"	"0.79361"	"-2.76e-01"	"-4.76"	"-3.56e-02"	"TAOK2"	"TAO kinase 2"
"A_23_P77876"	"0.99"	"0.793654"	"-2.76e-01"	"-4.76"	"-7.64e-02"	"PSMD12"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"
"A_32_P27250"	"0.99"	"0.793669"	"2.76e-01"	"-4.76"	"3.82e-02"	""	""
"A_32_P153833"	"0.99"	"0.793677"	"2.76e-01"	"-4.76"	"3.32e-02"	""	""
"A_23_P377882"	"0.99"	"0.79374"	"-2.76e-01"	"-4.76"	"-2.88e-02"	"KCNH2"	"potassium voltage-gated channel, subfamily H (eag-related), member 2"
"A_32_P185628"	"0.99"	"0.793759"	"2.76e-01"	"-4.76"	"2.84e-02"	""	""
"A_24_P117782"	"0.99"	"0.793797"	"-2.76e-01"	"-4.76"	"-3.66e-02"	"SCRT2"	"scratch family zinc finger 2"
"A_23_P121102"	"0.99"	"0.793865"	"2.75e-01"	"-4.76"	"3.21e-02"	"HESX1"	"HESX homeobox 1"
"A_24_P276703"	"0.99"	"0.793876"	"-2.75e-01"	"-4.76"	"-3.74e-02"	"TARDBP"	"TAR DNA binding protein"
"A_24_P944723"	"0.99"	"0.793914"	"2.75e-01"	"-4.76"	"6.88e-02"	"PGM3"	"phosphoglucomutase 3"
"A_23_P70915"	"0.99"	"0.793917"	"2.75e-01"	"-4.76"	"9.12e-02"	"ORAI2"	"ORAI calcium release-activated calcium modulator 2"
"A_24_P336577"	"0.99"	"0.793919"	"-2.75e-01"	"-4.76"	"-3.15e-02"	"FAM212B"	"family with sequence similarity 212, member B"
"A_24_P40626"	"0.99"	"0.793998"	"2.75e-01"	"-4.76"	"2.82e-02"	"GREM2"	"gremlin 2, DAN family BMP antagonist"
"A_23_P349321"	"0.99"	"0.794004"	"-2.75e-01"	"-4.76"	"-8.02e-02"	"XYLT1"	"xylosyltransferase I"
"A_24_P12660"	"0.99"	"0.794056"	"-2.75e-01"	"-4.76"	"-7.21e-02"	""	""
"A_24_P58308"	"0.99"	"0.794083"	"-2.75e-01"	"-4.76"	"-4.06e-02"	""	""
"A_23_P95810"	"0.99"	"0.794122"	"2.75e-01"	"-4.76"	"6.67e-02"	"PKP3"	"plakophilin 3"
"A_24_P8304"	"0.99"	"0.794137"	"-2.75e-01"	"-4.76"	"-3.57e-02"	""	""
"A_23_P15944"	"0.99"	"0.794223"	"2.75e-01"	"-4.76"	"3.37e-02"	"ELAC1"	"elaC ribonuclease Z 1"
"A_23_P141680"	"0.99"	"0.794225"	"2.75e-01"	"-4.76"	"4.49e-02"	"BCAS3"	"breast carcinoma amplified sequence 3"
"A_32_P107859"	"0.99"	"0.794273"	"-2.75e-01"	"-4.76"	"-3.94e-02"	""	""
"A_24_P385148"	"0.99"	"0.794303"	"2.75e-01"	"-4.76"	"3.31e-02"	"ZNF197"	"zinc finger protein 197"
"A_23_P138139"	"0.99"	"0.794346"	"-2.75e-01"	"-4.76"	"-2.82e-02"	"OMA1"	"OMA1 zinc metallopeptidase"
"A_24_P130559"	"0.99"	"0.794356"	"-2.75e-01"	"-4.76"	"-3.07e-02"	"CACNA1A"	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
"A_23_P43764"	"0.99"	"0.794369"	"2.75e-01"	"-4.76"	"3.85e-02"	"MFN1"	"mitofusin 1"
"A_24_P608007"	"0.99"	"0.794371"	"-2.75e-01"	"-4.76"	"-3.42e-02"	""	""
"A_32_P221832"	"0.99"	"0.794379"	"-2.75e-01"	"-4.76"	"-4.84e-02"	""	""
"A_32_P220307"	"0.99"	"0.79438"	"-2.75e-01"	"-4.76"	"-3.73e-02"	"RPL39"	"ribosomal protein L39"
"A_23_P51639"	"0.99"	"0.794444"	"2.75e-01"	"-4.76"	"7.20e-02"	"SZT2"	"seizure threshold 2 homolog (mouse)"
"A_24_P944458"	"0.99"	"0.79447"	"-2.75e-01"	"-4.76"	"-2.80e-02"	"INSIG2"	"insulin induced gene 2"
"A_24_P461389"	"0.99"	"0.794553"	"-2.74e-01"	"-4.76"	"-3.79e-02"	""	""
"A_24_P225468"	"0.99"	"0.794566"	"-2.74e-01"	"-4.76"	"-6.99e-02"	"ANP32E"	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E"
"A_23_P345068"	"0.99"	"0.794607"	"2.74e-01"	"-4.76"	"5.25e-02"	"CAPN13"	"calpain 13"
"A_23_P7212"	"0.99"	"0.794618"	"-2.74e-01"	"-4.76"	"-1.38e-01"	"CFI"	"complement factor I"
"A_32_P132936"	"0.99"	"0.794622"	"-2.74e-01"	"-4.76"	"-7.95e-02"	""	""
"A_23_P71752"	"0.99"	"0.794629"	"2.74e-01"	"-4.76"	"2.77e-02"	"ZFAND5"	"zinc finger, AN1-type domain 5"
"A_23_P165280"	"0.99"	"0.794635"	"-2.74e-01"	"-4.76"	"-2.99e-02"	"POLR2E"	"polymerase (RNA) II (DNA directed) polypeptide E, 25kDa"
"A_23_P314642"	"0.99"	"0.794645"	"-2.74e-01"	"-4.76"	"-7.51e-02"	"ZNF280C"	"zinc finger protein 280C"
"A_32_P144710"	"0.99"	"0.794846"	"2.74e-01"	"-4.76"	"9.08e-02"	"NR2C2AP"	"nuclear receptor 2C2-associated protein"
"A_23_P369983"	"0.99"	"0.794847"	"-2.74e-01"	"-4.76"	"-6.65e-02"	"FAM98C"	"family with sequence similarity 98, member C"
"A_32_P228455"	"0.99"	"0.79486"	"2.74e-01"	"-4.76"	"2.97e-02"	""	""
"A_23_P15564"	"0.99"	"0.79487"	"-2.74e-01"	"-4.76"	"-3.82e-02"	"AMZ2"	"archaelysin family metallopeptidase 2"
"A_23_P50376"	"0.99"	"0.794876"	"2.74e-01"	"-4.76"	"7.10e-02"	"ZNF331"	"zinc finger protein 331"
"A_23_P124132"	"0.99"	"0.794879"	"2.74e-01"	"-4.76"	"4.25e-02"	"OGFOD3"	"2-oxoglutarate and iron-dependent oxygenase domain containing 3"
"A_24_P932220"	"0.99"	"0.794891"	"-2.74e-01"	"-4.76"	"-3.52e-02"	""	""
"A_23_P212354"	"0.99"	"0.79492"	"2.74e-01"	"-4.76"	"7.51e-02"	"CCR2"	"chemokine (C-C motif) receptor 2"
"A_23_P218646"	"0.99"	"0.795011"	"2.74e-01"	"-4.76"	"9.37e-02"	"TNFRSF6B"	"tumor necrosis factor receptor superfamily, member 6b, decoy"
"A_24_P252780"	"0.99"	"0.79511"	"-2.74e-01"	"-4.76"	"-4.51e-02"	"NHLRC2"	"NHL repeat containing 2"
"A_24_P14949"	"0.99"	"0.795138"	"2.74e-01"	"-4.76"	"4.28e-02"	"PKD1L3"	"polycystic kidney disease 1-like 3"
"A_23_P166196"	"0.99"	"0.795144"	"-2.74e-01"	"-4.76"	"-3.09e-02"	"AAR2"	"AAR2 splicing factor homolog (S. cerevisiae)"
"A_23_P354609"	"0.99"	"0.795177"	"-2.74e-01"	"-4.76"	"-9.13e-02"	""	""
"A_24_P42624"	"0.99"	"0.795179"	"-2.74e-01"	"-4.76"	"-3.84e-02"	"UNC5C"	"unc-5 homolog C (C. elegans)"
"A_23_P206822"	"0.99"	"0.795188"	"-2.74e-01"	"-4.76"	"-3.31e-02"	""	""
"A_23_P452"	"0.99"	"0.795212"	"-2.74e-01"	"-4.76"	"-3.03e-02"	"DDR2"	"discoidin domain receptor tyrosine kinase 2"
"A_32_P135664"	"0.99"	"0.795221"	"2.74e-01"	"-4.76"	"5.48e-02"	"SCAMP1-AS1"	"SCAMP1 antisense RNA 1"
"A_24_P348925"	"0.99"	"0.795268"	"2.73e-01"	"-4.76"	"4.22e-02"	"CCNK"	"cyclin K"
"A_24_P389612"	"0.99"	"0.795289"	"-2.73e-01"	"-4.76"	"-3.08e-02"	"ARL5B"	"ADP-ribosylation factor-like 5B"
"A_24_P913384"	"0.99"	"0.795314"	"-2.73e-01"	"-4.76"	"-2.71e-02"	""	""
"A_32_P132827"	"0.99"	"0.79532"	"2.73e-01"	"-4.76"	"4.05e-02"	"OPHN1"	"oligophrenin 1"
"A_23_P113462"	"0.99"	"0.795326"	"2.73e-01"	"-4.76"	"6.63e-02"	"KIF21A"	"kinesin family member 21A"
"A_23_P326157"	"0.99"	"0.795334"	"-2.73e-01"	"-4.76"	"-3.20e-02"	"GAL3ST2"	"galactose-3-O-sulfotransferase 2"
"A_24_P202717"	"0.99"	"0.795389"	"2.73e-01"	"-4.76"	"3.84e-02"	"PLEKHJ1"	"pleckstrin homology domain containing, family J member 1"
"A_23_P218717"	"0.99"	"0.795397"	"2.73e-01"	"-4.76"	"9.04e-02"	"UBOX5"	"U-box domain containing 5"
"A_23_P49708"	"0.99"	"0.795522"	"2.73e-01"	"-4.76"	"7.61e-02"	"GRN"	"granulin"
"A_23_P159833"	"0.99"	"0.795588"	"-2.73e-01"	"-4.76"	"-4.85e-02"	"NDUFA1"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa"
"A_23_P339818"	"0.99"	"0.795592"	"-2.73e-01"	"-4.76"	"-1.20e-01"	"ARRDC4"	"arrestin domain containing 4"
"A_23_P128073"	"0.99"	"0.795642"	"-2.73e-01"	"-4.76"	"-4.13e-02"	"SMARCC2"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2"
"A_23_P85201"	"0.99"	"0.795677"	"-2.73e-01"	"-4.76"	"-2.73e-02"	"PLP1"	"proteolipid protein 1"
"A_32_P479743"	"0.99"	"0.795717"	"-2.73e-01"	"-4.76"	"-3.90e-02"	"LINC00593"	"long intergenic non-protein coding RNA 593"
"A_24_P798028"	"0.99"	"0.795752"	"-2.73e-01"	"-4.76"	"-2.99e-02"	"MUC12"	"mucin 12, cell surface associated"
"A_24_P940059"	"0.99"	"0.795784"	"-2.73e-01"	"-4.76"	"-4.46e-02"	"IPCEF1"	"interaction protein for cytohesin exchange factors 1"
"A_23_P28015"	"0.99"	"0.795802"	"-2.73e-01"	"-4.76"	"-8.00e-02"	"ZNF558"	"zinc finger protein 558"
"A_23_P106945"	"0.99"	"0.795894"	"-2.73e-01"	"-4.76"	"-5.33e-02"	"ADCY7"	"adenylate cyclase 7"
"A_24_P66548"	"0.99"	"0.795907"	"2.73e-01"	"-4.76"	"5.04e-02"	""	""
"A_32_P83556"	"0.99"	"0.795956"	"2.73e-01"	"-4.76"	"2.77e-02"	"CCDC147-AS1"	"CCDC147 antisense RNA 1 (head to head)"
"A_32_P62769"	"0.99"	"0.795961"	"2.73e-01"	"-4.76"	"1.04e-01"	""	""
"A_23_P502078"	"0.99"	"0.796029"	"-2.72e-01"	"-4.76"	"-3.19e-02"	"MAPK8IP2"	"mitogen-activated protein kinase 8 interacting protein 2"
"A_24_P934704"	"0.99"	"0.796042"	"2.72e-01"	"-4.76"	"2.82e-02"	""	""
"A_32_P395992"	"0.99"	"0.796066"	"-2.72e-01"	"-4.76"	"-2.83e-02"	"DEC1"	"deleted in esophageal cancer 1"
"A_24_P345846"	"0.99"	"0.796069"	"-2.72e-01"	"-4.76"	"-4.98e-02"	"ANTXR2"	"anthrax toxin receptor 2"
"A_23_P117104"	"0.99"	"0.796086"	"-2.72e-01"	"-4.76"	"-3.13e-02"	"AQP5"	"aquaporin 5"
"A_23_P168388"	"0.99"	"0.796132"	"2.72e-01"	"-4.76"	"4.75e-02"	"GIMAP8"	"GTPase, IMAP family member 8"
"A_24_P373312"	"0.99"	"0.796156"	"2.72e-01"	"-4.76"	"6.12e-02"	"NFATC3"	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"
"A_24_P341806"	"0.99"	"0.796191"	"2.72e-01"	"-4.76"	"4.71e-02"	""	""
"A_24_P238386"	"0.99"	"0.796221"	"-2.72e-01"	"-4.76"	"-4.08e-02"	""	""
"A_23_P434421"	"0.99"	"0.796228"	"-2.72e-01"	"-4.76"	"-2.70e-02"	"CCNY"	"cyclin Y"
"A_23_P141688"	"0.99"	"0.796229"	"2.72e-01"	"-4.76"	"8.57e-02"	"RAB31"	"RAB31, member RAS oncogene family"
"A_23_P259098"	"0.99"	"0.796301"	"-2.72e-01"	"-4.76"	"-4.19e-02"	"ZSCAN16"	"zinc finger and SCAN domain containing 16"
"A_23_P31188"	"0.99"	"0.796322"	"2.72e-01"	"-4.76"	"1.24e-01"	"GIMAP1"	"GTPase, IMAP family member 1"
"A_24_P355267"	"0.99"	"0.796366"	"2.72e-01"	"-4.76"	"5.37e-02"	"SLC25A25"	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25"
"A_24_P328471"	"0.99"	"0.796404"	"-2.72e-01"	"-4.76"	"-4.04e-02"	"PLEKHA3"	"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3"
"A_24_P341958"	"0.99"	"0.796567"	"-2.72e-01"	"-4.76"	"-6.80e-02"	"STT3B"	"STT3B, subunit of the oligosaccharyltransferase complex (catalytic)"
"A_23_P329271"	"0.99"	"0.796568"	"2.72e-01"	"-4.76"	"3.45e-02"	"MC1R"	"melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)"
"A_23_P388855"	"0.99"	"0.796619"	"2.72e-01"	"-4.76"	"8.44e-02"	"KAT6B"	"K(lysine) acetyltransferase 6B"
"A_23_P6223"	"0.99"	"0.796657"	"2.72e-01"	"-4.76"	"3.47e-02"	"SCAF4"	"SR-related CTD-associated factor 4"
"A_24_P345377"	"0.99"	"0.796669"	"-2.72e-01"	"-4.76"	"-3.07e-02"	"GOLPH3L"	"golgi phosphoprotein 3-like"
"A_24_P255874"	"0.99"	"0.796682"	"2.72e-01"	"-4.76"	"2.77e-02"	""	""
"A_23_P304395"	"0.99"	"0.796693"	"-2.72e-01"	"-4.76"	"-2.85e-02"	"OSTCP1"	"oligosaccharyltransferase complex subunit pseudogene 1"
"A_23_P4223"	"0.99"	"0.796717"	"-2.72e-01"	"-4.76"	"-7.51e-02"	"CALCOCO2"	"calcium binding and coiled-coil domain 2"
"A_23_P66637"	"0.99"	"0.796736"	"2.71e-01"	"-4.76"	"3.32e-02"	"SGCA"	"sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)"
"A_32_P124708"	"0.99"	"0.796757"	"-2.71e-01"	"-4.76"	"-2.72e-02"	"ONECUT2"	"one cut homeobox 2"
"A_24_P76666"	"0.99"	"0.796792"	"-2.71e-01"	"-4.76"	"-5.49e-02"	"CSNK2A1"	"casein kinase 2, alpha 1 polypeptide"
"A_24_P358538"	"0.99"	"0.796848"	"-2.71e-01"	"-4.76"	"-4.03e-02"	""	""
"A_24_P915371"	"0.99"	"0.796915"	"2.71e-01"	"-4.76"	"3.01e-02"	"MYEOV2"	"myeloma overexpressed 2"
"A_23_P84775"	"0.99"	"0.796923"	"2.71e-01"	"-4.76"	"2.64e-02"	"PLRG1"	"pleiotropic regulator 1"
"A_32_P127339"	"0.99"	"0.796933"	"-2.71e-01"	"-4.76"	"-4.35e-02"	""	""
"A_23_P147826"	"0.99"	"0.796973"	"2.71e-01"	"-4.76"	"4.81e-02"	"RAP2C"	"RAP2C, member of RAS oncogene family"
"A_23_P133470"	"0.99"	"0.797054"	"-2.71e-01"	"-4.76"	"-7.41e-02"	"PJA2"	"praja ring finger 2, E3 ubiquitin protein ligase"
