#name (cmd = mergePeaks AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt
Merged-chr8-117311120-2	chr8	117224752	117408177	+	1410.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-11508	chr8-4086
Merged-chr4-11119688-2	chr4	11073721	11165332	+	1210.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-29629	chr4-42874
Merged-chr15-81092524-2	chr15	81000591	81219579	+	1609.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-40414	chr15-34930
Merged-chr18-39042222-2	chr18	38992350	39094891	+	982.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr18-21963	chr18-14658
Merged-chr11-55048348-3	chr11	54917136	55159002	+	1828.466675	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	3	chr11-70417	chr11-66855,chr11-23449
Merged-chr6-90726660-2	chr6	90653254	90809870	+	1248.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-42529	chr6-11152
Merged-chr16-92744423-2	chr16	92608309	92844062	+	2084.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr16-27468	chr16-30192
Merged-chr6-54102227-2	chr6	54031697	54172675	+	969.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-18695	chr6-56508
Merged-chr17-28468074-2	chr17	28407251	28532418	+	1007.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-29583	chr17-30551
Merged-chr9-109041237-2	chr9	108983196	109096312	+	1241.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr9-45650	chr9-46269
Merged-chr9-66902279-2	chr9	66849301	66948969	+	878.299988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr9-44088	chr9-55762
Merged-chr4-134101897-2	chr4	134058062	134137133	+	1051.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-37674	chr4-24751
Merged-chr6-129250448-2	chr6	129157268	129334285	+	2799.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-38600	chr6-53888
Merged-chr19-29204514-2	chr19	29128646	29274974	+	1253.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-9007	chr19-16140
Merged-chr11-75990271-2	chr11	75914230	76087516	+	1360.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-54536	chr11-61663
Merged-chr11-117882324-3	chr11	117740176	118020202	+	1544.066650	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	3	chr11-66567	chr11-71205,chr11-48833
Merged-chr11-96476819-2	chr11	96435024	96526052	+	934.950012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-18618	chr11-52073
Merged-chr9-116244271-3	chr9	116058177	116406568	+	2746.833252	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	3	chr9-53625	chr9-51905,chr9-13991
Merged-chr8-36138978-2	chr8	36081817	36197515	+	1276.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-39674	chr8-38404
Merged-chr3-126675015-2	chr3	126573469	126771995	+	1704.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-33178	chr3-17123
Merged-chr3-89208234-2	chr3	89163699	89253591	+	841.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-21181	chr3-10934
Merged-chr10-42891376-2	chr10	42816106	42968739	+	2026.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-38143	chr10-55529
Merged-chr1-13301492-2	chr1	13214664	13390211	+	1365.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-29838	chr1-66895
Merged-chr2-32052864-2	chr2	32008269	32088730	+	1027.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-67875	chr2-42785
Merged-chr7-90047269-2	chr7	89996985	90100143	+	1176.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr7-59192	chr7-39922
Merged-chr3-52854501-2	chr3	52785569	52907785	+	999.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-41170	chr3-37453
Merged-chr11-34045803-2	chr11	33990863	34122337	+	1501.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-69043	chr11-73103
Merged-chr1-171949509-2	chr1	171882686	172027813	+	1474.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-37832	chr1-73478
Merged-chr4-40825234-2	chr4	40757250	40911257	+	1556.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-40094	chr4-39305
Merged-chr6-54810851-2	chr6	54698898	54975770	+	2485.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-18720	chr6-41661
Merged-chr2-165924461-3	chr2	165787803	166056802	+	1607.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	3	chr2-63887	chr2-59054,chr2-65391
Merged-chr4-6886538-2	chr4	6724298	6991840	+	1728.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-25705	chr4-32364
Merged-chr15-6578503-2	chr15	6519254	6648025	+	1745.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-36602	chr15-14555
Merged-chr4-88008913-2	chr4	87815832	88170365	+	2076.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-48170	chr4-55158
Merged-chr10-7826530-2	chr10	7780289	7860180	+	1239.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-42167	chr10-5917
Merged-chr14-60738591-2	chr14	60688947	60785374	+	1507.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-34578	chr14-37626
Merged-chr7-102299076-2	chr7	102198852	102402047	+	1814.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr7-39212	chr7-53990
Merged-chr11-115644607-2	chr11	115563920	115718156	+	1316.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-17123	chr11-44795
Merged-chr5-122262201-2	chr5	122202159	122324665	+	1358.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-34289	chr5-57377
Merged-chr6-140636534-2	chr6	140593261	140724683	+	1008.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-45166	chr6-48943
Merged-chr8-86720805-2	chr8	86617624	86822378	+	1132.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-35712	chr8-19228
Merged-chr6-125464144-2	chr6	125411099	125511915	+	908.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-33197	chr6-9360
Merged-chr9-63698886-2	chr9	63628694	63765473	+	1588.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr9-37830	chr9-49779
Merged-chr18-82518917-2	chr18	82450380	82589296	+	1812.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr18-20509	chr18-26976
Merged-chr4-101222852-2	chr4	101146384	101329213	+	1902.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-41727	chr4-49776
Merged-chr1-136644669-2	chr1	136524896	136738544	+	1597.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-48312	chr1-57920
Merged-chr5-134270395-2	chr5	134165186	134374693	+	1830.149902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-30228	chr5-41582
Merged-chr1-74291119-2	chr1	74140630	74398381	+	1460.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-61818	chr1-35874
Merged-chr8-3375206-2	chr8	3308339	3449719	+	1084.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-11782	chr8-37543
Merged-chr1-173453887-2	chr1	173404475	173511262	+	874.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-37915	chr1-44414
Merged-chr2-132032399-2	chr2	131985389	132080415	+	1187.850098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-62324	chr2-71409
Merged-chr15-36380237-2	chr15	36261092	36499960	+	2760.450195	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-24734	chr15-40359
Merged-chr1-165819557-2	chr1	165763440	165882784	+	1769.350098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-8412	chr1-34384
Merged-chr3-131164095-2	chr3	131085131	131235917	+	1604.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-33346	chr3-10536
Merged-chr11-11542694-2	chr11	11496354	11588767	+	1515.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-9059	chr11-49342
Merged-chr5-123013215-2	chr5	122965602	123059429	+	1072.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-34398	chr5-45843
Merged-chr11-98946554-2	chr11	98898936	98991274	+	936.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-74786	chr11-77486
Merged-chr17-6770615-2	chr17	6722973	6835755	+	1156.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-21715	chr17-24968
Merged-chr17-7903005-2	chr17	7852035	7946150	+	1171.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-21758	chr17-27316
Merged-chr12-69473963-2	chr12	69355267	69596089	+	2638.049805	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-36150	chr12-39365
Merged-chr4-149687769-2	chr4	149645715	149737134	+	1336.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-52259	chr4-58540
Merged-chr4-102586701-2	chr4	102483665	102657497	+	1553.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-41845	chr4-36863
Merged-chr7-141043760-2	chr7	140982075	141110068	+	968.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr7-31302	chr7-62318
Merged-chr8-116636749-2	chr8	116581018	116694295	+	976.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-31831	chr8-27492
Merged-chr1-193225507-2	chr1	193103136	193388552	+	2252.399902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-68403	chr1-74692
Merged-chr5-96942245-2	chr5	96848097	97039610	+	1833.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-51973	chr5-49665
Merged-chr4-150559768-2	chr4	150486274	150626273	+	1175.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-12352	chr4-52289
Merged-chr1-131132839-2	chr1	130987834	131210567	+	1697.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-64430	chr1-52116
Merged-chr14-54169707-2	chr14	54034330	54261717	+	6576.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-29298	chr14-30118
Merged-chr12-99420314-2	chr12	99185683	99701158	+	3312.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-24260	chr12-36553
Merged-chr4-149897813-2	chr4	149838461	149958783	+	1012.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-52340	chr4-52208
Merged-chr11-21157932-2	chr11	21071333	21270359	+	1528.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-45320	chr11-72520
Merged-chr1-52078013-2	chr1	51995188	52169854	+	1823.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-60451	chr1-68172
Merged-chr19-8960435-2	chr19	8918292	9003307	+	1211.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-10896	chr19-23889
Merged-chr12-107948875-2	chr12	107874111	108006765	+	1521.600098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-45840	chr12-20862
Merged-chr12-85456540-2	chr12	85414452	85497716	+	848.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-44242	chr12-7619
Merged-chr17-28237864-2	chr17	28169919	28315701	+	980.950012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-40280	chr17-25422
Merged-chr17-87329300-2	chr17	87281823	87376773	+	960.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-6568	chr17-36326
Merged-chr8-122985264-2	chr8	122893393	123085869	+	1998.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-43987	chr8-46375
Merged-chr11-106632897-2	chr11	106350368	106790166	+	3340.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-65339	chr11-63483
Merged-chr6-108514377-2	chr6	108407621	108608538	+	1954.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-37435	chr6-39151
Merged-chr11-58184927-2	chr11	58092720	58239696	+	1340.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-61310	chr11-74520
Merged-chr10-60348066-2	chr10	60249729	60411774	+	1628.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-38583	chr10-40911
Merged-chr17-84159700-2	chr17	83764594	84448930	+	5655.850098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-44317	chr17-36059
Merged-chr11-86596576-2	chr11	86512599	86658167	+	1744.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-73398	chr11-68831
Merged-chr2-174612407-2	chr2	174555569	174655725	+	996.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-42663	chr2-59639
Merged-chr6-134190798-2	chr6	134019494	134420469	+	3822.450195	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-33472	chr6-33597
Merged-chr5-124039547-2	chr5	123964450	124095722	+	1397.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-54524	chr5-57644
Merged-chr19-10773017-2	chr19	10686777	10845153	+	2427.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-22915	chr19-10145
Merged-chr15-86053301-2	chr15	85956063	86131141	+	1734.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-40903	chr15-38878
Merged-chr15-74963139-2	chr15	74891764	75034412	+	2636.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-39429	chr15-37923
Merged-chr11-46386472-2	chr11	46277467	46488982	+	2551.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-69461	chr11-73509
Merged-chr14-79517217-2	chr14	79468247	79564576	+	1487.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-26975	chr14-38925
Merged-chr15-100696024-2	chr15	100598196	100766757	+	1715.350098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-27467	chr15-43785
Merged-chr6-120108192-2	chr6	120006511	120209161	+	1780.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-17523	chr6-20897
Merged-chr11-98501696-2	chr11	98437845	98565521	+	1778.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-33471	chr11-18157
Merged-chr8-81793469-2	chr8	81687132	81905789	+	2742.149902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-30457	chr8-44270
