Gene symbol	No-Peptide-24h	No-Peptide-24h-MEKi	10uM-K99A-24h	10uM-K99A-24h-MEKi	100uM-K99A-24h	100uM-K99A-24h-MEKi	0-1uM-PCC-24h	0-1uM-PCC-24h-MEKi	10uM-PCC-24h	10uM-PCC-24h-MEKi
BC061212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trpm7	21.8755	24.051	27.0775	30.802	23.4945	25.766	22.6995	27.763	20.162	24.352
Snord14a	0.0	0.0	3.5415	0.0	2.1715	0.0	0.0	5.525	0.0	0.0
Tldc1	2.549	0.948	2.1735	1.016	2.4765	2.388	2.6695	2.421	2.7385	2.6
Bckdhb	1.3045	1.575	2.197	2.257	2.96	2.287	2.4945	2.639	2.77	2.628
Nucb1	50.3795	36.57	43.8155	35.168	43.7315	43.394	42.703	44.081	48.99500000000001	44.688
Tex37	0.0	0.0	0.0	0.0	0.0245	0.0	0.0	0.0	0.0	0.0
Timm10	9.451	3.111	21.55	2.562	35.48300000000001	16.822	46.505	27.907	48.486999999999995	27.459
Slc39a7	46.142	35.43199999999999	57.283	33.027	64.16799999999999	47.699	74.76400000000002	57.953	78.5335	61.488
Bmp15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dip2a	2.5185	2.585	2.2575	2.795	1.52	1.66	1.6945	1.4509999999999998	1.318	1.949
Olfr1182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Txnrd2	4.801500000000001	1.785	6.465	3.3510000000000004	9.334	6.645	9.707	8.309	12.6835	8.242
Tbx10	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0
Hist1h3d	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.1115	0.0
Rbm34	5.4085	4.904	9.8125	6.021	13.1695	10.851	15.7295	12.151	16.117	12.496
Adam8	96.0205	141.775	53.63200000000001	106.064	22.736	58.208	20.149	18.629	11.3285	15.818
Klhdc1	3.781	4.64	3.483	3.468	1.7915	2.438	1.879	2.789	1.395	2.015
Fbxw22	0.0	0.0	0.0115	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir7011	0.0	0.0	0.0	0.0	0.0	1.955	0.873	0.0	0.0	0.0
Nek4	1.8085	1.848	3.7975	1.98	5.1099999999999985	4.3580000000000005	6.660500000000001	5.807	5.518000000000002	5.171
Gm5901	3.121	3.247	2.2495	2.806	1.008	1.692	1.0815	2.0340000000000003	0.532	1.541
Ccdc24	0.0	0.196	0.0645	0.0	0.0515	0.0	0.233	0.046	0.044	0.0
Rhbdl1	6.1765	5.284	3.505	5.14	2.051	2.295	2.221	2.838	1.7175	1.906
Vmn2r109	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0
Vmn1r159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Abcg1	8.859	7.582999999999998	5.683	6.59	3.2275	6.2360000000000015	3.3415	3.59	2.2765	3.615
Clip2	7.4855	6.174	6.5965	5.477	6.513	6.582999999999998	6.195500000000001	7.009	6.7829999999999995	7.11
5730480H06Rik	0.6709999999999999	0.684	0.5800000000000001	0.489	0.5810000000000001	0.691	1.0255	1.34	0.949	0.977
Kcnc2	0.0335	0.0	0.012	0.095	0.023	0.0	0.017	0.019	0.0045000000000000005	0.0
Cth	0.4470000000000001	0.139	0.5605	0.0	4.4700000000000015	1.142	8.048499999999999	5.356	9.046	4.878
1700010B08Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0705	0.0	0.063	0.0
Iqgap3	1.0490000000000002	1.3159999999999998	0.757	1.005	0.5529999999999999	0.7490000000000001	0.705	0.8340000000000001	0.5885	0.61
1700057G04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0175	0.0
Mbp	42.413999999999994	34.184	124.315	54.43600000000001	158.457	115.765	152.59300000000005	101.857	125.07799999999999	94.11
Defb43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rarb	0.3695	0.21	0.3785000000000001	0.195	0.029	0.079	0.0245	0.043	0.1105	0.134
Msantd1	0.7390000000000001	0.335	0.26899999999999996	0.187	0.5329999999999999	0.48	0.5255000000000001	0.624	0.6025	0.662
Gm5885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dhx35	5.0565	3.451	6.8115000000000006	5.43	9.2955	7.346	9.154	9.744	10.3355	10.765999999999998
Pydc4	3.5295	2.637	0.65	1.39	0.5725	0.456	0.4245	0.619	0.18000000000000002	0.215
1810013L24Rik	21.918000000000003	21.598000000000006	20.629	20.363	16.89	19.427	16.764499999999998	17.896	15.7895	16.713
Gpatch2l	13.6095	9.027	12.6855	12.201	12.81	11.276	12.4705	11.744000000000002	10.401	10.761
Ndufb10	55.637	25.162	51.8605	24.331	62.18850000000001	46.431	58.2525	45.005	66.9935	42.143
Impad1	8.238999999999999	7.202000000000001	9.871	7.936	12.7485	11.683	12.9045	13.962	13.2015	13.773
Mir1957a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nipsnap3b	16.8515	11.348	18.8495	13.12	18.271	19.436	17.015500000000007	18.188	17.075	20.386
Mir7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1ql4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vsig8	0.0	0.0	0.0	0.0	0.0	0.0	0.046500000000000014	0.0	0.0	0.0
Plet1	0.607	0.339	0.1995	0.28300000000000003	0.1795	0.076	0.365	0.032	0.049	0.056
Kcnk15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atxn2l	89.10549999999998	102.823	106.07	109.262	118.721	121.463	118.0155	126.179	120.5885	134.256
Cbl	37.55800000000001	50.292	32.4805	49.244	22.826500000000006	33.221	22.9975	27.292	21.505000000000006	26.755
Il7r	267.0795	258.689	136.83350000000002	196.266	33.813	66.745	32.922	23.656	13.3575	20.541
Pramel7	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0095	0.0
Fam178b	1.6495000000000002	1.042	0.2715	0.0	0.11	0.0	0.1575	0.0	0.0605	0.057
Aloxe3	0.0	0.099	0.0325	0.284	0.008	0.084	0.0	0.161	0.036500000000000005	0.02
Cd209e	0.0565	0.106	0.046500000000000014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aldh8a1	0.011	0.223	0.0915	0.175	0.0705	0.126	0.0595	0.052000000000000005	0.087	0.0
Pdcd2	15.094499999999998	8.854	19.7875	12.591	29.2965	17.657	30.037	22.431	32.664500000000004	24.668000000000006
Bambi	0.4290000000000001	0.0	0.5915	0.867	0.7215	0.755	0.385	0.32299999999999995	0.42	0.234
Susd4	0.073	0.0	0.0	0.096	0.0385	0.139	0.1915	0.115	0.08700000000000001	0.025
Srrm2	131.2235	163.175	144.7485	184.734	138.429	160.276	139.8865	176.706	134.436	172.47299999999996
Bco1	0.0215	0.0	0.0	0.0	0.0085	0.0	0.0	0.0	0.0	0.0
Cd101	5.6035	10.463	2.8085	6.824	0.629	0.941	0.4085	0.397	0.2555	0.383
1700023C21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ms4a4d	0.4844999999999999	0.8140000000000001	0.1475	0.0	0.027000000000000003	0.0	0.081	0.12	0.0635	0.07
Srrm4os	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdnf	0.1775	0.124	0.11	0.411	0.2535	0.398	0.2845	0.174	0.244	0.256
Klk1b22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Snord72	11.54	0.0	25.8495	0.0	24.421	26.241	27.0015	31.462	22.570500000000006	36.499
H2-Oa	8.0405	3.349	4.9045	6.625	5.2875	7.699	5.7410000000000005	7.737999999999999	6.047999999999999	6.249
Tmem69	4.2025000000000015	3.007	7.1160000000000005	5.58	9.2745	7.523	9.164	10.231	9.8565	10.11
Mcf2	0.0235	0.0	0.005	0.0	0.0	0.0	0.005	0.0	0.0	0.0
2310009A05Rik	17.4525	17.676	17.080000000000002	13.423	19.0625	12.208	15.590500000000002	14.561	14.7265	11.615
4931431B13Rik	0.0525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2610318N02Rik	0.391	0.0	1.0395	0.0	1.7885	0.504	2.0505	1.616	1.5715	1.959
Apol10b	0.8594999999999999	0.441	0.30000000000000004	0.7559999999999999	0.3095	0.782	0.475	0.439	0.1855	0.052000000000000005
Gm13283	0.0	0.0	0.11199999999999999	0.0	0.073	0.0	0.0	0.0	0.0225	0.0
Hepacam2	2.213	1.961	1.473	3.016	1.3130000000000002	2.12	1.4289999999999998	1.669	0.8079999999999999	1.337
Cttn	0.3115	0.604	0.5765	0.779	0.3665000000000001	0.364	0.35200000000000004	0.431	0.6405	0.53
Cct4	61.658	38.984	109.1105	62.852	158.1725	96.719	166.43200000000004	145.615	182.4565	145.983
1700110C19Rik	0.206	0.34700000000000003	0.12	0.5429999999999999	0.14400000000000002	0.0	0.16	0.0	0.27	0.0
Il2rb	31.4205	25.236	97.5455	50.856	166.4105	138.834	144.3355	153.03799999999995	166.92450000000005	167.917
Fam134a	41.76	39.232	42.288999999999994	38.317	37.749	40.715	43.1185	36.021	42.0005	37.76
Esyt1	63.9725	45.317	63.5615	44.83	76.8195	63.379	70.7235	75.305	88.15449999999998	79.914
Trmt1l	20.1655	17.625	18.837000000000003	20.142	19.9875	18.683	20.3115	23.308000000000003	21.908	24.339
Nfatc2ip	7.8575	6.714	6.5055	5.687	5.8575	6.457999999999998	5.445	5.564	5.745	5.935
Hoxd13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gstt2	5.9585	4.526	5.5	5.256	11.036	5.5760000000000005	17.16	10.597	17.064	12.527
Fut10	0.13	0.153	0.342	0.069	0.2735	0.444	0.14	0.305	0.171	0.396
Hnrnph2	16.105999999999998	13.583	19.3415	20.327	19.7655	18.146	21.1575	21.378	22.998	23.962
Cldn12	1.09	1.389	2.105	1.793	2.4895000000000005	2.266	3.0725	3.321	3.424	3.373
Lmbr1	0.4035	0.203	0.47600000000000003	0.265	0.3965	0.602	0.28700000000000003	0.52	0.4015	0.438
Yes1	0.8835000000000001	0.588	0.6795	0.851	0.7849999999999999	1.243	0.9535	0.927	0.945	0.918
Gm8615	1.8765	3.532	1.227	0.757	0.8325	1.057	1.1265	1.152	1.24	1.466
Srp68	24.2655	14.41	33.004	19.423	44.5015	31.146	46.31050000000001	38.788	49.6535	39.477
Olfr937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mrps23	22.9165	17.994	36.066	14.776	40.165	28.279	39.756	31.552	44.502	34.783
Adrb2	13.4205	17.406	8.2035	18.451	4.8465	8.758	4.37	3.5580000000000003	2.6575	3.756
Gm3415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oprm1	0.8645	0.095	0.32899999999999996	0.767	0.2125	0.241	0.1225	0.265	0.195	0.039
Dlx1	0.0	0.0	0.0	0.0	0.0595	0.0	0.017	0.021	0.0195	0.018000000000000002
Mir8091	6.7985000000000015	5.87	5.4965	0.0	4.448	5.61	7.7734999999999985	6.726	6.3645	1.486
Myadml2	0.268	0.0	0.0	0.0	0.0355	0.064	0.0	0.105	0.101	0.0
Ddx25	0.0	0.0	0.203	0.0	0.063	0.424	0.11	0.035	0.094	0.154
Gata5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2700060E02Rik	13.095999999999998	7.602	12.637	8.509	20.785	16.092	20.684	22.043000000000006	21.142	20.783
Zfp783	0.7709999999999999	0.975	2.407	1.536	3.4495000000000005	3.0010000000000003	4.215	4.092	4.132	3.547
Slc12a4	4.433	3.624	5.4985	3.016	8.514	4.982	8.812000000000001	8.961	10.7245	9.89
Gm5934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crlf1	0.2215	0.0	0.0	0.0	0.0	0.129	0.064	0.0	0.011	0.0
Birc2	31.4235	27.583	35.2595	37.71	32.094	36.524	25.434	29.291	23.1245	28.658
Olfr1306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ttc9	0.0125	0.0	0.0	0.0	0.0	0.035	0.046	0.057	0.041	0.0
Rps15a-ps4	0.728	1.074	0.6625	0.8420000000000001	0.5545	0.607	0.546	0.417	0.642	0.221
Mir7060	7.740500000000001	2.749	6.311	0.479	4.6585	6.209	4.6525	3.839	3.844	4.901
Nxt1	18.3975	7.449	24.3585	6.16	38.6545	25.677	45.655	28.461	47.36150000000001	29.954
1700001L05Rik	1.0255	1.298	0.758	1.02	0.5660000000000001	1.255	0.4955	0.6	0.4055	0.573
Aqp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atp10b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rxra	7.6745	8.9	7.401999999999999	5.812	7.6415000000000015	9.816	5.978	5.382999999999999	6.021	4.768
Crip2	0.4055	0.5660000000000001	1.2185	0.0	1.7775	0.738	2.3325	2.677	3.636	3.299
Mir6914	5.814500000000002	0.0	5.9875	0.0	1.8305	1.035	5.7725	0.853	8.1935	0.0
Hook3	10.5805	12.353	10.1525	14.044	8.407499999999999	9.854	8.101	10.033	7.6585	8.952
1700011E24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdc42se1	117.4385	108.36	86.36850000000003	80.72399999999998	67.53399999999999	70.655	66.788	60.201	72.7975	65.046
Irx4	0.0	0.0	0.0	0.0	0.0	0.027000000000000003	0.0	0.0	0.0	0.0
Col1a2	0.005	0.073	0.0695	0.09	0.0195	0.0	0.041000000000000016	0.068	0.028500000000000008	0.03
Tnks2	33.295	29.968000000000004	33.9575	29.564	33.63849999999999	33.016	32.3965	33.643	30.516	32.501999999999995
Phospho1	42.9875	65.975	22.4225	43.245	4.9085	16.919	4.308	2.2230000000000003	1.4645	1.211
Upk1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pcdhb6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700019G17Rik	0.7455	0.444	1.5775	1.044	1.632	1.3159999999999998	1.2465	1.808	1.4875	1.5519999999999998
Abcd1	17.656	18.736	10.903	14.796	7.4255	9.697	6.376	6.436	5.1175	6.702000000000001
Sprr2f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9230102K24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Srek1ip1	7.375	4.226	9.771	5.9270000000000005	12.921	9.461	14.758499999999998	12.457	12.569	12.536
Brd3	15.436	16.436	16.8605	14.818	17.112000000000002	15.315	17.8545	16.33	19.142000000000003	16.703
Rprm	0.0	0.0	0.136	0.0	0.018000000000000002	0.0	0.08650000000000001	0.0	0.0385	0.0
Med19	10.749	4.98	23.331999999999997	13.742	28.471	20.509	28.978500000000004	25.668000000000006	29.7505	25.961
Arhgap15os	1.5615	1.205	1.1705	2.149	0.4635	0.6809999999999999	0.5700000000000001	0.528	0.5345	0.496
Aard	0.0	0.417	0.07400000000000001	0.048	0.058	0.0	0.031	0.0	0.0345	0.0
Rbm27	12.1725	12.598	17.881500000000006	15.597	23.89	22.898000000000003	23.636999999999997	25.937	24.143	27.895
4931414P19Rik	1.5695	0.895	1.179	0.809	1.1485	1.475	1.348	0.7879999999999999	1.122	1.473
Peg13	9.518999999999998	9.141	6.6160000000000005	7.348	4.3435	6.138	3.6845	3.536	3.4965	3.56
Dcpp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Grhpr	4.3565000000000005	1.026	3.646500000000001	1.983	5.8229999999999995	2.085	4.2535	3.724	6.1335	4.769
Sftpd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prss3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc16a2	0.0	0.105	0.021	0.0	0.047	0.0	0.0545	0.042	0.0	0.087
1110008L16Rik	1.946	0.7020000000000001	3.414	1.886	4.1635	3.034	5.352	4.834	6.3165	4.207
Il9	0.0	0.0	0.0	0.0	15.481	1.729	21.2045	10.417	9.8665	4.652
Krt31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ush1c	0.012	0.0	0.069	0.0	0.01	0.0	0.0	0.115	0.0	0.0
Foxc1	0.0455	0.0	0.0205	0.18	0.01	0.035	0.012	0.073	0.021	0.0
Kdelc1	3.752	2.857	3.2689999999999997	3.1830000000000003	6.6195	4.079	7.781500000000001	7.552	9.9945	9.625
Sdf4	42.6565	28.097	89.4775	39.742	97.1915	78.113	85.59049999999998	72.024	97.86399999999999	76.577
Sfxn3	14.895	14.296	15.491499999999998	18.111	11.0125	17.279	11.2035	15.828	13.0855	17.636
Mir6378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faim	11.634	5.738	15.036	5.416	23.0375	13.587	21.4725	15.162	27.0085	17.26
Atr	4.8469999999999995	4.705	6.12	5.8020000000000005	7.268	6.945	7.529	8.342	6.8025	8.127
9230102O04Rik	0.0	0.17	0.197	0.977	0.197	0.28800000000000003	0.153	0.158	0.07400000000000001	0.07
Nhlrc4	0.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir1a-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Raet1e	0.183	0.394	0.0	0.0	0.129	0.223	0.037000000000000005	0.0	0.0	0.0
Meiob	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0
Aph1a	2.792	2.584	2.3335	1.442	2.3015	2.655	2.1905	1.935	1.9845	2.062
Rwdd2b	3.8115	1.426	5.0275	3.696	5.9385	6.141	5.637499999999998	5.754	5.93	5.355
Cyp2b13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Adam34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clec3a	0.0085	0.0	0.006999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rnf182	0.0075	0.0	0.0	0.0	0.0055000000000000005	0.0	0.006	0.0	0.005	0.0
Apoa1	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0
Erp44	21.301	17.465	25.901	16.151	33.3805	25.739	33.9165	33.289	33.2005	34.915
Fmnl1	176.41099999999997	188.88	140.6215	166.007	111.4585	136.916	105.0705	105.408	104.7865	108.856
Olfr367-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Insig2	6.952000000000001	6.122000000000001	8.612499999999999	5.363	7.627000000000001	6.312	8.604000000000001	7.591	8.095	6.521
Ppp1r14a	0.34	0.0	0.1415	0.0	0.338	0.0	0.0895	0.0	0.1755	0.0
Mdga2	0.005	0.0	0.006500000000000001	0.0	0.0	0.0	0.002	0.0	0.0	0.0
Mir6419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5430405H02Rik	3.5145	3.765	2.944	3.459	3.7575	3.551	5.1075	3.235	4.602	4.017
Dohh	17.287	5.6370000000000005	22.1605	9.245	34.889	19.246	43.90450000000001	26.4	47.419	28.116
Olfr703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aaed1	19.630000000000006	21.977	15.3065	17.159000000000002	8.818	14.892	7.5675	8.124	7.533499999999999	9.042
Riok1	12.870999999999999	7.272	15.117	8.317	21.8445	14.152	21.663	17.541	23.2115	19.455
Sorbs2	0.017	0.0	0.021	0.0	0.0175	0.0	0.008	0.0	0.006	0.0
Arl16	3.0635	4.945	4.5875	3.004	4.899	5.76	5.3335	4.546	4.875	4.8580000000000005
Skp2	1.8235	1.715	1.831	2.057	2.0935	2.2230000000000003	2.7710000000000004	2.866	2.5	3.239
Gm12338	7.33	7.35	5.0775	2.894	7.277500000000002	6.376	6.4545	7.933	10.3515	3.068
Tamm41	3.4850000000000003	2.264	6.3755	1.69	7.596	3.653	7.449	7.176	11.3095	5.4110000000000005
Ankrd28	13.9535	17.343	13.854000000000001	18.752	13.305	10.91	14.0765	13.992	12.9945	13.235
Tsg101	7.5145	6.71	12.9305	5.904	15.5905	12.528	15.2125	14.374	16.890500000000007	14.424
Snord35a	11.711	1.416	7.4155	7.4	4.496	4.798	8.323	7.91	11.172	9.322
Gm13032	1.5935	0.343	0.491	0.0	0.2725	0.07	0.3035	0.116	0.2445	0.051
Fam78a	51.7865	37.43	26.9855	28.637	12.507	13.857	12.079	11.842	10.4145	9.443
Hcrtr1	0.092	0.0	0.0115	0.0	0.0	0.0	0.0095	0.0	0.0	0.0
Mir128-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ufsp1	1.2365	1.13	1.0910000000000002	0.459	1.9105	1.276	2.7805	1.577	2.6885	1.601
Olfr1057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cstf2t	16.224	15.308	19.496	17.145	22.363000000000003	21.456	22.987	23.101	22.793000000000003	21.54
Pkhd1	0.0	0.0	0.0015	0.0	0.002	0.0	0.0	0.0	0.0	0.0
Cck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Usp43	0.0225	0.0	0.0	0.0	0.0235	0.095	0.0055000000000000005	0.026	0.006500000000000001	0.035
Zfp612	0.0315	0.025	0.071	0.0	0.07450000000000001	0.158	0.0395	0.047	0.0505	0.147
Khdc1b	0.13849999999999998	0.139	0.0	0.0	0.0	0.0	0.0105	0.0	0.0	0.0
1700019L03Rik	0.1045	0.0	0.5985	0.0	0.6785	0.804	1.261	1.569	1.5625	1.078
Actl9	0.018000000000000002	0.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0265	0.0
Pmel	13.810000000000002	16.836	9.9955	11.167	5.138	6.914	5.227	6.193	3.6785	5.3039999999999985
Sdf2l1	22.579	10.169	19.613	8.561	27.4555	17.227	29.9725	20.458	33.019	23.521
Ankrd39	8.339500000000001	6.231	10.475	8.854	12.222999999999999	10.951	9.158	7.202000000000001	9.129	6.9129999999999985
Ccdc22	13.75	8.914	15.6035	11.15	16.058	16.988	14.8735	14.91	15.352	14.784
Rcsd1	124.347	118.956	83.678	101.27	48.34050000000001	68.523	33.969	30.366	24.5305	29.172
Zfp618	0.052000000000000005	0.066	0.0575	0.0	0.0	0.0	0.008	0.0	0.0	0.0
Micall1	17.5075	18.285	16.8765	17.686	13.4105	15.759	13.3285	13.511	14.1325	15.261
3930402G23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rims2	0.0	0.0	0.0	0.0	0.0055000000000000005	0.0	0.028	0.0	0.0	0.014
Ccdc68	0.0	0.0	0.0	0.0	0.013	0.0	0.0275	0.0	0.036000000000000004	0.17
Camk2n1	2.919	3.091	2.2315	3.248	1.3864999999999998	1.579	1.0985	0.482	1.0285	1.037
Chst4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cd2	102.0105	58.749	94.0835	43.988	143.5775	100.022	124.7955	128.464	182.7865	162.026
Cry1	19.69	16.964000000000002	24.05	18.445	26.2255	21.199	23.5835	20.393	23.9175	19.221
Ppm1m	39.369	41.773	23.6015	29.396	10.8725	16.355	8.957	9.203	7.51	9.252
Pebp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
Vmn1r118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sdhaf1	26.8655	18.099	55.517	29.995	60.678000000000004	44.458	59.8615	36.887	54.2535	39.997
Gm21693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lrrc36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099
Wt1	0.0	0.0	0.0	0.233	0.0	0.0	0.0	0.0	0.006	0.0
Car14	1.8095	1.198	1.0775	0.727	0.879	1.266	0.6785000000000001	0.54	0.4335	0.382
Pkhd1l1	0.006	0.0	0.006	0.036000000000000004	0.006500000000000001	0.05	0.025	0.023	0.003	0.02
Mgat1	28.8105	25.571	23.212000000000003	20.512	22.8375	21.744	21.908500000000004	23.064	24.408	25.258000000000006
Spsb3	19.4085	16.913	22.7705	11.811	22.39	17.296	23.5415	19.735	25.7695	20.843000000000004
Topaz1	0.0575	0.0	0.0085	0.0	0.0	0.0	0.0	0.0	0.011	0.0
Tdrd6	0.006999999999999999	0.0	0.028999999999999998	0.0	0.011	0.0	0.0	0.0	0.005	0.0
Tmem132c	0.0	0.0	0.039	0.0	0.0	0.0	0.0275	0.0	0.0	0.0
Adal	4.327	6.5779999999999985	5.4545	2.9610000000000003	5.9350000000000005	4.743	5.8625	6.4529999999999985	5.347	5.537000000000001
Ccdc91	4.1419999999999995	2.55	3.88	1.785	4.479	3.657	3.5825	4.794	4.5715	3.881
Plin2	92.0805	97.002	44.23	69.738	25.588500000000003	46.941	20.994	21.324	14.945	20.105
Gm9112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trim9	0.121	0.252	0.13749999999999998	0.249	0.0335	0.374	0.015	0.111	0.0395	0.0
Slc45a3	0.6439999999999999	0.115	0.34299999999999997	0.22	0.33299999999999996	0.3670000000000001	0.5	0.35600000000000004	0.6765	0.6609999999999999
Ino80e	29.6225	20.004	41.733999999999995	23.61	57.573	44.081	61.4815	47.894	67.5705	54.205
Wfikkn1	0.3815	0.295	0.6185	0.463	0.6465	0.611	0.4525	0.435	0.5525	0.526
Rpl30	139.339	52.332	224.243	72.119	286.886	144.734	279.9645	161.221	315.2465	149.91299999999995
Capn7	17.860500000000005	17.225	22.5045	16.64	18.8605	18.817	18.368	17.527	16.0805	18.782
Gpx7	0.2995	0.0	0.1015	0.539	0.098	0.058	0.1235	0.048	0.222	0.0
U2surp	12.1765	11.118	19.1245	14.992	24.94	19.936	25.7305	26.241	24.4565	27.187
Igdcc3	0.0	0.0	0.0	0.0	0.0	0.0	0.006500000000000001	0.0	0.0175	0.0
Snx31	0.0385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm13011	0.0	0.0	0.0215	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fut4	7.048499999999999	4.851	2.687	4.287	1.9695	3.364	1.483	1.584	0.948	0.7559999999999999
Cxcl16	33.1235	27.212	8.626999999999999	18.915	9.932	15.626	7.8435000000000015	7.01	7.995000000000001	7.961
Dcun1d1	2.7105	1.873	3.878	3.4730000000000003	5.523	4.692	5.4005	5.729	5.699999999999998	6.199
Olfr773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Evc	0.0345	0.0	0.0175	0.0	0.024	0.016	0.0	0.0	0.0195	0.0
1700111N16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Evl	66.91499999999999	44.003	33.0785	34.979	19.003500000000006	22.926	22.569000000000003	25.775	23.785999999999998	24.289
Ifi27	32.989999999999995	23.144	25.308000000000003	21.622	19.22	24.128	15.934	14.745	14.749	12.427
Olfr18	0.0	0.0	0.0355	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930554C24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
