Gene symbol	CD4TCell-iTreg reads FPKM	CD4TCell-Naive reads FPKM	CD4TCell-Th17 reads FPKM	CD4TCell-Th2 reads FPKM	CD4TCell-Th1 reads FPKM
Dhx29	5.987	6.767	8.515	6.068	5.882999999999999
Olfr447	0.0	0.0	0.0	0.0	0.0
Krt77	0.0	0.036000000000000004	0.0	0.0	0.0
Plekhj1	30.353	20.5	26.355999999999998	23.945	26.38
Kcnd2	0.0	0.0	0.0	0.0	0.0
A730017L22Rik	3.662	3.097	1.973	0.58	0.898
Car4	0.0	0.0	0.092	0.128	0.043
Atp2b3	0.005	0.0	0.009000000000000001	0.008	0.0
Tmem215	0.0	0.0	0.0	0.0	0.0
2310061J03Rik	10.981	7.815	8.476	4.526	5.695
Atp13a2	15.13	9.459	12.120999999999999	8.63	12.727
Gm13139	0.8190000000000001	1.455	0.669	0.581	0.47
5830428M24Rik	20.105	9.287	9.988999999999999	8.953	13.609000000000002
Gal3st4	0.504	0.662	0.375	0.209	0.142
Mpc1	2.42	1.808	3.2880000000000003	2.8080000000000003	2.925
Rufy1	8.492	6.982	13.636	3.6710000000000003	3.8280000000000003
Hoxa9	0.0	0.0	0.019	0.036000000000000004	0.037000000000000005
Esp34	0.0	0.0	0.0	0.0	0.0
Ddx28	7.893	2.83	34.473	7.097	9.876
Hadh	21.976999999999997	14.815	24.823	52.532	50.146
Ugt1a1	0.032	0.028999999999999998	0.938	0.085	0.139
Gpr20	0.0	0.0	0.027999999999999997	0.026000000000000002	0.0
Ppm1g	57.052	54.008	54.86600000000001	53.498999999999995	48.36600000000001
Paics	34.946999999999996	26.465	65.273	94.04799999999999	85.90100000000001
Hnrnpul2	55.831	48.857	62.073	66.788	61.034
Hmmr	2.151	0.024	20.477	48.339	39.126
Nploc4	16.734	13.788	22.434	17.317999999999998	18.7
Pax3	0.031	0.0	0.018000000000000002	0.0	0.0
Prdm1	0.344	0.9159999999999999	0.10400000000000001	0.171	2.01
9930111J21Rik1	15.587	15.787	4.562	0.613	2.326
Cxcl15	0.0	0.0	0.0	0.0	0.0
Mir547	0.0	0.0	0.0	0.0	0.0
D3Ertd751e	4.051	1.79	1.215	2.705	1.725
Klri1	0.0	0.037000000000000005	0.071	0.0	0.0
Tsga13	0.0	0.027000000000000003	0.0	0.049	0.0
Tbc1d4	19.877	4.29	37.818000000000005	10.129	6.175
Rqcd1	15.179	10.243	23.471	37.133	32.653
Vmn2r39	0.0	0.0	0.0	0.0	0.0
Ranbp2	23.06	30.165	50.24	48.496	51.254
Cldn14	0.0	0.0	0.040999999999999995	0.0	0.0
Serhl	21.026999999999997	13.107999999999999	22.374000000000002	24.353	26.608
Ankrd66	0.0	0.0	0.0	0.0	0.0
Ogdh	23.482	28.471	29.324	24.357	26.829
Chrm4	0.513	0.3	0.536	2.09	5.275
Jakmip1	37.184	41.269	23.151	11.341	18.929000000000002
4930567H12Rik	0.0	0.0	0.0	0.057999999999999996	0.0
Cct6b	0.466	0.348	0.35100000000000003	0.948	0.725
Olfr329-ps	0.0	0.0	0.0	0.0	0.0
Abcb1b	1.9169999999999998	2.9139999999999997	1.895	1.709	4.393
Chsy1	4.647	0.914	16.730999999999998	15.957	17.531
Mmgt2	18.77	6.102	17.309	14.257	13.519
Cyp2j5	0.0	0.0	0.0	0.0	0.0
Tmem110	5.524	4.213	4.354	5.327000000000001	5.4
Amhr2	0.125	0.318	0.061	0.142	0.087
Bpifa2	0.0	0.0	0.0	0.0	0.0
Fam102a	80.895	113.47399999999999	90.214	143.483	121.56700000000001
Cdh20	0.0	0.0	0.0	0.015	0.0
Fbxl14	22.805	21.595	20.628	21.215	19.405
Tmem131	39.74	21.641	79.513	25.994	39.86
Samd12	0.0	0.0	0.0	0.0	0.0
4933436I01Rik	0.0	0.0	0.0	0.0	0.0
Ifna1	0.0	0.0	0.0	0.0	0.0
Slc25a15	3.154	2.622	7.409	4.102	5.0280000000000005
Brip1	0.501	0.298	3.48	7.242999999999999	4.552
Olfr1162	0.0	0.0	0.0	0.0	0.0
Skor1	0.039	0.017	0.033	0.015	0.0
Pofut1	14.942	8.407	10.790999999999999	22.41	17.472
Rab4a	8.542	1.272	4.817	2.825	2.92
Leap2	0.281	0.125	0.24100000000000002	0.0	0.0
Phxr4	0.025	0.08900000000000001	0.043	0.0	0.0
Tmem231	0.589	0.11699999999999999	0.9059999999999999	0.612	1.422
Slfn1	187.50900000000001	91.25	67.458	31.288	31.866
Cyp2d26	0.106	0.094	0.036000000000000004	0.034	0.0
Glb1l	8.874	4.039	6.593999999999999	8.847000000000001	7.369
Atp5j	82.678	47.681999999999995	77.62100000000001	93.314	95.275
Zeb2os	0.0	0.024	0.0	0.085	0.302
Bst2	8.299	31.021	17.796	16.814	38.418
Gm12504	0.248	0.289	0.345	0.345	0.17600000000000002
Thap2	4.2	3.225	5.919	4.041	5.273
Draxin	0.0	0.0	0.0	0.011000000000000001	0.0
Tmem100	0.0	0.0	0.0	0.0	0.0
Emx2os	0.0	0.006	0.0	0.0	0.0
Egln3	4.72	0.6679999999999999	108.538	280.124	319.53700000000003
Gem	0.508	1.954	19.984	8.752	50.019
Exoc3l	1.7719999999999998	0.632	0.33399999999999996	1.3519999999999999	1.0170000000000001
Mdk	3.47	4.939	1.0659999999999998	1.273	2.8110000000000004
Disp1	5.587000000000001	4.058	13.312000000000001	5.477	6.027
A1cf	0.027000000000000003	0.0	0.016	0.057999999999999996	0.10300000000000001
Aaas	18.171	11.607999999999999	19.769000000000002	32.49	30.531999999999996
Sep15	50.717	50.608000000000004	91.149	61.269	74.443
Zfp773	1.3530000000000002	0.9570000000000001	0.628	0.49200000000000005	0.33399999999999996
Myct1	0.0	0.011000000000000001	0.192	0.0	0.0
Rpn2	36.099000000000004	46.351000000000006	59.637	110.319	103.958
Msx1os	0.0	0.013999999999999999	0.0	0.025	0.0
Gm8234	0.017	0.015	0.03	0.055	0.084
Eif4e	4.519	8.937000000000001	10.974	14.479000000000001	13.96
Gm1943	2.187	1.47	1.337	2.035	1.619
Sox9	0.15	0.015	0.013999999999999999	0.013000000000000001	0.0
Ddx3y	19.241	0.0	0.0	0.0	0.0
Dtx2	9.687999999999999	8.554	8.692	5.746	6.506
Snrnp40	26.046	23.482	35.409	39.37	31.916
Pcdha8	0.013000000000000001	0.0	0.0	0.0	0.0
Gm20759	0.0	0.0	0.0	0.0	0.0
Rbm46os	0.0	0.0	0.0	0.0	0.017
Dopey2	13.322000000000001	14.209000000000001	5.78	6.41	8.014
Agfg1	38.624	40.849000000000004	89.469	78.51100000000001	72.33
Sys1	43.382	21.643	18.785999999999998	20.155	23.732
Chst14	2.591	0.87	4.292	4.434	4.2780000000000005
Kcns2	0.0	0.0	0.011000000000000001	0.0	0.021
Wdr45b	11.962	16.779	10.111	9.6	9.546
Ncl	60.519	51.843999999999994	104.565	125.586	130.876
Arhgef10l	0.016	0.013999999999999999	0.013999999999999999	0.076	1.25
Mir6949	0.0	0.0	0.0	0.0	0.0
Olfr1232	0.0	0.0	0.0	0.0	0.0
Npm1	95.553	189.769	170.954	298.184	374.17800000000005
Abhd16b	0.039	0.017	0.067	0.062	0.127
Tars	20.899	19.148	26.891	30.69	32.165
Mical1	55.227	22.421	87.104	31.324	43.049
Clcn1	0.049	0.017	0.084	0.297	0.064
Acp6	20.56	14.681	14.300999999999998	33.591	30.996
Cbfa2t2	5.532	4.492	5.53	6.405	5.808
Gm6927	0.0	0.0	0.0	0.0	0.0
Gpx7	0.37200000000000005	0.102	0.98	0.546	1.67
2610016A17Rik	0.0	0.0	0.0	0.0	0.0
Lrp6	10.078	12.494000000000002	10.039	8.55	12.42
Fbxw9	3.707	1.4780000000000002	4.467	4.148	6.68
Galr3	0.0	0.05	0.43	1.5959999999999999	1.084
Lss	3.958	5.542000000000001	11.413	61.905	47.111999999999995
D6Ertd474e	0.038	0.067	0.021	0.04	0.0
Onecut3	0.0	0.052000000000000005	0.139	0.07	0.10800000000000001
Gm2516	0.0	0.0	0.0	0.0	0.0
Mycbp2	29.206	50.015	15.418	12.435	16.209
Bbx	5.983	7.051	7.858	11.085999999999999	12.921
Mrps14	8.895	7.446000000000001	11.064	11.001	11.415
C430002E04Rik	0.0	0.0	0.0	0.0	0.0
Fam198a	0.01	0.017	0.0	23.174	0.248
Npas4	1.7590000000000001	0.085	5.095	3.384	7.757999999999999
Evl	274.743	166.21900000000002	132.957	78.90899999999999	108.363
Tmprss9	0.05	0.063	0.017	0.032	0.0
Hoxa10	0.0	0.0	0.0	0.0	0.026000000000000002
Lgmn	13.151	6.336	23.785999999999998	0.977	2.505
Vmn2r98	0.0	0.0	0.0	0.0	0.0
Fam20a	6.394	0.0	20.177	0.305	2.64
Tmc7	0.0	0.0	0.013000000000000001	0.012	0.025
Yipf3	36.662	22.947	37.67	29.949	32.775
Usp30	11.874	7.222	9.649	9.138	11.296
Fus	56.376999999999995	94.853	95.428	54.766000000000005	53.711999999999996
Shc3	0.0	0.0	0.039	0.18100000000000002	0.037000000000000005
Vmn2r108	0.0	0.012	0.0	0.0	0.0
Gm10416	0.54	0.6709999999999999	0.37	0.601	0.9620000000000001
2610002M06Rik	4.748	4.101	3.505	5.745	5.337000000000001
Olfr1410	0.0	0.0	0.0	0.0	0.0
Ankrd36	0.0	0.006999999999999999	0.0	0.025	0.0
Mfsd10	17.324	10.314	27.986	28.05	31.813000000000002
Aspm	1.598	0.059000000000000004	13.255999999999998	23.449	18.169
Gm8677	0.0	0.0	0.0	0.0	0.0
Ep300	27.594	32.878	27.52	31.176	28.771
Mill2	0.0	0.0	0.055	0.0	0.0
Zcchc13	0.0	0.0	0.11	0.153	0.052000000000000005
Col16a1	0.0	0.0	0.012	0.043	0.033
Zbtb22	14.693	10.887	13.495999999999999	12.362	12.215
Aatk	0.006999999999999999	0.0	0.011000000000000001	0.021	0.0
Gm10825	0.0	0.006999999999999999	0.0	0.0	0.0
Med29	2.408	3.4789999999999996	2.61	1.429	1.43
Tdrd12	0.0	0.019	0.037000000000000005	0.0	0.0
Gm14151	0.0	0.0	0.0	0.0	0.021
Snrpb2	24.888	22.808000000000003	30.809	32.527	35.271
Tmbim4	25.644000000000002	12.003	32.400999999999996	37.314	49.688
Fam107a	0.0	0.01	0.0	0.018000000000000002	0.0
Gm1553	0.0	0.0	0.0	0.0	0.0
Rd3l	0.0	0.040999999999999995	0.0	0.0	0.0
1600014K23Rik	0.0	0.0	0.0	0.0	0.0
2210013O21Rik	8.551	5.4239999999999995	4.321000000000001	1.4880000000000002	3.892
Tcirg1	31.638	19.195999999999998	20.132	16.712	16.048
Olfr1495	0.0	0.0	0.0	0.0	0.0
Olfr917	0.0	0.0	0.0	0.0	0.0
Edar	0.0	0.0	0.016	0.0	0.0
Cd160	0.773	0.675	0.591	0.7020000000000001	1.365
Mir124a-1	0.0	0.0	0.0	0.0	0.0
Slc30a1	5.138999999999999	7.111000000000001	2.086	1.274	1.4269999999999998
Rnaset2a	7.606	7.822	6.479	5.09	5.425
Mir299a	0.0	0.0	0.0	0.0	0.0
Rac1	86.365	82.56	99.958	101.255	100.146
Ift81	0.532	0.693	2.245	2.31	3.389
Pla1a	0.0	0.0	0.272	0.0	0.114
Pcdhga2	1.4509999999999998	0.624	12.852	2.44	2.525
Hexdc	3.0869999999999997	2.7260000000000004	3.219	6.062	4.426
Pde4c	1.439	0.41600000000000004	0.821	0.52	0.777
Cyp7a1	0.0	0.0	0.0	0.0	0.0
Vmn1r15	0.0	0.0	0.0	0.0	0.0
4930509J09Rik	0.0	0.0	0.0	0.0	0.0
Agpat2	3.315	3.6310000000000002	5.257999999999999	5.162999999999999	4.655
Gnb4	3.8789999999999996	2.963	5.386	3.8760000000000003	7.002000000000001
Sipa1l1	22.986	23.735	12.654000000000002	20.332	23.881
2210408F21Rik	0.161	0.095	1.196	0.42700000000000005	0.522
S100g	0.0	0.0	0.125	0.0	0.0
Mir665	0.0	0.0	0.0	0.0	0.0
Tssk5	0.0	0.061	0.0	0.11	0.0
Rab3gap1	19.988	19.374000000000002	19.42	16.496	18.86
Rps25	7.311	301.88	7.7	7.556	7.62
Ocrl	3.6719999999999997	3.738	7.847	4.459	4.851
Snx3	51.095	43.427	56.692	108.89	89.205
Srp9	19.62	20.38	16.534000000000002	21.16	17.029
Opn1sw	0.057999999999999996	0.026000000000000002	0.049	0.023	0.047
5031410I06Rik	0.0	0.0	0.0	0.0	0.0
Serpina10	0.0	0.0	0.0	0.0	0.0
Srpk2	14.898	18.244	14.702	13.137	16.956
Mir192	0.0	0.0	0.0	0.0	0.0
Kdm3a	34.567	29.046999999999997	34.834	47.398999999999994	42.573
Olfr857	0.0	0.0	0.0	0.0	0.0
Mir465b-1	0.0	0.0	0.0	0.0	0.0
Flcn	27.365	18.835	15.036	10.537	11.543
Mir19b-2	0.0	0.0	0.0	0.0	0.0
C130036L24Rik	2.738	1.775	1.359	0.9570000000000001	0.976
Sh3bp5	30.998	23.621	22.209	34.318000000000005	22.548000000000002
Mlxip	16.115	28.324	15.027999999999999	14.067	15.649000000000001
Prss36	1.035	0.252	0.506	0.542	0.7
Chil3	0.0	0.0	0.0	0.0	0.037000000000000005
Olfr339	0.0	0.0	0.064	0.0	0.0
Dbx1	0.0	0.015	0.172	0.106	0.10800000000000001
5530400C23Rik	0.0	0.0	0.092	0.0	0.0
Lmx1b	0.0	0.025	0.0	0.0	0.0
BC029722	19.425	15.036	22.365	13.197000000000001	12.847000000000001
Gm18853	0.008	0.055999999999999994	0.013999999999999999	0.0	0.013000000000000001
Plscr1	5.638	0.07200000000000001	10.013	14.177999999999999	18.428
Ugt2b36	0.0	0.0	0.0	0.0	0.03
Mir7663	1.1540000000000001	1.537	0.0	0.0	1.869
Telo2	5.558	6.931	5.805	4.328	4.133
Smek2	29.252	28.526999999999997	35.766	30.162	31.166
Bub1b	3.78	0.498	34.14	65.99600000000001	48.489
Vmn1r203	0.0	0.0	0.0	0.0	0.0
Cacnb3	3.66	1.686	10.79	2.6069999999999998	11.334000000000001
Rp1l1	0.031	0.0	0.0	0.0	0.0
Timmdc1	7.314	5.603	7.6770000000000005	7.182	7.836
Atp9a	1.615	1.712	3.68	8.517999999999999	5.037
Lrrc34	0.057	0.0	0.032	0.0	0.061
Tsix	0.024	15.712	33.16	58.075	52.412
Tex35	0.0	0.0	0.0	0.0	0.0
Rce1	14.981	15.870999999999999	13.481	14.431	13.345999999999998
Tas2r135	0.0	0.064	0.061	0.057	0.057999999999999996
7630403G23Rik	0.0	0.0	0.0	0.0	0.0
Yif1a	8.612	7.087999999999999	8.948	11.943	12.251
Rab26os	3.78	1.6780000000000002	8.492	12.390999999999998	11.292
Actbl2	0.0	0.0	0.0	0.02	0.369
Cenph	2.114	0.15	8.877	18.993	14.567
Lig1	8.127	3.6239999999999997	37.785	95.66	51.643
Gm14625	0.0	0.0	0.0	0.0	0.0
4932441J04Rik	0.048	0.0	0.08199999999999999	0.0	0.0
Trim55	0.0	0.0	0.0	0.031	0.0
Rec8	2.843	0.7709999999999999	2.827	1.272	1.6
Cops4	28.173000000000002	18.615	31.355	40.103	49.508
Prtg	0.027999999999999997	0.011000000000000001	0.006999999999999999	0.006	0.141
Mir6960	0.0	0.0	0.987	4.584	2.804
4930519F09Rik	1.7480000000000002	0.08	1.535	1.639	2.0340000000000003
Sema3b	0.0	0.053	0.034	0.142	6.54
Chil6	0.105	0.07400000000000001	0.107	0.19899999999999998	0.136
Mndal	93.81	110.93700000000001	1.5	0.667	7.749
Cep290	0.5660000000000001	0.537	3.0180000000000002	0.9129999999999999	1.3119999999999998
Olfr1462	0.0	0.0	0.0	0.0	0.0
Kcnk13	0.023	0.0	0.0	0.036000000000000004	0.0
Pitx1	0.013999999999999999	0.0	0.073	0.113	0.023
Cd38	2.574	0.062	10.003	0.7	2.536
Nphp4	0.29100000000000004	0.154	1.067	1.618	0.898
Ephb2	0.057	0.038	0.172	0.42100000000000004	0.94
BC029214	27.516	21.573	12.327	16.684	14.106
Zar1l	0.0	0.035	0.136	0.063	0.0
Syt17	0.0	0.0	0.037000000000000005	0.068	0.14
Trp53	48.049	58.906000000000006	60.723	43.873999999999995	40.931999999999995
Ltbp3	0.315	0.16699999999999998	0.505	7.3020000000000005	3.597
Osr2	0.0	0.018000000000000002	0.0	0.0	0.0
Fbxo46	9.63	6.359	7.9910000000000005	8.424	7.336
Oog4	0.0	0.016	0.0	0.0	0.0
Sass6	2.227	1.446	5.045	7.3229999999999995	5.025
Uhrf2	26.99	18.172	32.852	24.175	27.590999999999998
Hist1h2bj	0.0	0.07200000000000001	1.53	1.033	0.263
Ctf2	0.0	0.0	0.0	0.0	0.063
Tmem213	0.0	0.059000000000000004	0.0	0.0	0.0
Gm11517	0.6609999999999999	0.135	0.522	0.6459999999999999	0.9059999999999999
Tnfrsf9	9.148	1.6680000000000001	35.009	526.849	364.064
Dapk3	20.379	18.17	20.46	15.442	19.726
Olfr554	0.0	0.0	0.0	0.057999999999999996	0.0
Hspb3	0.0	0.0	0.0	0.071	0.0
Adra1b	0.043	0.0	0.019	0.0	0.0
6820408C15Rik	0.0	0.019	0.0	0.034	0.0
Dnal1	0.40299999999999997	0.059000000000000004	0.732	1.349	1.19
Ovol3	0.258	0.321	0.5589999999999999	0.41	0.39
Fkbp1a	75.321	54.288999999999994	213.03599999999997	222.78799999999998	214.485
Mir669h	0.0	0.0	0.0	0.0	0.0
Mtss1l	0.10300000000000001	0.249	0.10099999999999999	0.047	0.084
Scfd2	2.766	3.3480000000000003	3.2430000000000003	1.4	2.44
Mir221	0.0	0.0	0.0	0.0	0.0
Tmem184b	24.656	12.308	33.952	22.294	27.393
Ppap2c	0.8240000000000001	0.544	4.5569999999999995	17.462	18.007
Wnk1	38.389	48.608999999999995	41.299	61.765	63.251000000000005
Wnt3	0.145	0.04	0.019	0.018000000000000002	0.07200000000000001
2410088K16Rik	0.0	0.0	0.0	0.0	0.0
Top1mt	2.56	3.926	2.617	2.635	3.82
Pde2a	44.733000000000004	16.45	23.101	1.327	3.64
Olfr201	0.0	0.0	0.0	0.0	0.0
Sat2	0.04	0.035	0.203	0.126	0.192
Ttc23l	0.0	0.0	0.0	0.028999999999999998	0.0
2610206C17Rik	0.768	0.718	0.727	0.546	0.7859999999999999
Pyroxd2	41.754	2.2	0.344	0.231	0.19899999999999998
Adam23	0.026000000000000002	0.0	0.018000000000000002	0.017	0.0
Cenpm	1.7069999999999999	0.18	6.984	19.133	14.581
Mir6360	0.0	0.0	0.0	0.0	0.0
Lurap1	0.8759999999999999	0.065	0.45799999999999996	2.0869999999999997	0.512
Nop2	16.183	17.711	28.791	13.261	15.154000000000002
Utp14b	1.482	3.199	5.9079999999999995	6.35	7.142
Ipcef1	84.99799999999999	43.458999999999996	31.659000000000002	21.269000000000002	19.965
Hspe1	19.713	50.14	31.72	47.066	64.979
Ptpmt1	7.291	3.997	14.867	10.667	12.366
Apol7c	0.0	0.0	0.0	0.0	0.0
Mir6419	0.0	0.0	0.0	0.0	0.0
Gm14092	0.0	0.0	0.0	0.0	0.0
Hjurp	27.136999999999997	28.163	48.896	109.955	74.709
Olfr622	0.0	0.0	0.0	0.0	0.0
4930533P14Rik	0.0	0.0	0.0	0.0	0.0
Olfr730	0.0	0.0	0.062	0.0	0.0
Slc12a4	8.794	4.103	22.678	13.99	18.122
Mtap	11.395999999999999	15.875	8.765	8.677999999999999	11.245999999999999
Tcerg1	16.383	21.508000000000003	30.805999999999997	35.296	29.403000000000002
Ndufaf5	2.202	2.657	2.07	2.61	3.403
Npas1	0.917	0.385	0.314	0.185	0.297
Cd177	0.026000000000000002	0.41100000000000003	0.022000000000000002	0.0	0.021
Caskin2	1.2590000000000001	0.392	3.668	1.4980000000000002	1.4080000000000001
Dcp1a	11.401	13.487	13.288	13.762	14.939
Abca1	6.242000000000001	3.3480000000000003	5.1770000000000005	0.938	2.126
Eif4ebp2	94.98899999999999	67.998	90.209	72.828	74.683
Zbtb17	14.539000000000001	11.229000000000001	13.079	12.76	12.843
Mical2	1.324	0.07400000000000001	0.275	0.0	0.017
4921517D22Rik	0.066	0.02	0.057	0.018000000000000002	0.018000000000000002
Smdt1	57.167	40.647	66.595	78.906	80.439
Als2cl	128.412	206.40599999999998	31.476999999999997	33.455999999999996	24.818
Edem3	7.178	9.854	15.859000000000002	6.527	13.58
Rspo3	0.0	0.0	0.0	0.0	0.0
Pck1	0.013000000000000001	0.0	0.0	0.0	0.0
Cass4	0.524	0.133	0.032	0.58	0.546
Tctex1d4	1.17	0.976	1.153	0.282	0.517
Trim7	1.148	1.699	2.401	3.2430000000000003	4.422
Alox12	0.128	0.021	0.08	0.14800000000000002	0.113
Kmt2a	39.257	43.316	18.363	16.413	18.414
Cldn2	0.045	0.0	0.019	0.0	0.0
4930413G21Rik	11.389000000000001	10.882	15.940999999999999	7.931	9.046
Hcar1	0.0	0.019	0.018000000000000002	0.017	0.068
Actr3	88.764	160.14700000000002	96.26700000000001	113.33200000000001	111.619
Pphln1	12.192	9.818	14.857000000000001	9.283	9.567
Actl10	0.0	0.021	0.04	0.441	0.225
A830080D01Rik	6.619	7.015	5.479	5.973	6.006
Rph3al	4.457	4.364	2.627	2.569	1.402
Zbtb44	10.252	9.237	8.811	9.169	9.271
Cryab	0.0	0.027999999999999997	0.053	0.05	0.051
5530601H04Rik	1.755	1.2209999999999999	2.575	1.889	2.2569999999999997
Mir328	1.442	1.601	1.851	0.0	0.0
AI464131	0.0	0.006999999999999999	0.013999999999999999	0.198	0.242
4931408C20Rik	0.0	0.0	0.0	0.0	0.0
Ffar4	0.424	0.0	0.64	0.0	0.6459999999999999
Sbspon	0.08800000000000001	0.314	0.10800000000000001	0.1	0.12300000000000001
C4b	0.0	0.0	0.011000000000000001	0.0	0.0
Rtn1	0.09699999999999999	0.0	0.0	0.0	0.0
Cd300lg	0.0	0.039	0.025	0.024	0.048
Mllt6	72.043	78.758	44.016000000000005	56.411	42.035
Rsbn1l	17.349	22.105	15.259	15.329	16.910999999999998
4930515L19Rik	0.0	0.04	0.0	0.0	0.0
Ogg1	6.25	3.767	5.329	6.275	6.178
Alb	0.0	0.0	0.0	0.027000000000000003	0.027999999999999997
Klk1b4	0.0	0.0	0.0	0.0	0.0
Glipr1l2	0.0	0.0	0.0	0.0	0.0
H2-DMb2	5.242999999999999	0.0	0.38	12.075	0.36
Spt1	0.0	0.0	0.0	0.0	0.0
5830417I10Rik	2.842	4.165	2.227	2.421	2.428
Sap30bp	17.547	12.173	16.317999999999998	11.860999999999999	13.525
1810008I18Rik	0.0	0.0	0.0	0.08	0.0
Gm10677	0.0	0.0	0.0	0.0	0.0
Gpr153	0.579	0.033	0.016	0.015	0.015
Eif3h	206.356	136.981	166.828	231.00099999999998	222.32
Yipf4	15.001	13.929	19.264	25.963	23.908
6030443J06Rik	0.5529999999999999	0.491	0.32899999999999996	0.369	0.48
Mir1892	37.677	34.239000000000004	44.993	30.636999999999997	39.04
Olfr658	0.0	0.021	0.0	0.019	0.0
Grhl2	0.013999999999999999	0.0	0.06	0.11199999999999999	0.21600000000000003
Usp17lb	0.0	0.0	0.0	0.0	0.0
Cyp3a59	0.0	0.0	0.0	0.0	0.0
Slamf9	0.182	0.0	0.052000000000000005	0.145	1.329
Add3	98.431	89.749	51.841	20.613000000000003	25.89
Ggt7	1.868	1.837	9.318	19.254	12.841
Parp3	26.896	24.473000000000003	21.480999999999998	13.752	16.887
Gm5868	0.0	0.0	0.0	0.16	0.0
Gm11562	0.0	0.0	0.0	0.0	0.0
Ccdc57	0.21600000000000003	0.027000000000000003	0.809	1.29	1.015
Dpysl3	0.006	0.0	0.0	0.10099999999999999	0.0
Olfr804	0.0	0.0	0.0	0.0	0.0
Brwd3	3.596	5.151	5.83	4.656000000000001	5.572
4930448C13Rik	0.0	0.0	0.0	0.0	0.0
Glt8d2	0.841	0.904	0.166	0.051	0.419
Kansl2	3.386	4.856	3.222	2.6430000000000002	1.985
Scai	12.203	6.194	6.454	6.307	6.256
Gm4566	0.065	0.0	0.22399999999999998	0.10400000000000001	0.0
Kap	0.0	0.0	0.0	0.0	0.0
4930473O22Rik	0.0	0.0	0.0	0.0	0.0
Spn-ps	0.0	0.0	0.0	0.0	0.0
Slc6a4	0.0	0.0	0.0	0.0	0.021
Mir29a	0.0	0.0	0.0	0.0	0.0
Mir744	0.0	0.31	0.0	0.0	0.0
Mir1955	0.0	0.0	0.0	0.0	0.0
C77080	0.23199999999999998	0.486	0.28800000000000003	0.804	0.6940000000000001
1810043H04Rik	14.863	8.863	12.235999999999999	11.474	11.123
Mir6375	0.0	0.327	0.0	0.0	0.0
Arhgap20	0.245	0.242	0.037000000000000005	0.043	0.115
Taf1d	20.116	44.797	22.156999999999996	39.794000000000004	46.622
Rer1	44.565	35.87	81.697	66.817	65.142
Nmur2	0.0	0.0	0.018000000000000002	0.017	0.0
Purg	1.544	0.669	2.544	1.196	1.845
Mir6366	0.0	0.0	0.0	0.0	0.0
Gm13304	0.0	0.0	0.0	0.0	0.0
Il1r1	0.059000000000000004	0.013000000000000001	42.782	0.023	0.0
Actr8	19.869	14.128	13.615	17.448	16.482
Olfr378	0.0	0.0	0.0	0.0	0.0
Stk3	1.6840000000000002	1.315	3.7	2.6189999999999998	3.425
Zfp934	0.264	0.359	0.39899999999999997	0.6659999999999999	0.5529999999999999
A530006G24Rik	0.0	0.0	0.0	0.0	0.0
4930597G03Rik	0.0	0.0	0.0	0.0	0.0
Prrg4	5.5120000000000005	0.6609999999999999	8.6	12.947000000000001	11.895
Aox3	0.0	0.0	0.027000000000000003	0.0	0.0
Setd2	25.346	29.748	26.074	20.551	19.886
Tnfrsf1b	51.714	8.21	34.159	19.159000000000002	25.915
Ear3	0.0	0.0	0.0	0.0	0.0
Rpl17	4.97	18.298	4.718	7.252999999999999	6.442
Gm17769	0.0	0.0	0.069	0.0	0.022000000000000002
Ascc3	5.96	11.165	9.492	9.902000000000001	11.392000000000001
Eif4a2	108.054	208.989	74.518	90.574	86.959
Slc44a4	0.045	0.04	0.026000000000000002	0.024	0.024
Pgm2	10.870999999999999	10.277000000000001	43.62	124.376	118.625
Trap1a	0.0	0.0	0.0	0.047	0.048
Mkrn3	0.0	0.0	0.023	0.0	0.0
Wscd1	0.076	0.034	0.022000000000000002	0.04	0.0
Heatr5a	3.177	3.865	4.641	5.6339999999999995	6.84
Scara3	0.0	0.0	0.0	0.0	0.05
Grxcr2	0.0	0.0	0.0	0.0	0.0
Ezh1	33.109	19.219	23.605999999999998	17.355	21.779
Polb	15.175999999999998	11.498	12.767999999999999	9.039	10.743
Gkn1	0.0	0.0	0.0	0.0	0.046
Anpep	0.01	0.018000000000000002	0.017	0.0	0.016
AU022793	0.0	0.0	0.0	0.0	0.0
BC004004	13.434000000000001	6.273	9.951	12.012	14.77
Inppl1	1.435	0.5920000000000001	5.013	9.891	13.025
Ugt2b38	0.0	0.0	0.0	0.0	0.0
Zdhhc11	0.0	0.0	0.0	0.0	0.0
AI606473	0.016	0.0	0.0	0.0	0.0
Nrp1	18.616	0.43799999999999994	7.891	19.081	4.191
Atp7b	0.015	0.046	0.872	2.793	1.974
Selp	0.04	0.153	13.698	1.415	4.114
2700081O15Rik	0.722	0.185	1.486	2.374	1.486
Asb10	0.015	0.0	0.026000000000000002	0.0	0.0
Nexn	0.163	0.084	0.11599999999999999	0.022000000000000002	0.08800000000000001
4930455B14Rik	0.032	0.0	0.0	0.0	0.0
4933407G14Rik	0.0	0.0	0.047	0.0	0.0
Arhgap27os3	65.109	10.99	29.24	3.9330000000000003	4.215
Tmem72	0.0	0.0	0.0	0.0	0.0
Zfand5	4.288	8.329	6.8260000000000005	5.205	6.659
D5Ertd605e	0.065	0.23199999999999998	0.336	0.156	0.159
