Gene symbol	mouse_spleen_and_lymph_nodes_Th0_cells	mouse_spleen_and_lymph_nodes_Th17_cells	mouse_spleen_and_lymph_nodes_exFoxp3Th17_cells	mouse_spleen_and_lymph_nodesTreg_cells
Psmd7	359.046	498.16	373.087	609.789
Dnm2	95.7536	53.7207	62.2675	59.8013
Mcts2	13.1743	16.7194	10.9009	16.0903
Zfp474	4.21138	2.3369400000000002	3.3089199999999996	5.56765
Gpr146	6.646439999999999	6.62667	5.6718	15.8181
1700018B24Rik	2.3963900000000002	1.11342	1.60537	8.1358
Pex5l	5.62057	3.54808	6.27634	0.6021310000000001
Stxbp4	15.7438	22.5526	70.5427	17.4472
Psat1	525.5880000000001	769.45	232.668	814.698
Ddx39	1746.51	1684.43	795.467	1968.49
Mboat7	226.357	189.014	192.918	293.313
Sgta	149.562	107.551	134.25	124.684
Rps25	4956.68	4131.57	4865.94	3864.2
Pim3	46.9364	82.5612	42.1625	45.3915
Gdi1	277.492	345.403	471.023	187.74900000000002
Atp1a1	1848.44	1152.1	791.9889999999999	1668.18
Rnf4	125.93799999999999	159.437	110.59200000000001	145.12
Sppl3	157.808	124.727	176.405	87.8475
Rnf13	275.164	472.283	444.019	447.059
Ctdsp2	1276.89	751.4860000000001	1580.97	813.693
Eif3m	1092.38	1122.83	1325.15	1005.59
LOC100503670	306.894	259.052	165.502	339.559
2510039O18Rik	168.62599999999998	134.327	108.95299999999999	171.34900000000002
Adpgk	56.1402	36.9871	15.1893	38.6537
Usp1	2361.45	2171.91	1485.58	2409.45
Tcf25	230.144	278.952	253.688	235.215
Ftsjd2	71.3466	68.1966	44.3259	84.9909
Aars	235.296	371.85900000000004	235.86599999999999	354.121
Etfdh	248.43400000000003	343.967	465.67699999999996	249.41400000000002
C030006K11Rik	5.75312	28.5968	16.5144	10.7771
Rac1	1008.25	888.21	986.5889999999999	1308.14
Wdr36	98.5569	97.927	67.7894	87.7413
Oxa1l	103.133	86.4614	138.138	81.2832
Arcn1	644.757	735.199	526.813	888.153
Eif2s3x	1030.57	1349.81	1763.12	1136.25
Txndc5	218.702	118.60600000000001	93.4815	222.44
Rangap1	236.732	159.599	90.7074	213.488
Polr2e	24.4148	8.07828	16.9764	19.8388
Ggt7	11.2855	28.7573	17.6918	15.1794
Asns	16.0584	288.233	116.465	166.393
Ndufs2	1113.9	990.795	1491.92	978.41
Vasp	1018.42	1254.47	1193.82	1320.11
Chmp1a	288.582	295.802	431.611	244.054
Esyt1	796.805	486.026	431.829	577.034
Cdv3	107.165	106.84100000000001	98.1176	104.536
Rps28	7614.59	6292.53	7359.54	6355.04
Cnot8	314.552	258.758	341.945	228.053
Haus4	727.02	482.42699999999996	337.85900000000004	702.3789999999999
Snrnp70	653.951	536.4730000000001	498.11400000000003	500.235
Vash2	0.9106280000000001	2.29045	5.91078	5.64335
Tut1	32.1165	30.1984	21.447	30.5766
Tbc1d22a	22.1475	9.185089999999999	19.2792	25.9872
Rnf185	41.1004	37.3278	51.7651	36.1562
Nedd4	15.2528	140.218	17.967	67.5462
Egln1	280.53700000000003	529.181	142.112	468.171
Nup133	23.5806	24.4426	14.8839	30.6223
Dap	2463.02	1557.54	2282.5	1341.84
Ik	1025.84	999.302	1062.62	859.166
Cmtm6	622.776	1010.07	462.185	829.164
Pias3	69.2051	41.286	63.536	70.4821
Aacs	14.9907	10.8352	0.633774	9.2535
Tom1l1	4.64216	0.246509	1.9591599999999998	0.766867
Fam53a	103.00399999999999	78.0842	118.96	72.8799
Fbln1	59.6182	8.04486	1.6443900000000002	31.1018
Polr1d	729.058	889.85	911.319	734.8919999999999
Gltscr2	668.763	537.4069999999999	650.386	375.153
Idi1	1524.74	872.579	424.25300000000004	1262.33
N4bp3	14.6307	21.2673	12.6612	24.2031
Sod1	2675.86	2213.44	2066.43	2396.52
Paip2b	288.709	218.64	290.546	226.518
Maf1	533.173	369.52099999999996	496.866	334.017
Vopp1	65.9264	128.38299999999998	131.601	85.8955
Kif22	763.278	275.057	176.748	602.393
Calb2	4.1857	1.03284	3.4372300000000005	7.489210000000001
Use1	964.346	683.659	1146.1	582.2719999999999
Arl6ip1	1286.04	951.341	1025.03	1534.65
Pbxip1	218.12099999999998	177.614	451.61699999999996	210.84599999999998
Tmem168	146.266	150.004	160.019	161.364
Tm2d2	187.66	310.161	350.34	243.28599999999997
Gtf2b	462.075	562.625	491.86300000000006	503.83
Eif2b2	391.274	372.58099999999996	304.237	331.314
Brd8	328.24699999999996	177.31900000000002	150.93200000000002	276.524
Mier2	35.7031	33.935	23.2009	28.6338
Slc39a4	56.4047	58.3793	49.193000000000005	56.0061
Prkag2	132.106	91.0854	149.201	118.21600000000001
Mettl8	103.70100000000001	76.2132	110.786	80.1304
Exoc1	171.18099999999998	165.65099999999998	162.514	174.675
Fam98c	112.281	93.2056	86.9769	68.3041
Brix1	459.596	707.632	328.74	524.836
Tmem111	670.074	512.803	716.762	559.83
Zfp386	567.482	356.756	769.201	321.621
Csdc2	6.241230000000001	9.672419999999999	7.19186	8.08291
Pink1	415.11400000000003	206.894	409.435	202.167
Pgm2	223.264	486.314	112.15899999999999	412.092
Zfp410	107.48899999999999	173.84	161.79399999999998	107.131
Zfp410	411.167	396.842	553.222	380.26
Atp1b1	411.934	108.87	63.2604	70.7466
Cyhr1	61.6106	21.8214	81.8435	23.386
Celf2	1663.97	1282.0	2264.81	1839.46
Celf2	7.7519800000000005	5.65501	1.3683100000000001	3.9041900000000003
Vldlr	10.538	17.9105	4.5012	13.3829
Rnf187	1.59514	0.80207	13.2405	2.18166
Trip12	14.5076	26.5733	23.4194	24.5873
Arhgef12	46.165	45.4442	68.4554	48.0978
Pvr	83.514	77.0573	71.7964	126.09200000000001
Emr1	32.2178	10.1662	8.49098	12.8333
Hsbp1	769.51	641.341	788.5110000000001	699.945
Tinf2	191.53099999999998	206.36	99.6142	259.01
Mrps18b	137.534	219.06400000000002	100.277	145.053
Lmbr1l	97.7126	14.5477	54.4866	47.4298
Ccdc101	412.621	364.961	236.05900000000003	514.545
Ccdc101	120.564	81.6797	53.7376	117.29799999999999
Arhgdia	635.918	517.054	354.0	655.46
Nomo1	30.4937	24.9277	13.2384	24.3398
Nomo1	165.582	132.122	118.6	178.635
2310008H04Rik	92.0675	200.50099999999998	56.6267	111.134
Tprgl	1416.56	937.6	1420.46	942.59
Lrrc49	0.342564	1.7205099999999998	5.72726	5.08784
Lrrc33	254.81900000000002	58.3489	57.1069	125.066
Spcs3	697.352	1013.68	884.857	1063.79
Mavs	65.8513	58.3751	62.2552	58.3981
Dnajb4	63.5016	163.374	204.16	49.7422
Ccdc142 /// Mrpl53	276.943	369.723	310.663	384.339
Qk	810.058	1065.91	1136.9	1076.41
Nt5c3l	258.01	187.81	216.548	279.592
Tmem121	1.9098700000000002	13.0128	5.90833	8.86379
Ankrd54	156.864	85.7926	116.84299999999999	107.79799999999999
Myo19	21.2254	14.9902	13.2751	22.0754
Gm11847 /// Gm6793 /// Hnrnpa3	3262.26	2782.9	1817.28	3168.23
Sf3b5	943.087	732.329	600.845	946.5139999999999
Aen	0.34680900000000003	6.2243900000000005	1.8214400000000002	7.892589999999999
0610037P05Rik	834.2660000000001	720.3610000000001	784.595	634.401
Wdr26	1907.18	1501.76	1748.39	1593.95
Zswim1	45.135	36.579	42.8637	48.1236
Sbk1	373.64	399.595	918.832	454.379
Crabp2	1.71212	8.05167	4.07238	2.11898
Ttc4	87.9576	81.072	113.338	88.4696
Ttc4	89.6887	88.579	93.9075	70.3361
Aldob	2.75597	8.35112	10.8586	1.56843
Tmx1	554.507	602.104	430.285	722.477
Ypel5	230.455	570.276	400.523	221.72099999999998
Gatad2a	225.886	225.641	184.25900000000001	253.044
Gatad2a	30.7538	18.9264	15.3202	27.3631
Qtrtd1	85.5765	75.7742	56.698	65.4906
Kif1b	56.3709	214.668	544.188	100.398
Rnh1	401.532	598.7819999999999	450.755	560.435
C330007P06Rik	294.02299999999997	396.844	321.247	335.402
Mb	1.06256	5.16441	1.57176	3.93877
Scara5	3.6260199999999996	3.9148	0.447126	0.6270819999999999
Psmb4	2276.98	2178.85	2096.31	2404.74
Cytip	3813.18	3619.17	3184.42	3512.53
Cbara1	47.4834	48.7046	58.3825	37.7501
Etf1	344.961	586.254	411.26199999999994	491.01099999999997
Lass5	763.309	783.9860000000001	894.15	834.3960000000001
Ppap2c	56.5208	143.437	52.0137	86.3155
Lgtn	275.008	222.43900000000002	157.44899999999998	278.426
Ccdc21	54.6549	56.3949	58.2373	60.8808
Pex11b	31.7596	36.5241	44.9013	41.5365
Kbtbd2	444.37300000000005	339.676	415.99800000000005	467.856
Prrc1	22.2581	17.2625	10.9299	14.5996
Zfp330	763.04	1007.39	1022.18	801.7389999999999
Immp1l	617.569	966.3939999999999	1603.95	519.56
Edem1	473.087	443.256	551.964	442.411
Ormdl1	390.69800000000004	362.555	352.534	363.246
Wdr20a	257.907	252.45	238.998	225.705
BC018507	169.93200000000002	187.825	236.922	141.69899999999998
Btf3l4	104.20200000000001	84.9267	84.7858	120.0
Btf3l4	433.455	555.508	417.161	364.221
Scamp5	16.6002	8.20854	10.8809	7.398619999999999
Ptpn11	383.73800000000006	428.657	446.62	385.42800000000005
Pex6	119.822	41.0034	51.1341	65.259
Slc10a3	79.5735	68.6152	73.1829	70.1773
Sycn	0.5752550000000001	1.5363200000000001	2.56962	0.923217
Hdac11	8.884780000000001	7.4535800000000005	0.676129	3.02061
Wbp5	1046.72	758.625	1079.08	1019.72
Cul2	268.301	424.35	264.29900000000004	408.668
Cd151	67.6742	45.7362	51.7762	60.6481
Traf2	137.366	114.884	96.5291	103.87299999999999
Fam193b	220.518	125.885	183.985	113.446
Cend1	7.08217	5.30577	7.8991	7.15048
Rerg	2.47167	0.695418	2.93972	0.9162040000000001
Rbm7	1637.65	1622.67	1360.45	1626.71
Jkamp	230.87	182.747	295.522	191.019
Slc26a1	2.54527	1.31988	3.2919099999999997	3.25495
Glo1	419.336	621.195	525.4119999999999	377.481
Lamb1	1.34721	2.09247	0.686661	7.64181
Ppp5c	192.422	167.50599999999997	107.29799999999999	170.226
Rnpep	86.2252	87.2442	80.2197	146.243
Zfp422	162.471	251.301	266.866	194.334
Lrrc3b	11.2973	3.37964	5.955509999999999	13.7782
Aurkb	388.754	256.325	66.6215	420.702
Mfsd1	271.7	269.214	487.569	258.198
Prmt7	65.2905	49.8211	39.768	65.803
Trmt1	129.97299999999998	89.5693	97.3603	76.4629
Gprin1	2.62577	2.00654	1.9771	2.14364
Appbp2	525.514	503.731	559.374	498.275
Irf2bp1	61.1522	21.1473	32.9088	20.8483
Pxk	92.2511	115.876	115.84200000000001	81.4834
Ikbkap	417.17800000000005	599.658	500.565	484.91
Lsr	4.71823	11.3316	18.9746	20.9534
Gpr172b	65.2935	39.6997	34.8602	60.1621
Acsl6	209.253	212.49200000000002	7.47381	63.2267
Psca	1.6250200000000001	1.8647900000000002	0.8932459999999999	0.90696
Rexo2	1516.5	1490.11	677.177	1806.68
Aldh1b1	24.1137	42.3049	33.134	16.1902
Stap2	11.4378	2.3193	10.6974	6.57533
Aimp2	237.864	490.832	170.18099999999998	425.81300000000005
Fabp4	2.5588599999999997	6.13502	1.7371599999999998	1.2369299999999999
Frmd6	119.094	636.891	672.5239999999999	96.6248
Ccdc115	222.146	257.426	154.424	214.87599999999998
Mrpl50	84.2971	129.047	83.3789	85.5809
Sharpin	220.515	150.686	248.676	165.30200000000002
Tram1l1	5.10262	0.9432729999999999	0.8589870000000001	0.514358
Pdzd11	132.57	153.11	178.005	171.685
Dusp18	1.39681	1.87415	0.243567	2.0988900000000004
Acat1	1147.2	782.4760000000001	803.132	1020.23
Ube2f	263.178	815.4689999999999	1345.3	400.218
Ftsjd1	43.1891	50.3013	21.2094	45.9568
Ogdh	141.846	115.541	119.67200000000001	120.603
Uhrf1bp1l	293.678	452.431	452.384	321.625
Uhrf1bp1l	190.067	301.361	321.421	208.97400000000002
Zadh2	411.829	323.20599999999996	417.941	306.327
Mettl11a	71.7089	126.522	83.7802	68.8743
Erc1	4.0476	65.0237	45.6131	23.1542
Arpp21	1.18834	0.404781	1.59324	5.60101
Zscan12	37.3515	110.0	110.757	45.9031
Arap3	2.00653	1.4322700000000002	0.9469620000000001	5.70472
Fam114a2	381.63	343.18	288.944	367.999
Yipf3	204.725	171.03	211.563	153.61700000000002
Fus	1190.16	1075.25	806.0319999999999	1869.74
Fus	1165.18	1078.13	748.995	1560.1
Aif1l	5.5894	3.1108700000000002	6.2191	3.37471
1810043G02Rik	10.9755	17.6472	35.491	12.3918
Dclk1	0.6186510000000001	4.68021	39.1599	0.592171
Map1lc3a	46.1594	38.4939	64.0061	27.3859
Obfc2b	41.683	23.9061	30.5446	23.2516
Zfp212	195.382	118.54899999999999	125.99799999999999	121.09899999999999
Rrp9	32.9847	48.3679	27.1252	32.4153
Snrpe	5590.61	4539.39	4442.13	4963.09
Chd4	360.423	259.134	407.31699999999995	309.991
Pabpc4	445.524	533.337	705.6210000000001	439.35
Gulo	0.45289399999999996	3.03563	0.548844	5.59105
Plekhh3	7.82242	2.59925	2.59329	6.82108
Prkx	199.78900000000002	179.47	174.15400000000002	179.549
Chmp7	115.274	115.064	151.023	134.129
Tmod2	0.43366899999999997	1.70724	11.4524	0.5316069999999999
1110012L19Rik	121.87200000000001	157.616	244.68599999999998	106.572
BC002230	161.252	111.162	183.24599999999998	120.977
Tmem143	14.3818	6.57401	11.8051	11.9041
Cby1	48.9506	38.7214	79.8104	48.5557
Cdca7l	178.023	162.36	66.1416	155.029
Mrpl14	298.315	285.394	309.339	275.195
Elovl4	4.62196	5.66613	1.02344	7.99017
Arhgap1	301.034	157.77700000000002	189.863	195.71099999999998
Ctsl	113.656	379.17699999999996	726.38	140.77100000000002
Adipor1	291.026	343.91900000000004	356.29400000000004	311.97900000000004
Ndufs7	697.217	572.673	520.576	653.156
1110067D22Rik	33.9588	112.759	43.9474	212.76
Vcam1	15.7676	1.32745	6.17739	1.7642400000000003
Tmem101	86.9441	91.4907	84.5395	86.5461
Picalm	1784.24	2572.17	1446.31	2553.65
Ythdf2	541.59	745.824	749.2339999999999	654.173
Lyn	10.9532	1.63678	11.8578	36.4235
Senp1	98.0129	121.50399999999999	126.882	155.16299999999998
Arhgap8	4.07832	0.761702	0.524366	3.45496
Rbm43	328.879	164.262	363.001	323.536
Cmbl	1.25935	0.218775	4.6142900000000004	0.480008
Zfp7	120.175	104.119	90.7054	95.7318
Fyttd1	63.6419	110.986	72.6438	112.853
Fyttd1	17.3778	42.4717	35.0782	23.0517
Abhd14b	58.3046	93.5813	97.5103	53.5223
Tmed1	14.0033	27.9701	22.2106	33.1358
Pcnxl3	165.84400000000002	106.02600000000001	163.175	119.65299999999999
Nudt22	24.86	24.037	59.8927	37.7481
Inpp5b	576.021	589.253	550.7869999999999	361.749
Ppp1r1b	3.398	1.0749799999999998	7.8543	1.43326
Zfp521	3.07393	0.47766000000000003	0.612364	0.46143100000000004
Acrbp	15.5754	5.43101	18.4963	8.1095
Fam58b	158.833	144.654	134.719	125.825
Plac8	21.6118	1133.0	14.4071	546.5509999999999
Lgals4	37.0173	21.2014	68.279	14.2686
Psmf1	143.561	127.444	116.49600000000001	128.858
Nisch	51.2822	91.1748	92.3857	38.2225
Suox	53.2686	75.0222	236.608	70.6205
Arid5a	292.38599999999997	1421.33	511.08099999999996	225.014
Tmem189	83.9	84.8797	55.2444	75.6516
Spon1	6.6463	7.14577	9.015880000000001	5.91843
Vps36	370.848	426.05699999999996	351.76599999999996	452.125
Tmem119	1.83598	1.56956	6.35688	11.8894
Mtap	120.71600000000001	113.65100000000001	77.0468	159.9
Mtap	273.685	206.545	166.48	306.439
Ino80e	58.1926	47.7532	44.7819	44.5771
Depdc6	1.7671299999999999	5.27444	1.3404	1.33921
Efcab7	40.6745	55.3191	61.0485	59.3909
Leprot	158.218	173.953	247.38099999999997	233.092
Ttc13	347.92199999999997	273.16700000000003	242.37400000000002	268.101
Mta3	122.686	196.922	197.01	166.476
Tm6sf1	21.0925	25.8996	20.4399	54.1637
Foxred1	94.0208	92.8775	63.9562	55.7749
Acer2	23.805999999999997	20.2691	10.6284	15.8735
Anp32e	1257.69	1387.44	1123.24	1293.14
Mpnd	617.3530000000001	349.293	292.374	369.87199999999996
Racgap1	736.873	367.208	259.091	617.766
Lpcat1	256.823	269.409	360.077	247.18599999999998
Ergic2	32.7775	36.6232	39.1863	31.1841
Pnpla7	166.93400000000003	75.0825	316.131	63.225
Rab7l1	308.80400000000003	264.499	300.682	288.28
Dennd2d	329.05800000000005	249.75799999999998	181.142	142.79
Polr3gl	68.188	70.5602	75.764	66.8017
Rbm19	34.1384	23.1828	16.87	23.8719
Cops6	884.92	1087.67	821.185	891.703
Cops6	18.3555	23.7247	14.6991	19.5703
Alg1	87.8871	60.5123	94.1977	63.7323
Commd5	122.79899999999999	131.547	119.57600000000001	125.169
Ccdc107	241.975	191.882	261.296	180.93099999999998
Mrap	1.0539100000000001	1.3876899999999999	0.74945	2.60002
Art1	3.0586599999999997	5.65091	5.85546	5.5359
Ugt3a1	3.2632	0.564499	2.8827599999999998	0.995866
Cklf	290.202	210.203	189.963	346.594
Ehf	0.286694	0.5778989999999999	0.591924	0.371078
Atl3	51.457	79.8199	96.0486	59.3764
Aaas	105.934	106.354	69.9026	127.102
Utp6	80.6659	90.3679	64.5818	91.7771
Rab22a	82.611	97.4411	97.9419	101.205
Zfyve19	133.107	124.12200000000001	178.503	90.759
1810020D17Rik	254.06900000000002	156.57299999999998	279.327	185.958
Chac1	9.36655	33.6095	14.1696	31.206999999999997
Chuk	149.15	119.904	92.4461	118.676
Jmjd5	60.6541	25.3157	26.1639	65.4765
Fam162a	1161.93	3782.97	447.974	2175.7
Blvrb	75.2201	37.5668	53.9174	32.2581
Cuta	361.046	325.332	258.915	387.041
Atp11b	1026.64	711.2130000000001	296.995	879.74
Dnajc24	31.2884	42.6666	45.5413	49.9883
Zfand2b	225.4	145.379	170.81799999999998	150.878
2700050L05Rik	108.46799999999999	85.8301	113.78	83.5981
Elmod3	14.7294	7.536969999999999	14.2926	12.9006
Pex26	48.4337	37.326	62.2408	23.5698
Dpp6	1.44021	5.85527	7.62253	6.779210000000001
Ccdc92	27.4712	36.2207	36.0262	37.2072
Pomt2	30.1054	13.0642	19.6398	35.172
Gigyf2	118.295	94.3677	129.766	91.0886
Cbr4	227.97299999999998	318.301	397.015	241.52200000000002
Pnkd	306.126	203.894	275.64799999999997	216.727
Gemin8	57.1212	112.24799999999999	102.405	123.501
Mul1	53.052	93.6935	64.7124	73.3798
Ecd	319.077	288.70099999999996	320.449	363.13800000000003
Lrrc68	59.5354	47.0182	65.9616	54.589
ORF19	34.3111	10.605	17.3786	18.7579
Pcca	177.317	252.11	245.653	125.916
Pcsk5	1.34925	0.39550100000000005	0.7055060000000001	0.931839
Igsf5	8.22583	5.26685	1.04431	4.99368
Trub2	52.9533	33.5084	33.8475	37.2053
2210021J22Rik	126.40799999999999	96.7665	91.905	86.9181
Crip3	7.78015	6.67748	4.59623	3.83086
Gprc5b	25.967	1.43271	56.726000000000006	1.3625200000000002
Ift20	284.675	301.61	350.61400000000003	303.478
Cast	890.691	713.3380000000001	763.118	967.257
Nop16	10.1316	19.1143	10.7016	2.27232
1810011O10Rik	4.03176	1.97655	2.76507	5.87459
Tgm1	2.81523	44.2241	5.05122	39.3797
Brca1	43.3717	35.6188	4.41448	58.43899999999999
Spsb4	0.177678	4.33999	0.240806	6.6708
Spsb4	0.994136	1.59295	3.17605	0.7062689999999999
Ccdc47	311.635	371.92	329.461	366.675
Rogdi	48.4974	52.7144	51.941	64.5844
Myo18a	115.348	102.30799999999999	41.2601	121.935
Tbcc	13.3079	10.7175	7.20798	11.5793
Gabrp	12.7694	7.440060000000001	8.7003	6.05576
Mkrn1	113.822	67.2474	132.678	89.0014
Dhx58	55.2186	32.1494	24.4876	40.1078
Egfl7	27.1569	35.0441	17.3569	26.3769
Egfl7	22.7926	35.6653	12.1569	25.8733
Gfod2	30.0117	26.2952	30.5114	22.741999999999997
Slit2	0.75545	0.41785200000000006	1.22763	0.799908
Dbndd2	37.9101	72.3011	70.9618	72.3558
Alkbh4	77.5426	39.4898	63.8841	59.0639
Mfsd3	68.6836	66.4435	59.0882	56.8954
Gpatch8	169.856	151.241	222.303	171.03799999999998
Cux1	114.637	119.44200000000001	207.72099999999998	121.36
Sbno1	140.575	253.02900000000002	240.09099999999998	246.239
Zdhhc20	830.893	781.303	1074.51	903.298
Clec2h	7.31577	13.5744	9.310319999999999	8.45973
BC027231	97.7313	126.515	147.554	101.19
Chodl	0.839417	0.556551	2.00842	0.6724289999999999
2210415F13Rik	8.20535	2.52545	5.37432	4.83571
Ccdc104	293.552	277.12	557.726	321.006
Nfix	1.6385599999999998	0.705563	1.40378	0.5219630000000001
Heatr6	40.1305	54.0357	65.9751	48.4088
Umps	15.0188	10.3024	7.84777	6.52837
Antxr1	3.03842	12.3785	3.2608	3.69165
Cuedc1	12.7103	10.8877	15.3794	11.2792
1110005A03Rik	935.62	703.46	874.67	594.691
Erlec1	391.79699999999997	450.449	531.717	376.186
2010011I20Rik	63.9687	58.3836	87.0864	56.7672
Gca	0.44082	2.78547	0.7151109999999999	5.7758199999999995
Rgs16	0.6558970000000001	3.02757	23.2615	4.18985
Dapk2	11.1349	29.9391	111.13600000000001	23.564
Pcdh20	4.18105	0.585113	3.29737	2.8770700000000002
Thnsl2	8.31322	14.4479	23.0664	20.1963
Hjurp	472.435	204.00099999999998	152.76	281.363
Sc5d	578.476	536.54	433.89099999999996	614.881
Tmem2	19.2988	83.478	42.3305	120.098
Ahctf1	128.671	150.83100000000002	149.445	149.32399999999998
Slc22a7	2.59274	6.73699	9.29054	6.730989999999999
Aldoc	768.702	1163.04	202.858	623.908
Ifnar2	320.091	341.199	390.351	292.468
Prr5	0.59714	0.16414700000000002	0.456095	0.276545
Mfap3	15.3451	13.6129	9.47653	20.7281
Ubl7	89.2755	138.23	78.8987	84.5232
D16Ertd472e	497.50300000000004	468.352	265.263	640.216
Gtpbp5	130.089	89.2209	101.59200000000001	90.6175
Xpo5	40.1658	35.6388	36.4161	30.7926
Cntln	36.2761	28.8959	31.4224	51.5236
Eif5a	3590.98	5025.17	2823.66	4520.23
Ears2	17.6544	21.819000000000003	17.3243	15.2849
Ears2	4.08514	3.7948699999999995	8.68068	0.763285
Cryzl1	160.911	153.29399999999998	184.275	219.25599999999997
Parp8	45.2527	20.9529	93.2147	38.5822
Plxnd1	58.271	28.0793	17.6674	96.8476
Zdhhc8	96.6294	85.823	48.0355	65.541
Gm13139	23.776	26.5463	28.9116	18.982
Angptl7	6.21698	2.8981	7.313439999999999	1.7482799999999998
Tmem53	10.8938	3.82484	8.52196	0.45192
E2f4	15.9596	13.2739	13.6001	20.5666
Osta	22.3771	11.8517	6.8964300000000005	9.5685
BC027344	3.30444	1.67776	6.92368	7.947019999999999
1700054N08Rik	82.7936	45.3268	51.1714	76.7796
Syn1	6.290109999999999	3.3795699999999997	14.9402	8.319189999999999
Luc7l3	932.842	925.7389999999999	1229.39	952.069
Slc46a3	39.4525	12.7084	41.1325	25.631
Rabepk	151.134	128.674	143.90200000000002	103.3
Fitm1	6.23064	5.47506	3.5156400000000003	6.75835
Slc25a35	17.2659	7.26359	24.0667	11.1322
Lyplal1	9.58451	11.9071	7.97911	9.9231
Bcdin3d	67.1528	37.1068	62.055	41.172
Sla2	142.933	44.6139	101.63600000000001	98.93299999999999
Ndfip1	645.226	1058.17	1152.35	1100.75
Wac	886.318	999.953	1041.89	1000.4
Wac	385.722	479.124	580.741	422.541
Mtss1	18.9348	44.9744	41.6106	28.0836
Csnk1a1	11.0507	1.27147	1.09453	12.7184
Lrrc26	6.27875	2.8814599999999997	6.28084	12.7108
Cadps2	3.04699	0.721622	3.43489	1.44879
Ushbp1	1.38799	0.841	2.39269	0.9676389999999999
Ghr	13.5441	2.15013	0.441258	6.2453
Pla2g10	16.783	8.82767	6.769839999999999	10.4989
Nol3	2.03967	3.61655	2.52881	15.9847
Chchd3	425.63300000000004	347.231	455.668	296.28700000000003
Chchd5	78.218	144.975	111.007	88.2654
Mef2c	0.594254	0.950248	1.1987700000000001	4.20328
Mef2c	1.19787	0.180179	0.24649899999999997	0.258342
Larp1b	217.05	147.963	71.6515	469.043
Taf9	290.39599999999996	356.30699999999996	197.06599999999997	347.168
Olah	0.8668299999999999	0.200901	1.24581	0.8240049999999999
Hibch	37.4396	27.011	42.1698	29.090999999999998
Hibch	144.716	110.884	199.08900000000003	106.28399999999999
Serpina1a /// Serpina1b	0.45917299999999994	2.56698	0.499109	0.316715
Usp43	0.546412	0.311051	0.415509	0.684314
Glyat	10.3365	1.29857	8.47614	6.7577300000000005
Rhebl1	126.89399999999999	122.899	82.0267	116.206
Rhobtb2	38.9316	27.4716	25.739	23.1001
Zfp709	79.1061	61.9999	110.235	46.8962
Rnf2	299.681	269.437	346.219	242.40900000000002
Spg20	55.852	75.1014	107.876	42.7674
Eif4h	874.174	841.295	861.954	905.275
Lrch4 /// Lrch4-sap25 /// Sap25	19.1415	22.1587	21.1535	32.35
Mif4gd	151.278	217.993	236.696	210.02599999999998
Fbxw2	35.4476	70.1705	77.7859	43.8113
Arhgap12	180.05	256.49	249.332	136.273
Arhgap12	17.8923	166.356	90.6031	18.3488
Pcolce2	0.464534	0.316789	1.02594	0.527813
Tmem82	0.854303	0.514057	0.40074499999999996	0.330252
Sgtb	11.687999999999999	22.3704	39.2294	9.029119999999999
Egfr	7.26297	2.18637	6.03715	6.1310199999999995
Cbwd1	62.7231	84.3562	53.2611	72.0552
Steap1	0.6793710000000001	0.986351	0.39494	0.880807
BC022687	5.27395	13.7543	22.8061	7.08632
Scgn	25.7039	9.2505	13.7186	12.4107
Il31ra	0.5609609999999999	0.737355	0.707318	1.2465600000000001
Mtfr1	197.054	299.41	195.355	330.046
Chi3l1	6.199409999999999	3.6170699999999996	5.46634	1.20466
Sox9	0.984633	0.479387	1.01158	1.32988
Baiap2l1	1.89345	2.03077	8.14675	5.97507
Mpi	31.491999999999997	64.3322	58.549	46.0153
Bcs1l	93.3767	100.655	96.5365	61.1655
Ssbp2	50.3277	32.8272	59.6704	33.1091
Fbxo21	6.95825	26.9674	23.7426	13.4833
Tapbpl	150.305	119.529	139.46200000000002	237.822
Tdrd3	136.42700000000002	163.43	315.105	161.131
Tmem40	1.05936	4.05689	5.7001	4.18561
Iyd	3.15065	7.018560000000001	29.4255	6.12588
Upp2	0.217171	3.3641	0.186405	0.036597500000000005
Cngb1	13.8014	12.6963	9.1326	0.886423
Ephb3	3.60512	2.39225	1.19181	0.42987200000000003
Krt84	3.2804900000000004	1.01891	5.33979	1.23565
Lipt1	17.6194	16.5358	20.7024	16.3928
Art5	14.2622	6.35686	3.6783900000000003	9.12456
Aph1a	203.08599999999998	132.885	205.135	190.467
Nln	48.8067	31.6575	28.2333	40.5357
2700078E11Rik	75.726	97.7597	93.4979	97.5678
Tat	0.5543140000000001	0.361599	2.24621	4.87142
Fbxw7	133.655	222.825	226.78099999999998	115.946
Dhrs4	367.474	130.41299999999998	278.89	347.01099999999997
Prr12	31.0009	11.6174	17.7128	25.4172
Prr12	34.2887	26.5197	31.0639	13.8884
A2ld1	215.301	127.33	182.618	73.3645
Emr4	0.426936	3.05258	5.41009	6.49769
Parp14	270.508	318.948	312.41700000000003	328.27099999999996
Uroc1	9.32285	0.506096	6.03912	7.43928
Zfp810	62.504	64.4125	132.43	54.1709
Ifi203 /// LOC100044071	842.668	131.41	289.837	704.675
Fam116a	14.1443	14.6863	21.7853	13.0817
Nr2c2	324.42400000000004	245.293	358.608	263.089
