sequence_identifier	chr_name	start	end	strand
NM_145123	chr19	42283036	42430782	1
NM_145124	chr4	155654469	155668253	1
NM_145125	chr16	95992091	96081427	1
NM_145126	chr3	106201490	106218478	1
NM_145128	chr1	127205986	127482972	0
NM_145129	chr9	55011342	55025558	1
NM_145130	chr6	124664104	124704716	0
NM_145131	chr13	6549157	6580149	0
NM_145132	chr15	81236499	81238964	0
NM_145133	chr3	127790913	127798389	0
NM_145134	chr9	96943481	97017354	1
NM_145135	chr7	141160325	141167935	1
NM_145136	chr11	65176570	65268988	1
NM_145137	chr11	70131357	70137542	0
NM_145138	chr12	85299513	85338361	1
NM_145139	chr15	79076223	79094400	0
NM_145140	chr17	46303229	46324765	1
NM_145141	chr1	170917593	170926582	1
NM_145142	chr1	38863872	38897159	1
NM_145143	chr1	59120934	59160635	1
NM_145144	chr2	31951303	31973442	0
NM_145145	chr2	32237683	32255005	0
NM_145146	chr5	90519949	90553544	0
NM_145147	chr5	110103976	110107196	1
NM_145148	chr6	97286866	97616656	1
NM_145149	chr7	29135933	29153955	0
NM_145150	chr7	80295451	80316259	0
NM_145151	chr7	90443781	90448043	0
NM_145152	chr10	77897575	77901535	1
NM_145153	chr5	120848367	120857986	0
NM_145154	chr9	20873808	20878709	1
NM_145155	chr5	146386006	146471125	0
NM_145156	chr19	43663800	43673880	1
NM_145157	chr2	152576085	152579311	1
NM_145158	chr17	71252175	71309964	1
NM_145209	chr5	114924240	114937911	0
NM_145210	chr5	120786311	120794529	1
NM_145211	chr5	120896256	120906524	1
NM_145215	chr5	135010299	135012175	0
NM_145216	chr11	5059128	5060383	0
NM_145217	chr10	81019589	81024376	1
NM_145218	chr5	130874950	131306521	1
NM_145219	chr14	70531821	70538324	0
NM_145220	chr10	83600033	83647663	1
NM_145221	chr14	26918987	26969550	1
NM_145222	chr1	86304221	86307305	0
NM_145223	chr6	85588531	85702751	0
NM_145224	chrX	107677512	107685492	0
NM_145226	chr5	120753097	120776658	1
NM_145227	chr5	120730332	120748847	1
NM_145228	chr5	120862422	120873505	0
NM_145229	chr9	54950256	54949953	1
NM_145353	chr17	46249080	46252537	0
NM_145354	chr13	69613016	69635779	0
NM_145355	chr11	3415972	3451955	1
NM_145356	chr18	75821178	76148564	0
NM_145358	chr5	122731169	122778409	1
NM_145359	chr16	4874778	4878850	1
NM_145360	chr13	8886606	8892396	0
NM_145361	chr10	80642616	80656070	1
NM_145362	chr16	5234621	5244907	0
NM_145363	chr11	120443631	120447321	0
NM_145364	chr6	37531173	37568815	0
NM_145365	chr10	81084332	81097871	1
NM_145367	chr13	38500270	38527483	1
NM_145368	chr4	49379844	49407150	1
NM_145369	chr2	164176324	164181741	1
NM_145370	chr11	120785515	120789102	0
NM_145371	chr5	124570213	124578056	1
NM_145373	chr11	121067402	121080138	1
NM_145374	chr6	8210227	8236273	0
NM_145375	chr7	81860001	81884079	0
NM_145376	chr13	73468383	73514538	0
NM_145377	chr11	48806403	48816390	1
NM_145378	chr2	120034433	120043032	0
NM_145379	chr7	145301909	145309557	0
NM_145380	chr2	104999656	105016026	1
NM_145381	chr1	13625899	13659508	1
NM_145382	chr13	55539315	55570119	1
NM_145383	chr6	115932927	115938830	0
NM_145384	chr4	139298004	139309699	1
NM_145385	chr6	124932388	124936149	0
NM_145387	chr7	140942581	140947658	0
NM_145389	chr16	45626847	45653117	1
NM_145390	chr8	85037915	85057582	0
NM_145391	chr6	125224211	125230859	1
NM_145392	chr1	33745483	33756749	1
NM_145393	chr4	132184915	132211255	1
NM_145394	chr3	121459527	121531343	1
NM_145395	chr2	122303548	122312729	1
NM_145396	chr17	24700652	24706652	1
NM_145398	chr6	4602066	4643381	0
NM_145399	chr13	23953456	23990213	1
NM_145400	chr9	44923126	44964599	1
NM_145401	chr5	24862734	25099641	1
NM_145402	chr4	142030992	142083303	1
NM_145403	chr9	45172725	45203074	1
NM_145404	chr8	106212054	106251694	0
NM_145405	chrX	74365717	74367547	1
NM_145406	chrX	74369218	74372348	1
NM_145407	chr9	108491676	108502337	0
NM_145409	chr17	25719029	25726414	1
NM_145410	chr17	25790499	25791393	1
NM_145412	chr8	106883862	106892592	1
NM_145413	chr1	156678570	156717909	1
NM_145414	chr5	135370953	135376797	0
NM_145415	chr1	193104402	193129250	1
NM_145416	chr9	21273456	21286968	1
NM_145417	chr1	135262698	135283083	1
NM_145418	chr10	7767946	7779916	1
NM_145419	chr10	62383136	62421456	1
NM_145420	chr10	71254979	71284261	1
NM_145421	chr10	80583648	80589340	1
NM_145422	chr10	85938636	85956792	1
NM_145423	chr10	88886992	88929515	0
NM_145424	chr10	127867476	127877319	0
NM_145425	chr11	21573281	21898686	0
NM_145426	chr11	57519665	57533817	0
NM_145427	chr11	60400623	60416098	1
NM_145428	chr11	60831631	60858423	0
NM_145429	chr11	70433580	70440828	0
NM_145430	chr11	78095673	78157339	0
NM_145431	chr11	82900767	82907394	1
NM_145432	chr11	83754637	83783754	0
NM_145433	chr11	84813060	84818514	1
NM_145434	chr11	98767931	98774376	1
NM_145435	chr11	102106675	102106775	1
NM_145436	chr11	104502525	104549619	1
NM_145437	chr11	114982445	114988885	1
NM_145438	chr11	115825058	115855780	0
NM_145439	chr11	117765984	117779682	1
NM_145440	chr11	121161271	121161973	0
NM_145441	chr12	4879031	4906519	1
NM_145442	chr12	56328306	56344893	1
NM_145443	chr12	69690435	69723873	1
NM_145444	chr12	84070325	84076019	0
NM_145445	chr12	85220513	85226628	0
NM_145447	chr12	85747539	85813585	0
NM_145448	chr12	100780123	100872610	0
NM_145449	chr12	103450897	103456222	1
NM_145450	chr12	112809975	112816245	0
NM_145451	chr13	21313203	21319624	0
NM_145452	chr13	85214698	85288485	1
NM_145453	chr13	91796532	91806695	1
NM_145455	chr13	98309896	98315966	1
NM_145456	chr13	107724616	107889063	1
NM_145457	chr13	119429902	119460323	0
NM_145458	chr14	8099213	8165111	0
NM_145459	chr14	21983961	21988600	1
NM_145460	chr14	32086728	32103203	0
NM_145462	chr14	54541784	54553360	1
NM_145463	chr14	59626281	59631660	0
NM_145465	chr14	121286340	121378229	1
NM_145466	chr14	122890859	122912164	1
NM_145467	chr14	123661140	123974079	0
NM_145469	chr15	34572798	34677705	1
NM_145470	chr15	55113317	55259273	0
NM_145471	chr15	76711740	76715091	0
NM_145472	chr15	76721464	76722844	1
NM_145473	chr15	81937759	81950941	0
NM_145474	chr15	82615964	82619906	1
NM_145475	chr15	86139100	86185140	1
NM_145476	chr15	86215459	86498503	0
NM_145477	chr15	88805242	88818317	1
NM_145478	chr15	88863194	88865726	0
NM_145479	chr16	17760621	17793382	0
NM_145480	chr16	23113947	23126729	1
NM_145482	chr16	93583460	93602814	1
NM_145483	chr17	21009941	21028856	0
NM_145484	chr17	22362453	22377281	0
NM_145486	chr17	33685691	33717676	1
NM_145487	chr17	35972538	35978466	1
NM_145488	chr17	46712463	46725541	0
NM_145489	chr17	47437639	47470638	0
NM_145490	chr17	55893093	55898930	0
NM_145491	chr17	86964111	87000069	0
NM_145492	chr18	13687013	13971732	1
NM_145493	chr18	65955721	65969177	1
NM_145494	chr18	73770039	73814391	1
NM_145495	chr19	5051808	5057071	0
NM_145496	chr19	10592196	10603257	1
NM_145497	chr19	18633016	18652184	0
NM_145499	chr19	40153360	40186285	1
NM_145500	chr19	41982763	42034641	0
NM_145501	chr19	42091435	42122218	0
NM_145502	chr19	44034942	44068685	1
NM_145503	chr19	45016176	45027104	0
NM_145505	chr19	57362009	57389594	0
NM_145506	chr1	119545032	119647999	1
NM_145507	chr1	128412117	128416415	1
NM_145508	chr1	131128440	131137233	1
NM_145509	chr1	131689695	131713464	0
NM_145510	chr1	134495660	134507884	0
NM_145511	chr1	150361310	150392054	1
NM_145512	chr1	165174340	165193432	1
NM_145513	chr1	165212285	165235957	1
NM_145514	chr1	181173225	181210977	1
NM_145515	chr1	184896423	184998548	1
NM_145516	chr1	34850959	34879585	0
NM_145517	chr1	53298095	53310245	0
NM_145518	chr1	63143591	63175821	1
NM_145519	chr1	93513104	93621976	0
NM_145520	chr2	29774683	29786670	1
NM_145521	chr2	32096651	32110820	0
NM_145522	chr2	34778665	34798911	1
NM_145523	chr2	62665327	62694109	0
NM_145524	chr2	70964561	71054605	1
NM_145525	chr2	76407508	76600647	0
NM_145526	chr2	84996551	85034833	1
NM_145527	chr2	91137359	91182046	1
NM_145528	chr2	91674611	91709591	1
NM_145529	chr2	104591484	104665425	0
NM_145530	chr2	119269200	119270225	1
NM_145531	chr2	122053525	122117385	1
NM_145532	chr2	127704389	127728896	1
NM_145533	chr2	131492862	131525183	0
NM_145534	chr2	138279493	138287422	0
NM_145535	chr2	151573623	151590005	0
NM_145536	chr2	153066955	153081735	0
NM_145537	chr2	155701672	155728474	1
NM_145538	chr2	167643224	167660543	1
NM_145539	chr3	57426410	57441675	0
NM_145540	chr3	90391379	90432635	1
NM_145541	chr3	105727259	105800380	1
NM_145542	chr3	107663119	107695547	1
NM_145543	chr3	108654913	108678840	0
NM_145544	chr3	138925896	139074200	1
NM_145545	chr3	142531336	142550151	0
NM_145546	chr3	142766247	142783605	0
NM_145547	chr4	49522176	49531558	0
NM_145548	chr4	96042659	96076539	1
NM_145549	chr4	99830500	99912783	0
NM_145550	chr4	107315363	107359823	0
NM_145551	chr4	111875376	111901795	1
NM_145552	chr4	125031014	125055382	0
NM_145553	chr4	132899212	132921550	1
NM_145554	chr4	134745411	134767003	1
NM_145555	chr4	135369576	135397226	1
NM_145556	chr4	148612381	148625995	1
NM_145557	chr4	156110998	156127263	0
NM_145558	chr5	30156253	30184593	0
NM_145559	chr5	38349272	38501151	1
NM_145561	chr5	86302853	86372386	1
NM_145562	chr5	91518700	91623996	0
NM_145563	chr5	109997527	110010411	0
NM_145564	chr5	117977770	118010191	0
NM_145565	chr5	120477547	120483905	0
NM_145566	chr5	137662821	137683692	1
NM_145567	chr6	52546229	52639299	1
NM_145568	chr6	71273019	71285319	0
NM_145569	chr6	72432798	72438557	1
NM_145570	chr6	82042628	82093099	0
NM_145571	chr6	83327039	83340949	0
NM_145572	chr6	142422612	142472108	1
NM_145573	chr6	147043770	147070902	0
NM_145574	chr6	29399926	29426995	0
NM_145575	chr6	34710444	34775469	0
NM_145576	chr6	47921568	47932637	0
NM_145577	chr7	7202121	7208997	1
NM_145578	chr7	13035119	13036977	1
NM_145579	chr7	18992245	19001766	0
NM_145580	chr7	30566427	30567962	0
NM_145581	chr7	43352341	43359470	0
NM_145582	chr7	43673031	43678297	0
NM_145583	chr7	102224028	102238564	0
NM_145584	chr7	113766998	114043375	0
NM_145585	chr7	119715093	119719797	1
NM_145586	chr7	120103426	120120986	0
NM_145587	chr7	126273619	126294999	0
NM_145588	chr7	127027730	127041419	1
NM_145589	chr7	127472614	127476758	0
NM_145590	chr7	128271378	128297130	1
NM_145591	chr8	4614170	4630231	0
NM_145592	chr8	22625043	22627546	0
NM_145594	chr8	41191433	41214155	1
NM_145595	chr8	61488734	61503500	0
NM_145596	chr8	69907068	69995383	1
NM_145597	chr8	70173408	70183681	0
NM_145598	chr8	71560554	71565648	1
NM_145599	chr8	77595977	77609652	1
NM_145600	chr8	82763619	82773125	1
NM_145601	chr8	95290592	95305584	1
NM_145602	chr8	95704037	95715119	0
NM_145603	chr8	104848068	104854482	0
NM_145604	chr8	105226188	105253051	0
NM_145605	chr8	121796307	121828568	1
NM_145606	chr8	123204260	123211787	1
NM_145607	chr8	124671326	124720974	1
NM_145608	chr8	125911450	125947439	0
NM_145609	chr9	4384537	4386869	0
NM_145610	chr9	20889175	20892179	0
NM_145611	chr9	21766772	21797545	1
NM_145612	chr9	22276747	22306637	1
NM_145613	chr9	44102770	44109187	0
NM_145614	chr9	50634632	50658779	1
NM_145615	chr9	55454435	55511242	1
NM_145616	chr9	60587234	60687133	1
NM_145617	chr9	66351450	66508775	0
NM_145618	chr9	69398998	69433074	0
NM_145619	chr9	106470352	106475650	1
NM_145620	chr9	106478309	106485415	0
NM_145621	chr9	107936920	107949691	0
NM_145622	chr13	67705305	67728172	1
NM_145624	chr8	71883068	71892565	0
NM_145625	chr15	102074773	102097173	0
NM_145627	chrX	20618759	20650905	0
NM_145628	chrX	20704909	20720539	0
NM_145629	chrX	75785653	75873573	1
NM_145630	chrX	93764615	93831094	1
NM_145632	chr16	20718826	20722265	0
NM_145633	chr7	35587247	35639237	0
NM_145634	chr11	115116213	115132991	1
NM_145635	chr2	158503612	158508198	0
NM_145636	chr7	126589294	126593909	1
NM_145684	chr11	70315612	70321517	1
NM_145688	chr11	108683609	108860615	0
NM_145692	chr1	9968621	10008135	1
NM_145700	chr9	104098137	104125642	1
NM_145703	chr19	45792345	45815062	1
NM_145704	chr19	45792345	45815062	1
NM_145705	chr14	55679079	55680816	1
NM_145706	chr10	7668504	7678886	0
NM_145707	chr7	15625305	15638776	1
NM_145708	chr7	15389851	15398543	0
NM_145709	chr7	15751370	15759274	0
NM_145710	chr7	15833249	15838678	1
NM_145711	chr4	6687385	6989722	1
NM_145712	chr9	15862613	15873555	1
NM_145713	chr13	23556032	23555807	0
NM_145732	chr6	76881636	77978666	1
NM_145741	chr14	33924587	33935282	0
NM_145742	chr2	158795807	158858220	0
NM_145743	chr10	42312584	42477564	1
NM_145744	chr2	152944932	152950404	1
NM_145745	chr8	43650308	43664559	1
NM_145746	chr11	68921834	68926080	1
NM_145758	chr11	70235203	70236913	1
NM_145760	chr2	180968225	180982524	0
NM_145819	chr7	13042302	13053763	1
NM_145820	chr3	66053557	66295836	1
NM_145822	chr7	19356008	19358482	1
NM_145823	chr11	107207891	107469719	1
NM_145824	chr8	105768307	105826349	1
NM_145825	chr3	37308626	37311445	1
NM_145826	chr6	113459484	113470751	0
NM_145827	chr11	59543686	59566956	0
NM_145828	chr11	94663846	94676492	1
NM_145829	chr11	102146513	102149528	0
NM_145830	chr17	34899974	34914050	0
NM_145831	chr19	25673411	25678991	0
NM_145832	chr2	92452764	92459517	1
NM_145833	chr4	134003329	134017815	1
NM_145834	chr8	122423085	122423639	0
NM_145835	chr9	64118147	64138118	0
NM_145836	chr12	86880702	86883813	1
NM_145837	chr14	57525829	57543166	0
NM_145838	chr2	13654935	13792519	1
NM_145839	chr5	99217419	99251926	1
NM_145840	chr7	35578995	35584581	1
NM_145841	chr8	37522553	38660507	1
NM_145842	chr7	10579755	10580486	1
NM_145843	chr7	11669598	11669518	1
NM_145844	chr13	22101726	22101664	1
NM_145845	chr13	22187145	22187047	1
NM_145847	chr7	13084288	13084214	1
NM_145848	chr7	10747501	10748537	1
NM_145849	chr13	22178685	22178581	1
NM_145850	chr13	22088878	22088804	0
NM_145851	chr2	180258538	180272464	1
NM_145852	chr15	31441209	31452688	1
NM_145853	chr5	120534156	120587612	1
NM_145856	chr1	20777145	20783269	1
NM_145857	chr8	88648347	88688474	0
NM_145890	chr12	24581719	24617391	0
NM_145907	chrX	8193849	8205524	1
NM_145908	chrX	8193849	8205524	1
NM_145916	chr15	76880276	76892394	0
NM_145919	chr9	106440050	106446677	1
NM_145920	chr5	37339478	37425054	0
NM_145921	chr2	3341987	3365568	1
NM_145922	chr3	107438302	107457897	1
NM_145923	chr5	63908897	63967896	1
NM_145924	chrX	134309163	134362639	0
NM_145925	chr10	77582767	77598732	0
NM_145926	chr11	50226335	50235103	0
NM_145927	chr12	76838467	76921412	0
NM_145928	chr14	40906443	40965806	1
NM_145929	chr15	78878190	78894585	0
NM_145930	chr15	3982034	3994751	1
NM_145931	chr16	11136593	11175392	1
NM_145932	chr16	32475577	32486878	1
NM_145933	chr16	23225740	23360350	0
NM_145934	chr17	55997075	56004605	1
NM_145935	chr19	12634308	12651737	0
NM_145937	chr6	108107020	108184582	1
NM_145938	chr13	35895103	35905346	1
NM_145939	chr16	20605457	20609748	1
NM_145940	chr11	109573520	109610388	1
NM_145941	chr16	20673749	20692883	0
NM_145942	chr13	119691351	119708260	0
NM_145943	chr1	180852151	180868114	0
NM_145944	chr14	65838302	65866604	0
NM_145946	chr7	79393338	79450264	0
NM_145947	chr4	14505196	14620777	1
NM_145949	chr8	24531891	24575332	1
NM_145950	chr4	15997120	16012876	1
NM_145951	chrX	49009706	49287241	1
NM_145952	chr19	38837579	38919923	0
NM_145953	chr3	157894247	157924062	1
NM_145954	chr7	45141839	45153537	1
NM_145955	chr7	128696458	128739428	1
NM_145956	chrX	75417628	75454001	0
NM_145958	chr6	56777524	56796812	1
NM_145959	chr15	58416468	58457801	0
NM_145960	chr14	79398772	79423650	0
NM_145962	chr11	35770495	35791285	0
NM_145963	chr7	45816466	45823746	1
NM_145964	chr3	127807264	127836491	1
NM_145965	chr12	78227655	78684769	0
NM_145967	chr11	16258724	16284551	0
NM_145968	chr17	7927000	7934897	0
NM_145969	chr14	26580550	26628409	0
NM_145970	chr8	84132827	84146752	1
NM_145972	chr16	44725301	44737284	0
NM_145973	chr2	121439026	121441600	1
NM_145974	chr11	51643088	51650072	1
NM_145976	chr13	56173702	56177884	1
NM_145977	chr1	131971609	131982972	0
NM_145978	chr14	70164217	70176671	1
NM_145979	chr6	125097163	125130501	0
NM_145980	chr6	116651684	116652847	0
NM_145981	chr14	70458517	70468824	0
NM_145983	chr6	126532550	126534554	1
NM_145984	chr17	85063476	85089266	1
NM_145985	chr9	44742143	44766807	1
NM_145986	chr15	80672847	80700425	0
NM_145987	chr4	141614232	141617632	1
NM_145990	chr4	70223023	70409366	1
NM_145991	chr1	143607498	143701683	1
NM_145993	chr15	81664889	81688315	0
NM_145994	chr2	22939988	23039240	1
NM_145996	chr1	36308733	36324029	0
NM_145997	chr6	120365099	120444574	0
NM_145998	chr7	131555062	131556582	0
NM_145999	chr17	25838837	25843850	1
NM_146000	chr9	46284012	46298783	0
NM_146001	chr5	135406518	135544121	1
NM_146002	chr5	135633654	135646376	0
NM_146003	chr9	80067903	80144780	0
NM_146004	chr11	68557186	68558245	0
NM_146005	chr10	69534708	70027436	0
NM_146006	chr10	76532627	76553934	0
NM_146007	chr10	76595755	76622403	1
NM_146008	chr10	84577947	84614355	0
NM_146009	chr10	100489289	100573655	0
NM_146010	chr10	115818284	115849893	0
NM_146011	chr10	127324727	127329943	0
NM_146012	chr10	126996613	126999975	0
NM_146013	chr11	4032782	4048009	0
NM_146014	chr11	6547887	6596761	0
NM_146015	chr11	28854205	28926743	0
NM_146016	chr11	29743050	30025032	1
NM_146017	chr11	33550780	33577956	1
NM_146018	chr11	59791407	59809038	1
NM_146019	chr11	69343272	69368425	1
NM_146020	chr11	70520209	70520736	0
NM_146023	chr11	79513384	79529608	1
NM_146024	chr11	94329001	94339509	0
NM_146025	chr11	95010879	95026087	0
NM_146026	chr11	96930324	96935647	0
NM_146027	chr11	97030952	97033960	0
NM_146028	chr11	98036623	98052461	1
NM_146030	chr11	101162679	101170301	1
NM_146032	chr11	116245165	116273216	1
NM_146033	chr12	36158124	36197291	0
NM_146034	chr12	59130746	59190220	0
NM_146035	chr12	69185158	69186773	0
NM_146036	chr12	87267728	87273952	0
NM_146037	chr12	99965499	100062682	0
NM_146039	chr12	116207049	116262024	1
NM_146040	chr12	117844861	117878706	0
NM_146041	chr13	31819585	32337543	1
NM_146042	chr13	47123720	47247991	0
NM_146043	chr13	51101880	51152562	0
NM_146045	chr13	55601111	55609954	0
NM_146047	chr13	73605002	73620639	0
NM_146050	chr14	8348947	8377762	1
NM_146051	chr14	12285203	12303231	0
NM_146052	chr14	15357515	15437986	1
NM_146054	chr14	45458791	45529064	1
NM_146055	chr14	70138168	70152790	1
NM_146057	chr15	31225385	31274338	0
NM_146059	chr15	75979871	75981284	1
NM_146061	chr15	84681998	84703673	0
NM_146062	chr15	93399350	93491912	0
NM_146063	chr15	101929331	101939323	1
NM_146064	chr15	102151575	102163436	0
NM_146065	chr15	102536643	102624420	1
NM_146066	chr16	11216240	11253324	1
NM_146067	chr16	11803720	11908422	1
NM_146068	chr16	15889224	16145850	1
NM_146069	chr16	32142824	32164475	1
NM_146071	chr16	32785783	32796434	1
NM_146072	chr16	87895896	88289257	1
NM_146073	chr17	5493600	5753891	0
NM_146074	chr17	3519255	3556712	1
NM_146075	chr17	27189599	27203437	1
NM_146077	chr17	36899130	36910217	0
NM_146078	chr17	46928290	47009531	1
NM_146079	chr17	47386393	47392967	0
NM_146081	chr17	65784355	65841926	0
NM_146082	chr17	71743554	71751884	1
NM_146083	chr17	80200079	80206304	1
NM_146084	chr18	34442350	34505822	1
NM_146085	chr18	36671158	36678365	1
NM_146086	chr18	61221499	61289718	0
NM_146087	chr18	61556582	61588299	0
NM_146089	chr18	77757566	77766779	1
NM_146090	chr18	84089158	84097514	0
NM_146091	chr19	7495438	7538609	0
NM_146092	chr19	8774353	8785315	1
NM_146093	chr19	8872559	8875656	0
NM_146094	chr19	10183888	10196872	0
NM_146095	chr19	18930608	19000116	1
NM_146096	chr19	21654309	21685637	0
NM_146097	chr19	24919915	24960615	1
NM_146099	chr19	46600106	46657389	0
NM_146100	chr19	47015698	47024346	0
NM_146101	chr19	56288938	56320089	0
NM_146102	chr19	56912353	57007574	1
NM_146103	chr1	119527154	119528983	0
NM_146104	chr3	95894921	95898592	0
NM_146105	chr1	179547529	179627473	0
NM_146106	chr1	186087731	186116309	1
NM_146107	chr1	36699201	36708924	1
NM_146108	chr1	52846046	52920860	0
NM_146109	chr1	59191622	59236230	1
NM_146110	chr1	74279839	74283737	1
NM_146112	chr1	87327998	87450810	0
NM_146114	chr2	3425131	3455354	0
NM_146115	chr2	25192719	25195812	1
NM_146116	chr2	25222157	25223701	1
NM_146117	chr2	25290911	25291193	0
NM_146118	chr2	32414486	32450469	1
NM_146119	chr2	32877134	32925253	0
NM_146120	chr2	35283380	35307902	0
NM_146121	chr2	37444285	37566437	0
NM_146122	chr2	37798989	38286383	1
NM_146123	chr2	52428319	52557610	1
NM_146124	chr2	91654208	91672320	0
NM_146125	chr2	119743337	119751253	0
NM_146126	chr2	122235839	122265337	0
NM_146127	chr2	151969395	151979218	1
NM_146128	chr2	156614697	156764363	0
NM_146129	chr2	164880368	164891437	0
NM_146130	chr2	75660259	75669407	0
NM_146131	chr3	89437704	89450952	0
NM_146133	chr3	95589934	95619247	0
NM_146134	chr3	95894921	95898592	0
NM_146135	chr3	96697375	96706070	0
NM_146136	chr3	107292292	107312116	0
NM_146137	chr3	108187289	108192286	0
NM_146139	chr3	109575007	109685694	0
NM_146140	chr3	124322037	124323260	0
NM_146141	chr3	133311110	133378235	0
NM_146142	chr4	45973297	46034765	0
NM_146144	chr4	98924810	98935542	0
NM_146145	chr4	101151973	101264281	1
NM_146146	chr4	101718407	101815354	0
NM_146148	chr4	104815679	104875397	1
NM_146149	chr4	106734915	106748292	0
NM_146150	chr4	109001805	109061771	0
NM_146151	chr4	116721955	116804248	0
NM_146152	chr4	117894492	117913998	1
NM_146153	chr4	126164082	126201709	1
NM_146154	chr4	132826923	132842168	1
NM_146155	chr4	133012506	133078110	0
NM_146156	chr4	134275004	134286845	1
NM_146157	chr4	139353587	139378735	0
NM_146159	chr5	34153896	34168423	1
NM_146161	chr5	102482391	102897937	0
NM_146162	chr5	113793728	113799351	1
NM_146164	chr5	137630123	137641099	0
NM_146165	chr5	143902703	143908838	1
NM_146167	chr6	48719621	48724636	0
NM_146168	chr6	57752263	57824124	1
NM_146169	chr6	83806058	83830740	1
NM_146170	chr6	86439398	86470387	0
NM_146171	chr6	125168006	125190585	1
NM_146173	chr6	29695214	29718558	0
NM_146174	chr6	42623042	42644040	1
NM_146175	chr6	47878555	47908484	0
NM_146176	chr7	3646269	3661109	0
NM_146177	chr7	4741127	4747514	0
NM_146178	chr7	5057726	5060784	0
NM_146179	chr7	7172353	7183560	0
NM_146182	chr7	19394439	19398920	1
NM_146183	chr7	24508087	24515682	0
NM_146184	chr7	25628624	25629490	0
NM_146185	chr7	29817072	29832042	0
NM_146186	chr7	30240137	30279420	1
NM_146187	chr7	30818356	30822774	1
NM_146188	chr7	34639015	34651840	1
NM_146189	chr7	44501698	44523668	1
NM_146190	chr7	55795148	55831447	0
NM_146191	chr7	66258746	66387340	1
NM_146193	chr7	81792073	81828430	1
NM_146194	chr7	90131232	90209447	0
NM_146197	chr7	119562708	119600694	0
NM_146198	chr7	123215866	123273251	0
NM_146200	chr7	126546910	126565365	1
NM_146201	chr7	127234443	127237860	0
NM_146202	chr7	127342794	127344313	1
NM_146203	chr7	127403667	127405821	1
NM_146205	chr7	128238357	128245100	0
NM_146206	chr7	145253922	145282926	1
NM_146207	chr8	13106721	13147939	0
NM_146208	chr8	53586866	53638064	1
NM_146211	chr8	71612024	71624911	0
NM_146213	chr8	105132800	105150109	0
NM_146214	chr8	109991436	109999804	0
NM_146215	chr8	110218960	110224489	0
NM_146216	chr8	110619638	110720398	0
NM_146217	chr8	111034842	111055569	0
NM_146218	chr8	111270943	111299221	1
NM_146219	chr8	119863305	119876989	0
NM_146221	chr9	20468548	20491745	1
NM_146222	chr9	37490321	37524150	0
NM_146223	chr9	57599991	57605280	1
NM_146224	chr9	72275899	72363771	0
NM_146226	chr9	108085413	108093479	1
NM_146227	chr9	110858967	110864628	0
NM_146228	chr9	110881174	110900530	0
NM_146229	chr9	114689831	114723777	0
NM_146230	chr9	119148042	119156092	1
NM_146231	chr13	74480056	74492949	1
NM_146232	chr19	7781980	7801666	1
NM_146234	chrX	56585511	56596918	1
NM_146235	chrX	102142819	102156090	1
NM_146236	chrX	136709065	136709866	0
NM_146238	chrX	166171480	166190512	0
NM_146239	chr10	93161876	93241342	0
NM_146240	chr10	102513222	102546560	0
NM_146241	chr10	114398820	114800369	1
NM_146242	chr10	117046341	117046768	0
NM_146243	chr11	20062303	20111950	1
NM_146244	chr12	85135595	85150263	1
NM_146245	chr14	37055830	37064938	0
NM_146246	chr14	63993431	64033506	0
NM_146247	chr16	8471813	8490197	0
NM_146248	chr17	35518116	35531015	0
NM_146249	chr17	55938372	55944258	1
NM_146250	chr1	63182570	63213280	1
NM_146251	chr2	24977033	25054072	0
NM_146252	chr2	30134871	30152013	0
NM_146253	chr2	37425499	37429918	1
NM_146254	chr4	103038064	103113298	1
NM_146255	chr4	107969334	108013532	0
NM_146256	chr4	116819906	116820507	1
NM_146257	chr5	142703101	142722490	0
NM_146258	chr5	151037514	151189192	1
NM_146259	chr7	127865358	127875822	1
NM_146260	chr9	110866045	110879082	1
NM_146261	chrX	137050594	137082501	0
NM_146262	chr2	111489217	111492814	1
NM_146263	chr2	90401640	90401674	0
NM_146265	chr2	90221566	90223470	1
NM_146265	chr2	90323222	90325126	0
NM_146266	chr10	129174050	129174053	1
NM_146267	chr10	129111484	129111422	1
NM_146269	chr10	129974604	129974548	1
NM_146269	chr10	129983479	129983423	1
NM_146270	chr8	83542093	83542188	0
NM_146271	chr14	52389814	52389770	1
NM_146272	chr9	38931173	38931099	0
NM_146273	chr6	42897453	42897385	0
NM_146274	chr2	112020913	112020851	1
NM_146275	chr3	97410216	97410178	1
NM_146276	chr11	49161016	49160954	0
NM_146277	chr1	92589332	92589297	0
NM_146278	chr14	50147900	50147871	1
NM_146279	chr9	39624125	39624075	0
NM_146280	chr15	98457312	98457247	0
NM_146281	chr15	98340021	98339938	1
NM_146282	chr9	19360414	19360355	1
NM_146283	chr13	21536973	21537026	1
NM_146284	chr10	129322625	129322563	0
NM_146285	chr10	129669560	129669516	1
NM_146286	chr9	40023395	40023327	0
NM_146287	chr17	37589412	37589350	1
NM_146288	chr17	37769642	37772620	0
NM_146289	chr17	37574482	37574420	1
NM_146290	chr17	37835911	37836028	0
NM_146291	chr19	13586306	13586253	0
NM_146292	chrX	50425495	50425493	1
NM_146293	chr2	87803391	87803335	0
NM_146294	chr2	88148983	88149082	1
NM_146295	chr6	42928233	42928159	0
NM_146296	chr6	43168060	43167992	0
