sequence_identifier	chr_name	start	end	strand
NR_045119	chr7	14622066	14623066	1
NR_045120	chr7	14621478	14622478	1
NR_045139	chr11	87699523	87700523	0
NR_045140	chr15	67226768	67227768	0
NR_045141	chr6	77381475	77382475	1
NR_045143	chr14	123169185	123170185	0
NR_045144	chr14	123169185	123170185	0
NR_045145	chr14	123168502	123169502	0
NR_045146	chr17	33908178	33909178	1
NR_045148	chr14	103698432	103699432	1
NR_045149	chr6	139321576	139322576	1
NR_045150	chr16	88811220	88812220	1
NR_045151	chr1	51332779	51333779	1
NR_045153	chr17	43157291	43158291	1
NR_045154	chr17	43157291	43158291	1
NR_045155	chr17	43157291	43158291	1
NR_045156	chr13	47910434	47911434	0
NR_045157	chr12	40223363	40224363	0
NR_045158	chr10	51756194	51757194	1
NR_045159	chr4	139942519	139943519	1
NR_045160	chr4	139932074	139933074	1
NR_045161	chr13	91387085	91388085	1
NR_045162	chr13	48272884	48273884	1
NR_045163	chr6	72121940	72122940	1
NR_045164	chr2	181384249	181385249	0
NR_045165	chr6	72122197	72123197	1
NR_045166	chr10	127165155	127166155	0
NR_045167	chr3	58692588	58693588	0
NR_045168	chr3	122800980	122801980	1
NR_045169	chr6	42370670	42371670	0
NR_045170	chr13	12185488	12186488	1
NR_045171	chr10	127667122	127668122	0
NR_045172	chr3	45377260	45378260	1
NR_045173	chr18	32137205	32138205	1
NR_045174	chr12	70227840	70228840	0
NR_045175	chr4	52437964	52438964	1
NR_045176	chr17	25570810	25571810	0
NR_045177	chr18	40256961	40257961	0
NR_045178	chr11	11868122	11869122	0
NR_045179	chr10	98350867	98351867	1
NR_045182	chr13	24905599	24906599	0
NR_045183	chr7	128202328	128203328	1
NR_045185	chr4	10796802	10797802	1
NR_045186	chr15	31039125	31040125	0
NR_045187	chr11	95858816	95859816	0
NR_045188	chr1	6730050	6731050	0
NR_045189	chr1	6730050	6731050	0
NR_045190	chr4	129906225	129907225	0
NR_045194	chr13	67829985	67830985	1
NR_045195	chr13	78198016	78199016	0
NR_045199	chr6	52214288	52215288	1
NR_045264	chr2	129179673	129180673	1
NR_045265	chr4	40269578	40270578	0
NR_045266	chr7	44986899	44987899	0
NR_045267	chr7	110904984	110905984	0
NR_045268	chr8	123042574	123043574	0
NR_045269	chr2	72979431	72980431	0
NR_045270	chr6	129532284	129533284	1
NR_045272	chr3	4798707	4799707	0
NR_045273	chr11	59947147	59948147	1
NR_045274	chr15	5496317	5497317	0
NR_045275	chr11	3452471	3453471	0
NR_045276	chr11	3452482	3453482	0
NR_045279	chr15	63478608	63479608	1
NR_045280	chr15	35327535	35328535	1
NR_045281	chr15	88314873	88315873	0
NR_045282	chr12	100187967	100188967	0
NR_045283	chr15	37431664	37432664	1
NR_045284	chr9	74848436	74849436	0
NR_045285	chr13	44121166	44122166	0
NR_045287	chr17	30625905	30626905	1
NR_045288	chr12	99626974	99627974	1
NR_045289	chr17	24528250	24529250	0
NR_045290	chr17	12318852	12319852	0
NR_045291	chr10	70650925	70651925	1
NR_045292	chr10	70654963	70655963	1
NR_045293	chr13	73346384	73347384	1
NR_045294	chr14	75843964	75844964	1
NR_045295	chr12	111573402	111574402	1
NR_045296	chr13	119680041	119681041	0
NR_045297	chr1	12667562	12668562	0
NR_045298	chr1	127773054	127774054	1
NR_045299	chr7	81523549	81524549	0
NR_045300	chr16	92311466	92312466	1
NR_045301	chr7	65804051	65805051	0
NR_045302	chr17	3557823	3558823	0
NR_045303	chr17	3557823	3558823	0
NR_045304	chr19	3196703	3197703	1
NR_045305	chr11	79483031	79484031	1
NR_045306	chr19	26822907	26823907	1
NR_045307	chr19	45729558	45730558	1
NR_045308	chr19	59493135	59494135	0
NR_045309	chr15	80696610	80697610	1
NR_045310	chr15	80696610	80697610	1
NR_045311	chr1	73863466	73864466	1
NR_045312	chr11	119833365	119834365	1
NR_045313	chr11	119833365	119834365	1
NR_045314	chr19	8662335	8663335	1
NR_045315	chr19	44834938	44835938	1
NR_045316	chr19	10647053	10648053	1
NR_045317	chr19	11196816	11197816	0
NR_045318	chr19	55701204	55702204	1
NR_045319	chr19	57273959	57274959	0
NR_045320	chr19	53076251	53077251	0
NR_045321	chrX	12353996	12354996	1
NR_045322	chr19	47512981	47513981	0
NR_045323	chrX	94442731	94443731	0
NR_045324	chr1	136683395	136684395	0
NR_045325	chr1	136683628	136684628	0
NR_045326	chr15	101223121	101224121	1
NR_045327	chr15	101223777	101224777	1
NR_045328	chr15	101224186	101225186	1
NR_045329	chr19	37173842	37174842	0
NR_045330	chr19	28678223	28679223	0
NR_045331	chr2	180385603	180386603	0
NR_045332	chr9	98819087	98820087	1
NR_045333	chr9	52679862	52680862	0
NR_045334	chr9	61292809	61293809	1
NR_045335	chr2	60974151	60975151	1
NR_045336	chr9	79518302	79519302	1
NR_045337	chr10	95336275	95337275	0
NR_045338	chr10	95417374	95418374	0
NR_045339	chr10	95417374	95418374	0
NR_045340	chr2	25784616	25785616	0
NR_045341	chr10	41568015	41569015	0
NR_045342	chr10	117925458	117926458	0
NR_045343	chr19	40868315	40869315	0
NR_045344	chr10	111593273	111594273	1
NR_045345	chr10	116728177	116729177	1
NR_045346	chr11	103344752	103345752	0
NR_045347	chr19	25671239	25672239	1
NR_045348	chr10	119092904	119093904	0
NR_045349	chr10	25836437	25837437	1
NR_045350	chr10	20200854	20201854	1
NR_045352	chr10	21341055	21342055	1
NR_045353	chr10	57485353	57486353	1
NR_045354	chr10	76561226	76562226	1
NR_045355	chr19	15985074	15986074	0
NR_045356	chr10	97595931	97596931	1
NR_045357	chr10	68320142	68321142	1
NR_045358	chr10	97035767	97036767	0
NR_045359	chr10	119760699	119761699	1
NR_045360	chr18	57637585	57638585	1
NR_045361	chr18	83324884	83325884	1
NR_045362	chr3	111881902	111882902	0
NR_045363	chr13	3498049	3499049	0
NR_045364	chr13	50764248	50765248	1
NR_045365	chr18	76097471	76098471	1
NR_045366	chr18	64276180	64277180	1
NR_045367	chrX	52575842	52576842	0
NR_045368	chr18	74530124	74531124	1
NR_045369	chr5	124229724	124230724	0
NR_045371	chr5	127170564	127171564	0
NR_045372	chr18	14988994	14989994	0
NR_045373	chr18	14232305	14233305	0
NR_045374	chr18	17579990	17580990	1
NR_045376	chr18	67798943	67799943	1
NR_045377	chr5	112206762	112207762	0
NR_045378	chr5	112206762	112207762	0
NR_045379	chr18	10706859	10707859	0
NR_045380	chr3	40901543	40902543	1
NR_045381	chr18	32836287	32837287	1
NR_045383	chr5	91766300	91767300	1
NR_045384	chr5	64044972	64045972	0
NR_045386	chr18	49816956	49817956	1
NR_045389	chr18	82758039	82759039	1
NR_045390	chr18	74017906	74018906	0
NR_045391	chr18	29495416	29496416	1
NR_045392	chr3	40854285	40855285	1
NR_045393	chr18	75296329	75297329	1
NR_045394	chr18	75296317	75297317	1
NR_045395	chr18	29442199	29443199	0
NR_045396	chr5	112588996	112589996	1
NR_045397	chr5	112588996	112589996	1
NR_045398	chr18	28560163	28561163	0
NR_045399	chr18	16816406	16817406	0
NR_045400	chr18	54611743	54612743	0
NR_045401	chr18	60663409	60664409	0
NR_045402	chr18	61664538	61665538	1
NR_045403	chr18	32377284	32378284	1
NR_045404	chr18	47922840	47923840	0
NR_045411	chr5	64477007	64478007	0
NR_045412	chr5	64477007	64478007	0
NR_045413	chr5	64477007	64478007	0
NR_045415	chr18	33464162	33465162	0
NR_045416	chr5	39602574	39603574	1
NR_045419	chr18	61483607	61484607	1
NR_045420	chr18	61639652	61640652	0
NR_045421	chr18	11838377	11839377	1
NR_045422	chrX	102928371	102929371	0
NR_045423	chr5	149537030	149538030	1
NR_045424	chrX	136104602	136105602	0
NR_045425	chrX	136104921	136105921	0
NR_045426	chrX	6573663	6574663	1
NR_045427	chr17	28271707	28272707	0
NR_045428	chr17	69276206	69277206	1
NR_045429	chrX	13246733	13247733	1
NR_045430	chrX	13235283	13236283	1
NR_045431	chr17	15631787	15632787	0
NR_045432	chr17	89320226	89321226	0
NR_045433	chr17	9774866	9775866	1
NR_045434	chrX	12159346	12160346	1
NR_045435	chr17	86286178	86287178	1
NR_045436	chr17	13553094	13554094	1
NR_045437	chr17	13553094	13554094	1
NR_045438	chr18	46464816	46465816	1
NR_045439	chr17	36923791	36924791	0
NR_045440	chrX	46327911	46328911	1
NR_045441	chrX	129051523	129052523	0
NR_045442	chrX	62526011	62527011	1
NR_045443	chrX	62515069	62516069	1
NR_045444	chr17	43590509	43591509	1
NR_045445	chr17	43590509	43591509	1
NR_045446	chr4	147067436	147068436	1
NR_045447	chr17	29595305	29596305	1
NR_045448	chrX	8892352	8893352	0
NR_045450	chr4	83389668	83390668	1
NR_045451	chrX	152368571	152369571	0
NR_045452	chrX	152369027	152370027	0
NR_045453	chrX	104816775	104817775	0
NR_045454	chrX	134685462	134686462	1
NR_045455	chrX	139355770	139356770	1
NR_045456	chrX	139356738	139357738	1
NR_045457	chr17	28905264	28906264	0
NR_045458	chr17	84078659	84079659	0
NR_045459	chr17	35772449	35773449	0
NR_045461	chr17	10324601	10325601	0
NR_045462	chr17	4121102	4122102	1
NR_045463	chr17	90861168	90862168	0
NR_045466	chr12	110157073	110158073	1
NR_045467	chr8	77624171	77625171	0
NR_045468	chr4	146545873	146546873	1
NR_045469	chr13	58761311	58762311	1
NR_045470	chr8	106587142	106588142	0
NR_045471	chr8	121082032	121083032	1
NR_045472	chr12	49479862	49480862	1
NR_045473	chr8	22398720	22399720	0
NR_045474	chr13	50261814	50262814	0
NR_045474	chr13	50679224	50680224	1
NR_045475	chr8	61287872	61288872	1
NR_045476	chr11	59739154	59740154	1
NR_045477	chr11	98357283	98358283	1
NR_045478	chr5	11768308	11769308	1
NR_045479	chr14	123987634	123988634	0
NR_045480	chr6	126327686	126328686	1
NR_045482	chr6	87689847	87690847	1
NR_045485	chr2	32757233	32758233	0
NR_045487	chr8	71025755	71026755	1
NR_045488	chr12	9569585	9570585	1
NR_045489	chr13	44439726	44440726	0
NR_045490	chr12	80507205	80508205	0
NR_045491	chr12	30466358	30467358	1
NR_045495	chr13	99086921	99087921	1
NR_045496	chr11	97598510	97599510	0
NR_045497	chr8	41827266	41828266	0
NR_045498	chr13	98434065	98435065	1
NR_045499	chr11	88098057	88099057	0
NR_045500	chr5	48395572	48396572	0
NR_045501	chr13	113501844	113502844	1
NR_045502	chr3	79212918	79213918	0
NR_045503	chr14	62760500	62761500	0
NR_045504	chr7	40674736	40675736	0
NR_045505	chr5	36875879	36876879	1
NR_045506	chr11	54212288	54213288	1
NR_045507	chr13	15801630	15802630	1
NR_045508	chr13	117719011	117720011	1
NR_045509	chr15	46324584	46325584	0
NR_045510	chr15	87715546	87716546	0
NR_045514	chr10	123264075	123265075	0
NR_045516	chr16	31663934	31664934	0
NR_045517	chr16	58727909	58728909	0
NR_045518	chr16	58727909	58728909	0
NR_045519	chr17	56673224	56674224	0
NR_045520	chr17	25579173	25580173	0
NR_045521	chr7	44985420	44986420	1
NR_045522	chr17	33717677	33718677	1
NR_045523	chr17	33717677	33718677	1
NR_045524	chr18	12818907	12819907	1
NR_045526	chr18	11657348	11658348	0
NR_045527	chr18	11633275	11634275	0
NR_045528	chr19	5117408	5118408	1
NR_045533	chr2	14873655	14874655	0
NR_045535	chr2	32721054	32722054	0
NR_045537	chr7	126376934	126377934	1
NR_045538	chr2	18064584	18065584	0
NR_045539	chr2	18064584	18065584	0
NR_045540	chr2	181715015	181716015	0
NR_045541	chr2	181715015	181716015	0
NR_045542	chr2	181715015	181716015	0
NR_045544	chr2	165286838	165287838	1
NR_045546	chr12	84316858	84317858	0
NR_045549	chr4	41516333	41517333	1
NR_045551	chr4	41506764	41507764	1
NR_045554	chr12	77238738	77239738	0
NR_045556	chr10	60695490	60696490	1
NR_045558	chr6	120363369	120364369	1
NR_045561	chr4	126024658	126025658	0
NR_045567	chr4	43045220	43046220	1
NR_045569	chrX	157698972	157699972	0
NR_045570	chr4	117882476	117883476	1
NR_045571	chr4	134102582	134103582	0
NR_045575	chr3	19188220	19189220	0
NR_045576	chr3	40799950	40800950	0
NR_045578	chr3	104864505	104865505	0
NR_045594	chr8	105965115	105966115	1
NR_045595	chr16	5007315	5008315	0
NR_045596	chr16	5007315	5008315	0
NR_045598	chr6	145250551	145251551	0
NR_045599	chr14	65592112	65593112	1
NR_045601	chr9	50775224	50776224	0
NR_045606	chr9	21926535	21927535	1
NR_045608	chr5	108065673	108066673	0
NR_045611	chr7	44997647	44998647	0
NR_045613	chr15	59306947	59307947	0
NR_045614	chr7	122969459	122970459	1
NR_045615	chr12	84316858	84317858	0
NR_045616	chr13	35181622	35182622	0
NR_045618	chr5	90366996	90367996	0
NR_045619	chr13	94357923	94358923	1
NR_045621	chr14	119749226	119750226	0
NR_045624	chr14	118365877	118366877	0
NR_045627	chr15	99251787	99252787	0
NR_045629	chr15	94247201	94248201	0
NR_045633	chr13	59584223	59585223	1
NR_045640	chr9	59480741	59481741	1
NR_045641	chr3	59152628	59153628	1
NR_045642	chr8	104247558	104248558	1
NR_045643	chr4	154635367	154636367	1
NR_045645	chr19	43675177	43676177	0
NR_045657	chr14	103032803	103033803	1
NR_045660	chr14	76519855	76520855	1
NR_045661	chr14	114831964	114832964	0
NR_045668	chrX	21360864	21361864	0
NR_045676	chr7	29134932	29135932	0
NR_045685	chr7	33652281	33653281	1
NR_045686	chr11	59810079	59811079	0
NR_045687	chr19	29067300	29068300	0
NR_045689	chr8	105269800	105270800	0
NR_045693	chr9	119321427	119322427	1
NR_045694	chr5	30092939	30093939	0
NR_045695	chr7	80074257	80075257	1
NR_045696	chr8	122443655	122444655	0
NR_045698	chr16	78254454	78255454	1
NR_045699	chr5	151368674	151369674	0
NR_045700	chr5	151368674	151369674	0
NR_045701	chr15	100614110	100615110	1
NR_045702	chr5	119579358	119580358	1
NR_045703	chr19	7383002	7384002	0
NR_045704	chr3	128230605	128231605	1
NR_045705	chr9	61138514	61139514	0
NR_045707	chr6	142814230	142815230	0
NR_045708	chr11	3308999	3309999	0
NR_045709	chr16	33379736	33380736	1
NR_045710	chr3	10088276	10089276	0
NR_045711	chr15	18368627	18369627	1
NR_045712	chr14	90126890	90127890	0
NR_045713	chr14	38898301	38899301	0
NR_045714	chr14	61492687	61493687	0
NR_045715	chr10	127195248	127196248	0
NR_045716	chr10	127195248	127196248	0
NR_045717	chr7	140844689	140845689	1
NR_045718	chr14	25142241	25143241	1
NR_045719	chr15	39962648	39963648	0
NR_045722	chr16	34957864	34958864	1
NR_045723	chr16	34957994	34958994	1
NR_045726	chr4	41517436	41518436	0
NR_045727	chr7	61614327	61615327	1
NR_045728	chr14	51987829	51988829	1
NR_045729	chr2	33805815	33806815	0
NR_045730	chr8	103603798	103604798	0
NR_045731	chr6	117750769	117751769	1
NR_045732	chr6	143650288	143651288	1
NR_045733	chr6	120554795	120555795	0
NR_045734	chr1	20356453	20357453	0
NR_045735	chr9	72530858	72531858	1
NR_045736	chr14	51344489	51345489	1
NR_045737	chr15	93926111	93927111	1
NR_045738	chr5	52618011	52619011	1
NR_045739	chr8	45818297	45819297	1
NR_045740	chr15	3996038	3997038	0
NR_045741	chr12	100276608	100277608	0
NR_045742	chr9	21410720	21411720	1
NR_045743	chr15	103145828	103146828	1
NR_045744	chr7	82070386	82071386	0
NR_045745	chr9	68024714	68025714	1
NR_045746	chr15	79010041	79011041	1
NR_045747	chr15	76268839	76269839	1
NR_045748	chr9	67133560	67134560	0
NR_045749	chr3	89998759	89999759	0
NR_045750	chr8	46738515	46739515	1
NR_045751	chr12	108554618	108555618	1
NR_045752	chr12	108554618	108555618	1
NR_045753	chr12	108554618	108555618	1
NR_045754	chr9	9236287	9237287	0
NR_045757	chr15	38593934	38594934	1
NR_045758	chr5	149847746	149848746	0
NR_045759	chr14	50503768	50504768	0
NR_045760	chr3	138238663	138239663	1
NR_045761	chr14	115408552	115409552	1
NR_045764	chr17	4081995	4082995	1
NR_045765	chr4	16164109	16165109	0
NR_045766	chr17	21690211	21691211	0
NR_045775	chr8	12830919	12831919	1
NR_045776	chr4	95966655	95967655	1
NR_045777	chr4	95966035	95967035	1
NR_045778	chr19	20551330	20552330	1
NR_045779	chrX	74367548	74368548	1
NR_045780	chr11	95711754	95712754	1
NR_045781	chr15	100731737	100732737	1
NR_045782	chr15	100731737	100732737	1
NR_045783	chr19	6012619	6013619	0
NR_045788	chr15	39797044	39798044	0
NR_045792	chr5	75110320	75111320	0
NR_045793	chr5	120138263	120139263	1
NR_045794	chr13	63296147	63297147	1
NR_045795	chr17	8388468	8389468	1
NR_045798	chr13	64248699	64249699	0
NR_045799	chr16	5975586	5976586	0
NR_045800	chr4	134449171	134450171	1
NR_045801	chr3	153791087	153792087	1
NR_045802	chr2	132424740	132425740	0
NR_045803	chr7	125348786	125349786	1
NR_045804	chr7	125348786	125349786	1
NR_045805	chr9	54300570	54301570	1
NR_045806	chr11	101952420	101953420	0
NR_045807	chr5	35587763	35588763	1
NR_045808	chr17	11882189	11883189	1
NR_045809	chr14	45543709	45544709	0
NR_045810	chr10	93589412	93590412	0
NR_045811	chr15	46623304	46624304	0
NR_045812	chr7	75308695	75309695	0
NR_045813	chr6	39118472	39119472	0
NR_045814	chr7	75308701	75309701	0
NR_045817	chr19	20405287	20406287	0
NR_045819	chr4	124569178	124570178	0
NR_045820	chr5	122989353	122990353	0
NR_045821	chr5	138264044	138265044	0
NR_045822	chr8	79295077	79296077	0
NR_045823	chr8	79295077	79296077	0
NR_045824	chr10	14705608	14706608	0
NR_045825	chr17	54369074	54370074	1
NR_045827	chr2	93980033	93981033	0
NR_045829	chr12	12391475	12392475	1
NR_045831	chr8	114350478	114351478	1
NR_045832	chr5	111760728	111761728	1
NR_045833	chr5	111760728	111761728	1
NR_045834	chr5	111760728	111761728	1
NR_045835	chr9	86695441	86696441	0
NR_045836	chr13	114150592	114151592	1
NR_045837	chr1	55931240	55932240	0
NR_045838	chr2	129218968	129219968	0
NR_045840	chr8	27142909	27143909	0
NR_045841	chr10	75449509	75450509	0
NR_045842	chr7	143329650	143330650	1
NR_045843	chr10	21690844	21691844	0
NR_045844	chr12	25129173	25130173	0
NR_045845	chr3	105815566	105816566	0
NR_045846	chr13	101254318	101255318	0
NR_045847	chr7	25152456	25153456	0
NR_045848	chr7	25155068	25156068	0
NR_045849	chr8	123235090	123236090	0
NR_045850	chr7	70365382	70366382	0
NR_045851	chr13	67031405	67032405	1
NR_045852	chrX	12762277	12763277	0
NR_045853	chr11	25326106	25327106	0
NR_045854	chr8	9131288	9132288	1
NR_045855	chr7	82970391	82971391	1
NR_045856	chr8	30568394	30569394	0
NR_045857	chr11	24481908	24482908	0
NR_045858	chr12	91045847	91046847	0
NR_045859	chr14	105427558	105428558	0
NR_045860	chr12	11047812	11048812	0
NR_045865	chr11	51085086	51086086	0
NR_045866	chr5	74949193	74950193	0
NR_045867	chr6	148613309	148614309	1
NR_045868	chr12	27159516	27160516	1
NR_045869	chr12	27159516	27160516	1
NR_045870	chr12	27159516	27160516	1
NR_045871	chr5	107702480	107703480	1
NR_045872	chr3	95985509	95986509	0
NR_045873	chr11	79023596	79024596	0
NR_045874	chr7	96800549	96801549	1
NR_045875	chr11	85718744	85719744	1
NR_045876	chr11	45808082	45809082	0
NR_045877	chr2	180332856	180333856	0
NR_045878	chr16	30038479	30039479	1
NR_045879	chr18	75514644	75515644	0
NR_045880	chr6	88842853	88843853	0
NR_045881	chr18	4812485	4813485	0
NR_045882	chr10	77011994	77012994	0
NR_045883	chr15	34675072	34676072	0
NR_045884	chr12	3861244	3862244	1
NR_045885	chr7	137234682	137235682	0
NR_045886	chr9	57070966	57071966	1
NR_045887	chr4	103290958	103291958	0
NR_045888	chr12	88376323	88377323	1
NR_045889	chr16	84972210	84973210	0
NR_045891	chr13	5857092	5858092	1
NR_045892	chr1	132729352	132730352	0
NR_045893	chr11	6527760	6528760	1
NR_045894	chr2	35557702	35558702	1
NR_045895	chr2	58163973	58164973	0
NR_045896	chr2	58163973	58164973	0
NR_045897	chr14	68123751	68124751	0
NR_045898	chr11	79674086	79675086	1
NR_045899	chr17	64554590	64555590	1
NR_045900	chr13	107687396	107688396	0
NR_045902	chr11	118453995	118454995	1
NR_045903	chr8	121544387	121545387	0
NR_045904	chr8	26823423	26824423	1
NR_045905	chr3	5219823	5220823	1
NR_045906	chr11	28681563	28682563	0
NR_045907	chr7	124707935	124708935	1
NR_045908	chr13	111228431	111229431	1
NR_045909	chr11	109845877	109846877	0
NR_045910	chr12	52601322	52602322	1
NR_045911	chr4	140956902	140957902	1
NR_045912	chr17	47700996	47701996	1
NR_045913	chr17	47700996	47701996	1
NR_045914	chr1	63114739	63115739	0
NR_045915	chr1	63114470	63115470	0
NR_045916	chrX	48284426	48285426	1
NR_045917	chrX	36910833	36911833	0
NR_045918	chr11	14598225	14599225	1
NR_045919	chr2	118304913	118305913	0
NR_045920	chr16	16717121	16718121	1
NR_045921	chr14	105498787	105499787	0
NR_045922	chr11	72266843	72267843	0
NR_045924	chr5	87978351	87979351	1
NR_045928	chr7	50574884	50575884	1
NR_045930	chr11	114198257	114199257	0
NR_045931	chr14	69170843	69171843	1
NR_045932	chr11	82959681	82960681	1
NR_045933	chr13	26311406	26312406	1
NR_045934	chr13	70573240	70574240	0
NR_045935	chr16	50071852	50072852	1
NR_045936	chr14	39655662	39656662	0
NR_045938	chr14	106485520	106486520	1
NR_045939	chr14	70852932	70853932	0
NR_045940	chr7	69496093	69497093	0
NR_045941	chr12	71540606	71541606	0
NR_045942	chr11	71939122	71940122	1
NR_045943	chr12	38613521	38614521	1
NR_045944	chr4	140810992	140811992	0
NR_045945	chr17	47687609	47688609	0
NR_045946	chr10	3132193	3133193	1
NR_045947	chr12	118529193	118530193	1
NR_045949	chr3	146641931	146642931	0
NR_045950	chr12	112434338	112435338	1
NR_045952	chr17	89379240	89380240	0
NR_045953	chr14	104026142	104027142	1
NR_045954	chr7	67802496	67803496	1
NR_045955	chr11	88905927	88906927	0
NR_045956	chr11	90804690	90805690	0
NR_045957	chr13	31240086	31241086	1
NR_045959	chr14	47898863	47899863	0
NR_045960	chr12	15049389	15050389	1
NR_045961	chr14	67396742	67397742	1
NR_045963	chr17	94833799	94834799	1
NR_045964	chr17	94833799	94834799	1
NR_045965	chr13	70027348	70028348	1
NR_045966	chr12	11438232	11439232	0
NR_045967	chr9	122397801	122398801	1
NR_045968	chr14	8666389	8667389	0
NR_045969	chr7	98177193	98178193	0
NR_045970	chr7	98177193	98178193	0
NR_045971	chr7	98177193	98178193	0
NR_045972	chr7	98177193	98178193	0
NR_045973	chr12	107734488	107735488	1
NR_045974	chr5	15882766	15883766	1
NR_045975	chr13	30615042	30616042	0
NR_045976	chr13	114607227	114608227	0
NR_045977	chr13	59733649	59734649	0
NR_045978	chr7	113141015	113142015	1
NR_045979	chr10	110895507	110896507	1
NR_045980	chr6	91439854	91440854	1
NR_045981	chr5	97392416	97393416	0
NR_045982	chr13	118556167	118557167	0
NR_045984	chr6	50776114	50777114	0
NR_045986	chr6	112289319	112290319	1
NR_045987	chr6	112289319	112290319	1
NR_045988	chr6	43442428	43443428	0
NR_045989	chr19	4439558	4440558	0
NR_045990	chr19	4439322	4440322	0
NR_045991	chr15	98985964	98986964	0
NR_045993	chr5	100077961	100078961	0
NR_045995	chr6	13871568	13872568	0
NR_045996	chr15	101221246	101222246	0
NR_045997	chr3	88176785	88177785	1
NR_046001	chr7	25228722	25229722	0
NR_046002	chr12	56591058	56592058	0
NR_046003	chr12	56591058	56592058	0
NR_046004	chr7	82754644	82755644	1
NR_046006	chr7	90128474	90129474	1
NR_046007	chr7	90128936	90129936	1
NR_046010	chr10	10751045	10752045	0
NR_046011	chr6	72438682	72439682	0
NR_046013	chr12	73408563	73409563	1
NR_046014	chr2	147710692	147711692	0
NR_046015	chrX	166662024	166663024	0
NR_046016	chr17	87193942	87194942	1
NR_046017	chr8	11007849	11008849	0
NR_046019	chr14	63055072	63056072	0
NR_046021	chr7	136709604	136710604	1
NR_046022	chr13	43716790	43717790	0
NR_046023	chr13	117130024	117131024	0
NR_046024	chr7	73101068	73102068	1
NR_046025	chr11	6719037	6720037	1
NR_046026	chr16	43419196	43420196	1
NR_046027	chr10	92374373	92375373	1
NR_046029	chr10	111873376	111874376	1
NR_046030	chr11	86023350	86024350	1
NR_046032	chr13	18099202	18100202	1
NR_046033	chr5	119199018	119200018	1
NR_046034	chr11	55196682	55197682	1
NR_046036	chr3	122923116	122924116	1
NR_046037	chr11	19065274	19066274	0
NR_046038	chr13	23278349	23279349	0
NR_046039	chr8	32151894	32152894	0
NR_046040	chr6	81909800	81910800	1
NR_046041	chr4	73791243	73792243	0
NR_046042	chr4	73791243	73792243	0
NR_046043	chr7	96340964	96341964	1
NR_046044	chr12	76546925	76547925	1
NR_046045	chr12	82938155	82939155	1
NR_046046	chr2	84505873	84506873	1
NR_046047	chr11	53119056	53120056	1
NR_046048	chr9	47817208	47818208	1
NR_046049	chr6	52492450	52493450	0
NR_046050	chr7	135195002	135196002	1
NR_046053	chr6	118880157	118881157	0
NR_046059	chr14	74355526	74356526	0
NR_046060	chr5	35361552	35362552	0
NR_046061	chr13	56362899	56363899	0
NR_046062	chr7	31162357	31163357	0
NR_046063	chr6	84422838	84423838	1
NR_046064	chr15	43476036	43477036	1
NR_046065	chr2	60411524	60412524	0
NR_046066	chr9	83691474	83692474	0
NR_046067	chr8	50368111	50369111	0
NR_046068	chr4	45763223	45764223	1
NR_046069	chr13	52572225	52573225	1
NR_046071	chr6	55684570	55685570	0
NR_046074	chr7	12221315	12222315	0
NR_046075	chr14	71251272	71252272	0
NR_046076	chr14	71251272	71252272	0
NR_046077	chr7	129962164	129963164	0
NR_046078	chr14	74975085	74976085	0
NR_046080	chr12	29685445	29686445	1
NR_046081	chr12	86169340	86170340	0
NR_046131	chr13	15807242	15808242	0
NR_046142	chr13	60029710	60030710	0
NR_046157	chr13	97559999	97560999	0
NR_046158	chr13	101232126	101233126	0
NR_046161	chr3	54156056	54157056	0
NR_046162	chr16	21295872	21296872	1
NR_046164	chr17	15239783	15240783	1
NR_046166	chr17	51447269	51448269	1
NR_046167	chr1	136130183	136131183	1
NR_046168	chr1	136130183	136131183	1
NR_046169	chr1	136130183	136131183	1
NR_046170	chr1	136130183	136131183	1
NR_046171	chr1	153736829	153737829	1
NR_046178	chr5	119625941	119626941	0
NR_046179	chr6	55396886	55397886	0
NR_046180	chr6	72041528	72042528	1
NR_046181	chr8	35881957	35882957	1
NR_046182	chr13	93094832	93095832	0
NR_046183	chr17	34094309	34095309	1
NR_046184	chr13	34112272	34113272	1
NR_046185	chr15	40526277	40527277	1
NR_046187	chr13	101396580	101397580	1
NR_046190	chr5	58451998	58452998	1
NR_046191	chr5	38344388	38345388	0
NR_046192	chr14	64103235	64104235	1
NR_046193	chr8	116800412	116801412	1
NR_046194	chr11	85774680	85775680	1
NR_046195	chr5	107632850	107633850	1
NR_046196	chr13	72815763	72816763	1
NR_046197	chr11	84719432	84720432	1
NR_046208	chr7	68417423	68418423	0
NR_046209	chr14	56700000	56701000	1
NR_046210	chr14	56700000	56701000	1
NR_046212	chr10	49094843	49095843	1
NR_046214	chr7	42866234	42867234	1
NR_046233	chr17	39842996	39843996	0
NR_046272	chr8	31367748	31368748	0
NR_046274	chr14	71856708	71857708	0
NR_046275	chr2	33641192	33642192	0
NR_046277	chr6	146657217	146658217	0
NR_046278	chr12	26211266	26212266	0
NR_046279	chr7	133128250	133129250	0
NR_046280	chr11	58322365	58323365	1
NR_046281	chr11	84829177	84830177	0
NR_046286	chr17	36120444	36121444	1
NR_046291	chr17	7324659	7325659	0
NR_046302	chr12	109636011	109637011	0
NR_046303	chr12	109642837	109643837	0
NR_046304	chr12	109649616	109650616	0
