chr_name	chromosome_id	end	id	id_13_11_20	id_13_11_25	id_14_06_11	start	tag_count_13_11_20	tag_count_13_11_25	tag_count_14_06_11
chr19	21	37693383	32251	0.0	0.0	32251.0	37692465	0.0	0.0	38.2
chr19	21	45161665	32253	0.0	0.0	32253.0	45161041	0.0	0.0	38.2
chr19	21	53555489	32254	30509.0	40364.0	32254.0	53554545	24.1	8.53	38.2
chr19	21	57181036	32255	0.0	25130.0	32255.0	57180212	0.0	25.1	38.2
chr19	21	57430802	32256	33243.0	0.0	32256.0	57430052	19.9	0.0	38.2
chr19	21	59352700	32257	0.0	0.0	32257.0	59351818	0.0	0.0	38.2
chr19	21	61084595	32258	0.0	0.0	32258.0	61083679	0.0	0.0	38.2
chr8	10	70550067	32259	27409.0	0.0	32259.0	70548851	29.8	0.0	38.2
chrX	3	23710804	32261	33245.0	31324.0	32261.0	23709610	19.9	16.1	38.2
chrX	3	52761376	32262	26426.0	28988.0	32262.0	52759494	32.4	19.1	38.2
chrX	3	68685314	32263	0.0	0.0	32263.0	68684558	0.0	0.0	38.2
chrX	3	77802884	32264	0.0	39079.0	32264.0	77801652	0.0	9.54	38.2
chrX	3	93911759	32265	30852.0	27181.0	32265.0	93911121	23.5	21.6	38.2
chrX	3	99199336	32266	28807.0	41318.0	32266.0	99198280	27.2	8.03	38.2
chrX	3	142399496	32267	0.0	35698.0	32267.0	142398996	0.0	11.5	38.2
chrX	3	159693037	32268	38197.0	0.0	32268.0	159692195	14.1	0.0	38.2
chr1	1	21278265	32269	26847.0	19599.0	32269.0	21277601	30.9	36.6	37.2
chr1	1	39560261	32270	36181.0	0.0	32270.0	39558609	15.7	0.0	37.2
chr1	1	60541945	32271	0.0	0.0	32271.0	60540729	0.0	0.0	37.2
chr1	1	61025360	32272	25341.0	25147.0	32272.0	61024482	34.5	24.6	37.2
chr1	1	62814378	32273	0.0	0.0	32273.0	62813396	0.0	0.0	37.2
chr1	1	64919808	32274	0.0	0.0	32274.0	64918802	0.0	0.0	37.2
chr1	1	69106590	32275	0.0	0.0	32275.0	69105588	0.0	0.0	37.2
chr1	1	73902974	32276	0.0	0.0	32276.0	73902086	0.0	0.0	37.2
chr1	1	75225870	32277	42364.0	20000.0	32277.0	75225108	10.5	35.6	37.2
chr1	1	82864694	32278	38802.0	42541.0	32278.0	82863242	13.1	7.03	37.2
chr1	1	106020385	32280	25721.0	29663.0	32280.0	106019761	33.5	17.6	37.2
chr1	1	130744619	32283	29633.0	29666.0	32283.0	130743801	25.1	17.6	37.2
chr1	1	137924756	32284	26856.0	23627.0	32284.0	137923498	30.9	27.6	37.2
chr1	1	144000923	32286	0.0	0.0	32286.0	143999953	0.0	0.0	37.2
chr2	2	5930974	32291	0.0	0.0	32291.0	5930080	0.0	0.0	37.2
chr2	2	8965612	32292	0.0	35750.0	32292.0	8964846	0.0	11.0	37.2
chr2	2	11542601	32293	30554.0	25166.0	32293.0	11541969	23.5	24.6	37.2
chr2	2	13672956	32294	29648.0	21263.0	32294.0	13672332	25.1	32.6	37.2
chr2	2	23000023	32296	40291.0	0.0	32296.0	22998877	12.0	0.0	37.2
chr2	2	26475782	32297	41745.0	0.0	32297.0	26474814	11.0	0.0	37.2
chr2	2	34808501	32300	0.0	0.0	32300.0	34807469	0.0	0.0	37.2
chr2	2	38575689	32301	0.0	0.0	32301.0	38574889	0.0	0.0	37.2
chr2	2	52979800	32302	0.0	0.0	32302.0	52978920	0.0	0.0	37.2
chr2	2	75907224	32305	34096.0	30889.0	32305.0	75906580	18.3	16.1	37.2
chr2	2	84256391	32306	0.0	23141.0	32306.0	84255177	0.0	28.6	37.2
chr2	2	93177576	32307	38855.0	29692.0	32307.0	93176944	13.1	17.6	37.2
chr2	2	102147077	32308	27592.0	0.0	32308.0	102146577	29.3	0.0	37.2
chr2	2	112517651	32310	45561.0	21716.0	32310.0	112517015	8.89	31.6	37.2
chr2	2	128168572	32313	30567.0	23649.0	32313.0	128167938	23.5	27.6	37.2
chr2	2	128396575	32314	0.0	0.0	32314.0	128395719	0.0	0.0	37.2
chr2	2	140052324	32315	0.0	21276.0	32315.0	140051214	0.0	32.6	37.2
chr2	2	153211810	32316	37771.0	0.0	32316.0	153210910	14.1	0.0	37.2
chr2	2	153326460	32317	0.0	30037.0	32317.0	153325670	0.0	17.1	37.2
chr2	2	157769359	32318	0.0	0.0	32318.0	157768093	0.0	0.0	37.2
chr2	2	166228047	32320	26224.0	0.0	32320.0	166226953	32.4	0.0	37.2
chr2	2	167328138	32321	0.0	0.0	32321.0	167327020	0.0	0.0	37.2
chr2	2	167754564	32322	0.0	0.0	32322.0	167753438	0.0	0.0	37.2
chr2	2	172864243	32324	0.0	25472.0	32324.0	172863489	0.0	24.1	37.2
chr2	2	181676345	32326	42457.0	0.0	32326.0	181675419	10.5	0.0	37.2
chr3	4	52924993	32327	35362.0	0.0	32327.0	52924133	16.7	0.0	37.2
chr3	4	57667477	32328	35771.0	30912.0	32328.0	57666977	16.2	16.1	37.2
chr3	4	60170133	32329	29668.0	25199.0	32329.0	60168933	25.1	24.6	37.2
chr3	4	60470466	32331	0.0	31721.0	32331.0	60469594	0.0	15.1	37.2
chr3	4	65619699	32332	0.0	0.0	32332.0	65618843	0.0	0.0	37.2
chr3	4	69923924	32333	0.0	0.0	32333.0	69922696	0.0	0.0	37.2
chr3	4	90622363	32334	0.0	29040.0	32334.0	90621701	0.0	18.6	37.2
chr3	4	94369088	32335	45644.0	28251.0	32335.0	94368462	8.89	19.6	37.2
chr3	4	123335060	32338	0.0	0.0	32338.0	123334560	0.0	0.0	37.2
chr3	4	130073272	32339	0.0	39780.0	32339.0	130072388	0.0	8.53	37.2
chr3	4	133660908	32341	0.0	0.0	32341.0	133659790	0.0	0.0	37.2
chr3	4	135641066	32342	0.0	20240.0	32342.0	135640038	0.0	35.1	37.2
chr3	4	136685100	32343	0.0	0.0	32343.0	136684326	0.0	0.0	37.2
chr3	4	147064691	32344	0.0	0.0	32344.0	147063939	0.0	0.0	37.2
chr4	5	3684989	32345	0.0	0.0	32345.0	3683747	0.0	0.0	37.2
chr4	5	11026766	32346	25759.0	0.0	32346.0	11026138	33.5	0.0	37.2
chr4	5	11772151	32347	31212.0	0.0	32347.0	11771359	22.5	0.0	37.2
chr4	5	33595937	32349	39610.0	22412.0	32349.0	33594751	12.6	30.1	37.2
chr4	5	40301591	32350	33328.0	30935.0	32350.0	40300963	19.3	16.1	37.2
chr4	5	62741142	32352	26246.0	23417.0	32352.0	62740488	32.4	28.1	37.2
chr4	5	72195712	32353	0.0	0.0	32353.0	72194650	0.0	0.0	37.2
chr4	5	86690852	32354	0.0	0.0	32354.0	86689612	0.0	0.0	37.2
chr4	5	95210263	32355	0.0	0.0	32355.0	95209501	0.0	0.0	37.2
chr4	5	109472685	32357	39628.0	0.0	32357.0	109471315	12.6	0.0	37.2
chr4	5	120051907	32359	47054.0	21946.0	32359.0	120051407	8.37	31.1	37.2
chr4	5	133163928	32360	0.0	0.0	32360.0	133162428	0.0	0.0	37.2
chr4	5	134460789	32361	38350.0	0.0	32361.0	134459941	13.6	0.0	37.2
chr4	5	134946926	32363	27618.0	0.0	32363.0	134946300	29.3	0.0	37.2
chr4	5	135255747	32365	0.0	0.0	32365.0	135254777	0.0	0.0	37.2
chr4	5	145286882	32366	0.0	0.0	32366.0	145285028	0.0	0.0	37.2
chr4	5	150899286	32368	0.0	0.0	32368.0	150898524	0.0	0.0	37.2
chr5	6	21517800	32371	34588.0	0.0	32371.0	21517174	17.8	0.0	37.2
chr5	6	25438539	32372	32669.0	41654.0	32372.0	25437155	20.4	7.53	37.2
chr5	6	38367294	32374	28884.0	0.0	32374.0	38366794	26.7	0.0	37.2
chr5	6	66146057	32375	0.0	0.0	32375.0	66144583	0.0	0.0	37.2
chr5	6	76667831	32377	0.0	32141.0	32377.0	76667039	0.0	14.6	37.2
chr5	6	97693966	32379	0.0	28678.0	32379.0	97693078	0.0	19.1	37.2
chr6	7	8557530	32382	0.0	0.0	32382.0	8556630	0.0	0.0	37.2
chr6	7	13643959	32383	37434.0	0.0	32383.0	13642979	14.6	0.0	37.2
chr6	7	17655464	32384	25006.0	20918.0	32384.0	17654492	35.6	33.6	37.2
chr6	7	22475334	32385	0.0	0.0	32385.0	22474286	0.0	0.0	37.2
chr6	7	31033644	32386	0.0	0.0	32386.0	31032810	0.0	0.0	37.2
chr6	7	33052298	32387	0.0	0.0	32387.0	33051284	0.0	0.0	37.2
chr6	7	39681187	32388	0.0	0.0	32388.0	39680239	0.0	0.0	37.2
chr6	7	41655050	32390	36917.0	30514.0	32390.0	41654550	15.2	16.6	37.2
chr6	7	55167638	32391	36359.0	30522.0	32391.0	55166958	15.7	16.6	37.2
chr6	7	72749265	32393	0.0	0.0	32393.0	72748309	0.0	0.0	37.2
chr6	7	83750752	32394	0.0	0.0	32394.0	83750252	0.0	0.0	37.2
chr6	7	98955882	32396	0.0	0.0	32396.0	98955104	0.0	0.0	37.2
chr6	7	99101508	32397	50705.0	0.0	32397.0	99099970	6.8	0.0	37.2
chr6	7	99491063	32398	0.0	0.0	32398.0	99490297	0.0	0.0	37.2
chr6	7	101291154	32399	45897.0	30994.0	32399.0	101290176	8.89	16.1	37.2
chr6	7	108810497	32401	24425.0	0.0	32401.0	108809603	37.1	0.0	37.2
chr6	7	120455178	32402	34631.0	33191.0	32402.0	120454478	17.8	13.6	37.2
chr6	7	124908527	32403	30021.0	0.0	32403.0	124907375	24.6	0.0	37.2
chr6	7	129434756	32404	0.0	0.0	32404.0	129434128	0.0	0.0	37.2
chr6	7	134557838	32405	33050.0	33197.0	32405.0	134557178	19.9	13.6	37.2
chr6	7	136851097	32406	0.0	0.0	32406.0	136850337	0.0	0.0	37.2
chr6	7	146777214	32407	39012.0	0.0	32407.0	146776284	13.1	0.0	37.2
chr7	8	4088132	32408	0.0	0.0	32408.0	4087316	0.0	0.0	37.2
chr7	8	43353502	32411	28401.0	30128.0	32411.0	43352666	27.7	17.1	37.2
chr7	8	45909458	32412	35040.0	32686.0	32412.0	45908590	17.3	14.1	37.2
chr7	8	58837419	32413	0.0	0.0	32413.0	58836607	0.0	0.0	37.2
chr7	8	73391631	32415	0.0	0.0	32415.0	73390749	0.0	0.0	37.2
chr7	8	90020766	32417	0.0	0.0	32417.0	90018996	0.0	0.0	37.2
chr7	8	102529434	32419	34229.0	28335.0	32419.0	102528552	18.3	19.6	37.2
chr7	8	118262591	32421	39049.0	0.0	32421.0	118261963	13.1	0.0	37.2
chr7	8	119857417	32422	37470.0	28734.0	32422.0	119856185	14.6	19.1	37.2
chr7	8	123131647	32423	0.0	0.0	32423.0	123130387	0.0	0.0	37.2
chr7	8	126667701	32425	0.0	0.0	32425.0	126666373	0.0	0.0	37.2
chr7	8	128369403	32426	28150.0	0.0	32426.0	128368615	28.2	0.0	37.2
chr7	8	130416407	32427	0.0	0.0	32427.0	130415441	0.0	0.0	37.2
chr7	8	130858477	32428	45995.0	0.0	32428.0	130857655	8.89	0.0	37.2
chr8	10	18936799	32429	26516.0	0.0	32429.0	18936005	31.9	0.0	37.2
chr8	10	23197419	32430	34241.0	0.0	32430.0	23196365	18.3	0.0	37.2
chr8	10	33665142	32431	0.0	0.0	32431.0	33664022	0.0	0.0	37.2
chr8	10	46887114	32433	34246.0	34353.0	32433.0	46885980	18.3	12.5	37.2
chr8	10	66334985	32435	0.0	0.0	32435.0	66333837	0.0	0.0	37.2
chr8	10	66438492	32436	37480.0	0.0	32436.0	66437570	14.6	0.0	37.2
chr8	10	70491232	32437	0.0	0.0	32437.0	70490588	0.0	0.0	37.2
chr8	10	71376136	32438	30351.0	24714.0	32438.0	71374808	24.1	25.6	37.2
chr8	10	77117036	32439	39077.0	33818.0	32439.0	77116178	13.1	13.1	37.2
chr8	10	94734361	32441	0.0	33238.0	32441.0	94733327	0.0	13.6	37.2
chr8	10	110924442	32443	37000.0	0.0	32443.0	110922690	15.2	0.0	37.2
chr8	10	111620844	32444	29227.0	25850.0	32444.0	111619912	26.1	23.6	37.2
chr8	10	114909399	32446	0.0	0.0	32446.0	114908723	0.0	0.0	37.2
chr8	10	120014701	32447	43623.0	0.0	32447.0	120013785	9.94	0.0	37.2
chr8	10	121022770	32448	0.0	29810.0	32448.0	121021560	0.0	17.6	37.2
chr8	10	125521428	32450	0.0	0.0	32450.0	125520614	0.0	0.0	37.2
chr9	12	8017756	32451	40653.0	0.0	32451.0	8016960	12.0	0.0	37.2
chr9	12	25168115	32452	37497.0	0.0	32452.0	25167215	14.6	0.0	37.2
chr9	12	31163736	32453	42724.0	36006.0	32453.0	31163236	10.5	11.0	37.2
chr9	12	32481515	32454	0.0	0.0	32454.0	32480683	0.0	0.0	37.2
chr9	12	50853567	32455	28424.0	27352.0	32455.0	50852357	27.7	21.1	37.2
chr9	12	56207555	32456	28961.0	0.0	32456.0	56206923	26.7	0.0	37.2
chr9	12	57667706	32457	28962.0	23731.0	32457.0	57667072	26.7	27.6	37.2
chr9	12	58900081	32458	46097.0	0.0	32458.0	58899283	8.89	0.0	37.2
chr9	12	62961670	32460	0.0	0.0	32460.0	62960434	0.0	0.0	37.2
chr9	12	65405743	32462	46107.0	32258.0	32462.0	65404735	8.89	14.6	37.2
chr9	12	65811324	32463	28428.0	25857.0	32463.0	65810522	27.7	23.6	37.2
chr9	12	72746665	32465	0.0	0.0	32465.0	72745647	0.0	0.0	37.2
chr9	12	76723414	32466	44749.0	0.0	32466.0	76722632	9.41	0.0	37.2
chr9	12	77807264	32467	28430.0	0.0	32467.0	77806636	27.7	0.0	37.2
chr9	12	100508653	32469	48259.0	0.0	32469.0	100507237	7.84	0.0	37.2
chr9	12	102545677	32470	0.0	0.0	32470.0	102544745	0.0	0.0	37.2
chr9	12	103474420	32472	26969.0	26720.0	32472.0	103473446	30.9	22.1	37.2
chr9	12	103709008	32473	31653.0	27364.0	32473.0	103708508	22.0	21.1	37.2
chr9	12	118457329	32474	28183.0	25583.0	32474.0	118456695	28.2	24.1	37.2
chr9	12	121905119	32475	0.0	0.0	32475.0	121904147	0.0	0.0	37.2
chr10	9	4911037	32476	47300.0	0.0	32476.0	4910179	8.37	0.0	37.2
chr10	9	7118993	32477	50972.0	0.0	32477.0	7117861	6.8	0.0	37.2
chr10	9	21566084	32478	26324.0	26730.0	32478.0	21565454	32.4	22.1	37.2
chr10	9	25221482	32480	0.0	0.0	32480.0	25220772	0.0	0.0	37.2
chr10	9	26319864	32481	0.0	0.0	32481.0	26318484	0.0	0.0	37.2
chr10	9	34176995	32482	32014.0	24743.0	32482.0	34176173	21.4	25.6	37.2
chr10	9	75137988	32483	27696.0	0.0	32483.0	75137044	29.3	0.0	37.2
chr10	9	82967399	32484	0.0	42005.0	32484.0	82966207	0.0	7.53	37.2
chr10	9	88708919	32485	27444.0	0.0	32485.0	88708137	29.8	0.0	37.2
chr10	9	89740731	32486	0.0	0.0	32486.0	89740231	0.0	0.0	37.2
chr10	9	95509279	32487	39885.0	0.0	32487.0	95508779	12.6	0.0	37.2
chr10	9	108090041	32489	29261.0	32292.0	32489.0	108089093	26.1	14.6	37.2
chr10	9	116927449	32490	0.0	0.0	32490.0	116926697	0.0	0.0	37.2
chr10	9	119099164	32491	0.0	0.0	32491.0	119098232	0.0	0.0	37.2
chr10	9	120876948	32492	0.0	0.0	32492.0	120875820	0.0	0.0	37.2
chr11	13	8848180	32494	0.0	0.0	32494.0	8847486	0.0	0.0	37.2
chr11	13	17181749	32495	28200.0	38663.0	32495.0	17180293	28.2	9.54	37.2
chr11	13	22812022	32496	0.0	0.0	32496.0	22811188	0.0	0.0	37.2
chr11	13	32103202	32497	44871.0	0.0	32497.0	32102412	9.41	0.0	37.2
chr11	13	46063826	32498	0.0	35433.0	32498.0	46063002	0.0	11.5	37.2
chr11	13	52241283	32499	26558.0	25609.0	32499.0	52239929	31.9	24.1	37.2
chr11	13	53356272	32500	43765.0	31875.0	32500.0	53355614	9.94	15.1	37.2
chr11	13	59733200	32501	0.0	0.0	32501.0	59732384	0.0	0.0	37.2
chr11	13	72952358	32502	31036.0	26760.0	32502.0	72950996	23.0	22.1	37.2
chr11	13	77093741	32503	0.0	0.0	32503.0	77093241	0.0	0.0	37.2
chr11	13	78782765	32504	30401.0	0.0	32504.0	78781979	24.1	0.0	37.2
chr11	13	79060600	32505	0.0	0.0	32505.0	79059580	0.0	0.0	37.2
chr11	13	79574427	32506	0.0	0.0	32506.0	79573797	0.0	0.0	37.2
chr11	13	83529090	32508	0.0	0.0	32508.0	83527994	0.0	0.0	37.2
chr11	13	90623957	32509	0.0	0.0	32509.0	90623457	0.0	0.0	37.2
chr11	13	94312075	32510	37561.0	27715.0	32510.0	94311061	14.6	20.6	37.2
chr11	13	96503376	32512	44911.0	0.0	32512.0	96502876	9.41	0.0	37.2
chr11	13	97109789	32513	0.0	0.0	32513.0	97108787	0.0	0.0	37.2
chr11	13	107015451	32515	0.0	0.0	32515.0	107014815	0.0	0.0	37.2
chr11	13	117314739	32517	39938.0	20981.0	32517.0	117313675	12.6	33.6	37.2
chr11	13	119863568	32518	26763.0	0.0	32518.0	119862582	31.4	0.0	37.2
chr12	15	3292216	32519	39212.0	42808.0	32519.0	3290758	13.1	7.03	37.2
chr12	15	8693495	32520	0.0	0.0	32520.0	8692201	0.0	0.0	37.2
chr12	15	17611402	32521	0.0	0.0	32521.0	17610648	0.0	0.0	37.2
chr12	15	55499490	32523	0.0	0.0	32523.0	55498990	0.0	0.0	37.2
chr12	15	72976881	32525	0.0	0.0	32525.0	72976381	0.0	0.0	37.2
chr12	15	76381420	32526	24884.0	36143.0	32526.0	76380168	36.1	11.0	37.2
chr12	15	76933479	32527	29014.0	0.0	32527.0	76932283	26.7	0.0	37.2
chr12	15	78299648	32528	39232.0	0.0	32528.0	78298194	13.1	0.0	37.2
chr12	15	80127750	32529	32437.0	0.0	32529.0	80126552	20.9	0.0	37.2
chr12	15	80895649	32530	35994.0	0.0	32530.0	80895149	16.2	0.0	37.2
chr12	15	86842871	32531	33510.0	0.0	32531.0	86842075	19.3	0.0	37.2
chr12	15	92880334	32532	37138.0	35487.0	32532.0	92879202	15.2	11.5	37.2
chr12	15	92882765	32533	29809.0	28420.0	32533.0	92881771	25.1	19.6	37.2
chr12	15	98247551	32534	34332.0	40131.0	32534.0	98246743	18.3	8.53	37.2
chr12	15	99497739	32535	30420.0	40132.0	32535.0	99496637	24.1	8.53	37.2
chr12	15	99549152	32536	32049.0	23788.0	32536.0	99548298	21.4	27.6	37.2
chr12	15	103104298	32538	0.0	0.0	32538.0	103103798	0.0	0.0	37.2
chr12	15	105937431	32539	38061.0	29887.0	32539.0	105936595	14.1	17.6	37.2
chr12	15	107209706	32540	32812.0	20151.0	32540.0	107209074	20.4	35.6	37.2
chr12	15	107758878	32542	39242.0	19916.0	32542.0	107758072	13.1	36.1	37.2
chr12	15	116416779	32543	37147.0	0.0	32543.0	116416147	15.2	0.0	37.2
chr12	15	116620427	32544	32450.0	0.0	32544.0	116619927	20.9	0.0	37.2
chr13	14	6890498	32545	0.0	0.0	32545.0	6888994	0.0	0.0	37.2
chr13	14	14615793	32546	0.0	40141.0	32546.0	14614555	0.0	8.53	37.2
chr13	14	19476017	32547	39251.0	0.0	32547.0	19474969	13.1	0.0	37.2
chr13	14	44938161	32550	0.0	0.0	32550.0	44937299	0.0	0.0	37.2
chr13	14	46733863	32551	31069.0	20156.0	32551.0	46732961	23.0	35.6	37.2
chr13	14	52702706	32554	0.0	0.0	32554.0	52701992	0.0	0.0	37.2
chr13	14	72625414	32555	0.0	0.0	32555.0	72624638	0.0	0.0	37.2
chr13	14	94365273	32557	0.0	0.0	32557.0	94364475	0.0	0.0	37.2
chr13	14	95565820	32558	26584.0	0.0	32558.0	95564972	31.9	0.0	37.2
chr13	14	104607569	32560	0.0	38815.0	32560.0	104606519	0.0	9.54	37.2
chr14	11	18327915	32561	0.0	42861.0	32561.0	18326981	0.0	7.03	37.2
chr14	11	25624583	32562	0.0	0.0	32562.0	25623157	0.0	0.0	37.2
chr14	11	26879479	32563	28254.0	22548.0	32563.0	26878851	28.2	30.1	37.2
chr14	11	27280992	32565	29037.0	28105.0	32565.0	27280060	26.7	20.1	37.2
chr14	11	54103770	32570	33957.0	22811.0	32570.0	54102610	18.8	29.6	37.2
chr14	11	62734494	32572	25101.0	20997.0	32572.0	62733726	35.6	33.6	37.2
chr14	11	121984272	32575	0.0	0.0	32575.0	121983386	0.0	0.0	37.2
chr15	16	31564065	32578	0.0	0.0	32578.0	31563361	0.0	0.0	37.2
chr15	16	36445031	32579	0.0	34496.0	32579.0	36444137	0.0	12.5	37.2
chr15	16	38669698	32581	0.0	0.0	32581.0	38668970	0.0	0.0	37.2
chr15	16	52566002	32582	43961.0	0.0	32582.0	52565330	9.94	0.0	37.2
chr15	16	62097921	32584	36055.0	0.0	32584.0	62096811	16.2	0.0	37.2
chr15	16	77872907	32587	0.0	0.0	32587.0	77872039	0.0	0.0	37.2
chr15	16	78626987	32588	0.0	34956.0	32588.0	78626029	0.0	12.0	37.2
chr15	16	86387095	32589	30178.0	0.0	32589.0	86386337	24.6	0.0	37.2
chr15	16	93756742	32591	43981.0	0.0	32591.0	93756110	9.94	0.0	37.2
chr15	16	97430077	32592	32096.0	26823.0	32592.0	97429099	21.4	22.1	37.2
chr15	16	99584037	32593	0.0	0.0	32593.0	99583299	0.0	0.0	37.2
chr16	17	10393390	32594	0.0	0.0	32594.0	10392766	0.0	0.0	37.2
chr16	17	23347201	32595	32502.0	0.0	32595.0	23346221	20.9	0.0	37.2
chr16	17	30975109	32596	0.0	0.0	32596.0	30974429	0.0	0.0	37.2
chr16	17	33053690	32597	29057.0	27137.0	32597.0	33052696	26.7	21.6	37.2
chr16	17	33608114	32598	35234.0	31958.0	32598.0	33607202	17.3	15.1	37.2
chr16	17	35318130	32599	0.0	0.0	32599.0	35317234	0.0	0.0	37.2
chr16	17	43448749	32600	27517.0	31960.0	32600.0	43447617	29.8	15.1	37.2
chr16	17	76447455	32604	29061.0	23324.0	32604.0	76446955	26.7	28.6	37.2
chr16	17	91695610	32607	37228.0	0.0	32607.0	91694650	15.2	0.0	37.2
chr16	17	94251183	32608	0.0	0.0	32608.0	94250401	0.0	0.0	37.2
chr17	18	23587891	32611	0.0	25943.0	32611.0	23587259	0.0	23.6	37.2
chr17	18	29167773	32612	25315.0	0.0	32612.0	29167137	35.0	0.0	37.2
chr17	18	32239864	32613	39372.0	29257.0	32613.0	32238256	13.1	18.6	37.2
chr17	18	47852144	32617	0.0	0.0	32617.0	47851282	0.0	0.0	37.2
chr17	18	48402688	32618	0.0	0.0	32618.0	48401584	0.0	0.0	37.2
chr17	18	52205240	32619	0.0	0.0	32619.0	52204340	0.0	0.0	37.2
chr17	18	63296458	32621	0.0	38983.0	32621.0	63295344	0.0	9.54	37.2
chr17	18	63370769	32622	0.0	0.0	32622.0	63370017	0.0	0.0	37.2
chr17	18	73787415	32623	0.0	28146.0	32623.0	73786787	0.0	20.1	37.2
chr17	18	79455870	32624	44058.0	0.0	32624.0	79454884	9.94	0.0	37.2
chr17	18	84995963	32626	0.0	0.0	32626.0	84995173	0.0	0.0	37.2
chr17	18	87609591	32627	26624.0	20192.0	32627.0	87608965	31.9	35.6	37.2
chr18	20	5015291	32628	0.0	34549.0	32628.0	5014661	0.0	12.5	37.2
chr18	20	32570165	32630	0.0	27487.0	32630.0	32568651	0.0	21.1	37.2
chr18	20	42589999	32631	32541.0	34138.0	32631.0	42589361	20.9	13.1	37.2
chr18	20	46512231	32632	0.0	0.0	32632.0	46510663	0.0	0.0	37.2
chr18	20	58677356	32634	31126.0	24078.0	32634.0	58676538	23.0	27.1	37.2
chr18	20	60971335	32635	33229.0	0.0	32635.0	60970325	19.9	0.0	37.2
chr18	20	64994707	32636	28792.0	27821.0	32636.0	64993847	27.2	20.6	37.2
chr18	20	76201611	32637	33232.0	0.0	32637.0	76200433	19.9	0.0	37.2
chr18	20	78996551	32638	0.0	0.0	32638.0	78995897	0.0	0.0	37.2
chr18	20	79994050	32639	46781.0	0.0	32639.0	79993028	8.89	0.0	37.2
chr18	20	82568421	32640	26170.0	0.0	32640.0	82567381	32.9	0.0	37.2
chr18	20	89126923	32641	32558.0	0.0	32641.0	89126275	20.9	0.0	37.2
chr19	21	4093896	32642	30501.0	22351.0	32642.0	4092988	24.1	30.6	37.2
chr19	21	4785987	32643	29356.0	0.0	32643.0	4784987	26.1	0.0	37.2
chr19	21	6349730	32644	46789.0	0.0	32644.0	6348672	8.89	0.0	37.2
chr19	21	10716333	32646	30504.0	0.0	32646.0	10715619	24.1	0.0	37.2
chr19	21	17219530	32647	0.0	0.0	32647.0	17218416	0.0	0.0	37.2
chr19	21	29471121	32649	45319.0	0.0	32649.0	29470295	9.41	0.0	37.2
chr19	21	32832802	32651	25327.0	28171.0	32651.0	32832172	35.0	20.1	37.2
chr19	21	37234077	32652	30506.0	37985.0	32652.0	37233321	24.1	10.0	37.2
chr19	21	53300367	32653	26841.0	22124.0	32653.0	53299547	31.4	31.1	37.2
chr19	21	59418573	32655	0.0	0.0	32655.0	59417901	0.0	0.0	37.2
chrX	3	12195294	32657	0.0	32976.0	32657.0	12194502	0.0	14.1	37.2
chrX	3	36907714	32658	0.0	31325.0	32658.0	36907076	0.0	16.1	37.2
chrX	3	42402347	32659	0.0	33560.0	32659.0	42400849	0.0	13.6	37.2
chrX	3	99047146	32662	0.0	43296.0	32662.0	99046100	0.0	6.53	37.2
chrX	3	107099991	32664	0.0	0.0	32664.0	107098603	0.0	0.0	37.2
chrX	3	150511725	32667	44144.0	0.0	32667.0	150510943	9.94	0.0	37.2
chrX	3	167140439	32668	29620.0	20640.0	32668.0	167139235	25.6	34.6	37.2
chr1	1	13233294	32669	36711.0	0.0	32669.0	13231910	15.2	0.0	36.3
chr1	1	15883889	32670	0.0	19791.0	32670.0	15882611	0.0	36.1	36.3
chr1	1	36572479	32672	0.0	0.0	32672.0	36571979	0.0	0.0	36.3
chr1	1	36592042	32673	0.0	0.0	32673.0	36591342	0.0	0.0	36.3
chr1	1	54181553	32675	0.0	27199.0	32675.0	54180919	0.0	21.1	36.3
chr1	1	54436651	32676	0.0	0.0	32676.0	54435047	0.0	0.0	36.3
chr1	1	57853458	32677	33633.0	0.0	32677.0	57852550	18.8	0.0	36.3
chr1	1	80496839	32680	0.0	0.0	32680.0	80496339	0.0	0.0	36.3
chr1	1	82835146	32681	27296.0	32519.0	32681.0	82834454	29.8	14.1	36.3
chr1	1	85986854	32684	40250.0	0.0	32684.0	85985282	12.0	0.0	36.3
chr1	1	106546074	32687	37727.0	0.0	32687.0	106545278	14.1	0.0	36.3
chr1	1	134518857	32690	31495.0	0.0	32690.0	134518219	22.0	0.0	36.3
chr1	1	161976816	32692	0.0	0.0	32692.0	161975902	0.0	0.0	36.3
chr1	1	171478630	32693	39507.0	38087.0	32693.0	171477858	12.6	9.54	36.3
chr1	1	179579537	32694	24751.0	23635.0	32694.0	179578603	36.1	27.6	36.3
chr2	2	3669186	32696	32202.0	38100.0	32696.0	3668432	20.9	9.54	36.3
chr2	2	10015350	32699	0.0	23388.0	32699.0	10014422	0.0	28.1	36.3
chr2	2	11232268	32700	36217.0	0.0	32700.0	11231342	15.7	0.0	36.3
chr2	2	19716424	32701	27311.0	0.0	32701.0	19715630	29.8	0.0	36.3
chr2	2	24395758	32702	0.0	0.0	32702.0	24394788	0.0	0.0	36.3
chr2	2	30504677	32703	36220.0	34625.0	32703.0	30504049	15.7	12.0	36.3
chr2	2	33762966	32704	0.0	0.0	32704.0	33761906	0.0	0.0	36.3
chr2	2	38223129	32706	30558.0	23877.0	32706.0	38222413	23.5	27.1	36.3
