id	chr_name	start	end	chromosome_id	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc	ets_tag_count	ets_id	batf_tag_count	batf_id	junb_tag_count	junb_id	cjun_tag_count	cjun_id	jund_tag_count	jund_id	irf4_tag_count	irf4_id
24415	chr2	3760455	3761249	2	20.0	24415							9.82	30540.0												
24416	chr2	5171099	5171915	2	20.0	24416	22.4	22433.0									12.8	26304.0								
24417	chr2	6324062	6324562	2	20.0	24417																				
24418	chr2	11226690	11227394	2	20.0	24418	16.9	25061.0	18.7	21344.0			19.6	22446.0												
24419	chr2	13790024	13790524	2	20.0	24419																				
24420	chr2	18897671	18898171	2	20.0	24420	33.8	18674.0	18.1	21665.0	17.9	25489.0	26.0	19322.0												
24421	chr2	18963596	18964096	2	20.0	24421																				
24422	chr2	19665385	19666037	2	20.0	24422	10.9	28854.0	13.0	25247.0	16.7	26235.0											9.42	59203.0	20.3	23704.0
24423	chr2	25167493	25168719	2	20.0	24423	32.4	19054.0	18.1	21667.0	40.1	17533.0	34.7	16095.0												
24425	chr2	30711969	30712617	2	20.0	24425	57.5	13176.0	19.8	20721.0	38.3	17996.0	42.7	13568.0			17.9	19974.0	156.2	1422.0	143.3	310.0	159.3	457.0	67.1	3344.0
24426	chr2	31416941	31417593	2	20.0	24426																				
24428	chr2	52732435	52732935	2	20.0	24428			17.5	22030.0	37.7	18173.0														
24429	chr2	59521965	59522591	2	20.0	24429	23.7	21902.0			14.8	27464.0	9.82	30564.0									14.5	46247.0		
24430	chr2	60504518	60505202	2	20.0	24430	18.7	24071.0	11.3	26947.0	18.5	25159.0					10.9	29009.0	8.35	20156.0			15.1	45110.0	10.1	42882.0
24431	chr2	69802631	69803307	2	20.0	24431			9.61	28921.0							23.6	14871.0	51.0	8726.0	105.8	851.0	76.4	4667.0	161.8	294.0
24432	chr2	70933166	70933848	2	20.0	24432			8.48	30118.0	8.64	33283.0	12.1	28102.0												
24433	chr2	71353923	71354423	2	20.0	24433							19.1	22847.0												
24434	chr2	71539107	71540183	2	20.0	24434	26.0	21061.0	19.8	20727.0	13.0	28851.0	16.8	24343.0									11.3	53812.0		
24436	chr2	72139511	72140319	2	20.0	24436																				
24437	chr2	72158613	72159113	2	20.0	24437					32.1	19827.0	17.3	23898.0												
24439	chr2	75147222	75147882	2	20.0	24439	8.67	30924.0					9.24	31536.0												
24440	chr2	84622897	84623397	2	20.0	24440	14.1	26557.0	11.3	26952.0	17.3	25877.0	13.3	26978.0												
24441	chr2	84633139	84633639	2	20.0	24441							20.2	22098.0												
24442	chr2	91186620	91187376	2	20.0	24442	22.8	22239.0	15.3	23446.0																
24443	chr2	92199461	92199961	2	20.0	24443													78.5	4955.0	9.55	24840.0	26.1	28239.0	53.5	5344.0
24445	chr2	102146817	102147317	2	20.0	24445																				
24446	chr2	103632551	103633051	2	20.0	24446	10.9	28869.0			59.3	13025.0	19.6	22461.0			116.2	1239.0	85.2	4335.0	10.9	24092.0	65.9	6484.0	23.1	20442.0
24447	chr2	117328771	117329395	2	20.0	24447	62.0	12300.0	50.3	9814.0	66.7	11674.0	73.4	7169.0									29.6	24544.0		
24448	chr2	122154423	122155073	2	20.0	24448							12.7	27504.0							8.87	25172.0				
24449	chr2	143983297	143983997	2	20.0	24449					9.88	31864.0	15.0	25643.0												
24450	chr2	155792987	155793687	2	20.0	24450	18.2	24298.0	21.5	19804.0			19.1	22861.0											12.7	37007.0
24451	chr2	158135439	158136685	2	20.0	24451	12.8	27435.0	17.5	22043.0	26.6	21661.0	11.0	29118.0											8.07	48163.0
24453	chr2	164002958	164003814	2	20.0	24453	19.2	23872.0	16.4	22747.0	27.2	21410.0	8.09	33022.0												
24455	chr2	165179048	165179850	2	20.0	24455	16.9	25077.0	17.0	22429.0	21.6	23628.0	19.6	22469.0												
24456	chr2	170157741	170158635	2	20.0	24456	31.9	19184.0	48.1	10344.0	50.0	15074.0	40.4	14258.0	14.9	4993.0	40.9	7552.0	56.0	7836.0	20.5	17889.0	39.8	16534.0	24.9	18584.0
24457	chr2	172381970	172382470	2	20.0	24457					25.9	21867.0														
24458	chr2	172937550	172938176	2	20.0	24458	82.1	9068.0																		
24459	chr2	173270768	173271652	2	20.0	24459	179.3	1994.0	166.8	992.0	189.6	1803.0	180.2	1113.0												
24460	chr2	173595368	173595992	2	20.0	24460					21.6	23634.0											16.1	43051.0		
24461	chr2	174339007	174339779	2	20.0	24461	19.2	23878.0	19.2	21066.0	10.5	31159.0													8.99	45859.0
24462	chr2	179960464	179960964	2	20.0	24462																				
24463	chr2	181147736	181148370	2	20.0	24463	12.3	27846.0															10.8	55353.0		
24464	chr3	38497047	38497683	4	20.0	24464					11.7	30056.0														
24465	chr3	52990053	52990851	4	20.0	24465			13.6	24825.0							15.3	22982.0							7.15	50462.0
24467	chr3	59054727	59055395	4	20.0	24467					27.2	21419.0														
24469	chr3	88376131	88376631	4	20.0	24469																				
24470	chr3	95317410	95318314	4	20.0	24470	22.8	22255.0	113.1	2369.0	108.1	6081.0	19.1	22885.0							23.9	15745.0	30.1	24033.0		
24471	chr3	98406367	98407167	4	20.0	24471	18.7	24087.0			15.4	27037.0	20.8	21852.0												
24473	chr3	104441668	104442168	4	20.0	24473					24.1	22596.0											40.4	16171.0		
24474	chr3	107098340	107098840	4	20.0	24474	21.0	23020.0			19.8	24553.0														
24476	chr3	109361805	109362305	4	20.0	24476	64.3	11902.0	52.0	9445.0																
24477	chr3	121104718	121105218	4	20.0	24477	28.7	20169.0			21.6	23643.0									28.7	13026.0	14.0	47461.0	6.22	52641.0
24478	chr3	130764427	130764927	4	20.0	24478																				
24479	chr3	135376388	135377032	4	20.0	24479																				
24480	chr3	137910130	137910630	4	20.0	24480																	8.34	62583.0		
24481	chr3	152917426	152918052	4	20.0	24481	20.5	23220.0	29.4	16207.0	30.9	20179.0														
24482	chr4	7207269	7207769	5	20.0	24482					24.1	22597.0														
24483	chr4	8699718	8700426	5	20.0	24483			8.48	30206.0																
24484	chr4	9184748	9185396	5	20.0	24484	25.1	21398.0	23.2	18874.0	28.4	20982.0														
24485	chr4	10752902	10753402	5	20.0	24485									9.93	7897.0										
24486	chr4	19931611	19932241	5	20.0	24486							9.82	30674.0	10.8	7318.0									15.7	31024.0
24487	chr4	44044362	44045216	5	20.0	24487	17.8	24557.0	30.0	15992.0	21.0	23929.0	15.6	25196.0									11.8	52492.0		
24488	chr4	46563942	46564442	5	20.0	24488							18.5	23208.0									34.7	20110.0		
24489	chr4	47496209	47497051	5	20.0	24489	10.5	29277.0			11.1	30591.0	10.4	29860.0												
24491	chr4	62787782	62788452	5	20.0	24491																				
24492	chr4	88115415	88115915	5	20.0	24492	16.4	25310.0			14.8	27530.0											12.4	51178.0		
24497	chr4	126226891	126227391	5	20.0	24497	21.9	22659.0			25.3	22111.0					26.2	13289.0	35.9	12106.0	56.0	4395.0	92.6	2849.0	5.99	53235.0
24499	chr4	131860649	131861149	5	20.0	24499																	29.3	24822.0	5.3	54641.0
24501	chr4	133328311	133329157	5	20.0	24501	26.0	21079.0	30.0	15997.0	27.2	21446.0	25.4	19602.0			24.3	14480.0	52.6	8436.0	6.14	26092.0	40.6	16001.0	49.8	6152.0
24502	chr4	143143512	143144012	5	20.0	24502											30.0	11217.0					20.5	35736.0		
24504	chr4	155172578	155173358	5	20.0	24504					16.1	26642.0	9.24	31634.0												
24505	chr5	3501588	3502216	6	20.0	24505	125.5	4437.0	120.5	2060.0	144.5	3405.0	96.5	4431.0			140.5	769.0	100.2	3285.0			76.4	4674.0	27.4	16354.0
24507	chr5	63942924	63943424	6	20.0	24507	26.0	21085.0			32.1	19850.0											9.69	58551.0		
24508	chr5	64684017	64684949	6	20.0	24508	21.0	23043.0	8.48	30258.0	28.4	20991.0	16.2	24787.0												
24509	chr5	65834258	65834886	6	20.0	24509					12.3	29501.0														
24511	chr5	92078800	92079596	6	20.0	24511	16.0	25535.0	11.3	27037.0	28.4	20996.0	17.3	23978.0												
24512	chr5	92106315	92106953	6	20.0	24512	24.2	21758.0	15.8	23111.0	16.7	26299.0	21.4	21603.0												
24513	chr5	92511297	92512109	6	20.0	24513					8.64	33451.0														
24514	chr5	92964178	92965008	6	20.0	24514	24.6	21558.0	12.4	25960.0	25.3	22126.0					44.1	6814.0	40.1	11022.0			23.4	31602.0	61.8	3981.0
24515	chr5	93136611	93137111	6	20.0	24515	68.0	11221.0	88.8	3987.0	103.7	6527.0	82.0	5997.0	6.77	9813.0	20.4	17519.0							8.3	47650.0
24516	chr5	100236292	100236924	6	20.0	24516					10.5	31274.0														
24517	chr5	107225122	107225750	6	20.0	24517	20.5	23245.0			75.9	10125.0	11.0	29209.0									8.61	61852.0		
24518	chr5	111893772	111894632	6	20.0	24518	14.1	26597.0	11.3	27043.0			24.8	19913.0												
24519	chr5	113639499	113639999	6	20.0	24519							9.82	30752.0												
24520	chr5	115180952	115181924	6	20.0	24520	18.2	24339.0	5.66	32845.0	14.2	28054.0	13.9	26586.0	13.5	5756.0							8.61	61858.0		
24522	chr5	139686636	139687266	6	20.0	24522	10.5	29314.0																		
24523	chr6	8505161	8505661	7	20.0	24523	21.9	22675.0			19.1	24941.0														
24524	chr6	30498764	30499264	7	20.0	24524																	17.2	41162.0		
24525	chr6	30592285	30592991	7	20.0	24525	21.4	22843.0			31.5	20034.0														
24526	chr6	50145819	50146475	7	20.0	24526	19.6	23697.0	9.05	29596.0	13.0	28969.0	9.82	30795.0												
24527	chr6	50417125	50417899	7	20.0	24527	19.6	23698.0			40.8	17419.0			11.7	6806.0	70.9	3299.0	29.2	14041.0	17.7	19796.0			13.1	36130.0
24528	chr6	52305996	52306496	7	20.0	24528	26.9	20809.0	17.5	22115.0	32.1	19859.0														
24530	chr6	54021053	54021775	7	20.0	24530	14.6	26383.0			15.4	27113.0	16.2	24810.0												
24531	chr6	54082364	54082994	7	20.0	24531			12.4	25998.0			9.82	30802.0												
24534	chr6	83092236	83092872	7	20.0	24534																			5.99	53292.0
24535	chr6	86822846	86823346	7	20.0	24535											16.0	22384.0								
24536	chr6	87183964	87184594	7	20.0	24536					22.2	23424.0														
24537	chr6	88423537	88424191	7	20.0	24537	22.8	22290.0	36.2	13752.0			25.4	19627.0												
24538	chr6	99364177	99364677	7	20.0	24538																				
24539	chr6	99660364	99660864	7	20.0	24539											21.7	16454.0								
24540	chr6	100011354	100011994	7	20.0	24540			18.7	21429.0	19.1	24954.0														
24542	chr6	118593298	118593994	7	20.0	24542	16.9	25117.0			9.26	32852.0					5.11	35171.0					10.2	57031.0	24.2	19312.0
24543	chr6	120932471	120933263	7	20.0	24543	24.6	21580.0	20.9	20157.0	17.3	25966.0	30.0	17790.0									12.1	51909.0		
24544	chr6	128334077	128334577	7	20.0	24544	18.2	24351.0															17.5	40701.0	9.45	44815.0
24545	chr6	129606772	129607536	7	20.0	24545	71.6	10630.0	12.4	26014.0	10.5	31331.0			8.58	8815.0										
24546	chr6	136745921	136746421	7	20.0	24546	19.6	23716.0							9.48	8243.0							7.54	65115.0		
24547	chr6	140678153	140678653	7	20.0	24547			7.92	31244.0	81.5	9298.0														
24549	chr6	142881088	142881588	7	20.0	24549	32.4	19086.0			61.1	12692.0	58.3	9866.0												
24550	chr6	142953314	142953938	7	20.0	24550			7.35	32151.0	96.9	7298.0											33.6	21034.0		
24551	chr6	144919365	144920011	7	20.0	24551					21.0	23996.0					41.5	7421.0					46.0	13046.0	11.3	40192.0
24552	chr6	146271195	146271695	7	20.0	24552					17.9	25595.0			7.67	9383.0							6.46	68455.0	21.4	22348.0
24554	chr7	16056428	16057080	8	20.0	24554			29.4	16250.0	45.7	16180.0	19.1	22943.0												
24555	chr7	24617364	24618062	8	20.0	24555					24.1	22648.0					7.03	34275.0					7.8	64287.0		
24556	chr7	30176352	30177014	8	20.0	24556	18.7	24140.0			17.9	25596.0	10.4	29996.0												
24557	chr7	63907324	63907824	8	20.0	24557																				
24558	chr7	63941843	63942343	8	20.0	24558					21.6	23704.0														
24559	chr7	68295984	68296774	8	20.0	24559					8.64	33538.0	11.0	29280.0												
24561	chr7	82988843	82989673	8	20.0	24561	21.0	23065.0	19.2	21150.0	24.7	22407.0	19.1	22952.0	7.22	9612.0										
24564	chr7	101089517	101090017	8	20.0	24564																				
24565	chr7	109951492	109951992	8	20.0	24565	39.7	17135.0			35.2	18945.0	13.9	26649.0	10.8	7383.0	48.5	5960.0							11.8	39228.0
24566	chr7	110259667	110260483	8	20.0	24566	21.0	23071.0	14.1	24526.0	18.5	25268.0	13.9	26650.0												
24567	chr7	112213072	112213844	8	20.0	24567	21.0	23072.0	17.5	22141.0	14.8	27634.0	15.0	25795.0									15.9	43742.0		
24568	chr7	114439397	114439897	8	20.0	24568	22.4	22495.0			18.5	25270.0	9.24	31762.0												
24570	chr7	122973659	122974295	8	20.0	24570	203.9	1504.0					168.7	1294.0												
24573	chr7	142457327	142458395	8	20.0	24573							7.51	34127.0							36.2	9769.0				
24575	chr8	13662472	13663236	10	20.0	24575							13.3	27149.0												
24576	chr8	31031534	31032494	10	20.0	24576	7.76	32259.0	17.0	22529.0	11.1	30731.0	13.9	26659.0									8.88	61106.0		
24577	chr8	34651510	34652138	10	20.0	24577							22.5	21023.0	12.6	6304.0	18.5	19509.0	13.4	19161.0			28.0	26262.0	11.5	39732.0
24578	chr8	35850290	35850916	10	20.0	24578	19.2	23933.0	18.7	21455.0	21.6	23709.0	14.4	26258.0									23.1	32030.0		
24579	chr8	47673220	47673846	10	20.0	24579	20.5	23270.0			18.5	25277.0	23.7	20468.0									52.2	10345.0		
24580	chr8	57576112	57576612	10	20.0	24580	90.3	8013.0	63.9	7159.0	85.8	8710.0	76.2	6761.0			39.0	8105.0	39.3	11271.0	51.2	5251.0	73.5	5147.0	25.6	17987.0
24583	chr8	71528578	71529264	10	20.0	24583	8.21	31614.0			21.0	24018.0	24.8	19956.0							16.4	20789.0				
24584	chr8	79209807	79210463	10	20.0	24584	12.8	27559.0			17.9	25623.0														
24585	chr8	91082440	91082940	10	20.0	24585	22.4	22508.0	19.2	21167.0	16.1	26728.0											14.0	47623.0	26.7	17011.0
24586	chr8	105806188	105806814	10	20.0	24586							13.3	27170.0									13.2	49413.0	8.07	48352.0
24588	chr8	122463298	122463928	10	20.0	24588	32.8	18965.0	33.9	14560.0	40.8	17443.0	39.3	14671.0												
24589	chr8	122864826	122865326	10	20.0	24589					11.7	30211.0														
24590	chr8	124347002	124347634	10	20.0	24590	16.0	25573.0	14.7	24096.0			15.0	25824.0									23.1	32040.0		
24593	chr8	126857173	126857803	10	20.0	24593	137.8	3659.0	233.6	444.0			201.6	880.0												
24594	chr8	126978744	126979394	10	20.0	24594			17.0	22543.0	16.1	26737.0											14.5	46473.0	10.4	42530.0
24595	chr9	15516336	15516964	12	20.0	24595																				
24596	chr9	25196299	25196973	12	20.0	24596	26.5	20987.0	27.7	16958.0	27.8	21239.0	20.2	22250.0	22.1	2374.0	23.6	15061.0					9.15	60312.0	5.53	54322.0
24597	chr9	43096118	43096838	12	20.0	24597	15.1	26148.0	20.9	20195.0	18.5	25291.0	16.2	24872.0	10.4	7684.0	49.8	5736.0					26.9	27432.0	41.5	8667.0
24598	chr9	43242579	43243079	12	20.0	24598	11.9	28332.0																		
24600	chr9	56260523	56261155	12	20.0	24600							12.7	27761.0												
24601	chr9	56635640	56636140	12	20.0	24601	19.6	23739.0	15.3	23611.0			12.7	27763.0											12.2	38273.0
24603	chr9	59551277	59551777	12	20.0	24603																				
24605	chr9	59936473	59937105	12	20.0	24605							11.0	29347.0												
24606	chr9	61322474	61322974	12	20.0	24606											12.1	27533.0	96.1	3560.0	22.5	16744.0	81.8	3962.0	56.9	4723.0
24607	chr9	61748425	61749053	12	20.0	24607					34.0	19328.0			7.22	9638.0										
24608	chr9	63108851	63109611	12	20.0	24608	8.67	31119.0			13.6	28596.0											6.46	68556.0	14.5	33313.0
24609	chr9	64248836	64249636	12	20.0	24609	10.0	29891.0					9.82	30967.0												
24610	chr9	75536904	75537578	12	20.0	24610	16.4	25370.0	25.4	17929.0	17.9	25654.0	8.09	33394.0												
24613	chr9	107272829	107273463	12	20.0	24613	23.7	21969.0	14.1	24564.0	34.6	19156.0	29.5	18072.0			16.6	21752.0					15.9	43785.0	7.38	50072.0
24615	chr9	110781032	110781886	12	20.0	24615	22.4	22524.0	15.8	23198.0	17.3	26030.0	25.4	19692.0							62.8	3452.0	128.4	1040.0	56.3	4840.0
24616	chr9	113441959	113442733	12	20.0	24616	24.6	21611.0			25.3	22183.0	12.7	27781.0												
24617	chr9	114612866	114613526	12	20.0	24617	23.3	22135.0	22.1	19610.0	32.7	19704.0	22.5	21048.0			24.3	14596.0	66.0	6414.0			47.6	12300.0	9.22	45490.0
24618	chr9	114948619	114949119	12	20.0	24618																				
24619	chr9	115473866	115474496	12	20.0	24619																				
24620	chr9	118393503	118394281	12	20.0	24620	29.7	19929.0	23.2	18985.0	43.2	16814.0	15.6	25334.0												
24621	chr9	118404927	118405427	12	20.0	24621	21.4	22880.0	23.2	18986.0													10.2	57166.0		
24622	chr9	122125952	122126846	12	20.0	24622	28.7	20220.0	11.3	27163.0	15.4	27201.0	6.93	34554.0												
24623	chr10	10307587	10308213	9	20.0	24623	21.9	22710.0	23.2	18989.0	9.26	32943.0	23.1	20756.0												
24624	chr10	12929175	12929851	9	20.0	24624	14.1	26665.0			9.26	32944.0											27.4	26863.0		
24625	chr10	19333633	19334515	9	20.0	24625	15.5	25872.0	11.9	26681.0	22.8	23207.0			15.3	4856.0	27.5	12645.0	14.2	18948.0			26.6	27742.0	24.0	19586.0
24626	chr10	19559644	19560274	9	20.0	24626	11.9	28343.0	13.0	25496.0			12.1	28274.0												
24627	chr10	20040453	20041187	9	20.0	24627	16.9	25153.0	11.3	27171.0			8.09	33421.0									13.2	49461.0	10.1	43148.0
24628	chr10	21048888	21049522	9	20.0	24628	26.0	21137.0	15.8	23209.0			19.6	22630.0					9.19	20077.0			20.2	36320.0	27.4	16415.0
24629	chr10	34033875	34034375	9	20.0	24629					15.4	27209.0	13.3	27211.0			8.94	32285.0			26.6	14245.0	25.3	29357.0	21.2	22657.0
24630	chr10	39266509	39267173	9	20.0	24630	16.9	25157.0	21.5	19921.0	16.1	26764.0	17.9	23685.0			26.8	13026.0					6.19	69489.0	5.07	55220.0
24631	chr10	39448846	39449346	9	20.0	24631					35.2	18967.0	34.1	16365.0									13.2	49465.0	9.68	44369.0
24632	chr10	41386015	41386663	9	20.0	24632			14.7	24133.0																
24633	chr10	41526927	41527663	9	20.0	24633	16.4	25382.0	8.48	30478.0	17.3	26050.0	15.6	25345.0												
24634	chr10	42878989	42879977	9	20.0	24634			8.48	30481.0	9.88	32244.0														
24635	chr10	44539079	44539703	9	20.0	24635	13.7	26960.0	28.8	16506.0	22.8	23211.0	19.6	22633.0			58.8	4513.0	46.8	9634.0			33.6	21078.0	23.3	20305.0
24636	chr10	59847997	59848879	9	20.0	24636			13.0	25503.0			10.4	30107.0												
24637	chr10	63089447	63090313	9	20.0	24637	28.3	20366.0	26.0	17689.0	38.3	18077.0	18.5	23323.0											10.1	43158.0
24638	chr10	70120117	70120973	9	20.0	24638	12.8	27601.0	23.2	18998.0	35.2	18974.0	46.2	12694.0			16.0	22538.0					11.8	52743.0		
24639	chr10	75282607	75283107	9	20.0	24639	16.4	25385.0	24.3	18449.0			17.3	24084.0	16.3	4437.0	28.1	12282.0	31.7	13340.0			20.2	36326.0	24.7	18914.0
24640	chr10	75977921	75978559	9	20.0	24640			13.0	25511.0	14.8	27723.0														
24641	chr10	79832272	79832896	9	20.0	24641	12.3	28022.0			21.0	24041.0	12.7	27814.0												
24642	chr10	81408730	81410154	9	20.0	24642	6.84	33329.0			12.3	29691.0	6.93	34564.0			62.0	4142.0	24.2	15727.0	14.3	22211.0	43.1	14612.0	42.4	8344.0
24644	chr10	93194776	93195446	9	20.0	24644	14.6	26430.0					14.4	26306.0												
24645	chr10	98776159	98776935	9	20.0	24645	7.76	32377.0							10.4	7700.0					30.0	12500.0	36.3	18984.0	9.91	43801.0
24646	chr10	100701918	100702418	9	20.0	24646					29.0	20867.0					14.1	25014.0								
24647	chr10	117119005	117119639	9	20.0	24647	19.6	23760.0																		
24648	chr10	118418858	118419358	9	20.0	24648									22.1	2388.0			30.9	13602.0	20.5	18076.0	41.2	15765.0		
24649	chr10	120384663	120385503	9	20.0	24649	16.0	25594.0	20.4	20557.0	16.7	26402.0	20.2	22290.0												
24650	chr10	121795453	121796085	9	20.0	24650	18.7	24175.0	10.2	28534.0	29.0	20870.0	11.6	28801.0												
24651	chr10	126809613	126810245	9	20.0	24651																				
24653	chr11	3339562	3340238	13	20.0	24653	11.9	28352.0	7.35	32263.0	15.4	27232.0	8.66	32580.0												
24655	chr11	11766455	11767107	13	20.0	24655	9.58	30380.0	10.2	28544.0	15.4	27234.0	9.82	31068.0												
24656	chr11	20205951	20206633	13	20.0	24656	15.1	26189.0			191.4	1775.0														
24657	chr11	21117054	21117680	13	20.0	24657	20.1	23534.0	17.0	22584.0	46.3	16065.0	34.1	16377.0											17.5	27948.0
24658	chr11	22761950	22762620	13	20.0	24658	16.0	25599.0	17.0	22585.0	20.4	24371.0	17.3	24105.0												
24659	chr11	23852906	23853668	13	20.0	24659	18.7	24177.0	18.1	21842.0	11.1	30825.0	35.2	15994.0												
24661	chr11	54745714	54746562	13	20.0	24661	9.12	30718.0	8.48	30529.0	15.4	27243.0	9.24	31887.0												
24662	chr11	59425205	59425705	13	20.0	24662	22.8	22334.0																		
24663	chr11	73130940	73131440	13	20.0	24663	17.3	24942.0					15.6	25380.0			13.4	25909.0	10.9	19791.0			44.1	14072.0	33.0	12693.0
24666	chr11	75741029	75741853	13	20.0	24666			26.0	17710.0	35.2	18982.0														
24667	chr11	76131026	76131526	13	20.0	24667	24.6	21644.0			43.2	16833.0	13.9	26746.0												
24668	chr11	79088471	79089095	13	20.0	24668	21.9	22731.0	23.8	18727.0	17.9	25685.0	22.5	21092.0									9.96	58073.0		
24669	chr11	82214003	82214503	13	20.0	24669			20.9	20244.0							23.6	15136.0								
24670	chr11	86370485	86370985	13	20.0	24670																	16.1	43321.0		
24671	chr11	88631676	88632330	13	20.0	24671	24.2	21814.0	22.1	19645.0	27.2	21542.0	15.6	25387.0			11.5	28595.0							25.6	18044.0
24672	chr11	90419580	90420406	13	20.0	24672	16.0	25607.0	18.1	21857.0			17.9	23720.0												
24674	chr11	94570615	94571279	13	20.0	24674							11.6	28829.0												
24676	chr11	97025993	97026493	13	20.0	24676	18.7	24189.0	9.05	29814.0	14.2	28197.0	17.9	23722.0							34.1	10646.0	47.1	12590.0	36.7	10712.0
24677	chr11	97818443	97819397	13	20.0	24677	65.7	11679.0	30.0	16085.0	7.41	34817.0	112.1	3233.0									12.9	50178.0	16.1	30378.0
24678	chr11	98047722	98048346	13	20.0	24678	7.3	32924.0	13.6	25037.0	9.26	33012.0														
24679	chr11	100983346	100983846	13	20.0	24679	16.9	25173.0			18.5	25342.0							26.7	14949.0	25.2	15121.0	30.1	24153.0		
24680	chr11	101619848	101620656	13	20.0	24680	26.5	21002.0			27.2	21546.0			7.67	9437.0	42.2	7331.0								
24683	chr11	106780762	106781694	13	20.0	24683	16.4	25407.0	6.79	32683.0	142.0	3587.0														
24684	chr11	108893118	108893892	13	20.0	24684	40.6	16939.0	40.2	12564.0	32.1	19923.0	23.1	20796.0												
24686	chr11	116337027	116337843	13	20.0	24686	15.5	25915.0	24.9	18224.0			27.7	18776.0									11.3	54254.0		
24687	chr11	117248930	117249788	13	20.0	24687	10.0	29984.0	14.1	24609.0			26.6	19236.0												
24688	chr11	117394803	117395303	13	20.0	24688	20.1	23547.0																	12.0	38867.0
24689	chr11	118335610	118336236	13	20.0	24689							17.3	24147.0												
24690	chr11	119127990	119128490	13	20.0	24690			51.5	9624.0	43.8	16683.0	36.4	15635.0					13.4	19207.0	13.6	22707.0	32.0	22433.0		
24692	chr12	3759121	3759621	15	20.0	24692											10.9	29554.0					11.6	53501.0		
24693	chr12	16134474	16135104	15	20.0	24693	11.9	28374.0	49.8	10009.0	16.7	26429.0	55.5	10528.0	12.2	6635.0										
24695	chr12	25268865	25269365	15	20.0	24695	147.4	3154.0			86.4	8632.0	95.9	4508.0												
24696	chr12	35690782	35691282	15	20.0	24696																			10.8	41482.0
24697	chr12	55438482	55439110	15	20.0	24697	28.7	20254.0	30.0	16095.0	25.3	22220.0	17.3	24151.0									15.9	43867.0	14.1	34389.0
24698	chr12	70969678	70970178	15	20.0	24698	35.1	18338.0					16.8	24561.0			27.5	12702.0					19.4	37626.0		
24699	chr12	72361511	72362329	15	20.0	24699	27.8	20527.0	20.9	20265.0	20.4	24398.0	17.3	24153.0									12.4	51450.0		
24701	chr12	79683555	79684385	15	20.0	24701	23.7	22006.0	19.8	20918.0	9.88	32361.0	26.0	19465.0												
24702	chr12	80168457	80169155	15	20.0	24702	27.8	20528.0	17.0	22613.0	19.1	25042.0					11.5	28638.0					46.6	12833.0	11.8	39366.0
24703	chr12	84752853	84753477	15	20.0	24703																				
24704	chr12	85468362	85468862	15	20.0	24704																				
24705	chr12	98573126	98574318	15	20.0	24705	8.67	31206.0	17.0	22615.0	8.64	33765.0	13.3	27280.0												
24706	chr12	100084424	100084924	15	20.0	24706							13.3	27281.0												
24707	chr12	113481395	113482049	15	20.0	24707	19.2	23990.0			25.3	22230.0	17.3	24165.0												
24708	chr12	115119445	115120215	15	20.0	24708	11.4	28736.0	14.1	24627.0							8.94	32393.0					11.8	52831.0		
24709	chr12	117413301	117413925	15	20.0	24709	16.0	25622.0			10.5	31564.0														
24710	chr13	13491900	13492626	14	20.0	24710	13.2	27294.0															19.6	37224.0	9.68	44451.0
24711	chr13	20134237	20134737	14	20.0	24711					33.3	19545.0														
24712	chr13	30147612	30148112	14	20.0	24712																				
24713	chr13	37056649	37057413	14	20.0	24713	19.2	23995.0	15.8	23294.0	16.7	26445.0														
24714	chr13	38010586	38011086	14	20.0	24714	21.9	22749.0	26.6	17506.0	10.5	31574.0	11.6	28873.0					84.4	4464.0			24.8	30040.0	19.4	25119.0
24715	chr13	42244695	42245195	14	20.0	24715			14.7	24232.0	116.7	5300.0											8.88	61331.0		
24716	chr13	45030630	45031266	14	20.0	24716	17.3	24972.0	7.92	31614.0	20.4	24409.0	19.1	23047.0			24.9	14278.0	25.1	15517.0	56.6	4329.0	46.6	12838.0	77.0	2417.0
24717	chr13	51106915	51107615	14	20.0	24717							10.4	30250.0												
24718	chr13	52076180	52077010	14	20.0	24718					69.8	11209.0	17.9	23758.0												
24719	chr13	52577684	52578838	14	20.0	24719																				
24720	chr13	52807510	52808172	14	20.0	24720	37.4	17765.0	10.2	28645.0			81.4	6101.0			84.3	2410.0	45.9	9826.0	21.2	17712.0	88.0	3269.0	59.7	4302.0
24721	chr13	54303654	54304154	14	20.0	24721																				
24722	chr13	59778345	59779121	14	20.0	24722																				
24723	chr13	72120662	72121286	14	20.0	24723	26.5	21012.0			24.7	22488.0													11.1	40948.0
24724	chr13	73488329	73488829	14	20.0	24724			16.4	22930.0	45.7	16239.0	23.1	20828.0												
24726	chr13	94702249	94703157	14	20.0	24726	18.7	24209.0	8.48	30642.0	15.4	27302.0											7.27	66275.0		
24727	chr13	97285604	97286104	14	20.0	24727	16.0	25632.0			16.7	26451.0														
24728	chr13	101668794	101669294	14	20.0	24728	30.6	19674.0									10.9	29637.0					6.73	67912.0		
24729	chr13	108526964	108527734	14	20.0	24729	11.4	28750.0			16.1	26847.0	8.66	32704.0												
24730	chr13	112116390	112116890	14	20.0	24730																				
