	chr	start	end	strand	Stat	Parent files	Total subpeaks	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr17-21481992-1	chr17	21446778	21517206	+	800.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr17-39478	0	chr17	21446778	21517206	+	800.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-6996	NM_013843	24132	Mm.42140	NM_013843	0	Zfp53	D030067O06Rik|KRAZ1|Zfp-53|Zfp118|zfas8	zinc finger protein 53	protein-coding
Merged-chr3-19412953-1	chr3	19366509	19459397	+	800.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr3-20138	0	chr3	19366509	19459397	+	800.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-95642	NM_025489	66326	Mm.45615	NM_025489	ENSMUSG00000027606	Dnajc5b	1700008A05Rik	DnaJ (Hsp40) homolog, subfamily C, member 5 beta	protein-coding
Merged-chr2-13747644-1	chr2	13697734	13797555	+	800.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr2-49487	0	chr2	13697734	13797555	+	800.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_145838, intron 2 of 7)	intron (NM_145838, intron 2 of 7)	45876	NM_145838	241230	Mm.330004	NM_145838	ENSMUSG00000003418	St8sia6	1700007J08Rik|AI314453|AI875066|ST8SiaVI|Siat8f	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	protein-coding
Merged-chr5-122692141-1	chr5	122638275	122746008	+	799.299988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr5-22894	0	chr5	122638275	122746008	+	799.299988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	TTS (NM_001038845)	TTS (NM_001038845)	-15416	NM_011026	18438	Mm.290884	NM_011026	ENSMUSG00000029470	P2rx4	AI504491|AW555605|D5Ertd444e|P2X4	purinergic receptor P2X, ligand-gated ion channel 4	protein-coding
Merged-chr5-64899173-1	chr5	64860109	64938238	+	798.700012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr5-43566	0	chr5	64860109	64938238	+	798.700012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	33526	NM_030682	21897	Mm.273024	NM_030682	ENSMUSG00000044827	Tlr1	-	toll-like receptor 1	protein-coding
Merged-chr13-109812304-1	chr13	109776536	109848073	+	793.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr13-24289	0	chr13	109776536	109848073	+	793.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_011056, intron 7 of 16)	intron (NM_011056, intron 7 of 16)	-91505	NR_035442	100316683	0	NR_035442	0	Mir1904	Mirn1904|mmu-mir-1904	microRNA 1904	ncRNA
Merged-chr14-64907356-1	chr14	64834745	64979967	+	791.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr14-30056	0	chr14	64834745	64979967	+	791.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_177338, intron 1 of 9)	intron (NM_177338, intron 1 of 9)	42491	NM_177338	219150	Mm.344074	NM_177338	ENSMUSG00000021972	Hmbox1	AI451877|AI604847|F830020C16Rik	homeobox containing 1	protein-coding
Merged-chr13-23723554-1	chr13	23683022	23764086	+	790.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr13-11331	0	chr13	23683022	23764086	+	790.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	RLTR50B|LTR|ERVK	-12743	NM_010424	15216	Mm.2681	NM_010424	ENSMUSG00000006611	Hfe	MR2	hemochromatosis	protein-coding
Merged-chr7-126153257-1	chr7	126105691	126200823	+	787.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr7-40029	0	chr7	126105691	126200823	+	787.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	exon (NM_028816, exon 7 of 24)	exon (NM_028816, exon 7 of 24)	47151	NM_028816	74204	Mm.235663	NM_028816	ENSMUSG00000000131	Xpo6	2610005L19Rik|AI854665|AL022631|C230091E20Rik|R75304|Ranbp20|mKIAA0370	exportin 6	protein-coding
Merged-chr10-41606704-1	chr10	41552097	41661311	+	787.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr10-14100	0	chr10	41552097	41661311	+	787.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-18951	NM_001177571	75973	Mm.228517	NM_029493	ENSMUSG00000075225	Ccdc162	5033413D22Rik|Ccdc162p|Gm61	coiled-coil domain containing 162	protein-coding
Merged-chr15-96624809-1	chr15	96583316	96666302	+	786.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr15-27145	0	chr15	96583316	96666302	+	786.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001166458, intron 1 of 15)	RSINE1|SINE|B4	17153	NM_134086	105727	Mm.103568	NM_134086	ENSMUSG00000023169	Slc38a1	AA408026|AA409865|AL022800|AU015942|NAT2	solute carrier family 38, member 1	protein-coding
Merged-chr17-56300336-1	chr17	56251347	56349325	+	785.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr17-27209	0	chr17	56251347	56349325	+	785.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	promoter-TSS (NM_029799)	promoter-TSS (NM_029799)	-50	NM_029799	76920	Mm.329132	NM_029799	ENSMUSG00000073380	Arrdc5	1700013E09Rik	arrestin domain containing 5	protein-coding
Merged-chr17-53607440-1	chr17	53557610	53657270	+	781.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr17-15921	0	chr17	53557610	53657270	+	781.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001190846, intron 1 of 17)	intron (NM_001190846, intron 1 of 17)	23314	NM_001190846	18519	Mm.255025	NM_020005	ENSMUSG00000000708	Kat2b	A930006P13Rik|AI461839|AW536563|Pcaf|p/CAF	K(lysine) acetyltransferase 2B	protein-coding
Merged-chr15-78900358-1	chr15	78859217	78941499	+	779.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr15-39994	0	chr15	78859217	78941499	+	779.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_009164, intron 1 of 17)	intron (NM_009164, intron 1 of 17)	572	NM_009164	20401	Mm.4462	NM_009164	ENSMUSG00000022436	Sh3bp1	3BP-1	SH3-domain binding protein 1	protein-coding
Merged-chr9-106191037-1	chr9	106148482	106233593	+	779.799988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr9-39219	0	chr9	106148482	106233593	+	779.799988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	3' UTR (NM_029896, exon 9 of 9)	3' UTR (NM_029896, exon 9 of 9)	7902	NM_198931	67905	Mm.23018	NM_026447	0	Ppm1m	2810423O19Rik|AW610647|C77250|PP2Ceta	protein phosphatase 1M	protein-coding
Merged-chr4-43962165-1	chr4	43931349	43992981	+	779.799988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr4-40303	0	chr4	43931349	43992981	+	779.799988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_027450, intron 1 of 4)	intron (NM_027450, intron 1 of 4)	4463	NM_027450	384009	Mm.22213	NM_027450	ENSMUSG00000028480	Glipr2	5730414A08Rik|C77180|GAPR-1	GLI pathogenesis-related 2	protein-coding
