	chr	start	end	strand	Stat	Parent files	Total subpeaks	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr19-8768787-2	chr19	8695622	8844754	+	1139.6000980000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-7776	chr19-21930	chr19	8695622	8844754	+	1139.6000980000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	promoter-TSS (NM_025791)	promoter-TSS (NM_025791)	-808	NM_025791	66836	Mm.440071	NM_025791	ENSMUSG00000075043	Tmem223	0610006I08Rik	transmembrane protein 223	protein-coding
Merged-chr6-83431800-2	chr6	83380492	83508478	+	1139.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-48756	chr6-46427	chr6	83380492	83508478	+	1139.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_028382, intron 2 of 2)	MIRb|SINE|MIR	2730	NR_028382	320775	Mm.434334	NR_028382	ENSMUSG00000051844	B230319C09Rik	-	RIKEN cDNA B230319C09 gene	ncRNA
Merged-chr11-115476728-2	chr11	115403286	115537165	+	1138.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-34235	chr11-44777	chr11	115403286	115537165	+	1138.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001080934, intron 3 of 3)	intron (NM_001080934, intron 3 of 3)	-5452	NM_177778	276905	Mm.38019	NM_177778	ENSMUSG00000057219	Armc7	A630084C13|BC023126	armadillo repeat containing 7	protein-coding
Merged-chr8-86720805-2	chr8	86617624	86822378	+	1132.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-35712	chr8-19228	chr8	86617624	86822378	+	1132.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-25698	NR_027829	666945	Mm.391806	NR_027829	0	Gm10638	ENSMUSG00000074178	predicted gene 10638	ncRNA
Merged-chr11-79647079-2	chr11	79591422	79712112	+	1130.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-72931	chr11-51546	chr11	79591422	79712112	+	1130.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_175543, intron 3 of 14)	PB1D10|SINE|Alu	23319	NR_045898	72218	Mm.443271	NR_045898	ENSMUSG00000086569	Rab11fip4os2	1700020F10Rik|4930542H20Rik|Rab11fib4os2	RAB11 family interacting protein 4 (class II), opposite strand 2	ncRNA
Merged-chr5-107730462-2	chr5	107675611	107788408	+	1128.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-19617	chr5-36790	chr5	107675611	107788408	+	1128.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-6204	NM_001267621	14581	Mm.2078	NM_010278	ENSMUSG00000029275	Gfi1	AW495828|Gfi-1|Pal-1|Pal1	growth factor independent 1	protein-coding
Merged-chr4-133703842-2	chr4	133649809	133757895	+	1128.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-43540	chr4-24712	chr4	133649809	133757895	+	1128.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001080819, intron 4 of 19)	intron (NM_001080819, intron 4 of 19)	13256	NR_106086	102465707	0	NR_106086	0	Mir7227	mmu-mir-7227	microRNA mir-7227	ncRNA
Merged-chr14-75200760-2	chr14	75166960	75239985	+	1124.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-35763	chr14-34554	chr14	75166960	75239985	+	1124.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008879, intron 6 of 16)	intron (NM_008879, intron 6 of 16)	-38815	NM_019775	56373	Mm.24242	NM_019775	ENSMUSG00000021999	Cpb2	1110032P04Rik|4930405E17Rik|AI255929|CPR|Cpu|TAFI	carboxypeptidase B2 (plasma)	protein-coding
Merged-chr4-63391531-2	chr4	63343780	63442546	+	1123.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-26869	chr4-25940	chr4	63343780	63442546	+	1123.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001045514, intron 3 of 21)	B3|SINE|B2	10282	NM_001045514	100182	Mm.387725	NM_001045514	ENSMUSG00000039158	Akna	AI597013|mKIAA1968	AT-hook transcription factor	protein-coding
Merged-chr5-23417803-2	chr5	23365740	23466051	+	1123.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-36209	chr5-38605	chr5	23365740	23466051	+	1123.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	18458	NR_040469	269630	Mm.425231	NR_040469	ENSMUSG00000073147	5031425E22Rik	-	RIKEN cDNA 5031425E22 gene	ncRNA
Merged-chr9-66604333-2	chr9	66539256	66690217	+	1115.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr9-22457	chr9-50066	chr9	66539256	66690217	+	1115.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	B3|SINE|B2	-21756	NM_144937	235441	Mm.38976	NM_144937	ENSMUSG00000032376	Usp3	AA409661|BC017156	ubiquitin specific peptidase 3	protein-coding
Merged-chr5-62778229-2	chr5	62680856	62868038	+	1112.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-14884	chr5-35813	chr5	62680856	62868038	+	1112.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	MERVL-int|LTR|ERVL	-8270	NM_178407	212285	Mm.244403	NM_178407	ENSMUSG00000037999	Arap2	Centd1|Gm148|mKIAA0580	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	protein-coding
Merged-chr2-93443450-2	chr2	93415628	93471345	+	1111.3999019999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-40199	chr2-40298	chr2	93415628	93471345	+	1111.3999019999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001136055, intron 1 of 9)	intron (NM_001136055, intron 1 of 9)	9186	NM_001271462	12521	Mm.4261	NM_007656	ENSMUSG00000027215	Cd82	AA682076|AL023070|C33|IA4|Kai1|Tspan27	CD82 antigen	protein-coding
Merged-chr9-123959622-2	chr9	123923093	123997612	+	1107.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr9-40526	chr9-20111	chr9	123923093	123997612	+	1107.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	L1MB7|LINE|L1	8340	NM_009912	12768	Mm.274927	NM_009912	ENSMUSG00000025804	Ccr1	Cmkbr1|Mip-1a-R	chemokine (C-C motif) receptor 1	protein-coding
Merged-chr15-53280014-2	chr15	53207730	53352372	+	1097.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-43869	chr15-40758	chr15	53207730	53352372	+	1097.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_010162, intron 1 of 10)	intron (NM_010162, intron 1 of 10)	66132	NM_010162	14042	Mm.309395	NM_010162	0	Ext1	AA409028	exostoses (multiple) 1	protein-coding
Merged-chr12-51846517-2	chr12	51789425	51895855	+	1094.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-35785	chr12-43900	chr12	51789425	51895855	+	1094.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-13104	NM_144788	207304	Mm.249391	NM_144788	ENSMUSG00000035247	Hectd1	A630086P08Rik|AI844876|b2b327Clo|opm	HECT domain containing 1	protein-coding
Merged-chr14-73370311-2	chr14	73303802	73451498	+	1094.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-35552	chr14-38459	chr14	73303802	73451498	+	1094.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008410, intron 1 of 5)	intron (NM_008410, intron 1 of 5)	7621	NM_008410	16432	Mm.4266	NM_008410	ENSMUSG00000022108	Itm2b	AI256040|Bri|Bri2|Bricd2b|D14Sel6|E25BMM|imBRI2	integral membrane protein 2B	protein-coding
Merged-chr14-54425488-2	chr14	54350687	54500477	+	1093.6499019999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-13822	chr14-17917	chr14	54350687	54500477	+	1093.6499019999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-1327	NM_026851	68836	Mm.248163	NM_026851	ENSMUSG00000010406	Mrpl52	1110047B07Rik	mitochondrial ribosomal protein L52	protein-coding
Merged-chr10-128754145-2	chr10	128687408	128829455	+	1091.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-24458	chr10-43226	chr10	128687408	128829455	+	1091.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001253704, intron 2 of 3)	intron (NM_001253704, intron 2 of 3)	9976	NM_001170869	78428	Mm.27358	NM_030100	ENSMUSG00000064030	Wibg	A030010B05Rik|Pym	within bgcn homolog (Drosophila)	protein-coding
Merged-chr9-7858789-2	chr9	7810939	7903655	+	1090.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr9-18624	chr9-23536	chr9	7810939	7903655	+	1090.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_007464, intron 5 of 8)	PB1D10|SINE|Alu	15873	NM_007464	11796	Mm.2026	NM_007464	ENSMUSG00000032000	Birc3	AW107670|Api1|Api2|Birc2|HIAP2|IAP1|IAP2|MIAP1|MIAP2|MIHB|MIHC|RNF49|cIAP-1|cIAP-2|cIAP1|cIAP2	baculoviral IAP repeat-containing 3	protein-coding
Merged-chr10-121465616-2	chr10	121409096	121521377	+	1088.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-56244	chr10-59544	chr10	121409096	121521377	+	1088.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_138956, intron 1 of 4)	intron (NM_138956, intron 1 of 4)	11014	NM_138956	192678	Mm.41265	NM_138956	ENSMUSG00000025795	Rassf3	AW212023|AW322379	Ras association (RalGDS/AF-6) domain family member 3	protein-coding
Merged-chr8-3375206-2	chr8	3308339	3449719	+	1084.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-11782	chr8-37543	chr8	3308339	3449719	+	1084.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001033378, intron 2 of 10)	ORR1C2|LTR|ERVL-MaLR	-13979	NM_133962	102098	Mm.170461	NM_133962	ENSMUSG00000004568	Arhgef18	AI467246|D030053O22Rik	rho/rac guanine nucleotide exchange factor (GEF) 18	protein-coding
Merged-chr11-115174198-2	chr11	115119746	115248196	+	1084.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-43942	chr11-48595	chr11	115119746	115248196	+	1084.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_025400, intron 4 of 6)	intron (NM_025400, intron 4 of 6)	3345	NM_025400	66176	Mm.86823	NM_025400	ENSMUSG00000015542	Nat9	1110028N05Rik	N-acetyltransferase 9 (GCN5-related, putative)	protein-coding
Merged-chr6-142936917-2	chr6	142908362	142965475	+	1078.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-25969	chr6-28722	chr6	142908362	142965475	+	1078.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_011374, intron 1 of 4)	intron (NM_011374, intron 1 of 4)	27534	NM_011374	20449	Mm.260838	NM_011374	ENSMUSG00000030283	St8sia1	9330109E03Rik|GD3S|Sia-T|Siat8|Siat8a	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	protein-coding
Merged-chr12-110497604-2	chr12	110436899	110547044	+	1076.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-39166	chr12-30281	chr12	110436899	110547044	+	1076.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_012023, intron 1 of 13)	intron (NM_012023, intron 1 of 13)	6232	NM_001081457	26931	Mm.240396	NM_012023	ENSMUSG00000017843	Ppp2r5c	2610043M05Rik|2700063L20Rik|AI060890|AW545884|C85228|D12Bwg0916e|mKIAA0044	protein phosphatase 2, regulatory subunit B', gamma	protein-coding
Merged-chr5-123013215-2	chr5	122965602	123059429	+	1072.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-34398	chr5-45843	chr5	122965602	123059429	+	1072.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	B1_Mus2|SINE|Alu	-2559	NM_175423	109305	Mm.218582	NM_175423	ENSMUSG00000049686	Orai1	D730049H07Rik|Tmem142a|orai-1	ORAI calcium release-activated calcium modulator 1	protein-coding
Merged-chr1-134079700-2	chr1	134043379	134112837	+	1068.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-55533	chr1-71579	chr1	134043379	134112837	+	1068.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_007570, intron 1 of 1)	intron (NM_007570, intron 1 of 1)	1047	NM_007570	12227	Mm.392646	NM_007570	ENSMUSG00000020423	Btg2	AA959598|APRO1|Pc3|TIS21	B cell translocation gene 2, anti-proliferative	protein-coding
Merged-chr11-69075210-2	chr11	69031579	69134395	+	1067.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-53996	chr11-67638	chr11	69031579	69134395	+	1067.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-5541	NM_009497	22318	Mm.28643	NM_009497	ENSMUSG00000020894	Vamp2	Syb-2|Syb2|sybII	vesicle-associated membrane protein 2	protein-coding
Merged-chr15-55839971-2	chr15	55787264	55911131	+	1066.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-43967	chr15-36803	chr15	55787264	55911131	+	1066.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_016667, intron 1 of 6)	intron (NM_016667, intron 1 of 6)	57752	NM_016667	20649	Mm.309425	NM_016667	ENSMUSG00000060429	Sntb1	-	syntrophin, basic 1	protein-coding
Merged-chr11-95369621-2	chr11	95324622	95426124	+	1063.8500980000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-74160	chr11-69294	chr11	95324622	95426124	+	1063.8500980000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_172543, intron 4 of 7)	intron (NM_172543, intron 4 of 7)	-9549	NM_016752	110172	Mm.4593	NM_016752	0	Slc35b1	Ugalt2	solute carrier family 35, member B1	protein-coding
Merged-chr1-191410096-2	chr1	191350468	191463298	+	1062.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-58539	chr1-74557	chr1	191350468	191463298	+	1062.25	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-9842	NM_144880	226849	Mm.205569	NM_144880	ENSMUSG00000026626	Ppp2r5a	PR61alpha	protein phosphatase 2, regulatory subunit B', alpha	protein-coding
Merged-chr16-55928557-2	chr16	55869556	55996772	+	1059.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr16-31324	chr16-37252	chr16	55869556	55996772	+	1059.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001159366, intron 1 of 4)	B2_Mm2|SINE|B2	1684	NM_001159366	74201	Mm.178427	NM_028815	ENSMUSG00000022604	Cep97	2810403B08Rik|4932439K18Rik|AA437768|E130116N02Rik|Lrriq2	centrosomal protein 97	protein-coding
Merged-chr5-107957221-2	chr5	107917271	108001550	+	1058.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-45182	chr5-18711	chr5	107917271	108001550	+	1058.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_026062, intron 1 of 4)	RSINE1|SINE|B4	27667	NM_026062	67266	Mm.277897	NM_026062	ENSMUSG00000029270	Fam69a	2900024C23Rik|AI315274	family with sequence similarity 69, member A	protein-coding
Merged-chr10-67636444-2	chr10	67571486	67729314	+	1055.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-33922	chr10-45565	chr10	67571486	67729314	+	1055.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	LTR50|LTR|ERVL	-101445	NM_001005419	211488	Mm.297250	NM_001005419	ENSMUSG00000057134	Ado	Gm237	2-aminoethanethiol (cysteamine) dioxygenase	protein-coding
Merged-chr1-80630673-2	chr1	80579985	80678766	+	1052.75	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-53333	chr1-62319	chr1	80579985	80678766	+	1052.75	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001285927, intron 3 of 55)	intron (NM_001285927, intron 3 of 55)	35977	NM_001285927	210293	Mm.133473	NM_175291	ENSMUSG00000038608	Dock10	9330153B10Rik|A630054M16Rik|Jr4|Jr5|R75174|ZIZ3|Zizimin3|mKIAA0694	dedicator of cytokinesis 10	protein-coding
Merged-chr1-125452530-2	chr1	125388115	125526605	+	1052.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-63897	chr1-43205	chr1	125388115	125526605	+	1052.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	B4A|SINE|B4	-21633	NM_001205385	74117	Mm.183102	NM_023735	ENSMUSG00000026341	Actr3	1200003A09Rik|Arp3	ARP3 actin-related protein 3	protein-coding
Merged-chr4-134101897-2	chr4	134058062	134137133	+	1051.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-37674	chr4-24751	chr4	134058062	134137133	+	1051.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-2524	NM_013706	23833	Mm.24130	NM_013706	ENSMUSG00000000682	Cd52	AI463198|B7|B7-Ag|CAMPATH-1|CLS1|MB7	CD52 antigen	protein-coding
